query,dag_id,dag_text,tools,edges,topo_family,source,split,strict_fix_applied,had_duplicate_node_labels,original_tools,tool_count,canonical_dag_hash,canonical_toolset_hash,num_nodes,num_edges,query_condition,structural_twin_group,heldout_topology,dataset_version
"Record an activity log entry first. Afterward, analyze the billing document. Once the document is reviewed, you can simultaneously investigate system usage data and file a help request.",625,"append_audit_event -> read_invoice, read_invoice -> create_support_ticket, read_invoice -> read_access_logs",append_audit_event;read_invoice;read_access_logs;create_support_ticket,0->1;1->2;1->3,inverted_y,azure_gpt4o,candidate_only,FALSE,FALSE,append_audit_event;read_invoice;read_access_logs;create_support_ticket,30,5e425e09de1bfbe5,0fbdeb2eddaa4cbb,4,3,lexical,0fbdeb2eddaa4cbb,False,campaign_v4
"Capture a logging event to start. When that's complete, review the billing details. After finishing with the billing, perform two tasks in parallel: checking system activity records and initiating a helpdesk case.",625,"append_audit_event -> read_invoice, read_invoice -> create_support_ticket, read_invoice -> read_access_logs",append_audit_event;read_invoice;read_access_logs;create_support_ticket,0->1;1->2;1->3,inverted_y,azure_gpt4o,candidate_only,FALSE,FALSE,append_audit_event;read_invoice;read_access_logs;create_support_ticket,30,5e425e09de1bfbe5,0fbdeb2eddaa4cbb,4,3,confusable,0fbdeb2eddaa4cbb,False,campaign_v4
"First, escalate the case to a human. Then, restart the service. Next, issue a refund. After that, check the status of the service to confirm everything is resolved.",626,"escalate_case_to_human -> restart_service, issue_refund -> check_service_status, restart_service -> issue_refund",escalate_case_to_human;restart_service;issue_refund;check_service_status,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,FALSE,FALSE,escalate_case_to_human;restart_service;issue_refund;check_service_status,30,68012f4862ea69e5,142ecb244da2554b,4,3,standard,142ecb244da2554b,False,campaign_v4
"Start by handing the case off to a human for review. Once that's done, proceed to restart the service. Following that, process the refund for the customer. Finally, verify the service status to ensure everything is back in order.",626,"escalate_case_to_human -> restart_service, issue_refund -> check_service_status, restart_service -> issue_refund",escalate_case_to_human;restart_service;issue_refund;check_service_status,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,FALSE,FALSE,escalate_case_to_human;restart_service;issue_refund;check_service_status,30,68012f4862ea69e5,142ecb244da2554b,4,3,paraphrase,142ecb244da2554b,False,campaign_v4
"This workflow is sequential. Escalating the case to a human must be completed first, and only then can the service be restarted. Restarting the service must be finished before issuing the refund, and issuing the refund must conclude before checking the service status.",626,"escalate_case_to_human -> restart_service, issue_refund -> check_service_status, restart_service -> issue_refund",escalate_case_to_human;restart_service;issue_refund;check_service_status,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,FALSE,FALSE,escalate_case_to_human;restart_service;issue_refund;check_service_status,30,68012f4862ea69e5,142ecb244da2554b,4,3,structural_clear,142ecb244da2554b,False,campaign_v4
"The workflow has strict dependencies. The case needs to be escalated to a human as the first step. After that step is fully completed, the service can be restarted. Once the restart process is done, the refund can be initiated. Finally, the workflow ends with checking the status of the service to confirm everything is resolved.",626,"escalate_case_to_human -> restart_service, issue_refund -> check_service_status, restart_service -> issue_refund",escalate_case_to_human;restart_service;issue_refund;check_service_status,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,FALSE,FALSE,escalate_case_to_human;restart_service;issue_refund;check_service_status,30,68012f4862ea69e5,142ecb244da2554b,4,3,structural_paraphrase,142ecb244da2554b,False,campaign_v4
"Start by passing the issue to someone for manual handling. Once they've addressed it, reboot the system to restore functionality. After the reboot, ensure the customer gets their money back. Wrap things up by confirming that the system is operating correctly.",626,"escalate_case_to_human -> restart_service, issue_refund -> check_service_status, restart_service -> issue_refund",escalate_case_to_human;restart_service;issue_refund;check_service_status,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,FALSE,FALSE,escalate_case_to_human;restart_service;issue_refund;check_service_status,30,68012f4862ea69e5,142ecb244da2554b,4,3,lexical,142ecb244da2554b,False,campaign_v4
"If there's a problem, begin by escalating it to a human expert to investigate further. After they're done, make sure the system is reset properly. Once everything is in working order, provide compensation to the customer. Lastly, confirm that the system is running smoothly at the end.",626,"escalate_case_to_human -> restart_service, issue_refund -> check_service_status, restart_service -> issue_refund",escalate_case_to_human;restart_service;issue_refund;check_service_status,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,FALSE,FALSE,escalate_case_to_human;restart_service;issue_refund;check_service_status,30,68012f4862ea69e5,142ecb244da2554b,4,3,confusable,142ecb244da2554b,False,campaign_v4
"Please escalate this case to a human first. After that's done, restart the service, check the service status, and issue a refund all at the same time.",627,"escalate_case_to_human -> check_service_status, escalate_case_to_human -> issue_refund, escalate_case_to_human -> restart_service",escalate_case_to_human;restart_service;issue_refund;check_service_status,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,FALSE,FALSE,escalate_case_to_human;restart_service;issue_refund;check_service_status,30,2d292fa9966b317c,142ecb244da2554b,4,3,standard,142ecb244da2554b,False,campaign_v4
"Start by escalating the case to a human. Once that step is finished, go ahead and simultaneously restart the service, verify the service's current status, and process the refund.",627,"escalate_case_to_human -> check_service_status, escalate_case_to_human -> issue_refund, escalate_case_to_human -> restart_service",escalate_case_to_human;restart_service;issue_refund;check_service_status,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,FALSE,FALSE,escalate_case_to_human;restart_service;issue_refund;check_service_status,30,2d292fa9966b317c,142ecb244da2554b,4,3,paraphrase,142ecb244da2554b,False,campaign_v4
"The workflow begins by escalating the case to a human. After that is completed, three actions should occur in parallel: restart the service, check the service status, and issue a refund. None of these actions can start until the escalation step finishes.",627,"escalate_case_to_human -> check_service_status, escalate_case_to_human -> issue_refund, escalate_case_to_human -> restart_service",escalate_case_to_human;restart_service;issue_refund;check_service_status,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,FALSE,FALSE,escalate_case_to_human;restart_service;issue_refund;check_service_status,30,2d292fa9966b317c,142ecb244da2554b,4,3,structural_clear,142ecb244da2554b,False,campaign_v4
"First, make sure the case is escalated to a human. Once the escalation is fully resolved, perform three tasks concurrently: restart the service, assess the service status, and handle the refund. All parallel actions depend on the initial escalation being done.",627,"escalate_case_to_human -> check_service_status, escalate_case_to_human -> issue_refund, escalate_case_to_human -> restart_service",escalate_case_to_human;restart_service;issue_refund;check_service_status,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,FALSE,FALSE,escalate_case_to_human;restart_service;issue_refund;check_service_status,30,2d292fa9966b317c,142ecb244da2554b,4,3,structural_paraphrase,142ecb244da2554b,False,campaign_v4
"Begin by handing off this issue to a person for further review. When that transfer is done, proceed to bring the system back online, verify how the system is performing, and finalize returning the payment — all at the same time.",627,"escalate_case_to_human -> check_service_status, escalate_case_to_human -> issue_refund, escalate_case_to_human -> restart_service",escalate_case_to_human;restart_service;issue_refund;check_service_status,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,FALSE,FALSE,escalate_case_to_human;restart_service;issue_refund;check_service_status,30,2d292fa9966b317c,142ecb244da2554b,4,3,lexical,142ecb244da2554b,False,campaign_v4
"Start by assigning this to a human for resolution. Once that's taken care of, proceed to complete the remaining tasks: reboot the service, confirm the system is operational, and handle a financial adjustment, all concurrently.",627,"escalate_case_to_human -> check_service_status, escalate_case_to_human -> issue_refund, escalate_case_to_human -> restart_service",escalate_case_to_human;restart_service;issue_refund;check_service_status,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,FALSE,FALSE,escalate_case_to_human;restart_service;issue_refund;check_service_status,30,2d292fa9966b317c,142ecb244da2554b,4,3,confusable,142ecb244da2554b,False,campaign_v4
"Please escalate the case to a human, restart the service, and issue a refund all at the same time. After these tasks are finished, check the current service status.",628,"escalate_case_to_human -> check_service_status, issue_refund -> check_service_status, restart_service -> check_service_status",escalate_case_to_human;restart_service;issue_refund;check_service_status,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,FALSE,FALSE,escalate_case_to_human;restart_service;issue_refund;check_service_status,30,98f48465164ae417,142ecb244da2554b,4,3,standard,142ecb244da2554b,False,campaign_v4
"Begin by forwarding the case to a human agent, restarting the service, and processing a refund concurrently. Once all of these are done, proceed to verify the status of the service.",628,"escalate_case_to_human -> check_service_status, issue_refund -> check_service_status, restart_service -> check_service_status",escalate_case_to_human;restart_service;issue_refund;check_service_status,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,FALSE,FALSE,escalate_case_to_human;restart_service;issue_refund;check_service_status,30,98f48465164ae417,142ecb244da2554b,4,3,paraphrase,142ecb244da2554b,False,campaign_v4
"Start with three tasks that can run in parallel: escalating the case to a human, restarting the service, and issuing a refund. After these three tasks are completed, you can then check the service status.",628,"escalate_case_to_human -> check_service_status, issue_refund -> check_service_status, restart_service -> check_service_status",escalate_case_to_human;restart_service;issue_refund;check_service_status,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,FALSE,FALSE,escalate_case_to_human;restart_service;issue_refund;check_service_status,30,98f48465164ae417,142ecb244da2554b,4,3,structural_clear,142ecb244da2554b,False,campaign_v4
"Carry out the escalation to a human, the service restart, and the refund process simultaneously. Once all three are finished, you should proceed with verifying the service status.",628,"escalate_case_to_human -> check_service_status, issue_refund -> check_service_status, restart_service -> check_service_status",escalate_case_to_human;restart_service;issue_refund;check_service_status,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,FALSE,FALSE,escalate_case_to_human;restart_service;issue_refund;check_service_status,30,98f48465164ae417,142ecb244da2554b,4,3,structural_paraphrase,142ecb244da2554b,False,campaign_v4
"Forward the issue to a person, reboot the system, and process a credit for the customer at the same time. When these actions are done, confirm whether the system is functioning properly.",628,"escalate_case_to_human -> check_service_status, issue_refund -> check_service_status, restart_service -> check_service_status",escalate_case_to_human;restart_service;issue_refund;check_service_status,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,FALSE,FALSE,escalate_case_to_human;restart_service;issue_refund;check_service_status,30,98f48465164ae417,142ecb244da2554b,4,3,lexical,142ecb244da2554b,False,campaign_v4
"Handle the customer concern by contacting a human agent, resetting the system, and resolving the billing issue all together. After those steps are taken, ensure that everything is running as expected.",628,"escalate_case_to_human -> check_service_status, issue_refund -> check_service_status, restart_service -> check_service_status",escalate_case_to_human;restart_service;issue_refund;check_service_status,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,FALSE,FALSE,escalate_case_to_human;restart_service;issue_refund;check_service_status,30,98f48465164ae417,142ecb244da2554b,4,3,confusable,142ecb244da2554b,False,campaign_v4
"Please escalate this case to a human and restart the service at the same time. Once both are finished, issue a refund, and after the refund has been processed, check the service status to confirm everything is resolved.",629,"escalate_case_to_human -> issue_refund, issue_refund -> check_service_status, restart_service -> issue_refund",escalate_case_to_human;restart_service;issue_refund;check_service_status,0->2;1->2;2->3,y_shape,azure_gpt4o,candidate_only,FALSE,FALSE,escalate_case_to_human;restart_service;issue_refund;check_service_status,30,5326822323a1fc18,142ecb244da2554b,4,3,standard,142ecb244da2554b,False,campaign_v4
"Can you have the case escalated to a human while also restarting the service concurrently? After those are completed, proceed to handle the refund. Finally, once the refund is done, verify the service status to ensure everything is in order.",629,"escalate_case_to_human -> issue_refund, issue_refund -> check_service_status, restart_service -> issue_refund",escalate_case_to_human;restart_service;issue_refund;check_service_status,0->2;1->2;2->3,y_shape,azure_gpt4o,candidate_only,FALSE,FALSE,escalate_case_to_human;restart_service;issue_refund;check_service_status,30,5326822323a1fc18,142ecb244da2554b,4,3,paraphrase,142ecb244da2554b,False,campaign_v4
"First, escalate the case to a human and restart the service simultaneously. Only after both of these tasks are completed should the refund be issued. Finally, the service status must be checked, but only after the refund process is complete.",629,"escalate_case_to_human -> issue_refund, issue_refund -> check_service_status, restart_service -> issue_refund",escalate_case_to_human;restart_service;issue_refund;check_service_status,0->2;1->2;2->3,y_shape,azure_gpt4o,candidate_only,FALSE,FALSE,escalate_case_to_human;restart_service;issue_refund;check_service_status,30,5326822323a1fc18,142ecb244da2554b,4,3,structural_clear,142ecb244da2554b,False,campaign_v4
"Start by having the case sent to a human for handling while restarting the service concurrently. After both of these actions are finished, the refund can be processed. Once the refund is fully handled, you should confirm everything by checking the service’s current status.",629,"escalate_case_to_human -> issue_refund, issue_refund -> check_service_status, restart_service -> issue_refund",escalate_case_to_human;restart_service;issue_refund;check_service_status,0->2;1->2;2->3,y_shape,azure_gpt4o,candidate_only,FALSE,FALSE,escalate_case_to_human;restart_service;issue_refund;check_service_status,30,5326822323a1fc18,142ecb244da2554b,4,3,structural_paraphrase,142ecb244da2554b,False,campaign_v4
"Initiate contact with a human support agent and attempt to bring the system back online at the same time. After those steps are resolved, process a reimbursement for the user. Finally, verify the system to make sure it’s functioning correctly after everything else is done.",629,"escalate_case_to_human -> issue_refund, issue_refund -> check_service_status, restart_service -> issue_refund",escalate_case_to_human;restart_service;issue_refund;check_service_status,0->2;1->2;2->3,y_shape,azure_gpt4o,candidate_only,FALSE,FALSE,escalate_case_to_human;restart_service;issue_refund;check_service_status,30,5326822323a1fc18,142ecb244da2554b,4,3,lexical,142ecb244da2554b,False,campaign_v4
"Can you escalate the issue to a human team and also try fixing the service by restarting it at the same time? Then, once both are done, arrange for the payment to be refunded. Lastly, confirm the system’s current operational state to ensure the problem is resolved.",629,"escalate_case_to_human -> issue_refund, issue_refund -> check_service_status, restart_service -> issue_refund",escalate_case_to_human;restart_service;issue_refund;check_service_status,0->2;1->2;2->3,y_shape,azure_gpt4o,candidate_only,FALSE,FALSE,escalate_case_to_human;restart_service;issue_refund;check_service_status,30,5326822323a1fc18,142ecb244da2554b,4,3,confusable,142ecb244da2554b,False,campaign_v4
"Please escalate this case to a human first, then restart the service. Once the service is restarted, issue a refund and check the service status at the same time.",630,"escalate_case_to_human -> restart_service, restart_service -> check_service_status, restart_service -> issue_refund",escalate_case_to_human;restart_service;issue_refund;check_service_status,0->1;1->2;1->3,inverted_y,azure_gpt4o,candidate_only,FALSE,FALSE,escalate_case_to_human;restart_service;issue_refund;check_service_status,30,cd3a5012c5fb57cd,142ecb244da2554b,4,3,standard,142ecb244da2554b,False,campaign_v4
"Start by handing the case off to a human. After that's done, restart the service. Once the restart is complete, proceed with issuing a refund while simultaneously verifying the current status of the service.",630,"escalate_case_to_human -> restart_service, restart_service -> check_service_status, restart_service -> issue_refund",escalate_case_to_human;restart_service;issue_refund;check_service_status,0->1;1->2;1->3,inverted_y,azure_gpt4o,candidate_only,FALSE,FALSE,escalate_case_to_human;restart_service;issue_refund;check_service_status,30,cd3a5012c5fb57cd,142ecb244da2554b,4,3,paraphrase,142ecb244da2554b,False,campaign_v4
"The case needs to be escalated to a human first. Only after that can the service be restarted. Once the restart is finished, the refund process and service status check can be done concurrently.",630,"escalate_case_to_human -> restart_service, restart_service -> check_service_status, restart_service -> issue_refund",escalate_case_to_human;restart_service;issue_refund;check_service_status,0->1;1->2;1->3,inverted_y,azure_gpt4o,candidate_only,FALSE,FALSE,escalate_case_to_human;restart_service;issue_refund;check_service_status,30,cd3a5012c5fb57cd,142ecb244da2554b,4,3,structural_clear,142ecb244da2554b,False,campaign_v4
"Begin by escalating the issue to a human. Following that, restart the service. After the restart is fully completed, both the refund issuance and service status verification can proceed simultaneously.",630,"escalate_case_to_human -> restart_service, restart_service -> check_service_status, restart_service -> issue_refund",escalate_case_to_human;restart_service;issue_refund;check_service_status,0->1;1->2;1->3,inverted_y,azure_gpt4o,candidate_only,FALSE,FALSE,escalate_case_to_human;restart_service;issue_refund;check_service_status,30,cd3a5012c5fb57cd,142ecb244da2554b,4,3,structural_paraphrase,142ecb244da2554b,False,campaign_v4
"Forward this case to someone for manual attention first. After they're done, reboot the system. Once that's taken care of, initiate the reimbursement and confirm if everything is working properly at the same time.",630,"escalate_case_to_human -> restart_service, restart_service -> check_service_status, restart_service -> issue_refund",escalate_case_to_human;restart_service;issue_refund;check_service_status,0->1;1->2;1->3,inverted_y,azure_gpt4o,candidate_only,FALSE,FALSE,escalate_case_to_human;restart_service;issue_refund;check_service_status,30,cd3a5012c5fb57cd,142ecb244da2554b,4,3,lexical,142ecb244da2554b,False,campaign_v4
"Get someone to look into the matter first and resolve it. After that, restart the service. Once the restart is completed, handle the payment adjustment and check if the system is functioning correctly simultaneously.",630,"escalate_case_to_human -> restart_service, restart_service -> check_service_status, restart_service -> issue_refund",escalate_case_to_human;restart_service;issue_refund;check_service_status,0->1;1->2;1->3,inverted_y,azure_gpt4o,candidate_only,FALSE,FALSE,escalate_case_to_human;restart_service;issue_refund;check_service_status,30,cd3a5012c5fb57cd,142ecb244da2554b,4,3,confusable,142ecb244da2554b,False,campaign_v4
"First, assign tasks to the appropriate workers. Then, perform a malware scan across the system. Next, restart the affected service to ensure proper functionality. Finally, escalate the issue to a human if further intervention is required.",631,"fanout_tasks_to_workers -> scan_system_for_malware, restart_service -> escalate_case_to_human, scan_system_for_malware -> restart_service",fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,FALSE,FALSE,fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,30,e5fb309e7511b80d,63be1d1b179cebf5,4,3,standard,63be1d1b179cebf5,False,campaign_v4
"Start by distributing the tasks among the team members. After that, check the system thoroughly for any signs of malicious software. Once the scan is complete, proceed to reboot the service. Lastly, hand over the matter to a human expert if necessary.",631,"fanout_tasks_to_workers -> scan_system_for_malware, restart_service -> escalate_case_to_human, scan_system_for_malware -> restart_service",fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,FALSE,FALSE,fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,30,e5fb309e7511b80d,63be1d1b179cebf5,4,3,paraphrase,63be1d1b179cebf5,False,campaign_v4
"This workflow operates sequentially: the first step is to distribute tasks to workers. Only after that is finished, the system can be scanned for malware. Once the scan is complete, the next step is to restart the service. Finally, if further escalation is needed, the issue should be passed to a human for review.",631,"fanout_tasks_to_workers -> scan_system_for_malware, restart_service -> escalate_case_to_human, scan_system_for_malware -> restart_service",fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,FALSE,FALSE,fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,30,e5fb309e7511b80d,63be1d1b179cebf5,4,3,structural_clear,63be1d1b179cebf5,False,campaign_v4
"The process flows in a strict sequence: workers need to handle their tasks first. Once their task distribution is complete, the system undergoes a malware inspection. After the scanning phase, the service is restarted to ensure stability. The last step is to escalate unresolved issues to a human expert for further handling.",631,"fanout_tasks_to_workers -> scan_system_for_malware, restart_service -> escalate_case_to_human, scan_system_for_malware -> restart_service",fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,FALSE,FALSE,fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,30,e5fb309e7511b80d,63be1d1b179cebf5,4,3,structural_paraphrase,63be1d1b179cebf5,False,campaign_v4
"Begin by delegating responsibilities to the right team members. Once that’s handled, check the system for any harmful activity or unauthorized software. After ensuring the system is clean, bring the service back online. If the problem persists, pass it to someone who can take a closer look.",631,"fanout_tasks_to_workers -> scan_system_for_malware, restart_service -> escalate_case_to_human, scan_system_for_malware -> restart_service",fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,FALSE,FALSE,fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,30,e5fb309e7511b80d,63be1d1b179cebf5,4,3,lexical,63be1d1b179cebf5,False,campaign_v4
"First, divide the workload among team members to ensure efficiency. Then, inspect the environment for any anomalies. After completing the inspection, address the issue by refreshing operations. Finally, alert a human specialist if the situation hasn’t been resolved.",631,"fanout_tasks_to_workers -> scan_system_for_malware, restart_service -> escalate_case_to_human, scan_system_for_malware -> restart_service",fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,FALSE,FALSE,fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,30,e5fb309e7511b80d,63be1d1b179cebf5,4,3,confusable,63be1d1b179cebf5,False,campaign_v4
"First, distribute the tasks to workers, then scan the system for any threats, restart the service, and escalate the case to a human if needed. The scanning, restarting, and escalation can happen at the same time after the tasks are distributed.",632,"fanout_tasks_to_workers -> escalate_case_to_human, fanout_tasks_to_workers -> restart_service, fanout_tasks_to_workers -> scan_system_for_malware",fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,FALSE,FALSE,fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,30,ea53fff856c085d9,63be1d1b179cebf5,4,3,standard,63be1d1b179cebf5,False,campaign_v4
"Begin by assigning work to the appropriate team members. Once that's done, simultaneously perform a malware check, reboot the service, and pass the issue to a human for review if required.",632,"fanout_tasks_to_workers -> escalate_case_to_human, fanout_tasks_to_workers -> restart_service, fanout_tasks_to_workers -> scan_system_for_malware",fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,FALSE,FALSE,fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,30,ea53fff856c085d9,63be1d1b179cebf5,4,3,paraphrase,63be1d1b179cebf5,False,campaign_v4
"The workflow starts with delegating tasks to workers. Only after this step is completed can the system scan for malware, restart the service, and escalate the case to a human. These three tasks occur in parallel with no dependencies between them.",632,"fanout_tasks_to_workers -> escalate_case_to_human, fanout_tasks_to_workers -> restart_service, fanout_tasks_to_workers -> scan_system_for_malware",fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,FALSE,FALSE,fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,30,ea53fff856c085d9,63be1d1b179cebf5,4,3,structural_clear,63be1d1b179cebf5,False,campaign_v4
"Start by distributing tasks to workers. After this is finished, the next phase involves running a malware scan, rebooting the service, and escalating the case to human intervention. These three actions should happen concurrently after the initial step.",632,"fanout_tasks_to_workers -> escalate_case_to_human, fanout_tasks_to_workers -> restart_service, fanout_tasks_to_workers -> scan_system_for_malware",fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,FALSE,FALSE,fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,30,ea53fff856c085d9,63be1d1b179cebf5,4,3,structural_paraphrase,63be1d1b179cebf5,False,campaign_v4
"Kick off the process by delegating responsibilities to the team. After that's completed, check for any harmful software, reboot the relevant systems, and forward the situation to the appropriate person if needed—all at the same time.",632,"fanout_tasks_to_workers -> escalate_case_to_human, fanout_tasks_to_workers -> restart_service, fanout_tasks_to_workers -> scan_system_for_malware",fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,FALSE,FALSE,fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,30,ea53fff856c085d9,63be1d1b179cebf5,4,3,lexical,63be1d1b179cebf5,False,campaign_v4
"Assign tasks to the team first. Once that step is done, handle the technical issues by inspecting the system for problems, restarting services, and notifying a human expert if intervention is necessary. These final steps can all happen simultaneously.",632,"fanout_tasks_to_workers -> escalate_case_to_human, fanout_tasks_to_workers -> restart_service, fanout_tasks_to_workers -> scan_system_for_malware",fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,FALSE,FALSE,fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,30,ea53fff856c085d9,63be1d1b179cebf5,4,3,confusable,63be1d1b179cebf5,False,campaign_v4
"Distribute tasks to workers, scan for malware, and restart the service all at the same time. Once those are done, escalate the issue to a human for further review.",633,"fanout_tasks_to_workers -> escalate_case_to_human, restart_service -> escalate_case_to_human, scan_system_for_malware -> escalate_case_to_human",fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,FALSE,FALSE,fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,30,09019d12d57d9026,63be1d1b179cebf5,4,3,standard,63be1d1b179cebf5,False,campaign_v4
"Run the tasks concurrently: assign jobs to workers, perform a malware scan, and reboot the service. After all of these are finished, pass the case to a human for escalation.",633,"fanout_tasks_to_workers -> escalate_case_to_human, restart_service -> escalate_case_to_human, scan_system_for_malware -> escalate_case_to_human",fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,FALSE,FALSE,fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,30,09019d12d57d9026,63be1d1b179cebf5,4,3,paraphrase,63be1d1b179cebf5,False,campaign_v4
"Begin by assigning tasks to workers, scanning the system for any malware, and restarting the service simultaneously. Only when all three of these are completed should the case be escalated to a human for handling.",633,"fanout_tasks_to_workers -> escalate_case_to_human, restart_service -> escalate_case_to_human, scan_system_for_malware -> escalate_case_to_human",fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,FALSE,FALSE,fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,30,09019d12d57d9026,63be1d1b179cebf5,4,3,structural_clear,63be1d1b179cebf5,False,campaign_v4
"Start by running three tasks concurrently: distribute the workload among workers, check the system for malicious software, and reset the service. After those tasks have completed, proceed to escalate the issue to a human expert.",633,"fanout_tasks_to_workers -> escalate_case_to_human, restart_service -> escalate_case_to_human, scan_system_for_malware -> escalate_case_to_human",fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,FALSE,FALSE,fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,30,09019d12d57d9026,63be1d1b179cebf5,4,3,structural_paraphrase,63be1d1b179cebf5,False,campaign_v4
"Kick off by delegating work, performing a security check for threats, and rebooting an application. Once those activities are fully taken care of, forward the situation to a person for manual intervention.",633,"fanout_tasks_to_workers -> escalate_case_to_human, restart_service -> escalate_case_to_human, scan_system_for_malware -> escalate_case_to_human",fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,FALSE,FALSE,fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,30,09019d12d57d9026,63be1d1b179cebf5,4,3,lexical,63be1d1b179cebf5,False,campaign_v4
"Split the work into three parts: allocate tasks, check for any security risks, and get the service up and running again. Once these are resolved, let a human step in to handle the next steps.",633,"fanout_tasks_to_workers -> escalate_case_to_human, restart_service -> escalate_case_to_human, scan_system_for_malware -> escalate_case_to_human",fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,FALSE,FALSE,fanout_tasks_to_workers;scan_system_for_malware;restart_service;escalate_case_to_human,30,09019d12d57d9026,63be1d1b179cebf5,4,3,confusable,63be1d1b179cebf5,False,campaign_v4
