query,ground_truth,class_id,intent_family,wrapper_family
Operational request: produce an analytics summary for the Reliability team,generate_report,7,1,8
Complete this task safely: produce an analytics summary for the Customer Care team,generate_report,7,1,9
assemble the collected results into a formal report,generate_report,7,2,0
Please handle this: assemble the collected results into a formal report,generate_report,7,2,1
Can someone take care of this: assemble the collected results into a formal report,generate_report,7,2,2
This needs attention: assemble the collected results into a formal report,generate_report,7,2,3
The requested operation is: assemble the collected results into a formal report,generate_report,7,2,4
"For the current case, assemble the collected results into a formal report",generate_report,7,2,5
Could the system do the following: assemble the collected results into a formal report,generate_report,7,2,6
The user needs us to assemble the collected results into a formal report,generate_report,7,2,7
Operational request: assemble the collected results into a formal report,generate_report,7,2,8
Complete this task safely: assemble the collected results into a formal report,generate_report,7,2,9
create a compliance summary from the available records,generate_report,7,3,0
Please handle this: create a compliance summary from the available records,generate_report,7,3,1
Can someone take care of this: create a compliance summary from the available records,generate_report,7,3,2
This needs attention: create a compliance summary from the available records,generate_report,7,3,3
The requested operation is: create a compliance summary from the available records,generate_report,7,3,4
"For the current case, create a compliance summary from the available records",generate_report,7,3,5
Could the system do the following: create a compliance summary from the available records,generate_report,7,3,6
The user needs us to create a compliance summary from the available records,generate_report,7,3,7
Operational request: create a compliance summary from the available records,generate_report,7,3,8
Complete this task safely: create a compliance summary from the available records,generate_report,7,3,9
prepare a performance document about search-node,generate_report,7,4,0
Please handle this: prepare a performance document about media-api,generate_report,7,4,1
Can someone take care of this: prepare a performance document about catalog-core,generate_report,7,4,2
This needs attention: prepare a performance document about identity-edge,generate_report,7,4,3
The requested operation is: prepare a performance document about ledger-worker,generate_report,7,4,4
"For the current case, prepare a performance document about search-node",generate_report,7,4,5
Could the system do the following: prepare a performance document about media-api,generate_report,7,4,6
The user needs us to prepare a performance document about catalog-core,generate_report,7,4,7
Operational request: prepare a performance document about identity-edge,generate_report,7,4,8
Complete this task safely: prepare a performance document about ledger-worker,generate_report,7,4,9
turn the measurements into a report rather than checking live status,generate_report,7,5,0
Please handle this: turn the measurements into a report rather than checking live status,generate_report,7,5,1
Can someone take care of this: turn the measurements into a report rather than checking live status,generate_report,7,5,2
This needs attention: turn the measurements into a report rather than checking live status,generate_report,7,5,3
The requested operation is: turn the measurements into a report rather than checking live status,generate_report,7,5,4
"For the current case, turn the measurements into a report rather than checking live status",generate_report,7,5,5
Could the system do the following: turn the measurements into a report rather than checking live status,generate_report,7,5,6
The user needs us to turn the measurements into a report rather than checking live status,generate_report,7,5,7
Operational request: turn the measurements into a report rather than checking live status,generate_report,7,5,8
Complete this task safely: turn the measurements into a report rather than checking live status,generate_report,7,5,9
return the payment for order ORD-935 to the customer,process_refund,8,0,0
Please handle this: return the payment for order ORD-406 to the customer,process_refund,8,0,1
Can someone take care of this: return the payment for order ORD-529 to the customer,process_refund,8,0,2
This needs attention: return the payment for order ORD-711 to the customer,process_refund,8,0,3
The requested operation is: return the payment for order ORD-842 to the customer,process_refund,8,0,4
"For the current case, return the payment for order ORD-935 to the customer",process_refund,8,0,5
Could the system do the following: return the payment for order ORD-406 to the customer,process_refund,8,0,6
The user needs us to return the payment for order ORD-529 to the customer,process_refund,8,0,7
Operational request: return the payment for order ORD-711 to the customer,process_refund,8,0,8
Complete this task safely: return the payment for order ORD-842 to the customer,process_refund,8,0,9
reverse the completed charge associated with REC-884,process_refund,8,1,0
Please handle this: reverse the completed charge associated with REC-926,process_refund,8,1,1
Can someone take care of this: reverse the completed charge associated with REC-447,process_refund,8,1,2
This needs attention: reverse the completed charge associated with REC-518,process_refund,8,1,3
The requested operation is: reverse the completed charge associated with REC-731,process_refund,8,1,4
"For the current case, reverse the completed charge associated with REC-884",process_refund,8,1,5
Could the system do the following: reverse the completed charge associated with REC-926,process_refund,8,1,6
The user needs us to reverse the completed charge associated with REC-447,process_refund,8,1,7
Operational request: reverse the completed charge associated with REC-518,process_refund,8,1,8
Complete this task safely: reverse the completed charge associated with REC-731,process_refund,8,1,9
credit Zara for the disputed transaction,process_refund,8,2,0
Please handle this: credit Mateo for the disputed transaction,process_refund,8,2,1
Can someone take care of this: credit Noor for the disputed transaction,process_refund,8,2,2
This needs attention: credit Inez for the disputed transaction,process_refund,8,2,3
The requested operation is: credit Kofi for the disputed transaction,process_refund,8,2,4
"For the current case, credit Zara for the disputed transaction",process_refund,8,2,5
Could the system do the following: credit Mateo for the disputed transaction,process_refund,8,2,6
The user needs us to credit Noor for the disputed transaction,process_refund,8,2,7
Operational request: credit Inez for the disputed transaction,process_refund,8,2,8
Complete this task safely: credit Kofi for the disputed transaction,process_refund,8,2,9
send the purchase amount back for order ORD-935,process_refund,8,3,0
Please handle this: send the purchase amount back for order ORD-406,process_refund,8,3,1
Can someone take care of this: send the purchase amount back for order ORD-529,process_refund,8,3,2
This needs attention: send the purchase amount back for order ORD-711,process_refund,8,3,3
The requested operation is: send the purchase amount back for order ORD-842,process_refund,8,3,4
"For the current case, send the purchase amount back for order ORD-935",process_refund,8,3,5
Could the system do the following: send the purchase amount back for order ORD-406,process_refund,8,3,6
The user needs us to send the purchase amount back for order ORD-529,process_refund,8,3,7
Operational request: send the purchase amount back for order ORD-711,process_refund,8,3,8
Complete this task safely: send the purchase amount back for order ORD-842,process_refund,8,3,9
"complete the monetary reversal, not a subscription change",process_refund,8,4,0
"Please handle this: complete the monetary reversal, not a subscription change",process_refund,8,4,1
"Can someone take care of this: complete the monetary reversal, not a subscription change",process_refund,8,4,2
"This needs attention: complete the monetary reversal, not a subscription change",process_refund,8,4,3
"The requested operation is: complete the monetary reversal, not a subscription change",process_refund,8,4,4
"For the current case, complete the monetary reversal, not a subscription change",process_refund,8,4,5
"Could the system do the following: complete the monetary reversal, not a subscription change",process_refund,8,4,6
"The user needs us to complete the monetary reversal, not a subscription change",process_refund,8,4,7
"Operational request: complete the monetary reversal, not a subscription change",process_refund,8,4,8
"Complete this task safely: complete the monetary reversal, not a subscription change",process_refund,8,4,9
reimburse Zara for transaction REC-884,process_refund,8,5,0
Please handle this: reimburse Mateo for transaction REC-926,process_refund,8,5,1
Can someone take care of this: reimburse Noor for transaction REC-447,process_refund,8,5,2
This needs attention: reimburse Inez for transaction REC-518,process_refund,8,5,3
The requested operation is: reimburse Kofi for transaction REC-731,process_refund,8,5,4
"For the current case, reimburse Zara for transaction REC-884",process_refund,8,5,5
Could the system do the following: reimburse Mateo for transaction REC-926,process_refund,8,5,6
The user needs us to reimburse Noor for transaction REC-447,process_refund,8,5,7
Operational request: reimburse Inez for transaction REC-518,process_refund,8,5,8
Complete this task safely: reimburse Kofi for transaction REC-731,process_refund,8,5,9
move Zara to a different service plan,update_subscription,9,0,0
Please handle this: move Mateo to a different service plan,update_subscription,9,0,1
Can someone take care of this: move Noor to a different service plan,update_subscription,9,0,2
This needs attention: move Inez to a different service plan,update_subscription,9,0,3
The requested operation is: move Kofi to a different service plan,update_subscription,9,0,4
"For the current case, move Zara to a different service plan",update_subscription,9,0,5
Could the system do the following: move Mateo to a different service plan,update_subscription,9,0,6
The user needs us to move Noor to a different service plan,update_subscription,9,0,7
Operational request: move Inez to a different service plan,update_subscription,9,0,8
Complete this task safely: move Kofi to a different service plan,update_subscription,9,0,9
change the subscription tier on account REC-884,update_subscription,9,1,0
Please handle this: change the subscription tier on account REC-926,update_subscription,9,1,1
Can someone take care of this: change the subscription tier on account REC-447,update_subscription,9,1,2
This needs attention: change the subscription tier on account REC-518,update_subscription,9,1,3
The requested operation is: change the subscription tier on account REC-731,update_subscription,9,1,4
"For the current case, change the subscription tier on account REC-884",update_subscription,9,1,5
Could the system do the following: change the subscription tier on account REC-926,update_subscription,9,1,6
The user needs us to change the subscription tier on account REC-447,update_subscription,9,1,7
Operational request: change the subscription tier on account REC-518,update_subscription,9,1,8
Complete this task safely: change the subscription tier on account REC-731,update_subscription,9,1,9
modify the recurring plan without editing profile fields,update_subscription,9,2,0
Please handle this: modify the recurring plan without editing profile fields,update_subscription,9,2,1
Can someone take care of this: modify the recurring plan without editing profile fields,update_subscription,9,2,2
This needs attention: modify the recurring plan without editing profile fields,update_subscription,9,2,3
The requested operation is: modify the recurring plan without editing profile fields,update_subscription,9,2,4
"For the current case, modify the recurring plan without editing profile fields",update_subscription,9,2,5
Could the system do the following: modify the recurring plan without editing profile fields,update_subscription,9,2,6
The user needs us to modify the recurring plan without editing profile fields,update_subscription,9,2,7
Operational request: modify the recurring plan without editing profile fields,update_subscription,9,2,8
Complete this task safely: modify the recurring plan without editing profile fields,update_subscription,9,2,9
switch Zara's membership to the annual option,update_subscription,9,3,0
Please handle this: switch Mateo's membership to the annual option,update_subscription,9,3,1
Can someone take care of this: switch Noor's membership to the annual option,update_subscription,9,3,2
This needs attention: switch Inez's membership to the annual option,update_subscription,9,3,3
The requested operation is: switch Kofi's membership to the annual option,update_subscription,9,3,4
"For the current case, switch Zara's membership to the annual option",update_subscription,9,3,5
Could the system do the following: switch Mateo's membership to the annual option,update_subscription,9,3,6
The user needs us to switch Noor's membership to the annual option,update_subscription,9,3,7
Operational request: switch Inez's membership to the annual option,update_subscription,9,3,8
Complete this task safely: switch Kofi's membership to the annual option,update_subscription,9,3,9
apply the requested subscription upgrade,update_subscription,9,4,0
Please handle this: apply the requested subscription upgrade,update_subscription,9,4,1
Can someone take care of this: apply the requested subscription upgrade,update_subscription,9,4,2
This needs attention: apply the requested subscription upgrade,update_subscription,9,4,3
The requested operation is: apply the requested subscription upgrade,update_subscription,9,4,4
"For the current case, apply the requested subscription upgrade",update_subscription,9,4,5
Could the system do the following: apply the requested subscription upgrade,update_subscription,9,4,6
The user needs us to apply the requested subscription upgrade,update_subscription,9,4,7
Operational request: apply the requested subscription upgrade,update_subscription,9,4,8
Complete this task safely: apply the requested subscription upgrade,update_subscription,9,4,9
revise the customer's billing plan rather than refunding a charge,update_subscription,9,5,0
Please handle this: revise the customer's billing plan rather than refunding a charge,update_subscription,9,5,1
Can someone take care of this: revise the customer's billing plan rather than refunding a charge,update_subscription,9,5,2
This needs attention: revise the customer's billing plan rather than refunding a charge,update_subscription,9,5,3
The requested operation is: revise the customer's billing plan rather than refunding a charge,update_subscription,9,5,4
"For the current case, revise the customer's billing plan rather than refunding a charge",update_subscription,9,5,5
Could the system do the following: revise the customer's billing plan rather than refunding a charge,update_subscription,9,5,6
The user needs us to revise the customer's billing plan rather than refunding a charge,update_subscription,9,5,7
Operational request: revise the customer's billing plan rather than refunding a charge,update_subscription,9,5,8
Complete this task safely: revise the customer's billing plan rather than refunding a charge,update_subscription,9,5,9
bring a new virtual compute instance online for Platform,provision_vm,10,0,0
Please handle this: bring a new virtual compute instance online for Risk,provision_vm,10,0,1
Can someone take care of this: bring a new virtual compute instance online for Operations,provision_vm,10,0,2
This needs attention: bring a new virtual compute instance online for Reliability,provision_vm,10,0,3
The requested operation is: bring a new virtual compute instance online for Customer Care,provision_vm,10,0,4
"For the current case, bring a new virtual compute instance online for Platform",provision_vm,10,0,5
Could the system do the following: bring a new virtual compute instance online for Risk,provision_vm,10,0,6
The user needs us to bring a new virtual compute instance online for Operations,provision_vm,10,0,7
Operational request: bring a new virtual compute instance online for Reliability,provision_vm,10,0,8
Complete this task safely: bring a new virtual compute instance online for Customer Care,provision_vm,10,0,9
allocate and initialize another machine for the workload,provision_vm,10,1,0
Please handle this: allocate and initialize another machine for the workload,provision_vm,10,1,1
Can someone take care of this: allocate and initialize another machine for the workload,provision_vm,10,1,2
This needs attention: allocate and initialize another machine for the workload,provision_vm,10,1,3
The requested operation is: allocate and initialize another machine for the workload,provision_vm,10,1,4
"For the current case, allocate and initialize another machine for the workload",provision_vm,10,1,5
Could the system do the following: allocate and initialize another machine for the workload,provision_vm,10,1,6
The user needs us to allocate and initialize another machine for the workload,provision_vm,10,1,7
Operational request: allocate and initialize another machine for the workload,provision_vm,10,1,8
Complete this task safely: allocate and initialize another machine for the workload,provision_vm,10,1,9
create a fresh VM to host search-node,provision_vm,10,2,0
Please handle this: create a fresh VM to host media-api,provision_vm,10,2,1
Can someone take care of this: create a fresh VM to host catalog-core,provision_vm,10,2,2
This needs attention: create a fresh VM to host identity-edge,provision_vm,10,2,3
The requested operation is: create a fresh VM to host ledger-worker,provision_vm,10,2,4
"For the current case, create a fresh VM to host search-node",provision_vm,10,2,5
Could the system do the following: create a fresh VM to host media-api,provision_vm,10,2,6
The user needs us to create a fresh VM to host catalog-core,provision_vm,10,2,7
Operational request: create a fresh VM to host identity-edge,provision_vm,10,2,8
Complete this task safely: create a fresh VM to host ledger-worker,provision_vm,10,2,9
supply the Platform team with a new server instance,provision_vm,10,3,0
Please handle this: supply the Risk team with a new server instance,provision_vm,10,3,1
Can someone take care of this: supply the Operations team with a new server instance,provision_vm,10,3,2
This needs attention: supply the Reliability team with a new server instance,provision_vm,10,3,3
The requested operation is: supply the Customer Care team with a new server instance,provision_vm,10,3,4
"For the current case, supply the Platform team with a new server instance",provision_vm,10,3,5
Could the system do the following: supply the Risk team with a new server instance,provision_vm,10,3,6
The user needs us to supply the Operations team with a new server instance,provision_vm,10,3,7
Operational request: supply the Reliability team with a new server instance,provision_vm,10,3,8
Complete this task safely: supply the Customer Care team with a new server instance,provision_vm,10,3,9
launch additional compute rather than restarting an existing service,provision_vm,10,4,0
Please handle this: launch additional compute rather than restarting an existing service,provision_vm,10,4,1
Can someone take care of this: launch additional compute rather than restarting an existing service,provision_vm,10,4,2
This needs attention: launch additional compute rather than restarting an existing service,provision_vm,10,4,3
The requested operation is: launch additional compute rather than restarting an existing service,provision_vm,10,4,4
"For the current case, launch additional compute rather than restarting an existing service",provision_vm,10,4,5
Could the system do the following: launch additional compute rather than restarting an existing service,provision_vm,10,4,6
The user needs us to launch additional compute rather than restarting an existing service,provision_vm,10,4,7
Operational request: launch additional compute rather than restarting an existing service,provision_vm,10,4,8
Complete this task safely: launch additional compute rather than restarting an existing service,provision_vm,10,4,9
prepare a new virtual host named host-v91,provision_vm,10,5,0
Please handle this: prepare a new virtual host named host-k17,provision_vm,10,5,1
Can someone take care of this: prepare a new virtual host named host-m28,provision_vm,10,5,2
This needs attention: prepare a new virtual host named host-q42,provision_vm,10,5,3
The requested operation is: prepare a new virtual host named host-r63,provision_vm,10,5,4
"For the current case, prepare a new virtual host named host-v91",provision_vm,10,5,5
Could the system do the following: prepare a new virtual host named host-k17,provision_vm,10,5,6
The user needs us to prepare a new virtual host named host-m28,provision_vm,10,5,7
Operational request: prepare a new virtual host named host-q42,provision_vm,10,5,8
Complete this task safely: prepare a new virtual host named host-r63,provision_vm,10,5,9
stop and start the running process on search-node,restart_service,11,0,0
Please handle this: stop and start the running process on media-api,restart_service,11,0,1
Can someone take care of this: stop and start the running process on catalog-core,restart_service,11,0,2
This needs attention: stop and start the running process on identity-edge,restart_service,11,0,3
The requested operation is: stop and start the running process on ledger-worker,restart_service,11,0,4
"For the current case, stop and start the running process on search-node",restart_service,11,0,5
Could the system do the following: stop and start the running process on media-api,restart_service,11,0,6
The user needs us to stop and start the running process on catalog-core,restart_service,11,0,7
Operational request: stop and start the running process on identity-edge,restart_service,11,0,8
Complete this task safely: stop and start the running process on ledger-worker,restart_service,11,0,9
cycle the existing application service,restart_service,11,1,0
Please handle this: cycle the existing application service,restart_service,11,1,1
Can someone take care of this: cycle the existing application service,restart_service,11,1,2
This needs attention: cycle the existing application service,restart_service,11,1,3
The requested operation is: cycle the existing application service,restart_service,11,1,4
"For the current case, cycle the existing application service",restart_service,11,1,5
Could the system do the following: cycle the existing application service,restart_service,11,1,6
The user needs us to cycle the existing application service,restart_service,11,1,7
Operational request: cycle the existing application service,restart_service,11,1,8
Complete this task safely: cycle the existing application service,restart_service,11,1,9
bring search-node back by restarting it,restart_service,11,2,0
Please handle this: bring media-api back by restarting it,restart_service,11,2,1
Can someone take care of this: bring catalog-core back by restarting it,restart_service,11,2,2
This needs attention: bring identity-edge back by restarting it,restart_service,11,2,3
The requested operation is: bring ledger-worker back by restarting it,restart_service,11,2,4
"For the current case, bring search-node back by restarting it",restart_service,11,2,5
Could the system do the following: bring media-api back by restarting it,restart_service,11,2,6
The user needs us to bring catalog-core back by restarting it,restart_service,11,2,7
Operational request: bring identity-edge back by restarting it,restart_service,11,2,8
Complete this task safely: bring ledger-worker back by restarting it,restart_service,11,2,9
relaunch the process without provisioning another machine,restart_service,11,3,0
Please handle this: relaunch the process without provisioning another machine,restart_service,11,3,1
Can someone take care of this: relaunch the process without provisioning another machine,restart_service,11,3,2
This needs attention: relaunch the process without provisioning another machine,restart_service,11,3,3
The requested operation is: relaunch the process without provisioning another machine,restart_service,11,3,4
"For the current case, relaunch the process without provisioning another machine",restart_service,11,3,5
Could the system do the following: relaunch the process without provisioning another machine,restart_service,11,3,6
The user needs us to relaunch the process without provisioning another machine,restart_service,11,3,7
Operational request: relaunch the process without provisioning another machine,restart_service,11,3,8
Complete this task safely: relaunch the process without provisioning another machine,restart_service,11,3,9
perform a controlled restart on host host-v91,restart_service,11,4,0
Please handle this: perform a controlled restart on host host-k17,restart_service,11,4,1
Can someone take care of this: perform a controlled restart on host host-m28,restart_service,11,4,2
This needs attention: perform a controlled restart on host host-q42,restart_service,11,4,3
The requested operation is: perform a controlled restart on host host-r63,restart_service,11,4,4
"For the current case, perform a controlled restart on host host-v91",restart_service,11,4,5
Could the system do the following: perform a controlled restart on host host-k17,restart_service,11,4,6
The user needs us to perform a controlled restart on host host-m28,restart_service,11,4,7
Operational request: perform a controlled restart on host host-q42,restart_service,11,4,8
Complete this task safely: perform a controlled restart on host host-r63,restart_service,11,4,9
bounce the currently deployed service,restart_service,11,5,0
Please handle this: bounce the currently deployed service,restart_service,11,5,1
Can someone take care of this: bounce the currently deployed service,restart_service,11,5,2
This needs attention: bounce the currently deployed service,restart_service,11,5,3
The requested operation is: bounce the currently deployed service,restart_service,11,5,4
"For the current case, bounce the currently deployed service",restart_service,11,5,5
Could the system do the following: bounce the currently deployed service,restart_service,11,5,6
The user needs us to bounce the currently deployed service,restart_service,11,5,7
Operational request: bounce the currently deployed service,restart_service,11,5,8
Complete this task safely: bounce the currently deployed service,restart_service,11,5,9
determine whether search-node is currently healthy,check_status,12,0,0
Please handle this: determine whether media-api is currently healthy,check_status,12,0,1
Can someone take care of this: determine whether catalog-core is currently healthy,check_status,12,0,2
This needs attention: determine whether identity-edge is currently healthy,check_status,12,0,3
The requested operation is: determine whether ledger-worker is currently healthy,check_status,12,0,4
"For the current case, determine whether search-node is currently healthy",check_status,12,0,5
Could the system do the following: determine whether media-api is currently healthy,check_status,12,0,6
The user needs us to determine whether catalog-core is currently healthy,check_status,12,0,7
Operational request: determine whether identity-edge is currently healthy,check_status,12,0,8
Complete this task safely: determine whether ledger-worker is currently healthy,check_status,12,0,9
return the present availability state of host host-v91,check_status,12,1,0
Please handle this: return the present availability state of host host-k17,check_status,12,1,1
Can someone take care of this: return the present availability state of host host-m28,check_status,12,1,2
This needs attention: return the present availability state of host host-q42,check_status,12,1,3
The requested operation is: return the present availability state of host host-r63,check_status,12,1,4
"For the current case, return the present availability state of host host-v91",check_status,12,1,5
Could the system do the following: return the present availability state of host host-k17,check_status,12,1,6
The user needs us to return the present availability state of host host-m28,check_status,12,1,7
Operational request: return the present availability state of host host-q42,check_status,12,1,8
Complete this task safely: return the present availability state of host host-r63,check_status,12,1,9
inspect live service health without restarting anything,check_status,12,2,0
Please handle this: inspect live service health without restarting anything,check_status,12,2,1
Can someone take care of this: inspect live service health without restarting anything,check_status,12,2,2
This needs attention: inspect live service health without restarting anything,check_status,12,2,3
The requested operation is: inspect live service health without restarting anything,check_status,12,2,4
"For the current case, inspect live service health without restarting anything",check_status,12,2,5
Could the system do the following: inspect live service health without restarting anything,check_status,12,2,6
The user needs us to inspect live service health without restarting anything,check_status,12,2,7
Operational request: inspect live service health without restarting anything,check_status,12,2,8
Complete this task safely: inspect live service health without restarting anything,check_status,12,2,9
tell us whether search-node is responding normally,check_status,12,3,0
Please handle this: tell us whether media-api is responding normally,check_status,12,3,1
Can someone take care of this: tell us whether catalog-core is responding normally,check_status,12,3,2
This needs attention: tell us whether identity-edge is responding normally,check_status,12,3,3
The requested operation is: tell us whether ledger-worker is responding normally,check_status,12,3,4
"For the current case, tell us whether search-node is responding normally",check_status,12,3,5
Could the system do the following: tell us whether media-api is responding normally,check_status,12,3,6
The user needs us to tell us whether catalog-core is responding normally,check_status,12,3,7
Operational request: tell us whether identity-edge is responding normally,check_status,12,3,8
Complete this task safely: tell us whether ledger-worker is responding normally,check_status,12,3,9
"obtain the current operational state, not a historical report",check_status,12,4,0
"Please handle this: obtain the current operational state, not a historical report",check_status,12,4,1
"Can someone take care of this: obtain the current operational state, not a historical report",check_status,12,4,2
"This needs attention: obtain the current operational state, not a historical report",check_status,12,4,3
"The requested operation is: obtain the current operational state, not a historical report",check_status,12,4,4
"For the current case, obtain the current operational state, not a historical report",check_status,12,4,5
"Could the system do the following: obtain the current operational state, not a historical report",check_status,12,4,6
"The user needs us to obtain the current operational state, not a historical report",check_status,12,4,7
"Operational request: obtain the current operational state, not a historical report",check_status,12,4,8
"Complete this task safely: obtain the current operational state, not a historical report",check_status,12,4,9
verify whether the deployed endpoint is up or down,check_status,12,5,0
Please handle this: verify whether the deployed endpoint is up or down,check_status,12,5,1
Can someone take care of this: verify whether the deployed endpoint is up or down,check_status,12,5,2
This needs attention: verify whether the deployed endpoint is up or down,check_status,12,5,3
The requested operation is: verify whether the deployed endpoint is up or down,check_status,12,5,4
"For the current case, verify whether the deployed endpoint is up or down",check_status,12,5,5
Could the system do the following: verify whether the deployed endpoint is up or down,check_status,12,5,6
The user needs us to verify whether the deployed endpoint is up or down,check_status,12,5,7
Operational request: verify whether the deployed endpoint is up or down,check_status,12,5,8
Complete this task safely: verify whether the deployed endpoint is up or down,check_status,12,5,9
transfer incident CASE-728 to a human specialist,escalate_to_human,13,0,0
Please handle this: transfer incident CASE-835 to a human specialist,escalate_to_human,13,0,1
Can someone take care of this: transfer incident CASE-914 to a human specialist,escalate_to_human,13,0,2
This needs attention: transfer incident CASE-562 to a human specialist,escalate_to_human,13,0,3
The requested operation is: transfer incident CASE-671 to a human specialist,escalate_to_human,13,0,4
"For the current case, transfer incident CASE-728 to a human specialist",escalate_to_human,13,0,5
Could the system do the following: transfer incident CASE-835 to a human specialist,escalate_to_human,13,0,6
The user needs us to transfer incident CASE-914 to a human specialist,escalate_to_human,13,0,7
Operational request: transfer incident CASE-562 to a human specialist,escalate_to_human,13,0,8
Complete this task safely: transfer incident CASE-671 to a human specialist,escalate_to_human,13,0,9
hand the unresolved case to an on-call engineer,escalate_to_human,13,1,0
Please handle this: hand the unresolved case to an on-call engineer,escalate_to_human,13,1,1
Can someone take care of this: hand the unresolved case to an on-call engineer,escalate_to_human,13,1,2
This needs attention: hand the unresolved case to an on-call engineer,escalate_to_human,13,1,3
The requested operation is: hand the unresolved case to an on-call engineer,escalate_to_human,13,1,4
"For the current case, hand the unresolved case to an on-call engineer",escalate_to_human,13,1,5
Could the system do the following: hand the unresolved case to an on-call engineer,escalate_to_human,13,1,6
The user needs us to hand the unresolved case to an on-call engineer,escalate_to_human,13,1,7
Operational request: hand the unresolved case to an on-call engineer,escalate_to_human,13,1,8
Complete this task safely: hand the unresolved case to an on-call engineer,escalate_to_human,13,1,9
request human intervention for Zara's problem,escalate_to_human,13,2,0
Please handle this: request human intervention for Mateo's problem,escalate_to_human,13,2,1
Can someone take care of this: request human intervention for Noor's problem,escalate_to_human,13,2,2
This needs attention: request human intervention for Inez's problem,escalate_to_human,13,2,3
The requested operation is: request human intervention for Kofi's problem,escalate_to_human,13,2,4
"For the current case, request human intervention for Zara's problem",escalate_to_human,13,2,5
Could the system do the following: request human intervention for Mateo's problem,escalate_to_human,13,2,6
The user needs us to request human intervention for Noor's problem,escalate_to_human,13,2,7
Operational request: request human intervention for Inez's problem,escalate_to_human,13,2,8
Complete this task safely: request human intervention for Kofi's problem,escalate_to_human,13,2,9
move the issue out of automation and to a person,escalate_to_human,13,3,0
Please handle this: move the issue out of automation and to a person,escalate_to_human,13,3,1
Can someone take care of this: move the issue out of automation and to a person,escalate_to_human,13,3,2
This needs attention: move the issue out of automation and to a person,escalate_to_human,13,3,3
The requested operation is: move the issue out of automation and to a person,escalate_to_human,13,3,4
"For the current case, move the issue out of automation and to a person",escalate_to_human,13,3,5
Could the system do the following: move the issue out of automation and to a person,escalate_to_human,13,3,6
The user needs us to move the issue out of automation and to a person,escalate_to_human,13,3,7
Operational request: move the issue out of automation and to a person,escalate_to_human,13,3,8
Complete this task safely: move the issue out of automation and to a person,escalate_to_human,13,3,9
involve a senior responder rather than sending a notification,escalate_to_human,13,4,0
Please handle this: involve a senior responder rather than sending a notification,escalate_to_human,13,4,1
Can someone take care of this: involve a senior responder rather than sending a notification,escalate_to_human,13,4,2
This needs attention: involve a senior responder rather than sending a notification,escalate_to_human,13,4,3
The requested operation is: involve a senior responder rather than sending a notification,escalate_to_human,13,4,4
"For the current case, involve a senior responder rather than sending a notification",escalate_to_human,13,4,5
Could the system do the following: involve a senior responder rather than sending a notification,escalate_to_human,13,4,6
The user needs us to involve a senior responder rather than sending a notification,escalate_to_human,13,4,7
Operational request: involve a senior responder rather than sending a notification,escalate_to_human,13,4,8
Complete this task safely: involve a senior responder rather than sending a notification,escalate_to_human,13,4,9
assign the difficult case to human support,escalate_to_human,13,5,0
Please handle this: assign the difficult case to human support,escalate_to_human,13,5,1
Can someone take care of this: assign the difficult case to human support,escalate_to_human,13,5,2
This needs attention: assign the difficult case to human support,escalate_to_human,13,5,3
The requested operation is: assign the difficult case to human support,escalate_to_human,13,5,4
"For the current case, assign the difficult case to human support",escalate_to_human,13,5,5
Could the system do the following: assign the difficult case to human support,escalate_to_human,13,5,6
The user needs us to assign the difficult case to human support,escalate_to_human,13,5,7
Operational request: assign the difficult case to human support,escalate_to_human,13,5,8
Complete this task safely: assign the difficult case to human support,escalate_to_human,13,5,9
record the completed action in the compliance history,log_audit_event,14,0,0
Please handle this: record the completed action in the compliance history,log_audit_event,14,0,1
Can someone take care of this: record the completed action in the compliance history,log_audit_event,14,0,2
This needs attention: record the completed action in the compliance history,log_audit_event,14,0,3
The requested operation is: record the completed action in the compliance history,log_audit_event,14,0,4
"For the current case, record the completed action in the compliance history",log_audit_event,14,0,5
Could the system do the following: record the completed action in the compliance history,log_audit_event,14,0,6
The user needs us to record the completed action in the compliance history,log_audit_event,14,0,7
Operational request: record the completed action in the compliance history,log_audit_event,14,0,8
Complete this task safely: record the completed action in the compliance history,log_audit_event,14,0,9
append an immutable audit entry for incident CASE-728,log_audit_event,14,1,0
Please handle this: append an immutable audit entry for incident CASE-835,log_audit_event,14,1,1
Can someone take care of this: append an immutable audit entry for incident CASE-914,log_audit_event,14,1,2
This needs attention: append an immutable audit entry for incident CASE-562,log_audit_event,14,1,3
The requested operation is: append an immutable audit entry for incident CASE-671,log_audit_event,14,1,4
"For the current case, append an immutable audit entry for incident CASE-728",log_audit_event,14,1,5
Could the system do the following: append an immutable audit entry for incident CASE-835,log_audit_event,14,1,6
The user needs us to append an immutable audit entry for incident CASE-914,log_audit_event,14,1,7
Operational request: append an immutable audit entry for incident CASE-562,log_audit_event,14,1,8
Complete this task safely: append an immutable audit entry for incident CASE-671,log_audit_event,14,1,9
preserve evidence of the operation in the audit trail,log_audit_event,14,2,0
Please handle this: preserve evidence of the operation in the audit trail,log_audit_event,14,2,1
Can someone take care of this: preserve evidence of the operation in the audit trail,log_audit_event,14,2,2
This needs attention: preserve evidence of the operation in the audit trail,log_audit_event,14,2,3
The requested operation is: preserve evidence of the operation in the audit trail,log_audit_event,14,2,4
"For the current case, preserve evidence of the operation in the audit trail",log_audit_event,14,2,5
