id,query,ground_truth,domain_note
676,Quick task: create a virtual machine for Marketing.,provision_vm,
677,All I need is for someone to launch an instance for HR.,provision_vm,
678,The Legal team needs us to create a virtual machine for Legal.,provision_vm,
679,Quick one — provision a new instance for Engineering.,provision_vm,
680,Just create a virtual machine for Finance. Nothing else needed.,provision_vm,
681,Grace reported an issue — deploy a server for Legal.,provision_vm,
682,"Hey, can you spin up a VM for Legal.",provision_vm,
683,Just launch an instance for HR. Nothing else needed.,provision_vm,
684,Quick task: create a virtual machine for Engineering.,provision_vm,
685,Just deploy a server for HR. Nothing else needed.,provision_vm,
686,Simple request — provision a new instance for Legal and we're good.,provision_vm,
687,Just provision a new instance for Legal. Nothing else needed.,provision_vm,
688,Simple request — launch an instance for Engineering and we're good.,provision_vm,
689,Just launch an instance for Marketing. Nothing else needed.,provision_vm,
690,Just launch an instance for Marketing. Nothing else needed.,provision_vm,
691,Quick task: provision a new instance for Legal.,provision_vm,
692,All I need is for someone to provision a new instance for Legal.,provision_vm,
693,Quick task: stand up a new box for HR.,provision_vm,
694,All I need is for someone to provision a new instance for HR.,provision_vm,
695,Simple request — launch an instance for HR and we're good.,provision_vm,
696,Quick task: launch an instance for Finance.,provision_vm,
697,All I need is for someone to deploy a server for Legal.,provision_vm,
698,Simple request — provision a new instance for Finance and we're good.,provision_vm,
699,All I need is for someone to provision a new instance for Marketing.,provision_vm,
700,Quick task: provision a new instance for Legal.,provision_vm,
701,Ticket INC-4021 says stand up a new box for Legal.,provision_vm,
702,Just deploy a server for Legal. Nothing else needed.,provision_vm,
703,Ticket INC-5560 says launch an instance for Marketing.,provision_vm,
704,Simple request — provision a new instance for Finance and we're good.,provision_vm,
705,Quick task: provision a new instance for Legal.,provision_vm,
706,Quick task: launch an instance for Finance.,provision_vm,
707,All I need is for someone to deploy a server for HR.,provision_vm,
708,All I need is for someone to provision a new instance for HR.,provision_vm,
709,Just create a virtual machine for Engineering. Nothing else needed.,provision_vm,
710,Simple request — spin up a VM for Legal and we're good.,provision_vm,
711,Quick task: provision a new instance for HR.,provision_vm,
712,Just create a virtual machine for HR. Nothing else needed.,provision_vm,
713,Just spin up a VM for Engineering. Nothing else needed.,provision_vm,
714,Simple request — create a virtual machine for Engineering and we're good.,provision_vm,
715,Just create a virtual machine for Legal. Nothing else needed.,provision_vm,
716,Bob reported an issue — deploy a server for Legal.,provision_vm,
717,Quick task: create a virtual machine for Finance.,provision_vm,
718,"Per Alice's request, launch an instance for Marketing.",provision_vm,
719,Just create a virtual machine for Legal. Nothing else needed.,provision_vm,
720,Just stand up a new box for Marketing. Nothing else needed.,provision_vm,
721,Simple request — stand up a new box for Finance and we're good.,provision_vm,
722,Simple request — provision a new instance for Legal and we're good.,provision_vm,
723,"Per Charlie's request, create a virtual machine for Marketing.",provision_vm,
724,All I need is for someone to create a virtual machine for Legal.,provision_vm,
725,Quick task: spin up a VM for Marketing.,provision_vm,
726,I need you to spin up a VM for Legal.,provision_vm,
727,Quick task: stand up a new box for Marketing.,provision_vm,
728,Simple request — launch an instance for Engineering and we're good.,provision_vm,
729,Quick task: create a virtual machine for Legal.,provision_vm,
730,Simple request — launch an instance for Engineering and we're good.,provision_vm,
731,Quick task: stand up a new box for HR.,provision_vm,
732,Simple request — deploy a server for Engineering and we're good.,provision_vm,
733,Charlie is asking us to provision a new instance for Finance.,provision_vm,
734,Simple request — launch an instance for Engineering and we're good.,provision_vm,
735,Simple request — provision a new instance for Engineering and we're good.,provision_vm,
736,Simple request — create a virtual machine for Engineering and we're good.,provision_vm,
737,Simple request — cycle staging-db-02 and we're good.,restart_service,
738,Just restart the service on staging-db-02. Nothing else needed.,restart_service,
739,Simple request — restart the service on prod-web-01 and we're good.,restart_service,
740,Quick task: bounce ml-infer-05.,restart_service,
741,Simple request — bounce staging-db-02 and we're good.,restart_service,
742,Urgent: restart the service on staging-db-02.,restart_service,
743,"When you get a chance, reboot staging-db-02.",restart_service,
744,Quick task: restart the service on auth-svc-04.,restart_service,
745,Simple request — give cdn-edge-06 a kick and we're good.,restart_service,
746,Simple request — restart the service on prod-web-01 and we're good.,restart_service,
747,Quick task: reboot ml-infer-05.,restart_service,
748,Urgent: bounce staging-db-02.,restart_service,
749,"Per Diana's request, restart the main process on cdn-edge-06.",restart_service,
750,"Hey, can you bounce payment-api-03.",restart_service,
751,Simple request — restart the main process on payment-api-03 and we're good.,restart_service,
752,ASAP — cycle staging-db-02.,restart_service,
753,All I need is for someone to reboot ml-infer-05.,restart_service,
754,Just cycle ml-infer-05. Nothing else needed.,restart_service,
755,Simple request — restart the service on cdn-edge-06 and we're good.,restart_service,
756,Quick task: bounce cdn-edge-06.,restart_service,
757,Quick task: restart the main process on prod-web-01.,restart_service,
758,Simple request — cycle staging-db-02 and we're good.,restart_service,
759,All I need is for someone to restart the service on payment-api-03.,restart_service,
760,All I need is for someone to restart the service on prod-web-01.,restart_service,
761,Simple request — give ml-infer-05 a kick and we're good.,restart_service,
762,All I need is for someone to reboot prod-web-01.,restart_service,
763,We gotta cycle payment-api-03.,restart_service,
764,Just restart the service on ml-infer-05. Nothing else needed.,restart_service,
765,Just restart the service on cdn-edge-06. Nothing else needed.,restart_service,
766,All I need is for someone to bounce auth-svc-04.,restart_service,
767,"Hey, can you restart the main process on auth-svc-04.",restart_service,
768,All I need is for someone to reboot cdn-edge-06.,restart_service,
769,Simple request — restart the service on staging-db-02 and we're good.,restart_service,
770,Simple request — bounce prod-web-01 and we're good.,restart_service,
771,"Hey, can you restart the service on ml-infer-05.",restart_service,
772,All I need is for someone to give cdn-edge-06 a kick.,restart_service,
773,Just restart the main process on cdn-edge-06. Nothing else needed.,restart_service,
774,All I need is for someone to cycle staging-db-02.,restart_service,
775,Simple request — give prod-web-01 a kick and we're good.,restart_service,
776,We gotta reboot cdn-edge-06.,restart_service,
777,Quick task: bounce payment-api-03.,restart_service,
778,Grace is asking us to give cdn-edge-06 a kick.,restart_service,
779,Quick task: bounce ml-infer-05.,restart_service,
780,Quick task: cycle prod-web-01.,restart_service,
781,All I need is for someone to bounce ml-infer-05.,restart_service,
782,Quick task: cycle prod-web-01.,restart_service,
783,All I need is for someone to reboot payment-api-03.,restart_service,
784,Quick task: cycle ml-infer-05.,restart_service,
785,All I need is for someone to bounce auth-svc-04.,restart_service,
786,Just cycle cdn-edge-06. Nothing else needed.,restart_service,
787,Simple request — cycle payment-api-03 and we're good.,restart_service,
788,All I need is for someone to bounce prod-web-01.,restart_service,
789,From Marketing: give ml-infer-05 a kick.,restart_service,
790,Please cycle prod-web-01.,restart_service,
791,I need you to cycle auth-svc-04.,restart_service,
792,Just give auth-svc-04 a kick. Nothing else needed.,restart_service,
793,Just give prod-web-01 a kick. Nothing else needed.,restart_service,
794,We gotta restart the main process on auth-svc-04.,restart_service,
795,Just bounce payment-api-03. Nothing else needed.,restart_service,
796,All I need is for someone to bounce cdn-edge-06.,restart_service,
797,Do me a favor and give auth-svc-04 a kick.,restart_service,
798,All I need is for someone to restart the service on cdn-edge-06.,restart_service,
799,Just restart the service on staging-db-02. Nothing else needed.,restart_service,
800,Just cycle auth-svc-04. Nothing else needed.,restart_service,
801,Quick task: give staging-db-02 a kick.,restart_service,
802,Just restart the service on cdn-edge-06. Nothing else needed.,restart_service,
803,Quick task: bounce ml-infer-05.,restart_service,
804,All I need is for someone to see what's going on with cdn-edge-06.,check_status,
805,Urgent: verify payment-api-03's health.,check_status,
806,Quick task: check if ml-infer-05 is up.,check_status,
807,Just assess ml-infer-05's status. Nothing else needed.,check_status,
808,Ticket INC-5560 says see what's going on with auth-svc-04.,check_status,
809,Simple request — see what's going on with auth-svc-04 and we're good.,check_status,
810,Simple request — check if cdn-edge-06 is up and we're good.,check_status,
811,From Marketing: assess ml-infer-05's status.,check_status,
812,Simple request — verify payment-api-03's health and we're good.,check_status,
813,Just diagnose staging-db-02. Nothing else needed.,check_status,
814,Just verify prod-web-01's health. Nothing else needed.,check_status,
815,Quick task: assess payment-api-03's status.,check_status,
816,Quick task: see what's going on with auth-svc-04.,check_status,
817,Simple request — diagnose staging-db-02 and we're good.,check_status,
818,Please see what's going on with auth-svc-04.,check_status,
819,All I need is for someone to ping ml-infer-05 for a health check.,check_status,
820,I need you to assess ml-infer-05's status.,check_status,
821,Simple request — diagnose cdn-edge-06 and we're good.,check_status,
822,All I need is for someone to ping auth-svc-04 for a health check.,check_status,
823,All I need is for someone to check if payment-api-03 is up.,check_status,
824,Just see what's going on with prod-web-01. Nothing else needed.,check_status,
825,Quick task: diagnose auth-svc-04.,check_status,
826,The Finance team needs us to verify payment-api-03's health.,check_status,
827,All I need is for someone to assess auth-svc-04's status.,check_status,
828,Just verify staging-db-02's health. Nothing else needed.,check_status,
829,From Marketing: check if payment-api-03 is up.,check_status,
830,Quick task: ping payment-api-03 for a health check.,check_status,
831,I need you to ping payment-api-03 for a health check.,check_status,
832,Simple request — verify ml-infer-05's health and we're good.,check_status,
833,Quick task: see what's going on with cdn-edge-06.,check_status,
834,Just verify payment-api-03's health. Nothing else needed.,check_status,
835,Ticket INC-4021 says verify ml-infer-05's health.,check_status,
836,Simple request — ping ml-infer-05 for a health check and we're good.,check_status,
837,Ticket INC-4021 says ping staging-db-02 for a health check.,check_status,
838,Simple request — check if staging-db-02 is up and we're good.,check_status,
839,All I need is for someone to diagnose cdn-edge-06.,check_status,
840,The Legal team needs us to see what's going on with auth-svc-04.,check_status,
841,Just ping ml-infer-05 for a health check. Nothing else needed.,check_status,
842,All I need is for someone to check if staging-db-02 is up.,check_status,
843,Quick task: see what's going on with cdn-edge-06.,check_status,
844,Just check if auth-svc-04 is up. Nothing else needed.,check_status,
845,Just assess cdn-edge-06's status. Nothing else needed.,check_status,
846,Simple request — see what's going on with cdn-edge-06 and we're good.,check_status,
847,Just check if auth-svc-04 is up. Nothing else needed.,check_status,
848,Simple request — ping auth-svc-04 for a health check and we're good.,check_status,
849,Simple request — verify prod-web-01's health and we're good.,check_status,
850,Alice is asking us to see what's going on with payment-api-03.,check_status,
851,Quick task: check if staging-db-02 is up.,check_status,
852,Please verify auth-svc-04's health.,check_status,
853,All I need is for someone to assess cdn-edge-06's status.,check_status,
854,Simple request — verify staging-db-02's health and we're good.,check_status,
855,Simple request — see what's going on with payment-api-03 and we're good.,check_status,
856,Quick task: assess cdn-edge-06's status.,check_status,
857,Just assess ml-infer-05's status. Nothing else needed.,check_status,
858,Quick task: verify payment-api-03's health.,check_status,
859,Quick one — verify auth-svc-04's health.,check_status,
860,"Per Eve's request, ping ml-infer-05 for a health check.",check_status,
861,Quick task: ping payment-api-03 for a health check.,check_status,
862,Simple request — verify auth-svc-04's health and we're good.,check_status,
863,Simple request — diagnose cdn-edge-06 and we're good.,check_status,
864,Simple request — diagnose ml-infer-05 and we're good.,check_status,
865,Quick task: diagnose payment-api-03.,check_status,
866,Do me a favor and ping payment-api-03 for a health check.,check_status,
867,Quick task: diagnose cdn-edge-06.,check_status,
868,Quick task: verify auth-svc-04's health.,check_status,
869,Charlie reported an issue — see what's going on with payment-api-03.,check_status,
870,All I need is for someone to ping payment-api-03 for a health check.,check_status,
871,Bob reported an issue — get a human involved for Alice.,escalate_to_human,
872,Simple request — escalate Frank's case to the on-call and we're good.,escalate_to_human,
873,"Hey, can you escalate Bob's case to the on-call.",escalate_to_human,
874,Just loop in a Marketing manager. Nothing else needed.,escalate_to_human,
875,All I need is for someone to wake up the on-call about prod-web-01.,escalate_to_human,
876,Urgent: wake up the on-call about cdn-edge-06.,escalate_to_human,
877,Quick task: get a human involved for Eve.,escalate_to_human,
878,Simple request — loop in a Finance manager and we're good.,escalate_to_human,
879,Just get a human involved for Bob. Nothing else needed.,escalate_to_human,
880,Just get a human involved for Bob. Nothing else needed.,escalate_to_human,
881,Just wake up the on-call about cdn-edge-06. Nothing else needed.,escalate_to_human,
882,Simple request — escalate Diana's case to the on-call and we're good.,escalate_to_human,
883,All I need is for someone to escalate Charlie's case to the on-call.,escalate_to_human,
884,Quick task: escalate Frank's case to the on-call.,escalate_to_human,
885,Simple request — escalate Eve's case to the on-call and we're good.,escalate_to_human,
886,Just get a human involved for Grace. Nothing else needed.,escalate_to_human,
887,Just wake up the on-call about ml-infer-05. Nothing else needed.,escalate_to_human,
888,Quick task: get a human involved for Eve.,escalate_to_human,
889,Simple request — bring in tier-2 support for Charlie and we're good.,escalate_to_human,
890,All I need is for someone to wake up the on-call about prod-web-01.,escalate_to_human,
891,Simple request — escalate Grace's case to the on-call and we're good.,escalate_to_human,
892,Just bring in tier-2 support for Bob. Nothing else needed.,escalate_to_human,
893,Just escalate Charlie's case to the on-call. Nothing else needed.,escalate_to_human,
894,Simple request — escalate Bob's case to the on-call and we're good.,escalate_to_human,
895,Charlie reported an issue — bring in tier-2 support for Bob.,escalate_to_human,
896,Just get a human involved for Charlie. Nothing else needed.,escalate_to_human,
897,Simple request — hand Alice's issue off to an engineer and we're good.,escalate_to_human,
898,Just loop in a HR manager. Nothing else needed.,escalate_to_human,
899,Quick task: get a human involved for Bob.,escalate_to_human,
900,Just loop in a Marketing manager. Nothing else needed.,escalate_to_human,
901,Simple request — hand Alice's issue off to an engineer and we're good.,escalate_to_human,
902,Simple request — wake up the on-call about prod-web-01 and we're good.,escalate_to_human,
903,Just get a human involved for Eve. Nothing else needed.,escalate_to_human,
904,Just escalate Charlie's case to the on-call. Nothing else needed.,escalate_to_human,
905,Simple request — bring in tier-2 support for Frank and we're good.,escalate_to_human,
906,Simple request — escalate Bob's case to the on-call and we're good.,escalate_to_human,
907,Just loop in a Legal manager. Nothing else needed.,escalate_to_human,
908,All I need is for someone to escalate Alice's case to the on-call.,escalate_to_human,
909,Just get a human involved for Grace. Nothing else needed.,escalate_to_human,
910,All I need is for someone to hand Alice's issue off to an engineer.,escalate_to_human,
911,Quick task: hand Eve's issue off to an engineer.,escalate_to_human,
912,Simple request — bring in tier-2 support for Charlie and we're good.,escalate_to_human,
913,Just wake up the on-call about auth-svc-04. Nothing else needed.,escalate_to_human,
914,Quick task: get a human involved for Diana.,escalate_to_human,
915,Just bring in tier-2 support for Diana. Nothing else needed.,escalate_to_human,
916,Quick task: bring in tier-2 support for Charlie.,escalate_to_human,
917,Just get a human involved for Bob. Nothing else needed.,escalate_to_human,
918,We gotta loop in a Engineering manager.,escalate_to_human,
919,Simple request — hand Charlie's issue off to an engineer and we're good.,escalate_to_human,
920,Quick task: bring in tier-2 support for Grace.,escalate_to_human,
921,I need you to escalate Diana's case to the on-call.,escalate_to_human,
922,Quick task: hand Alice's issue off to an engineer.,escalate_to_human,
923,Simple request — escalate Grace's case to the on-call and we're good.,escalate_to_human,
924,Quick task: get a human involved for Alice.,escalate_to_human,
925,Just wake up the on-call about auth-svc-04. Nothing else needed.,escalate_to_human,
926,Diana is asking us to hand Alice's issue off to an engineer.,escalate_to_human,
927,Quick task: get a human involved for Eve.,escalate_to_human,
928,All I need is for someone to get a human involved for Frank.,escalate_to_human,
929,All I need is for someone to escalate Frank's case to the on-call.,escalate_to_human,
930,Simple request — bring in tier-2 support for Alice and we're good.,escalate_to_human,
931,Simple request — bring in tier-2 support for Bob and we're good.,escalate_to_human,
932,From HR: hand Bob's issue off to an engineer.,escalate_to_human,
933,All I need is for someone to bring in tier-2 support for Charlie.,escalate_to_human,
934,Quick task: hand Alice's issue off to an engineer.,escalate_to_human,
935,Quick task: bring in tier-2 support for Bob.,escalate_to_human,
936,All I need is for someone to wake up the on-call about prod-web-01.,escalate_to_human,
937,Quick task: bring in tier-2 support for Eve.,escalate_to_human,
938,I need you to record the event in Legal's log.,log_audit_event,
939,All I need is for someone to create an audit trail for #53698.,log_audit_event,
940,All I need is for someone to record the event in HR's log.,log_audit_event,
941,Just drop an audit entry for ml-infer-05. Nothing else needed.,log_audit_event,
942,Just log the whole staging-db-02 incident. Nothing else needed.,log_audit_event,
943,"When you get a chance, log Grace's action for compliance.",log_audit_event,
944,All I need is for someone to record the event in HR's log.,log_audit_event,
945,All I need is for someone to drop an audit entry for auth-svc-04.,log_audit_event,
946,Quick task: drop an audit entry for auth-svc-04.,log_audit_event,
947,Quick task: record the event in Legal's log.,log_audit_event,
948,All I need is for someone to drop an audit entry for payment-api-03.,log_audit_event,
949,Simple request — make a compliance log about Grace and we're good.,log_audit_event,
950,Quick task: drop an audit entry for ml-infer-05.,log_audit_event,
951,Quick task: record the event in Legal's log.,log_audit_event,
952,Simple request — log the whole payment-api-03 incident and we're good.,log_audit_event,
953,Just log Eve's action for compliance. Nothing else needed.,log_audit_event,
954,Simple request — create an audit trail for #53698 and we're good.,log_audit_event,
955,Simple request — record the event in Engineering's log and we're good.,log_audit_event,
956,Time to log Eve's action for compliance.,log_audit_event,
957,We gotta record the event in Engineering's log.,log_audit_event,
958,Simple request — log Grace's action for compliance and we're good.,log_audit_event,
959,All I need is for someone to log Bob's action for compliance.,log_audit_event,
960,"Per Frank's request, log the whole staging-db-02 incident.",log_audit_event,
961,All I need is for someone to create an audit trail for #31450.,log_audit_event,
962,Please log the whole cdn-edge-06 incident.,log_audit_event,
963,Just record the event in Engineering's log. Nothing else needed.,log_audit_event,
964,"Hey, can you record the event in Finance's log.",log_audit_event,
965,All I need is for someone to log the whole staging-db-02 incident.,log_audit_event,
966,All I need is for someone to log the whole staging-db-02 incident.,log_audit_event,
967,Simple request — log Eve's action for compliance and we're good.,log_audit_event,
968,All I need is for someone to log Alice's action for compliance.,log_audit_event,
969,Quick task: drop an audit entry for staging-db-02.,log_audit_event,
970,All I need is for someone to log the whole prod-web-01 incident.,log_audit_event,
971,All I need is for someone to record the event in Legal's log.,log_audit_event,
972,All I need is for someone to create an audit trail for #42017.,log_audit_event,
973,All I need is for someone to create an audit trail for #60122.,log_audit_event,
974,Quick task: make a compliance log about Eve.,log_audit_event,
975,Quick task: log the whole auth-svc-04 incident.,log_audit_event,
976,All I need is for someone to make a compliance log about Charlie.,log_audit_event,
977,Simple request — log the whole prod-web-01 incident and we're good.,log_audit_event,
978,Bob is asking us to drop an audit entry for payment-api-03.,log_audit_event,
979,"For the Marketing team, create an audit trail for #60122.",log_audit_event,
980,Urgent: log the whole cdn-edge-06 incident.,log_audit_event,
981,Ticket INC-4021 says drop an audit entry for auth-svc-04.,log_audit_event,
982,Quick task: make a compliance log about Frank.,log_audit_event,
983,All I need is for someone to log Bob's action for compliance.,log_audit_event,
984,Simple request — create an audit trail for #31450 and we're good.,log_audit_event,
985,Just record the event in HR's log. Nothing else needed.,log_audit_event,
986,The Finance team needs us to make a compliance log about Frank.,log_audit_event,
987,All I need is for someone to make a compliance log about Diana.,log_audit_event,
988,Just log Alice's action for compliance. Nothing else needed.,log_audit_event,
989,Simple request — drop an audit entry for ml-infer-05 and we're good.,log_audit_event,
990,From Finance: drop an audit entry for staging-db-02.,log_audit_event,
991,Quick task: create an audit trail for #31450.,log_audit_event,
992,Just make a compliance log about Grace. Nothing else needed.,log_audit_event,
993,Quick task: create an audit trail for #20891.,log_audit_event,
994,Quick task: create an audit trail for #10234.,log_audit_event,
995,Just log Alice's action for compliance. Nothing else needed.,log_audit_event,
996,Simple request — make a compliance log about Bob and we're good.,log_audit_event,
997,Urgent: make a compliance log about Grace.,log_audit_event,
998,All I need is for someone to drop an audit entry for payment-api-03.,log_audit_event,
999,Quick task: log the whole ml-infer-05 incident.,log_audit_event,
1000,Frank reported an issue — record the event in HR's log.,log_audit_event,
1001,All I need is for someone to log Charlie's action for compliance.,log_audit_event,
1002,Quick task: log the whole auth-svc-04 incident.,log_audit_event,
1003,Quick task: drop an audit entry for prod-web-01.,log_audit_event,
1004,Do me a favor and record the event in Legal's log.,log_audit_event,
1005,Quick task: roll out the containerised app to cdn-edge-06.,deploy_container,
1006,Quick task: launch the docker deployment for Marketing.,deploy_container,
1007,Just ship the new build to cdn-edge-06. Nothing else needed.,deploy_container,
1008,Simple request — push the container image for Legal and we're good.,deploy_container,
1009,Simple request — get the container running on payment-api-03 and we're good.,deploy_container,
1010,All I need is for someone to roll out the containerised app to ml-infer-05.,deploy_container,
1011,We gotta get the container running on ml-infer-05.,deploy_container,
1012,Quick task: roll out the containerised app to auth-svc-04.,deploy_container,
1013,Simple request — roll out the containerised app to auth-svc-04 and we're good.,deploy_container,
1014,Simple request — push the container image for Engineering and we're good.,deploy_container,
1015,All I need is for someone to get the container running on ml-infer-05.,deploy_container,
1016,Just push the container image for Engineering. Nothing else needed.,deploy_container,
1017,All I need is for someone to push the container image for Legal.,deploy_container,
1018,Simple request — ship the new build to cdn-edge-06 and we're good.,deploy_container,
1019,Simple request — deploy the container for Marketing and we're good.,deploy_container,
1020,Just ship the new build to ml-infer-05. Nothing else needed.,deploy_container,
1021,Quick task: push the container image for Marketing.,deploy_container,
1022,All I need is for someone to get the container running on prod-web-01.,deploy_container,
1023,Simple request — launch the docker deployment for Engineering and we're good.,deploy_container,
1024,Just get the container running on staging-db-02. Nothing else needed.,deploy_container,
1025,Quick task: deploy the container for HR.,deploy_container,
1026,Just roll out the containerised app to ml-infer-05. Nothing else needed.,deploy_container,
1027,Quick task: roll out the containerised app to prod-web-01.,deploy_container,
1028,All I need is for someone to push the container image for Marketing.,deploy_container,
1029,Simple request — push the container image for HR and we're good.,deploy_container,
1030,Just roll out the containerised app to prod-web-01. Nothing else needed.,deploy_container,
1031,All I need is for someone to get the container running on staging-db-02.,deploy_container,
1032,Quick task: push the container image for Legal.,deploy_container,
1033,Just push the container image for HR. Nothing else needed.,deploy_container,
1034,Simple request — ship the new build to cdn-edge-06 and we're good.,deploy_container,
1035,Just roll out the containerised app to auth-svc-04. Nothing else needed.,deploy_container,
1036,Charlie is asking us to deploy the container for Finance.,deploy_container,
1037,All I need is for someone to ship the new build to ml-infer-05.,deploy_container,
1038,Simple request — ship the new build to auth-svc-04 and we're good.,deploy_container,
1039,Quick task: push the container image for Legal.,deploy_container,
1040,Urgent: push the container image for Engineering.,deploy_container,
1041,Simple request — ship the new build to auth-svc-04 and we're good.,deploy_container,
1042,Simple request — push the container image for Marketing and we're good.,deploy_container,
1043,Quick task: deploy the container for Legal.,deploy_container,
1044,"When you get a chance, roll out the containerised app to payment-api-03.",deploy_container,
1045,All I need is for someone to roll out the containerised app to payment-api-03.,deploy_container,
1046,Quick task: push the container image for Engineering.,deploy_container,
1047,All I need is for someone to deploy the container for Finance.,deploy_container,
1048,Time to roll out the containerised app to payment-api-03.,deploy_container,
1049,Time to get the container running on auth-svc-04.,deploy_container,
1050,Quick task: deploy the container for Legal.,deploy_container,
1051,All I need is for someone to get the container running on payment-api-03.,deploy_container,
1052,Just push the container image for Legal. Nothing else needed.,deploy_container,
1053,Grace reported an issue — roll out the containerised app to ml-infer-05.,deploy_container,
1054,"For the Engineering team, deploy the container for Legal.",deploy_container,
1055,All I need is for someone to get the container running on prod-web-01.,deploy_container,
1056,Charlie is asking us to launch the docker deployment for Marketing.,deploy_container,
1057,All I need is for someone to roll out the containerised app to payment-api-03.,deploy_container,
1058,The Legal team needs us to get the container running on prod-web-01.,deploy_container,
1059,Quick task: roll out the containerised app to ml-infer-05.,deploy_container,
1060,Quick task: roll out the containerised app to prod-web-01.,deploy_container,
1061,"Hey, can you push the container image for HR.",deploy_container,
1062,Quick task: get the container running on auth-svc-04.,deploy_container,
1063,The Engineering team needs us to get the container running on auth-svc-04.,deploy_container,
1064,Quick task: get the container running on staging-db-02.,deploy_container,
1065,All I need is for someone to roll out the containerised app to ml-infer-05.,deploy_container,
1066,Simple request — deploy the container for Marketing and we're good.,deploy_container,
1067,Just launch the docker deployment for HR. Nothing else needed.,deploy_container,
1068,Quick task: launch the docker deployment for Legal.,deploy_container,
1069,Quick task: launch the docker deployment for Legal.,deploy_container,
1070,All I need is for someone to push the container image for Engineering.,deploy_container,
1071,Simple request — launch the docker deployment for Finance and we're good.,deploy_container,
1072,All I need is for someone to revert payment-api-03 to the previous version.,rollback_deployment,
1073,"When you get a chance, revert ml-infer-05 to the previous version.",rollback_deployment,
1074,Just take staging-db-02 back to the prior build. Nothing else needed.,rollback_deployment,
1075,Just roll payment-api-03 back to the last stable release. Nothing else needed.,rollback_deployment,
1076,From Legal: back out the deployment on auth-svc-04.,rollback_deployment,
1077,We gotta roll back the last deploy on prod-web-01.,rollback_deployment,
1078,Quick task: revert prod-web-01 to the previous version.,rollback_deployment,
1079,Quick task: revert cdn-edge-06 to the previous version.,rollback_deployment,
1080,All I need is for someone to undo the latest release on ml-infer-05.,rollback_deployment,
1081,All I need is for someone to revert staging-db-02 to the previous version.,rollback_deployment,
1082,All I need is for someone to roll cdn-edge-06 back to the last stable release.,rollback_deployment,
1083,Quick task: revert staging-db-02 to the previous version.,rollback_deployment,
1084,Quick task: roll back the last deploy on payment-api-03.,rollback_deployment,
1085,Quick task: roll ml-infer-05 back to the last stable release.,rollback_deployment,
1086,Quick task: revert prod-web-01 to the previous version.,rollback_deployment,
1087,Quick task: take ml-infer-05 back to the prior build.,rollback_deployment,
1088,Simple request — roll auth-svc-04 back to the last stable release and we're good.,rollback_deployment,
1089,"For the Finance team, revert prod-web-01 to the previous version.",rollback_deployment,
1090,Simple request — back out the deployment on prod-web-01 and we're good.,rollback_deployment,
1091,Simple request — back out the deployment on auth-svc-04 and we're good.,rollback_deployment,
1092,All I need is for someone to undo the latest release on prod-web-01.,rollback_deployment,
1093,Urgent: roll back the last deploy on cdn-edge-06.,rollback_deployment,
1094,Grace reported an issue — back out the deployment on staging-db-02.,rollback_deployment,
1095,Simple request — revert auth-svc-04 to the previous version and we're good.,rollback_deployment,
1096,Quick task: take cdn-edge-06 back to the prior build.,rollback_deployment,
1097,Quick task: roll back the last deploy on payment-api-03.,rollback_deployment,
1098,Just roll back the last deploy on ml-infer-05. Nothing else needed.,rollback_deployment,
1099,Simple request — back out the deployment on cdn-edge-06 and we're good.,rollback_deployment,
1100,Simple request — revert payment-api-03 to the previous version and we're good.,rollback_deployment,
1101,Simple request — roll auth-svc-04 back to the last stable release and we're good.,rollback_deployment,
1102,All I need is for someone to undo the latest release on auth-svc-04.,rollback_deployment,
1103,All I need is for someone to roll back the last deploy on auth-svc-04.,rollback_deployment,
1104,Just revert staging-db-02 to the previous version. Nothing else needed.,rollback_deployment,
1105,Just back out the deployment on auth-svc-04. Nothing else needed.,rollback_deployment,
1106,All I need is for someone to take ml-infer-05 back to the prior build.,rollback_deployment,
1107,Simple request — back out the deployment on staging-db-02 and we're good.,rollback_deployment,
1108,Simple request — back out the deployment on auth-svc-04 and we're good.,rollback_deployment,
1109,Quick task: roll back the last deploy on staging-db-02.,rollback_deployment,
1110,Just roll back the last deploy on ml-infer-05. Nothing else needed.,rollback_deployment,
1111,Quick task: revert ml-infer-05 to the previous version.,rollback_deployment,
1112,Quick task: roll back the last deploy on cdn-edge-06.,rollback_deployment,
1113,Just revert staging-db-02 to the previous version. Nothing else needed.,rollback_deployment,
1114,All I need is for someone to undo the latest release on prod-web-01.,rollback_deployment,
1115,All I need is for someone to roll back the last deploy on payment-api-03.,rollback_deployment,
1116,All I need is for someone to take auth-svc-04 back to the prior build.,rollback_deployment,
1117,Simple request — roll payment-api-03 back to the last stable release and we're good.,rollback_deployment,
1118,All I need is for someone to roll ml-infer-05 back to the last stable release.,rollback_deployment,
1119,All I need is for someone to revert payment-api-03 to the previous version.,rollback_deployment,
1120,All I need is for someone to roll back the last deploy on prod-web-01.,rollback_deployment,
1121,Quick task: undo the latest release on payment-api-03.,rollback_deployment,
1122,All I need is for someone to revert cdn-edge-06 to the previous version.,rollback_deployment,
1123,"Hey, can you undo the latest release on payment-api-03.",rollback_deployment,
1124,Just undo the latest release on ml-infer-05. Nothing else needed.,rollback_deployment,
1125,Quick task: roll ml-infer-05 back to the last stable release.,rollback_deployment,
