canonical_dag_hash,graph_key,dag_text,tools,edges,tool_count,edge_count,read_count,edit_count,orchestrate_count,action_label,included_primary,source_files,declared_splits
96f25d2fe64b52be,70468dea7270928e,"read_database_record -> escalate_case_to_human, read_database_record -> read_access_logs, read_database_record -> route_task_by_condition, read_database_record -> update_subscription_plan",read_database_record;escalate_case_to_human;read_access_logs;route_task_by_condition;update_subscription_plan,0->1;0->2;0->3;0->4,5,4,2,1,2,mixed,False,train.csv,train
11d774208e95d082,f1f8df89b43e58a1,"escalate_case_to_human -> check_service_status, restart_service -> escalate_case_to_human",restart_service;escalate_case_to_human;check_service_status,0->1;1->2,3,2,1,1,1,mixed,False,train.csv,train
40d35b48cfe06996,9c07f55a5f646a56,write_database_record,write_database_record,,1,0,0,1,0,edit,True,train.csv,train
3282b6ebc7614d55,078dd045708cb33c,"check_service_status -> reset_user_password, escalate_case_to_human -> reset_user_password, read_database_record -> escalate_case_to_human, update_subscription_plan -> read_database_record",update_subscription_plan;read_database_record;escalate_case_to_human;reset_user_password;check_service_status,0->1;1->2;2->3;4->3,5,4,2,2,1,mixed,False,train.csv,train
d4a86bd7f49eaf6d,5a1cbece2e9a9847,"read_subscription_status -> check_service_status, read_subscription_status -> read_access_logs, read_subscription_status -> read_database_record, read_subscription_status -> scan_system_for_malware",read_subscription_status;read_access_logs;scan_system_for_malware;read_database_record;check_service_status,0->1;0->2;0->3;0->4,5,4,5,0,0,read,True,train.csv,train
162cf4934078c8f6,c56d6a64d6ec992d,"read_access_logs -> write_database_record, read_subscription_status -> write_database_record, write_database_record -> reset_user_password",read_subscription_status;read_access_logs;write_database_record;reset_user_password,0->2;1->2;2->3,4,3,2,2,0,mixed,False,train.csv,train
1214b7d6a22eb849,9791beee42cb5650,"dispatch_message_to_usergroup -> reset_user_password, restart_service -> reset_user_password, update_subscription_plan -> reset_user_password",update_subscription_plan;dispatch_message_to_usergroup;restart_service;reset_user_password,0->3;1->3;2->3,4,3,0,3,1,edit,True,train.csv,train
09a99426b009dc67,7aa06a2b36895790,restart_service,restart_service,,1,0,0,1,0,edit,True,train.csv,train
9df11da8dfdc385e,bbbc4c536b733277,"read_access_logs -> route_task_by_condition, read_subscription_status -> read_access_logs, read_subscription_status -> read_database_record, read_subscription_status -> restart_service, route_task_by_condition -> dispatch_message_to_usergroup",read_subscription_status;restart_service;read_database_record;read_access_logs;route_task_by_condition;dispatch_message_to_usergroup,0->1;0->2;0->3;3->4;4->5,6,5,3,1,2,read,True,train.csv,train
8b3020872c31ab89,2ed884b66f70ae32,"create_support_ticket -> reset_user_password, read_access_logs -> read_subscription_status, reset_user_password -> read_access_logs",create_support_ticket;reset_user_password;read_access_logs;read_subscription_status,0->1;1->2;2->3,4,3,2,2,0,mixed,False,train.csv,train
8ca918f28f0d8f53,3a60c4b03f4e45f7,"check_service_status -> scan_system_for_malware, create_support_ticket -> scan_system_for_malware, update_subscription_plan -> scan_system_for_malware",update_subscription_plan;check_service_status;create_support_ticket;scan_system_for_malware,0->3;1->3;2->3,4,3,2,2,0,mixed,False,train.csv,train
c9335ea20fb598d3,98e8e0f9fb06e2b6,"write_database_record -> read_database_record, write_database_record -> read_subscription_status, write_database_record -> read_user_profile, write_database_record -> restart_service",write_database_record;read_subscription_status;read_user_profile;read_database_record;restart_service,0->1;0->2;0->3;0->4,5,4,3,2,0,read,True,train.csv,train
45e2df36a4e11cf4,4159a1cc8d4c6508,"escalate_case_to_human -> read_subscription_status, escalate_case_to_human -> read_user_profile, read_subscription_status -> dispatch_message_to_usergroup, read_user_profile -> dispatch_message_to_usergroup",escalate_case_to_human;read_subscription_status;read_user_profile;dispatch_message_to_usergroup,0->1;0->2;1->3;2->3,4,4,2,0,2,mixed,False,train.csv,train
961a9b804b44528d,3c38a66f37edff76,"create_support_ticket -> read_user_profile, edit_username -> route_task_by_condition, reset_user_password -> create_support_ticket, route_task_by_condition -> read_user_profile",reset_user_password;create_support_ticket;edit_username;route_task_by_condition;read_user_profile,0->1;1->4;2->3;3->4,5,4,1,3,1,edit,True,train.csv,train
72d7dc1f1aa72a65,de0443ce8a88909c,"create_support_ticket -> read_access_logs, read_access_logs -> reset_user_password, read_database_record -> create_support_ticket",read_database_record;create_support_ticket;read_access_logs;reset_user_password,0->1;1->2;2->3,4,3,2,2,0,mixed,False,train.csv,train
3ce918eb47aaeab9,a1657c43fc28807f,"edit_username -> escalate_case_to_human, edit_username -> read_subscription_status, escalate_case_to_human -> read_user_profile, read_access_logs -> edit_username, read_user_profile -> read_subscription_status, reset_user_password -> read_access_logs",reset_user_password;read_access_logs;edit_username;escalate_case_to_human;read_user_profile;read_subscription_status,0->1;1->2;2->3;2->5;3->4;4->5,6,6,3,2,1,read,True,train.csv,train
ed6a159edb6d14d4,f4a3b5c8f1e83081,"dispatch_message_to_usergroup -> read_user_profile, read_user_profile -> scan_system_for_malware, route_task_by_condition -> read_user_profile",route_task_by_condition;dispatch_message_to_usergroup;read_user_profile;scan_system_for_malware,0->2;1->2;2->3,4,3,2,0,2,mixed,False,train.csv,train
3ab1a3585dfbb65c,93de070ef3942a21,"restart_service -> check_service_status, restart_service -> route_task_by_condition",restart_service;check_service_status;route_task_by_condition,0->1;0->2,3,2,1,1,1,mixed,False,train.csv,train
e5615fe89d1e0495,9a05476917cab77e,"dispatch_message_to_usergroup -> reset_user_password, reset_user_password -> edit_username, scan_system_for_malware -> dispatch_message_to_usergroup",scan_system_for_malware;dispatch_message_to_usergroup;reset_user_password;edit_username,0->1;1->2;2->3,4,3,1,2,1,edit,True,train.csv,train
130a1b27d79691c4,9d310aa7102065b0,"create_support_ticket -> scan_system_for_malware, read_access_logs -> scan_system_for_malware, read_user_profile -> create_support_ticket, read_user_profile -> read_access_logs",read_user_profile;read_access_logs;create_support_ticket;scan_system_for_malware,0->1;0->2;1->3;2->3,4,4,3,1,0,read,True,train.csv,train
1adfe13a654cae37,e9d2ab3f15df0a2d,"create_support_ticket -> check_service_status, dispatch_message_to_usergroup -> create_support_ticket, dispatch_message_to_usergroup -> restart_service, restart_service -> check_service_status",dispatch_message_to_usergroup;restart_service;create_support_ticket;check_service_status,0->1;0->2;1->3;2->3,4,4,1,2,1,edit,True,train.csv,train
374f8a90bb8cce9b,adc9d85ab40255dd,"dispatch_message_to_usergroup -> create_support_ticket, read_access_logs -> create_support_ticket",read_access_logs;dispatch_message_to_usergroup;create_support_ticket,0->2;1->2,3,2,1,1,1,mixed,False,train.csv,train
0d4c4823367e49a2,8e7ab49a972cd08a,"edit_username -> escalate_case_to_human, escalate_case_to_human -> read_user_profile, read_user_profile -> write_database_record",edit_username;escalate_case_to_human;read_user_profile;write_database_record,0->1;1->2;2->3,4,3,1,2,1,edit,True,train.csv,train
420ec0b89026a727,5cbf0e8546810f5e,"check_service_status -> escalate_case_to_human, check_service_status -> scan_system_for_malware, check_service_status -> write_database_record",check_service_status;escalate_case_to_human;write_database_record;scan_system_for_malware,0->1;0->2;0->3,4,3,2,1,1,read,True,train.csv,train
5a61f162a50cfdb7,38cfab3f394d766c,"check_service_status -> route_task_by_condition, dispatch_message_to_usergroup -> route_task_by_condition, escalate_case_to_human -> route_task_by_condition",escalate_case_to_human;dispatch_message_to_usergroup;check_service_status;route_task_by_condition,0->3;1->3;2->3,4,3,1,0,3,orchestrate,True,train.csv,train
8ad8f673d30b8b30,5b5a480492e91373,"edit_username -> read_subscription_status, edit_username -> scan_system_for_malware",edit_username;scan_system_for_malware;read_subscription_status,0->1;0->2,3,2,2,1,0,read,True,train.csv,train
32a3def887701dfa,c1a41f5cf3e7b971,"dispatch_message_to_usergroup -> read_subscription_status, read_subscription_status -> scan_system_for_malware",dispatch_message_to_usergroup;read_subscription_status;scan_system_for_malware,0->1;1->2,3,2,2,0,1,read,True,train.csv,train
dadd5fae29c94ade,17c3818e5a21813e,"edit_username -> read_user_profile, edit_username -> reset_user_password, edit_username -> restart_service, edit_username -> scan_system_for_malware",edit_username;restart_service;reset_user_password;scan_system_for_malware;read_user_profile,0->1;0->2;0->3;0->4,5,4,2,3,0,edit,True,train.csv,train
a16f23c1fc7985fa,b44216e9147c563d,"read_access_logs -> update_subscription_plan, read_subscription_status -> read_access_logs, route_task_by_condition -> read_subscription_status",route_task_by_condition;read_subscription_status;read_access_logs;update_subscription_plan,0->1;1->2;2->3,4,3,2,1,1,read,True,train.csv,train
6b38fff38b5c403a,8e35ffb855431a03,"create_support_ticket -> route_task_by_condition, dispatch_message_to_usergroup -> route_task_by_condition, scan_system_for_malware -> create_support_ticket, scan_system_for_malware -> dispatch_message_to_usergroup",scan_system_for_malware;create_support_ticket;dispatch_message_to_usergroup;route_task_by_condition,0->1;0->2;1->3;2->3,4,4,1,1,2,orchestrate,True,train.csv,train
309c086e18621763,8f93b85c6b31fb23,"read_database_record -> edit_username, reset_user_password -> edit_username, update_subscription_plan -> read_database_record, update_subscription_plan -> reset_user_password",update_subscription_plan;reset_user_password;read_database_record;edit_username,0->1;0->2;1->3;2->3,4,4,1,3,0,edit,True,train.csv,train
1c3257199b131187,7a98088dfc40ce9f,"check_service_status -> read_subscription_status, create_support_ticket -> edit_username, edit_username -> dispatch_message_to_usergroup, read_subscription_status -> read_user_profile, read_user_profile -> create_support_ticket, read_user_profile -> dispatch_message_to_usergroup",check_service_status;read_subscription_status;read_user_profile;create_support_ticket;edit_username;dispatch_message_to_usergroup,0->1;1->2;2->3;2->5;3->4;4->5,6,6,3,2,1,read,True,train.csv,train
0c8848f1b4ef163a,569356db8024cf06,"route_task_by_condition -> create_support_ticket, route_task_by_condition -> dispatch_message_to_usergroup, route_task_by_condition -> reset_user_password, route_task_by_condition -> restart_service",route_task_by_condition;dispatch_message_to_usergroup;reset_user_password;restart_service;create_support_ticket,0->1;0->2;0->3;0->4,5,4,0,3,2,edit,True,train.csv,train
f0b62ebae8b3601d,127d3151f4601873,"scan_system_for_malware -> edit_username, scan_system_for_malware -> read_database_record",scan_system_for_malware;edit_username;read_database_record,0->1;0->2,3,2,2,1,0,read,True,train.csv,train
bb07badc92ddbe13,62868542d9f49347,"restart_service -> read_database_record, restart_service -> read_subscription_status, scan_system_for_malware -> restart_service, update_subscription_plan -> restart_service",update_subscription_plan;scan_system_for_malware;restart_service;read_database_record;read_subscription_status,0->2;1->2;2->3;2->4,5,4,3,2,0,read,True,train.csv,train
472577dc250eb84b,eb676495ab5f18fb,"read_subscription_status -> dispatch_message_to_usergroup, read_subscription_status -> edit_username, read_subscription_status -> restart_service, read_subscription_status -> scan_system_for_malware",read_subscription_status;restart_service;edit_username;scan_system_for_malware;dispatch_message_to_usergroup,0->1;0->2;0->3;0->4,5,4,2,2,1,mixed,False,train.csv,train
f8ffeef66cfe175c,25083f1a2f275948,"check_service_status -> edit_username, read_access_logs -> edit_username, reset_user_password -> edit_username",reset_user_password;read_access_logs;check_service_status;edit_username,0->3;1->3;2->3,4,3,2,2,0,mixed,False,train.csv,train
abc3511aceeb4f16,b1f84ffbb526752c,"create_support_ticket -> read_access_logs, create_support_ticket -> update_subscription_plan, restart_service -> create_support_ticket",restart_service;create_support_ticket;read_access_logs;update_subscription_plan,0->1;1->2;1->3,4,3,1,3,0,edit,True,train.csv,train
bee03a4bea6e8f2e,3e929f3c60638574,"edit_username -> dispatch_message_to_usergroup, edit_username -> update_subscription_plan",edit_username;dispatch_message_to_usergroup;update_subscription_plan,0->1;0->2,3,2,0,2,1,edit,True,train.csv,train
5ddf676c27d3597d,395ba9e3d0c9c098,"create_support_ticket -> dispatch_message_to_usergroup, restart_service -> scan_system_for_malware, scan_system_for_malware -> write_database_record, write_database_record -> dispatch_message_to_usergroup",restart_service;scan_system_for_malware;write_database_record;dispatch_message_to_usergroup;create_support_ticket,0->1;1->2;2->3;4->3,5,4,1,3,1,edit,True,train.csv,train
13075da6bf56c3f0,e8f8e199575dc3fe,"read_database_record -> read_subscription_status, read_subscription_status -> reset_user_password, reset_user_password -> route_task_by_condition, restart_service -> read_database_record, route_task_by_condition -> update_subscription_plan",restart_service;read_database_record;read_subscription_status;reset_user_password;route_task_by_condition;update_subscription_plan,0->1;1->2;2->3;3->4;4->5,6,5,2,3,1,edit,True,train.csv,train
aadd682365a1b0b6,663ea696aa7205d4,"dispatch_message_to_usergroup -> check_service_status, dispatch_message_to_usergroup -> restart_service, escalate_case_to_human -> dispatch_message_to_usergroup, read_database_record -> dispatch_message_to_usergroup",read_database_record;escalate_case_to_human;dispatch_message_to_usergroup;check_service_status;restart_service,0->2;1->2;2->3;2->4,5,4,2,1,2,mixed,False,train.csv,train
73288c93097ea0e6,e0904aa5616de8d6,"check_service_status -> read_access_logs, dispatch_message_to_usergroup -> read_access_logs, route_task_by_condition -> read_access_logs",check_service_status;dispatch_message_to_usergroup;route_task_by_condition;read_access_logs,0->3;1->3;2->3,4,3,2,0,2,mixed,False,train.csv,train
cc3665073a42f136,9aeb85bfcf477769,read_user_profile,read_user_profile,,1,0,1,0,0,read,True,train.csv,train
08c88fbd854c1b6c,29779713bc9ce566,"check_service_status -> route_task_by_condition, edit_username -> restart_service, restart_service -> route_task_by_condition, update_subscription_plan -> check_service_status",edit_username;restart_service;update_subscription_plan;check_service_status;route_task_by_condition,0->1;1->4;2->3;3->4,5,4,1,3,1,edit,True,train.csv,train
dc3d3317fb87457e,9d45e05a591ddae0,"edit_username -> check_service_status, edit_username -> read_access_logs, edit_username -> restart_service, restart_service -> read_user_profile",edit_username;check_service_status;read_access_logs;restart_service;read_user_profile,0->1;0->2;0->3;3->4,5,4,3,2,0,read,True,train.csv,train
bd4f1903c76cbd10,2306be99b83e4afc,"check_service_status -> read_access_logs, dispatch_message_to_usergroup -> edit_username, edit_username -> check_service_status",dispatch_message_to_usergroup;edit_username;check_service_status;read_access_logs,0->1;1->2;2->3,4,3,2,1,1,read,True,train.csv,train
1492b0fab5470053,ffcc7f1b628c58bd,"write_database_record -> check_service_status, write_database_record -> read_database_record, write_database_record -> read_user_profile, write_database_record -> reset_user_password",write_database_record;read_user_profile;reset_user_password;check_service_status;read_database_record,0->1;0->2;0->3;0->4,5,4,3,2,0,read,True,train.csv,train
a15a1402bf5fec64,c06dacb22a53c253,"dispatch_message_to_usergroup -> reset_user_password, read_access_logs -> dispatch_message_to_usergroup, restart_service -> reset_user_password, write_database_record -> restart_service",read_access_logs;dispatch_message_to_usergroup;write_database_record;restart_service;reset_user_password,0->1;1->4;2->3;3->4,5,4,1,3,1,edit,True,train.csv,train
173fc83af73eca64,fd3fe8151ef619bd,"escalate_case_to_human -> reset_user_password, escalate_case_to_human -> write_database_record, reset_user_password -> read_access_logs, write_database_record -> read_access_logs",escalate_case_to_human;reset_user_password;write_database_record;read_access_logs,0->1;0->2;1->3;2->3,4,4,1,2,1,edit,True,train.csv,train
e61daba28c2a43ff,297d082967b0aa03,"dispatch_message_to_usergroup -> reset_user_password, route_task_by_condition -> reset_user_password",dispatch_message_to_usergroup;route_task_by_condition;reset_user_password,0->2;1->2,3,2,0,1,2,orchestrate,True,train.csv,train
1c503e42d47b74ba,96cbf68eeccdbb84,"restart_service -> check_service_status, restart_service -> read_subscription_status, restart_service -> write_database_record, write_database_record -> read_database_record",restart_service;check_service_status;read_subscription_status;write_database_record;read_database_record,0->1;0->2;0->3;3->4,5,4,3,2,0,read,True,train.csv,train
108d1259105c7eed,8bb8a82ce101f7df,"check_service_status -> dispatch_message_to_usergroup, read_subscription_status -> dispatch_message_to_usergroup, scan_system_for_malware -> dispatch_message_to_usergroup",check_service_status;read_subscription_status;scan_system_for_malware;dispatch_message_to_usergroup,0->3;1->3;2->3,4,3,3,0,1,read,True,train.csv,train
30ca5f2d57100f91,71e32a1814f4fb63,"check_service_status -> edit_username, edit_username -> dispatch_message_to_usergroup, read_database_record -> check_service_status, read_database_record -> escalate_case_to_human, read_database_record -> read_access_logs",read_database_record;read_access_logs;escalate_case_to_human;check_service_status;edit_username;dispatch_message_to_usergroup,0->1;0->2;0->3;3->4;4->5,6,5,3,1,2,read,True,train.csv,train
5cc9af37e7c0adea,46e67267ecd85d50,"read_database_record -> edit_username, read_database_record -> escalate_case_to_human",read_database_record;edit_username;escalate_case_to_human,0->1;0->2,3,2,1,1,1,mixed,False,train.csv,train
7699dcb8c6ae4b02,558876ce444ccf5a,"edit_username -> check_service_status, edit_username -> read_user_profile, reset_user_password -> edit_username, write_database_record -> edit_username",reset_user_password;write_database_record;edit_username;read_user_profile;check_service_status,0->2;1->2;2->3;2->4,5,4,2,3,0,edit,True,train.csv,train
2956decfd3939de8,cdf5ee6f7a281c2a,"dispatch_message_to_usergroup -> create_support_ticket, edit_username -> dispatch_message_to_usergroup, edit_username -> update_subscription_plan, update_subscription_plan -> create_support_ticket",edit_username;dispatch_message_to_usergroup;update_subscription_plan;create_support_ticket,0->1;0->2;1->3;2->3,4,4,0,3,1,edit,True,train.csv,train
684cdee6cc88ab3e,bed94b3c3635c240,escalate_case_to_human,escalate_case_to_human,,1,0,0,0,1,orchestrate,True,train.csv,train
ddc153ae420db86a,271583923ee0fc02,"edit_username -> write_database_record, read_subscription_status -> route_task_by_condition, read_user_profile -> route_task_by_condition, read_user_profile -> scan_system_for_malware, scan_system_for_malware -> read_subscription_status, write_database_record -> read_user_profile",edit_username;write_database_record;read_user_profile;scan_system_for_malware;read_subscription_status;route_task_by_condition,0->1;1->2;2->3;2->5;3->4;4->5,6,6,3,2,1,read,True,train.csv,train
0b6d8712bc63a5f3,7a39ebbbf0087900,"create_support_ticket -> route_task_by_condition, escalate_case_to_human -> route_task_by_condition, reset_user_password -> create_support_ticket, reset_user_password -> escalate_case_to_human",reset_user_password;create_support_ticket;escalate_case_to_human;route_task_by_condition,0->1;0->2;1->3;2->3,4,4,0,2,2,mixed,False,train.csv,train
460e43e9419c2fed,09de80dedc194890,"check_service_status -> write_database_record, read_subscription_status -> escalate_case_to_human, route_task_by_condition -> check_service_status, write_database_record -> escalate_case_to_human",route_task_by_condition;check_service_status;write_database_record;escalate_case_to_human;read_subscription_status,0->1;1->2;2->3;4->3,5,4,2,1,2,mixed,False,train.csv,train
5271e9954b75ddb1,2584ea19095dddfd,"edit_username -> scan_system_for_malware, read_user_profile -> scan_system_for_malware, write_database_record -> edit_username, write_database_record -> read_user_profile",write_database_record;read_user_profile;edit_username;scan_system_for_malware,0->1;0->2;1->3;2->3,4,4,2,2,0,mixed,False,train.csv,train
e3a034e33b305b12,9b5960300034e14c,"escalate_case_to_human -> route_task_by_condition, read_access_logs -> escalate_case_to_human, read_access_logs -> write_database_record, write_database_record -> route_task_by_condition",read_access_logs;escalate_case_to_human;write_database_record;route_task_by_condition,0->1;0->2;1->3;2->3,4,4,1,1,2,orchestrate,True,train.csv,train
af5ed84b377c7d25,6293134563056fb4,read_subscription_status -> edit_username,read_subscription_status;edit_username,0->1,2,1,1,1,0,mixed,False,train.csv,train
49b98bad927b2279,61c79c8b3ae2761a,"check_service_status -> scan_system_for_malware, scan_system_for_malware -> dispatch_message_to_usergroup, scan_system_for_malware -> edit_username, write_database_record -> scan_system_for_malware",check_service_status;write_database_record;scan_system_for_malware;dispatch_message_to_usergroup;edit_username,0->2;1->2;2->3;2->4,5,4,2,2,1,mixed,False,train.csv,train
c5a738ad8bd3a326,23b488135816fa53,"dispatch_message_to_usergroup -> edit_username, escalate_case_to_human -> edit_username",dispatch_message_to_usergroup;escalate_case_to_human;edit_username,0->2;1->2,3,2,0,1,2,orchestrate,True,train.csv,train
3ad586a871c8ba3b,3a6bf1178c5c5cbb,"escalate_case_to_human -> write_database_record, read_database_record -> write_database_record",escalate_case_to_human;read_database_record;write_database_record,0->2;1->2,3,2,1,1,1,mixed,False,train.csv,train
5a42735b95123d86,cb80ab84cb7b7e07,create_support_ticket,create_support_ticket,,1,0,0,1,0,edit,True,train.csv,train
d3cde1bb9556356e,2e20b5fe603c831a,"read_database_record -> route_task_by_condition, read_user_profile -> check_service_status, read_user_profile -> restart_service, read_user_profile -> scan_system_for_malware, restart_service -> read_database_record",read_user_profile;scan_system_for_malware;check_service_status;restart_service;read_database_record;route_task_by_condition,0->1;0->2;0->3;3->4;4->5,6,5,4,1,1,read,True,train.csv,train
18a918b9c6b678cc,e00f66c9f4beb17d,"create_support_ticket -> read_subscription_status, read_database_record -> read_user_profile, read_subscription_status -> check_service_status, read_user_profile -> check_service_status",read_database_record;read_user_profile;create_support_ticket;read_subscription_status;check_service_status,0->1;1->4;2->3;3->4,5,4,4,1,0,read,True,dev.csv,val
068b890e4b95fb26,a01721f1048a511f,"create_support_ticket -> read_database_record, read_access_logs -> read_database_record",read_access_logs;create_support_ticket;read_database_record,0->2;1->2,3,2,2,1,0,read,True,dev.csv,val
1377898e5cc711cf,9fa7a071f4395a30,"reset_user_password -> update_subscription_plan, update_subscription_plan -> read_user_profile",reset_user_password;update_subscription_plan;read_user_profile,0->1;1->2,3,2,1,2,0,edit,True,dev.csv,val
024be9f201d4ab8f,aab685d3d2a0ed65,"check_service_status -> update_subscription_plan, update_subscription_plan -> read_subscription_status, write_database_record -> update_subscription_plan",check_service_status;write_database_record;update_subscription_plan;read_subscription_status,0->2;1->2;2->3,4,3,2,2,0,mixed,False,dev.csv,val
c7792991f9a4d2ca,9cc2b20362c60cf6,"dispatch_message_to_usergroup -> route_task_by_condition, route_task_by_condition -> read_access_logs",dispatch_message_to_usergroup;route_task_by_condition;read_access_logs,0->1;1->2,3,2,1,0,2,orchestrate,True,dev.csv,val
002b780ee5620869,a48a23220bf75427,"edit_username -> scan_system_for_malware, read_access_logs -> check_service_status, read_subscription_status -> read_access_logs, scan_system_for_malware -> read_subscription_status",edit_username;scan_system_for_malware;read_subscription_status;read_access_logs;check_service_status,0->1;1->2;2->3;3->4,5,4,4,1,0,read,True,dev.csv,val
a6f86773730f0915,ed7a3f6db7393803,"edit_username -> escalate_case_to_human, read_database_record -> route_task_by_condition, route_task_by_condition -> edit_username",read_database_record;route_task_by_condition;edit_username;escalate_case_to_human,0->1;1->2;2->3,4,3,1,1,2,orchestrate,True,dev.csv,val
e13c711666f804c1,5de8a9425d6ac02a,"edit_username -> escalate_case_to_human, read_database_record -> edit_username, route_task_by_condition -> edit_username",read_database_record;route_task_by_condition;edit_username;escalate_case_to_human,0->2;1->2;2->3,4,3,1,1,2,orchestrate,True,dev.csv,val
9e95240ce162e9bd,3f3d3420b27eb1a3,"route_task_by_condition -> edit_username, route_task_by_condition -> read_database_record",route_task_by_condition;edit_username;read_database_record,0->1;0->2,3,2,1,1,1,mixed,False,dev.csv,val
bcc0d465909a5598,4780760eed0c8cc2,"edit_username -> read_database_record, route_task_by_condition -> read_database_record",route_task_by_condition;edit_username;read_database_record,0->2;1->2,3,2,1,1,1,mixed,False,dev.csv,val
1fa12cb5716c371c,f3312842d6cdc204,"escalate_case_to_human -> restart_service, read_subscription_status -> restart_service, restart_service -> scan_system_for_malware, restart_service -> update_subscription_plan",read_subscription_status;escalate_case_to_human;restart_service;update_subscription_plan;scan_system_for_malware,0->2;1->2;2->3;2->4,5,4,2,2,1,mixed,False,dev.csv,val
48fa60147aeb3d02,ef426d8a3eb644b5,"check_service_status -> read_database_record, create_support_ticket -> read_database_record, read_database_record -> read_user_profile, read_database_record -> restart_service",check_service_status;create_support_ticket;read_database_record;read_user_profile;restart_service,0->2;1->2;2->3;2->4,5,4,3,2,0,read,True,dev.csv,val
041c2735445a5d3c,4595dce646fce0ba,"check_service_status -> create_support_ticket, check_service_status -> read_database_record, check_service_status -> read_user_profile, read_user_profile -> restart_service",check_service_status;create_support_ticket;read_database_record;read_user_profile;restart_service,0->1;0->2;0->3;3->4,5,4,3,2,0,read,True,dev.csv,val
080d1d335e73e357,840573c4ceed4d7a,"dispatch_message_to_usergroup -> read_subscription_status, read_subscription_status -> read_database_record",dispatch_message_to_usergroup;read_subscription_status;read_database_record,0->1;1->2,3,2,2,0,1,read,True,dev.csv,val
cef1c1b22547363f,cf06ac616a3f7e0e,"scan_system_for_malware -> check_service_status, scan_system_for_malware -> read_subscription_status, scan_system_for_malware -> restart_service",scan_system_for_malware;check_service_status;restart_service;read_subscription_status,0->1;0->2;0->3,4,3,3,1,0,read,True,dev.csv,val
db5017e10825c621,a415cd95beb7758a,"edit_username -> create_support_ticket, edit_username -> read_subscription_status, edit_username -> restart_service",edit_username;read_subscription_status;restart_service;create_support_ticket,0->1;0->2;0->3,4,3,1,3,0,edit,True,dev.csv,val
b251069ab0f854f2,ee959af426b3c1f5,"edit_username -> create_support_ticket, read_subscription_status -> create_support_ticket, restart_service -> create_support_ticket",edit_username;read_subscription_status;restart_service;create_support_ticket,0->3;1->3;2->3,4,3,1,3,0,edit,True,dev.csv,val
99376517e07ac390,efa120fa9ed15653,"dispatch_message_to_usergroup -> read_user_profile, read_user_profile -> read_database_record",dispatch_message_to_usergroup;read_user_profile;read_database_record,0->1;1->2,3,2,2,0,1,read,True,dev.csv,val
9b719990d02fad0a,5400f4758c28604a,"create_support_ticket -> read_subscription_status, escalate_case_to_human -> read_subscription_status, read_user_profile -> read_subscription_status",read_user_profile;create_support_ticket;escalate_case_to_human;read_subscription_status,0->3;1->3;2->3,4,3,2,1,1,read,True,dev.csv,val
cbbc0fb375be5528,190a251f9c92f0e7,"read_access_logs -> dispatch_message_to_usergroup, scan_system_for_malware -> dispatch_message_to_usergroup",read_access_logs;scan_system_for_malware;dispatch_message_to_usergroup,0->2;1->2,3,2,2,0,1,read,True,dev.csv,val
320f87127720375d,f35ff7829403cc9b,"update_subscription_plan -> scan_system_for_malware, update_subscription_plan -> write_database_record",update_subscription_plan;scan_system_for_malware;write_database_record,0->1;0->2,3,2,1,2,0,edit,True,dev.csv,val
34945b4f5ec0716b,30354703124932d9,"read_database_record -> dispatch_message_to_usergroup, read_database_record -> scan_system_for_malware",read_database_record;scan_system_for_malware;dispatch_message_to_usergroup,0->1;0->2,3,2,2,0,1,read,True,dev.csv,val
2f126fb3c569745b,6cd4722e31d54745,"reset_user_password -> dispatch_message_to_usergroup, route_task_by_condition -> reset_user_password",route_task_by_condition;reset_user_password;dispatch_message_to_usergroup,0->1;1->2,3,2,0,1,2,orchestrate,True,dev.csv,val
04160c562c25b5d3,36cc62f859efb068,"reset_user_password -> dispatch_message_to_usergroup, route_task_by_condition -> dispatch_message_to_usergroup",route_task_by_condition;reset_user_password;dispatch_message_to_usergroup,0->2;1->2,3,2,0,1,2,orchestrate,True,dev.csv,val
c801c58d1135d744,3d41d277ec4d2dc4,"check_service_status -> route_task_by_condition, create_support_ticket -> route_task_by_condition, route_task_by_condition -> edit_username, route_task_by_condition -> read_subscription_status",create_support_ticket;check_service_status;route_task_by_condition;read_subscription_status;edit_username,0->2;1->2;2->3;2->4,5,4,2,2,1,mixed,False,dev.csv,val
0eece11b7a3a5715,201c5a8d90683c82,"create_support_ticket -> restart_service, create_support_ticket -> route_task_by_condition",create_support_ticket;restart_service;route_task_by_condition,0->1;0->2,3,2,0,2,1,edit,True,dev.csv,val
1eb4c31f4ef0a208,b156838683e00616,"edit_username -> escalate_case_to_human, edit_username -> scan_system_for_malware, read_database_record -> edit_username, route_task_by_condition -> edit_username",read_database_record;route_task_by_condition;edit_username;escalate_case_to_human;scan_system_for_malware,0->2;1->2;2->3;2->4,5,4,2,1,2,mixed,False,dev.csv,val
f6b8d1b043aa0f9b,a89c4a96b43bf445,"dispatch_message_to_usergroup -> read_user_profile, read_subscription_status -> dispatch_message_to_usergroup, update_subscription_plan -> dispatch_message_to_usergroup",update_subscription_plan;read_subscription_status;dispatch_message_to_usergroup;read_user_profile,0->2;1->2;2->3,4,3,2,1,1,read,True,dev.csv,val
