query,dag_id,dag_text,tools,edges,topo_family,source,split,strict_fix_applied,had_duplicate_node_labels,original_tools
"Handing this to you: email Charlie the update. Then, create a support case for Legal. The final step: store the Finance config in the database. This one's time-sensitive.",295,"send_notification -> create_ticket, create_ticket -> db_write",send_notification;create_ticket;db_write,0->1;1->2,chain_medium,original,train,FALSE,FALSE,send_notification;create_ticket;db_write
"This came in from Product: blast an alert to Security. Then go ahead and file an incident report about cdn-edge-06. Lastly, update Grace's record in the DB.",295,"send_notification -> create_ticket, create_ticket -> db_write",send_notification;create_ticket;db_write,0->1;1->2,chain_medium,original,train,FALSE,FALSE,send_notification;create_ticket;db_write
"Per the runbook, shoot Eve an email. As soon as that clears, spin up a tracking ticket for Hector. Last step: write the new data for #11290 back. This one's time-sensitive.",295,"send_notification -> create_ticket, create_ticket -> db_write",send_notification;create_ticket;db_write,0->1;1->2,chain_medium,original,train,FALSE,FALSE,send_notification;create_ticket;db_write
"Can you please fire off a notification to Alice. Then go ahead and log a Jira for Hector's issue. And to finish, persist Charlie's data to the database.",295,"send_notification -> create_ticket, create_ticket -> db_write",send_notification;create_ticket;db_write,0->1;1->2,chain_medium,original,train,FALSE,FALSE,send_notification;create_ticket;db_write
"Handing this to you: send a heads-up to Support. On completion of that, file a bug about batch-worker-10. Last step: push the changes for Frank to the DB.",295,"send_notification -> create_ticket, create_ticket -> db_write",send_notification;create_ticket;db_write,0->1;1->2,chain_medium,original,train,FALSE,FALSE,send_notification;create_ticket;db_write
"Before end of day, shoot Bob an email, after which please create a ticket about the Operations issue. The final step: store the Operations config in the database. Ping me if anything looks off.",295,"send_notification -> create_ticket, create_ticket -> db_write",send_notification;create_ticket;db_write,0->1;1->2,chain_medium,original,train,FALSE,FALSE,send_notification;create_ticket;db_write
"Leo flagged this — notify the Engineering team. That done, file a bug about prod-web-01. Last of all, update Quinn's record in the DB. Thanks.",295,"send_notification -> create_ticket, create_ticket -> db_write",send_notification;create_ticket;db_write,0->1;1->2,chain_medium,original,train,FALSE,FALSE,send_notification;create_ticket;db_write
"We gotta restart the main process on prod-web-01. Then, deploy a server for Marketing. Finally, save the changes for Quinn to the DB. Flag any issues to Finance.",302,"restart_service -> provision_vm, provision_vm -> db_write",restart_service;provision_vm;db_write,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;provision_vm;db_write
"Per Priya's request, restart the service on queue-rabbit-08. That done, deploy a server for HR. Finally, push the changes for Nadia to the DB. Tracking under INC-3305.",302,"restart_service -> provision_vm, provision_vm -> db_write",restart_service;provision_vm;db_write,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;provision_vm;db_write
"Straightforward one: restart the service on search-es-09. When that lands, stand up a new box for Security. Lastly, write the new data for #10234 back. Let me know when it's done.",302,"restart_service -> provision_vm, provision_vm -> db_write",restart_service;provision_vm;db_write,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;provision_vm;db_write
"The Engineering team needs us to give ml-infer-05 a kick — then provision a new instance for Legal. Wrapping up, write the new data for #33061 back. Confirm once complete.",302,"restart_service -> provision_vm, provision_vm -> db_write",restart_service;provision_vm;db_write,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;provision_vm;db_write
"Security raised INC-5560 — give auth-svc-04 a kick. When that lands, create a virtual machine for Marketing. And to finish, persist Karen's data to the database.",302,"restart_service -> provision_vm, provision_vm -> db_write",restart_service;provision_vm;db_write,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;provision_vm;db_write
"Kicking this off: reboot staging-db-02. That done, provision a new instance for Support. To wrap up, persist Priya's data to the database. Let me know when it's done.",302,"restart_service -> provision_vm, provision_vm -> db_write",restart_service;provision_vm;db_write,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;provision_vm;db_write
"Got a request from Diana — restart the service on auth-svc-04. After that, launch an instance for Security. The last thing is to persist Eve's data to the database. Needs to be done today.",302,"restart_service -> provision_vm, provision_vm -> db_write",restart_service;provision_vm;db_write,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;provision_vm;db_write
"Next up: reboot batch-worker-10. That done, spin up a VM for Security. To wrap up, save the changes for Alice to the DB.",302,"restart_service -> provision_vm, provision_vm -> db_write",restart_service;provision_vm;db_write,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;provision_vm;db_write
"Straightforward one: cycle auth-svc-04. Right after, stand up a new box for HR. And to finish, persist Grace's data to the database.",302,"restart_service -> provision_vm, provision_vm -> db_write",restart_service;provision_vm;db_write,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;provision_vm;db_write
"Got a request from Alice — give ml-infer-05 a kick. Then, deploy a server for HR. Lastly, write the new data for #11290 back.",302,"restart_service -> provision_vm, provision_vm -> db_write",restart_service;provision_vm;db_write,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;provision_vm;db_write
"Following up on INC-9911 — restart the service on staging-db-02. On completion of that, launch an instance for Legal. To wrap up, write the new data for #20891 back. This one's time-sensitive.",302,"restart_service -> provision_vm, provision_vm -> db_write",restart_service;provision_vm;db_write,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;provision_vm;db_write
"The Legal team needs us to give cdn-edge-06 a kick, then launch an instance for Security. Lastly, save the changes for Rosa to the DB. Needs to be done today.",302,"restart_service -> provision_vm, provision_vm -> db_write",restart_service;provision_vm;db_write,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;provision_vm;db_write
"As discussed with Nadia, give ml-infer-05 a kick. Right after, create a virtual machine for Product. Last of all, update Eve's record in the DB. This one's time-sensitive.",302,"restart_service -> provision_vm, provision_vm -> db_write",restart_service;provision_vm;db_write,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;provision_vm;db_write
"I need you to reboot ml-infer-05. Then, launch an instance for Security. Finally, commit Irene's update to the database. Ping me if anything looks off.",302,"restart_service -> provision_vm, provision_vm -> db_write",restart_service;provision_vm;db_write,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;provision_vm;db_write
"Need this handled: restart the service on payment-api-03. That done, provision a new instance for Marketing. Last step: store the Operations config in the database. Thanks.",302,"restart_service -> provision_vm, provision_vm -> db_write",restart_service;provision_vm;db_write,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;provision_vm;db_write
"Next up: give metrics-prom-12 a kick. Following that, spin up a VM for Security. To close this out, push the changes for Bob to the DB. This is blocking Operations.",302,"restart_service -> provision_vm, provision_vm -> db_write",restart_service;provision_vm;db_write,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;provision_vm;db_write
"The HR team needs us to restart the service on queue-rabbit-08. Once that's done, create a virtual machine for Operations. Wrapping up, write the new data for #53698 back.",302,"restart_service -> provision_vm, provision_vm -> db_write",restart_service;provision_vm;db_write,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;provision_vm;db_write
"Priority request — reboot queue-rabbit-08. That done, deploy a server for Legal. The final step: store the Marketing config in the database. This one's time-sensitive.",302,"restart_service -> provision_vm, provision_vm -> db_write",restart_service;provision_vm;db_write,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;provision_vm;db_write
"Whenever you're free, bounce search-es-09, after which please stand up a new box for Legal. And to finish, save the changes for Diana to the DB. This is blocking Operations.",302,"restart_service -> provision_vm, provision_vm -> db_write",restart_service;provision_vm;db_write,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;provision_vm;db_write
"Need this handled: reset Nadia's password, and then update Irene's subscription. And to finish, create a virtual machine for Legal.",308,"reset_password -> update_subscription, update_subscription -> provision_vm",reset_password;update_subscription;provision_vm,0->1;1->2,chain_medium,original,train,FALSE,FALSE,reset_password;update_subscription;provision_vm
"Ticket INC-6390 says give Alice a new password. Then go ahead and modify James' subscription. Lastly, spin up a VM for Support. Priya is waiting on this.",308,"reset_password -> update_subscription, update_subscription -> provision_vm",reset_password;update_subscription;provision_vm,0->1;1->2,chain_medium,original,train,FALSE,FALSE,reset_password;update_subscription;provision_vm
"ASAP — rotate Eve's credentials. Once that's done, change Frank's plan. To close this out, spin up a VM for HR.",308,"reset_password -> update_subscription, update_subscription -> provision_vm",reset_password;update_subscription;provision_vm,0->1;1->2,chain_medium,original,train,FALSE,FALSE,reset_password;update_subscription;provision_vm
"Next up: rotate Priya's credentials, after which please downgrade Diana's account. To wrap up, launch an instance for Engineering. Leo is waiting on this.",308,"reset_password -> update_subscription, update_subscription -> provision_vm",reset_password;update_subscription;provision_vm,0->1;1->2,chain_medium,original,train,FALSE,FALSE,reset_password;update_subscription;provision_vm
"Can you please give Grace a new password, after which please change Diana's plan. Lastly, create a virtual machine for Engineering.",308,"reset_password -> update_subscription, update_subscription -> provision_vm",reset_password;update_subscription;provision_vm,0->1;1->2,chain_medium,original,train,FALSE,FALSE,reset_password;update_subscription;provision_vm
"Time to reset Eve's password. Next, modify Irene's subscription. Lastly, create a virtual machine for Legal.",308,"reset_password -> update_subscription, update_subscription -> provision_vm",reset_password;update_subscription;provision_vm,0->1;1->2,chain_medium,original,train,FALSE,FALSE,reset_password;update_subscription;provision_vm
"Can you please reset Irene's password. On completion of that, adjust the billing tier for Grace. To close this out, provision a new instance for Security.",308,"reset_password -> update_subscription, update_subscription -> provision_vm",reset_password;update_subscription;provision_vm,0->1;1->2,chain_medium,original,train,FALSE,FALSE,reset_password;update_subscription;provision_vm
"Charlie flagged this — nuke Omar's old login and issue a fresh one. Then, update Charlie's subscription. The last thing is to deploy a server for Marketing. Ping me if anything looks off.",308,"reset_password -> update_subscription, update_subscription -> provision_vm",reset_password;update_subscription;provision_vm,0->1;1->2,chain_medium,original,train,FALSE,FALSE,reset_password;update_subscription;provision_vm
"For the Operations team, rotate Grace's credentials, and then change Bob's plan. And to finish, create a virtual machine for Finance. Let me know when it's done.",308,"reset_password -> update_subscription, update_subscription -> provision_vm",reset_password;update_subscription;provision_vm,0->1;1->2,chain_medium,original,train,FALSE,FALSE,reset_password;update_subscription;provision_vm
"I need you to rotate Alice's credentials, then downgrade Omar's account. Last step: stand up a new box for HR. Thanks.",308,"reset_password -> update_subscription, update_subscription -> provision_vm",reset_password;update_subscription;provision_vm,0->1;1->2,chain_medium,original,train,FALSE,FALSE,reset_password;update_subscription;provision_vm
"I need you to reset Karen's password. Only once that succeeds, switch Charlie to the new plan. To wrap up, stand up a new box for HR. Needs to be done today.",308,"reset_password -> update_subscription, update_subscription -> provision_vm",reset_password;update_subscription;provision_vm,0->1;1->2,chain_medium,original,train,FALSE,FALSE,reset_password;update_subscription;provision_vm
"Hector flagged this — change James' auth credentials. When that lands, modify Irene's subscription. The last thing is to deploy a server for HR.",308,"reset_password -> update_subscription, update_subscription -> provision_vm",reset_password;update_subscription;provision_vm,0->1;1->2,chain_medium,original,train,FALSE,FALSE,reset_password;update_subscription;provision_vm
"Do me a favor and change Eve's auth credentials. As soon as that clears, modify Quinn's subscription. Lastly, launch an instance for Operations. Thanks.",308,"reset_password -> update_subscription, update_subscription -> provision_vm",reset_password;update_subscription;provision_vm,0->1;1->2,chain_medium,original,train,FALSE,FALSE,reset_password;update_subscription;provision_vm
"Priority request — rotate Maya's credentials. Only once that succeeds, modify Karen's subscription. Last of all, stand up a new box for Security.",308,"reset_password -> update_subscription, update_subscription -> provision_vm",reset_password;update_subscription;provision_vm,0->1;1->2,chain_medium,original,train,FALSE,FALSE,reset_password;update_subscription;provision_vm
"Hey, can you reset Diana's password. After that, modify Priya's subscription. Lastly, stand up a new box for Operations.",308,"reset_password -> update_subscription, update_subscription -> provision_vm",reset_password;update_subscription;provision_vm,0->1;1->2,chain_medium,original,train,FALSE,FALSE,reset_password;update_subscription;provision_vm
"Per Charlie's request, change Frank's auth credentials. Following that, switch Maya to the new plan. Lastly, stand up a new box for HR. Flag any issues to Product.",308,"reset_password -> update_subscription, update_subscription -> provision_vm",reset_password;update_subscription;provision_vm,0->1;1->2,chain_medium,original,train,FALSE,FALSE,reset_password;update_subscription;provision_vm
"I need you to change Quinn's auth credentials, then update Omar's subscription. Finally, provision a new instance for Security.",308,"reset_password -> update_subscription, update_subscription -> provision_vm",reset_password;update_subscription;provision_vm,0->1;1->2,chain_medium,original,train,FALSE,FALSE,reset_password;update_subscription;provision_vm
"ASAP — nuke Irene's old login and issue a fresh one. When that lands, modify Grace's subscription. Finally, launch an instance for HR. Flag any issues to Engineering.",308,"reset_password -> update_subscription, update_subscription -> provision_vm",reset_password;update_subscription;provision_vm,0->1;1->2,chain_medium,original,train,FALSE,FALSE,reset_password;update_subscription;provision_vm
"Kicking this off: nuke Bob's old login and issue a fresh one. Subsequently, switch Charlie to the new plan. And to finish, create a virtual machine for Marketing. Let me know when it's done.",308,"reset_password -> update_subscription, update_subscription -> provision_vm",reset_password;update_subscription;provision_vm,0->1;1->2,chain_medium,original,train,FALSE,FALSE,reset_password;update_subscription;provision_vm
"Small ask: reset Grace's password. After that, adjust the billing tier for Alice. Lastly, spin up a VM for Finance.",308,"reset_password -> update_subscription, update_subscription -> provision_vm",reset_password;update_subscription;provision_vm,0->1;1->2,chain_medium,original,train,FALSE,FALSE,reset_password;update_subscription;provision_vm
"ASAP — bounce gateway-nginx-11. After that, force a credential change for Eve. And to finish, whip up a report for Marketing.",309,"restart_service -> reset_password, reset_password -> generate_report",restart_service;reset_password;generate_report,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;reset_password;generate_report
"The Engineering team needs us to give search-es-09 a kick — then nuke James' old login and issue a fresh one. Wrapping up, compile a summary for Engineering. Ping me if anything looks off.",309,"restart_service -> reset_password, reset_password -> generate_report",restart_service;reset_password;generate_report,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;reset_password;generate_report
"Got a request from James — cycle gateway-nginx-11, and then reset Frank's password. To close this out, put together a report on auth-svc-04. Thanks.",309,"restart_service -> reset_password, reset_password -> generate_report",restart_service;reset_password;generate_report,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;reset_password;generate_report
"Following up on INC-8842 — restart the service on redis-cache-07. Following that, give Quinn a new password. The last thing is to whip up a report for Security. Tracking under INC-4021.",309,"restart_service -> reset_password, reset_password -> generate_report",restart_service;reset_password;generate_report,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;reset_password;generate_report
"Whenever you're free, give payment-api-03 a kick. Then, rotate Maya's credentials. Last step: generate the Security analytics. Ping me if anything looks off.",309,"restart_service -> reset_password, reset_password -> generate_report",restart_service;reset_password;generate_report,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;reset_password;generate_report
"Do me a favor and restart the main process on auth-svc-04. That done, reset Alice's password. The final step: generate the Finance analytics.",309,"restart_service -> reset_password, reset_password -> generate_report",restart_service;reset_password;generate_report,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;reset_password;generate_report
"Whenever you're free, cycle batch-worker-10. When that lands, nuke Irene's old login and issue a fresh one. Lastly, produce the Product performance summary. Ping me if anything looks off.",309,"restart_service -> reset_password, reset_password -> generate_report",restart_service;reset_password;generate_report,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;reset_password;generate_report
"Need this handled: give gateway-nginx-11 a kick. Following that, change Karen's auth credentials. The last thing is to generate the Operations analytics. This one's time-sensitive.",309,"restart_service -> reset_password, reset_password -> generate_report",restart_service;reset_password;generate_report,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;reset_password;generate_report
"Next up: reboot queue-rabbit-08. Then go ahead and reset Quinn's password. Finally, generate the Marketing analytics.",309,"restart_service -> reset_password, reset_password -> generate_report",restart_service;reset_password;generate_report,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;reset_password;generate_report
"Priority request — give metrics-prom-12 a kick. Then, reset Grace's password. And to finish, produce the HR performance summary.",309,"restart_service -> reset_password, reset_password -> generate_report",restart_service;reset_password;generate_report,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;reset_password;generate_report
"Hey, can you reboot metrics-prom-12. That done, rotate Maya's credentials. The final step: whip up a report for Finance.",309,"restart_service -> reset_password, reset_password -> generate_report",restart_service;reset_password;generate_report,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;reset_password;generate_report
"Small ask: restart the service on batch-worker-10, after which please give Karen a new password. The final step: put together a report on staging-db-02. Rosa is waiting on this.",309,"restart_service -> reset_password, reset_password -> generate_report",restart_service;reset_password;generate_report,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;reset_password;generate_report
"Per Leo's request, restart the service on auth-svc-04, then change Karen's auth credentials. To close this out, build a compliance doc for Marketing.",309,"restart_service -> reset_password, reset_password -> generate_report",restart_service;reset_password;generate_report,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;reset_password;generate_report
"The Marketing team needs us to bounce queue-rabbit-08. Next, nuke Irene's old login and issue a fresh one. Finally, put together a report on cdn-edge-06.",309,"restart_service -> reset_password, reset_password -> generate_report",restart_service;reset_password;generate_report,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;reset_password;generate_report
"Need a hand: restart the service on queue-rabbit-08. That done, force a credential change for Frank, and lastly produce the Product performance summary. Appreciate it.",309,"restart_service -> reset_password, reset_password -> generate_report",restart_service;reset_password;generate_report,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;reset_password;generate_report
"Per the runbook, give batch-worker-10 a kick. After that, nuke Grace's old login and issue a fresh one. The final step: build a compliance doc for Support. This is blocking Legal.",309,"restart_service -> reset_password, reset_password -> generate_report",restart_service;reset_password;generate_report,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;reset_password;generate_report
"From Product: restart the service on search-es-09. Subsequently, nuke Omar's old login and issue a fresh one. The final step: compile a summary for Security.",309,"restart_service -> reset_password, reset_password -> generate_report",restart_service;reset_password;generate_report,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;reset_password;generate_report
"This came in from Security: reboot payment-api-03. As soon as that clears, give Priya a new password. And to finish, produce the Marketing performance summary. Tracking under INC-4021.",309,"restart_service -> reset_password, reset_password -> generate_report",restart_service;reset_password;generate_report,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;reset_password;generate_report
"Please action INC-7733: bounce staging-db-02. Then go ahead and nuke Alice's old login and issue a fresh one. Finally, compile a summary for Finance. This one's time-sensitive.",309,"restart_service -> reset_password, reset_password -> generate_report",restart_service;reset_password;generate_report,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;reset_password;generate_report
"Standard procedure here: cycle gateway-nginx-11. Once that's done, nuke Grace's old login and issue a fresh one. The final step: generate the Security analytics. This is blocking Product.",309,"restart_service -> reset_password, reset_password -> generate_report",restart_service;reset_password;generate_report,0->1;1->2,chain_medium,original,train,FALSE,FALSE,restart_service;reset_password;generate_report
"Handing this to you: fetch #10234's info, and then quarantine batch-worker-10. And to finish, drop an audit entry for search-es-09. Flag any issues to Legal.",316,"db_read -> quarantine_system, quarantine_system -> log_audit_event",db_read;quarantine_system;log_audit_event,0->1;1->2,chain_medium,original,train,FALSE,FALSE,db_read;quarantine_system;log_audit_event
"Time to fetch #33061's info. On completion of that, isolate queue-rabbit-08, and lastly log the whole staging-db-02 incident.",316,"db_read -> quarantine_system, quarantine_system -> log_audit_event",db_read;quarantine_system;log_audit_event,0->1;1->2,chain_medium,original,train,FALSE,FALSE,db_read;quarantine_system;log_audit_event
"For the Support team, grab Nadia's account details. Following that, yank gateway-nginx-11 off the network. Finally, log Irene's action for compliance. Ping me if anything looks off.",316,"db_read -> quarantine_system, quarantine_system -> log_audit_event",db_read;quarantine_system;log_audit_event,0->1;1->2,chain_medium,original,train,FALSE,FALSE,db_read;quarantine_system;log_audit_event
"Whenever you're free, dig up the history on Grace. On completion of that, yank ml-infer-05 off the network. To close this out, log the whole batch-worker-10 incident. Needs to be done today.",316,"db_read -> quarantine_system, quarantine_system -> log_audit_event",db_read;quarantine_system;log_audit_event,0->1;1->2,chain_medium,original,train,FALSE,FALSE,db_read;quarantine_system;log_audit_event
"ASAP — look up the records for #11290. When that lands, lock down prod-web-01. Finally, make a compliance log about James. Flag any issues to Product.",316,"db_read -> quarantine_system, quarantine_system -> log_audit_event",db_read;quarantine_system;log_audit_event,0->1;1->2,chain_medium,original,train,FALSE,FALSE,db_read;quarantine_system;log_audit_event
"We gotta read Eve's profile from the database, and then pull prod-web-01 from production. Lastly, make a compliance log about Rosa.",316,"db_read -> quarantine_system, quarantine_system -> log_audit_event",db_read;quarantine_system;log_audit_event,0->1;1->2,chain_medium,original,train,FALSE,FALSE,db_read;quarantine_system;log_audit_event
"Do me a favor and grab Charlie's account details. After that, yank metrics-prom-12 off the network. Finally, make a compliance log about Quinn.",316,"db_read -> quarantine_system, quarantine_system -> log_audit_event",db_read;quarantine_system;log_audit_event,0->1;1->2,chain_medium,original,train,FALSE,FALSE,db_read;quarantine_system;log_audit_event
"When you get a chance, read Karen's profile from the database, and then quarantine redis-cache-07, and lastly log the whole redis-cache-07 incident.",316,"db_read -> quarantine_system, quarantine_system -> log_audit_event",db_read;quarantine_system;log_audit_event,0->1;1->2,chain_medium,original,train,FALSE,FALSE,db_read;quarantine_system;log_audit_event
"ASAP — look up the records for #82456. Next, isolate redis-cache-07. And to finish, make a compliance log about Priya. Flag any issues to Finance.",316,"db_read -> quarantine_system, quarantine_system -> log_audit_event",db_read;quarantine_system;log_audit_event,0->1;1->2,chain_medium,original,train,FALSE,FALSE,db_read;quarantine_system;log_audit_event
"Nadia reported an issue — query the database about #60122. Following that, pull metrics-prom-12 from production. The last thing is to drop an audit entry for search-es-09. Tracking under INC-9911.",316,"db_read -> quarantine_system, quarantine_system -> log_audit_event",db_read;quarantine_system;log_audit_event,0->1;1->2,chain_medium,original,train,FALSE,FALSE,db_read;quarantine_system;log_audit_event
"Heads-up, we need to dig up the history on Charlie. With that in place, lock down payment-api-03. Wrapping up, record the event in Support's log.",316,"db_read -> quarantine_system, quarantine_system -> log_audit_event",db_read;quarantine_system;log_audit_event,0->1;1->2,chain_medium,original,train,FALSE,FALSE,db_read;quarantine_system;log_audit_event
"Small ask: check the DB for Maya. Only once that succeeds, disconnect queue-rabbit-08 from everything. Last of all, make a compliance log about Priya. This is blocking Product.",316,"db_read -> quarantine_system, quarantine_system -> log_audit_event",db_read;quarantine_system;log_audit_event,0->1;1->2,chain_medium,original,train,FALSE,FALSE,db_read;quarantine_system;log_audit_event
"Can you please read Eve's profile from the database — then isolate batch-worker-10. To wrap up, log the whole prod-web-01 incident. Flag any issues to Engineering.",316,"db_read -> quarantine_system, quarantine_system -> log_audit_event",db_read;quarantine_system;log_audit_event,0->1;1->2,chain_medium,original,train,FALSE,FALSE,db_read;quarantine_system;log_audit_event
"Please action INC-9911: fetch #53698's info, after which please disconnect batch-worker-10 from everything. Last of all, log the whole redis-cache-07 incident.",316,"db_read -> quarantine_system, quarantine_system -> log_audit_event",db_read;quarantine_system;log_audit_event,0->1;1->2,chain_medium,original,train,FALSE,FALSE,db_read;quarantine_system;log_audit_event
"Need this handled: fetch #93781's info, after which please isolate gateway-nginx-11. The final step: log the whole metrics-prom-12 incident. Thanks.",316,"db_read -> quarantine_system, quarantine_system -> log_audit_event",db_read;quarantine_system;log_audit_event,0->1;1->2,chain_medium,original,train,FALSE,FALSE,db_read;quarantine_system;log_audit_event
"From Legal: read Grace's profile from the database. Right after, isolate auth-svc-04. Last step: create an audit trail for #33061. Tracking under INC-1198.",316,"db_read -> quarantine_system, quarantine_system -> log_audit_event",db_read;quarantine_system;log_audit_event,0->1;1->2,chain_medium,original,train,FALSE,FALSE,db_read;quarantine_system;log_audit_event
"This came in from Operations: dig up the history on James. Next, quarantine payment-api-03, and lastly log the whole metrics-prom-12 incident.",316,"db_read -> quarantine_system, quarantine_system -> log_audit_event",db_read;quarantine_system;log_audit_event,0->1;1->2,chain_medium,original,train,FALSE,FALSE,db_read;quarantine_system;log_audit_event
"Logging this as INC-1198 — query the database about #20891. Subsequently, yank search-es-09 off the network. The last thing is to make a compliance log about James. James is waiting on this.",316,"db_read -> quarantine_system, quarantine_system -> log_audit_event",db_read;quarantine_system;log_audit_event,0->1;1->2,chain_medium,original,train,FALSE,FALSE,db_read;quarantine_system;log_audit_event
"New request from Quinn: dig up the history on Diana. Once that's done, quarantine redis-cache-07. Finally, log Charlie's action for compliance. Needs to be done today.",316,"db_read -> quarantine_system, quarantine_system -> log_audit_event",db_read;quarantine_system;log_audit_event,0->1;1->2,chain_medium,original,train,FALSE,FALSE,db_read;quarantine_system;log_audit_event
"Requesting the following: look up the records for #11290, then isolate staging-db-02. The final step: drop an audit entry for staging-db-02. Confirm once complete.",316,"db_read -> quarantine_system, quarantine_system -> log_audit_event",db_read;quarantine_system;log_audit_event,0->1;1->2,chain_medium,original,train,FALSE,FALSE,db_read;quarantine_system;log_audit_event
"This came in from HR: adjust the billing tier for Eve. Then, look up the records for #31450. The last thing is to refund Rosa. Let me know when it's done.",321,"update_subscription -> db_read, db_read -> process_refund",update_subscription;db_read;process_refund,0->1;1->2,chain_medium,original,train,FALSE,FALSE,update_subscription;db_read;process_refund
"Kicking this off: adjust the billing tier for Rosa. Next, pull Nadia's data, and lastly reverse the charge on #10234. Thanks.",321,"update_subscription -> db_read, db_read -> process_refund",update_subscription;db_read;process_refund,0->1;1->2,chain_medium,original,train,FALSE,FALSE,update_subscription;db_read;process_refund
"Quick one — update Bob's subscription. That done, fetch #11290's info. The final step: credit Leo's account. Nadia is waiting on this.",321,"update_subscription -> db_read, db_read -> process_refund",update_subscription;db_read;process_refund,0->1;1->2,chain_medium,original,train,FALSE,FALSE,update_subscription;db_read;process_refund
"Time to downgrade James' account, then pull Grace's data. Last step: push the refund through for #93781. Needs to be done today.",321,"update_subscription -> db_read, db_read -> process_refund",update_subscription;db_read;process_refund,0->1;1->2,chain_medium,original,train,FALSE,FALSE,update_subscription;db_read;process_refund
"Next up: update Alice's subscription. Subsequently, pull Grace's data. Wrapping up, push the refund through for #11290. This is blocking Security.",321,"update_subscription -> db_read, db_read -> process_refund",update_subscription;db_read;process_refund,0->1;1->2,chain_medium,original,train,FALSE,FALSE,update_subscription;db_read;process_refund
"Urgent: downgrade Leo's account. Right after, read Eve's profile from the database. To wrap up, refund Frank. Flag any issues to Security.",321,"update_subscription -> db_read, db_read -> process_refund",update_subscription;db_read;process_refund,0->1;1->2,chain_medium,original,train,FALSE,FALSE,update_subscription;db_read;process_refund
"The Legal team needs us to switch Grace to the new plan. That done, look up the records for #10234. And to finish, refund Diana. Thanks.",321,"update_subscription -> db_read, db_read -> process_refund",update_subscription;db_read;process_refund,0->1;1->2,chain_medium,original,train,FALSE,FALSE,update_subscription;db_read;process_refund
"Kicking this off: adjust the billing tier for Nadia. Then, dig up the history on Eve. To wrap up, credit James' account.",321,"update_subscription -> db_read, db_read -> process_refund",update_subscription;db_read;process_refund,0->1;1->2,chain_medium,original,train,FALSE,FALSE,update_subscription;db_read;process_refund
"Urgent: update Nadia's subscription. That done, dig up the history on James. The last thing is to refund James. Let me know when it's done.",321,"update_subscription -> db_read, db_read -> process_refund",update_subscription;db_read;process_refund,0->1;1->2,chain_medium,original,train,FALSE,FALSE,update_subscription;db_read;process_refund
"From Finance: modify Charlie's subscription. On completion of that, look up the records for #22874. And to finish, push the refund through for #60122.",321,"update_subscription -> db_read, db_read -> process_refund",update_subscription;db_read;process_refund,0->1;1->2,chain_medium,original,train,FALSE,FALSE,update_subscription;db_read;process_refund
"Urgent: adjust the billing tier for Leo. Then go ahead and read Omar's profile from the database. And to finish, credit Eve's account. Let me know when it's done.",321,"update_subscription -> db_read, db_read -> process_refund",update_subscription;db_read;process_refund,0->1;1->2,chain_medium,original,train,FALSE,FALSE,update_subscription;db_read;process_refund
