id,query,ground_truth,domain_note
486,Quick task: put together a report on payment-api-03.,generate_report,
487,From Finance: put together a report on payment-api-03.,generate_report,
488,We gotta build a compliance doc for Finance.,generate_report,
489,Just build a compliance doc for Engineering. Nothing else needed.,generate_report,
490,Quick task: put together a report on cdn-edge-06.,generate_report,
491,"For the Finance team, produce the Legal performance summary.",generate_report,
492,Simple request — generate the Marketing analytics and we're good.,generate_report,
493,Simple request — put together a report on payment-api-03 and we're good.,generate_report,
494,Just whip up a report for Engineering. Nothing else needed.,generate_report,
495,Simple request — whip up a report for Marketing and we're good.,generate_report,
496,Simple request — generate the Marketing analytics and we're good.,generate_report,
497,Simple request — build a compliance doc for HR and we're good.,generate_report,
498,We gotta compile a summary for Legal.,generate_report,
499,All I need is for someone to compile a summary for HR.,generate_report,
500,Quick task: produce the Marketing performance summary.,generate_report,
501,All I need is for someone to put together a report on prod-web-01.,generate_report,
502,All I need is for someone to put together a report on prod-web-01.,generate_report,
503,Simple request — produce the Marketing performance summary and we're good.,generate_report,
504,Quick task: compile a summary for Finance.,generate_report,
505,Just whip up a report for HR. Nothing else needed.,generate_report,
506,Quick task: put together a report on payment-api-03.,generate_report,
507,All I need is for someone to whip up a report for Engineering.,generate_report,
508,From Engineering: compile a summary for HR.,generate_report,
509,All I need is for someone to build a compliance doc for Legal.,generate_report,
510,Time to generate the Marketing analytics.,generate_report,
511,Just put together a report on cdn-edge-06. Nothing else needed.,generate_report,
512,Just produce the Marketing performance summary. Nothing else needed.,generate_report,
513,Quick task: produce the Legal performance summary.,generate_report,
514,Eve reported an issue — put together a report on ml-infer-05.,generate_report,
515,Simple request — compile a summary for Engineering and we're good.,generate_report,
516,Please whip up a report for Legal.,generate_report,
517,Quick task: compile a summary for HR.,generate_report,
518,Simple request — whip up a report for Finance and we're good.,generate_report,
519,Quick task: build a compliance doc for Marketing.,generate_report,
520,Just produce the Engineering performance summary. Nothing else needed.,generate_report,
521,Simple request — generate the Legal analytics and we're good.,generate_report,
522,Simple request — whip up a report for Engineering and we're good.,generate_report,
523,Simple request — compile a summary for HR and we're good.,generate_report,
524,Please compile a summary for HR.,generate_report,
525,Just put together a report on cdn-edge-06. Nothing else needed.,generate_report,
526,Just compile a summary for Finance. Nothing else needed.,generate_report,
527,Quick task: compile a summary for Marketing.,generate_report,
528,Just whip up a report for Legal. Nothing else needed.,generate_report,
529,Quick task: generate the Engineering analytics.,generate_report,
530,Just build a compliance doc for Marketing. Nothing else needed.,generate_report,
531,We gotta build a compliance doc for HR.,generate_report,
532,From Marketing: whip up a report for Engineering.,generate_report,
533,"For the Marketing team, compile a summary for HR.",generate_report,
534,Simple request — build a compliance doc for Marketing and we're good.,generate_report,
535,Simple request — put together a report on cdn-edge-06 and we're good.,generate_report,
536,Simple request — reverse the charge on #42017 and we're good.,process_refund,
537,Just process the payout for Charlie. Nothing else needed.,process_refund,
538,All I need is for someone to process the payout for Diana.,process_refund,
539,Simple request — credit Frank's account and we're good.,process_refund,
540,Just give Charlie their money back. Nothing else needed.,process_refund,
541,Quick task: refund Eve.,process_refund,
542,Simple request — process the payout for Bob and we're good.,process_refund,
543,All I need is for someone to process the payout for Bob.,process_refund,
544,Just reverse the charge on #42017. Nothing else needed.,process_refund,
545,All I need is for someone to give Frank their money back.,process_refund,
546,Diana reported an issue — refund Frank.,process_refund,
547,I need you to reverse the charge on #60122.,process_refund,
548,Quick task: credit Bob's account.,process_refund,
549,Quick task: process the payout for Eve.,process_refund,
550,All I need is for someone to process the payout for Eve.,process_refund,
551,"When you get a chance, refund Charlie.",process_refund,
552,Just push the refund through for #42017. Nothing else needed.,process_refund,
553,Just give Eve their money back. Nothing else needed.,process_refund,
554,Quick task: push the refund through for #10234.,process_refund,
555,Do me a favor and process the payout for Charlie.,process_refund,
556,Just give Charlie their money back. Nothing else needed.,process_refund,
557,All I need is for someone to give Bob their money back.,process_refund,
558,Do me a favor and credit Diana's account.,process_refund,
559,Quick task: credit Grace's account.,process_refund,
560,Quick task: process the payout for Eve.,process_refund,
561,Just credit Eve's account. Nothing else needed.,process_refund,
562,Quick task: refund Frank.,process_refund,
563,All I need is for someone to give Charlie their money back.,process_refund,
564,Just give Diana their money back. Nothing else needed.,process_refund,
565,"For the Legal team, credit Diana's account.",process_refund,
566,Just give Frank their money back. Nothing else needed.,process_refund,
567,Just give Bob their money back. Nothing else needed.,process_refund,
568,Simple request — reverse the charge on #53698 and we're good.,process_refund,
569,Time to credit Diana's account.,process_refund,
570,Simple request — reverse the charge on #60122 and we're good.,process_refund,
571,Quick task: push the refund through for #20891.,process_refund,
572,Simple request — give Frank their money back and we're good.,process_refund,
573,Simple request — reverse the charge on #10234 and we're good.,process_refund,
574,Simple request — reverse the charge on #31450 and we're good.,process_refund,
575,Quick task: give Eve their money back.,process_refund,
576,Simple request — push the refund through for #60122 and we're good.,process_refund,
577,Just reverse the charge on #60122. Nothing else needed.,process_refund,
578,All I need is for someone to give Eve their money back.,process_refund,
579,Quick task: refund Charlie.,process_refund,
580,Alice is asking us to give Grace their money back.,process_refund,
581,Simple request — give Grace their money back and we're good.,process_refund,
582,All I need is for someone to refund Bob.,process_refund,
583,Quick task: give Frank their money back.,process_refund,
584,"When you get a chance, reverse the charge on #31450.",process_refund,
585,Simple request — refund Bob and we're good.,process_refund,
586,All I need is for someone to push the refund through for #20891.,process_refund,
587,Simple request — process the payout for Bob and we're good.,process_refund,
588,Simple request — refund Alice and we're good.,process_refund,
589,Time to give Alice their money back.,process_refund,
590,Do me a favor and push the refund through for #20891.,process_refund,
591,We gotta process the payout for Diana.,process_refund,
592,Quick task: refund Eve.,process_refund,
593,Grace reported an issue — credit Grace's account.,process_refund,
594,All I need is for someone to reverse the charge on #10234.,process_refund,
595,All I need is for someone to credit Diana's account.,process_refund,
596,Just push the refund through for #42017. Nothing else needed.,process_refund,
597,Just give Frank their money back. Nothing else needed.,process_refund,
598,All I need is for someone to refund Eve.,process_refund,
599,All I need is for someone to give Bob their money back.,process_refund,
600,All I need is for someone to push the refund through for #60122.,process_refund,
601,All I need is for someone to push the refund through for #60122.,process_refund,
602,Simple request — process the payout for Diana and we're good.,process_refund,
603,Just downgrade Diana's account. Nothing else needed.,update_subscription,
604,Quick task: update Diana's subscription.,update_subscription,
605,Just change Bob's plan. Nothing else needed.,update_subscription,
606,Simple request — change Bob's plan and we're good.,update_subscription,
607,Simple request — modify Frank's subscription and we're good.,update_subscription,
608,Just adjust the billing tier for Frank. Nothing else needed.,update_subscription,
609,Quick task: switch Alice to the new plan.,update_subscription,
610,Quick task: change Grace's plan.,update_subscription,
611,Simple request — modify Grace's subscription and we're good.,update_subscription,
612,Quick task: adjust the billing tier for Grace.,update_subscription,
613,Just downgrade Alice's account. Nothing else needed.,update_subscription,
614,Simple request — update Grace's subscription and we're good.,update_subscription,
615,Just update Diana's subscription. Nothing else needed.,update_subscription,
616,Quick task: adjust the billing tier for Bob.,update_subscription,
617,Simple request — modify Bob's subscription and we're good.,update_subscription,
618,Grace is asking us to downgrade Frank's account.,update_subscription,
619,All I need is for someone to downgrade Eve's account.,update_subscription,
620,Simple request — downgrade Diana's account and we're good.,update_subscription,
621,Quick one — change Alice's plan.,update_subscription,
622,Simple request — switch Eve to the new plan and we're good.,update_subscription,
623,Just update Bob's subscription. Nothing else needed.,update_subscription,
624,All I need is for someone to adjust the billing tier for Grace.,update_subscription,
625,Just modify Alice's subscription. Nothing else needed.,update_subscription,
626,Just switch Diana to the new plan. Nothing else needed.,update_subscription,
627,All I need is for someone to update Bob's subscription.,update_subscription,
628,"For the Legal team, change Grace's plan.",update_subscription,
629,Frank is asking us to switch Eve to the new plan.,update_subscription,
630,Just switch Eve to the new plan. Nothing else needed.,update_subscription,
631,Quick task: adjust the billing tier for Eve.,update_subscription,
632,Quick one — switch Charlie to the new plan.,update_subscription,
633,Just change Grace's plan. Nothing else needed.,update_subscription,
634,Simple request — modify Diana's subscription and we're good.,update_subscription,
635,All I need is for someone to adjust the billing tier for Eve.,update_subscription,
636,All I need is for someone to adjust the billing tier for Grace.,update_subscription,
637,Just adjust the billing tier for Frank. Nothing else needed.,update_subscription,
638,All I need is for someone to adjust the billing tier for Eve.,update_subscription,
639,Quick task: modify Diana's subscription.,update_subscription,
640,All I need is for someone to modify Grace's subscription.,update_subscription,
641,Simple request — update Eve's subscription and we're good.,update_subscription,
642,Just modify Diana's subscription. Nothing else needed.,update_subscription,
643,Quick one — update Bob's subscription.,update_subscription,
644,I need you to update Frank's subscription.,update_subscription,
645,All I need is for someone to update Grace's subscription.,update_subscription,
646,All I need is for someone to modify Diana's subscription.,update_subscription,
647,Quick task: downgrade Diana's account.,update_subscription,
648,All I need is for someone to change Charlie's plan.,update_subscription,
649,Quick task: switch Grace to the new plan.,update_subscription,
650,Just change Bob's plan. Nothing else needed.,update_subscription,
651,Quick task: downgrade Grace's account.,update_subscription,
652,All I need is for someone to adjust the billing tier for Frank.,update_subscription,
653,All I need is for someone to change Charlie's plan.,update_subscription,
654,Just switch Grace to the new plan. Nothing else needed.,update_subscription,
655,Just downgrade Grace's account. Nothing else needed.,update_subscription,
656,Simple request — downgrade Eve's account and we're good.,update_subscription,
657,Ticket INC-7733 says update Diana's subscription.,update_subscription,
658,Just update Charlie's subscription. Nothing else needed.,update_subscription,
659,Simple request — modify Diana's subscription and we're good.,update_subscription,
660,Simple request — adjust the billing tier for Alice and we're good.,update_subscription,
661,The Marketing team needs us to change Frank's plan.,update_subscription,
662,Quick task: switch Bob to the new plan.,update_subscription,
663,Quick task: adjust the billing tier for Charlie.,update_subscription,
664,Quick task: modify Charlie's subscription.,update_subscription,
665,Quick task: update Charlie's subscription.,update_subscription,
666,Quick task: change Eve's plan.,update_subscription,
667,Quick task: switch Alice to the new plan.,update_subscription,
668,Simple request — change Bob's plan and we're good.,update_subscription,
669,Quick task: switch Bob to the new plan.,update_subscription,
670,Just stand up a new box for Finance. Nothing else needed.,provision_vm,
671,All I need is for someone to deploy a server for Legal.,provision_vm,
672,"Per Frank's request, spin up a VM for Finance.",provision_vm,
673,Simple request — deploy a server for Finance and we're good.,provision_vm,
674,All I need is for someone to deploy a server for Engineering.,provision_vm,
675,Diana reported an issue — spin up a VM for Legal.,provision_vm,
676,Quick task: create a virtual machine for Marketing.,provision_vm,
677,All I need is for someone to launch an instance for HR.,provision_vm,
678,The Legal team needs us to create a virtual machine for Legal.,provision_vm,
679,Quick one — provision a new instance for Engineering.,provision_vm,
680,Just create a virtual machine for Finance. Nothing else needed.,provision_vm,
681,Grace reported an issue — deploy a server for Legal.,provision_vm,
682,"Hey, can you spin up a VM for Legal.",provision_vm,
683,Just launch an instance for HR. Nothing else needed.,provision_vm,
684,Quick task: create a virtual machine for Engineering.,provision_vm,
685,Just deploy a server for HR. Nothing else needed.,provision_vm,
686,Simple request — provision a new instance for Legal and we're good.,provision_vm,
687,Just provision a new instance for Legal. Nothing else needed.,provision_vm,
688,Simple request — launch an instance for Engineering and we're good.,provision_vm,
689,Just launch an instance for Marketing. Nothing else needed.,provision_vm,
690,Just launch an instance for Marketing. Nothing else needed.,provision_vm,
691,Quick task: provision a new instance for Legal.,provision_vm,
692,All I need is for someone to provision a new instance for Legal.,provision_vm,
693,Quick task: stand up a new box for HR.,provision_vm,
694,All I need is for someone to provision a new instance for HR.,provision_vm,
695,Simple request — launch an instance for HR and we're good.,provision_vm,
696,Quick task: launch an instance for Finance.,provision_vm,
697,All I need is for someone to deploy a server for Legal.,provision_vm,
698,Simple request — provision a new instance for Finance and we're good.,provision_vm,
699,All I need is for someone to provision a new instance for Marketing.,provision_vm,
700,Quick task: provision a new instance for Legal.,provision_vm,
701,Ticket INC-4021 says stand up a new box for Legal.,provision_vm,
702,Just deploy a server for Legal. Nothing else needed.,provision_vm,
703,Ticket INC-5560 says launch an instance for Marketing.,provision_vm,
704,Simple request — provision a new instance for Finance and we're good.,provision_vm,
705,Quick task: provision a new instance for Legal.,provision_vm,
706,Quick task: launch an instance for Finance.,provision_vm,
707,All I need is for someone to deploy a server for HR.,provision_vm,
708,All I need is for someone to provision a new instance for HR.,provision_vm,
709,Just create a virtual machine for Engineering. Nothing else needed.,provision_vm,
710,Simple request — spin up a VM for Legal and we're good.,provision_vm,
711,Quick task: provision a new instance for HR.,provision_vm,
712,Just create a virtual machine for HR. Nothing else needed.,provision_vm,
713,Just spin up a VM for Engineering. Nothing else needed.,provision_vm,
714,Simple request — create a virtual machine for Engineering and we're good.,provision_vm,
715,Just create a virtual machine for Legal. Nothing else needed.,provision_vm,
716,Bob reported an issue — deploy a server for Legal.,provision_vm,
717,Quick task: create a virtual machine for Finance.,provision_vm,
718,"Per Alice's request, launch an instance for Marketing.",provision_vm,
719,Just create a virtual machine for Legal. Nothing else needed.,provision_vm,
720,Just stand up a new box for Marketing. Nothing else needed.,provision_vm,
721,Simple request — stand up a new box for Finance and we're good.,provision_vm,
722,Simple request — provision a new instance for Legal and we're good.,provision_vm,
723,"Per Charlie's request, create a virtual machine for Marketing.",provision_vm,
724,All I need is for someone to create a virtual machine for Legal.,provision_vm,
725,Quick task: spin up a VM for Marketing.,provision_vm,
726,I need you to spin up a VM for Legal.,provision_vm,
727,Quick task: stand up a new box for Marketing.,provision_vm,
728,Simple request — launch an instance for Engineering and we're good.,provision_vm,
729,Quick task: create a virtual machine for Legal.,provision_vm,
730,Simple request — launch an instance for Engineering and we're good.,provision_vm,
731,Quick task: stand up a new box for HR.,provision_vm,
732,Simple request — deploy a server for Engineering and we're good.,provision_vm,
733,Charlie is asking us to provision a new instance for Finance.,provision_vm,
734,Simple request — launch an instance for Engineering and we're good.,provision_vm,
735,Simple request — provision a new instance for Engineering and we're good.,provision_vm,
736,Simple request — create a virtual machine for Engineering and we're good.,provision_vm,
737,Simple request — cycle staging-db-02 and we're good.,restart_service,
738,Just restart the service on staging-db-02. Nothing else needed.,restart_service,
739,Simple request — restart the service on prod-web-01 and we're good.,restart_service,
740,Quick task: bounce ml-infer-05.,restart_service,
741,Simple request — bounce staging-db-02 and we're good.,restart_service,
742,Urgent: restart the service on staging-db-02.,restart_service,
743,"When you get a chance, reboot staging-db-02.",restart_service,
744,Quick task: restart the service on auth-svc-04.,restart_service,
745,Simple request — give cdn-edge-06 a kick and we're good.,restart_service,
746,Simple request — restart the service on prod-web-01 and we're good.,restart_service,
747,Quick task: reboot ml-infer-05.,restart_service,
748,Urgent: bounce staging-db-02.,restart_service,
749,"Per Diana's request, restart the main process on cdn-edge-06.",restart_service,
750,"Hey, can you bounce payment-api-03.",restart_service,
751,Simple request — restart the main process on payment-api-03 and we're good.,restart_service,
752,ASAP — cycle staging-db-02.,restart_service,
753,All I need is for someone to reboot ml-infer-05.,restart_service,
754,Just cycle ml-infer-05. Nothing else needed.,restart_service,
755,Simple request — restart the service on cdn-edge-06 and we're good.,restart_service,
756,Quick task: bounce cdn-edge-06.,restart_service,
757,Quick task: restart the main process on prod-web-01.,restart_service,
758,Simple request — cycle staging-db-02 and we're good.,restart_service,
759,All I need is for someone to restart the service on payment-api-03.,restart_service,
760,All I need is for someone to restart the service on prod-web-01.,restart_service,
761,Simple request — give ml-infer-05 a kick and we're good.,restart_service,
762,All I need is for someone to reboot prod-web-01.,restart_service,
763,We gotta cycle payment-api-03.,restart_service,
764,Just restart the service on ml-infer-05. Nothing else needed.,restart_service,
765,Just restart the service on cdn-edge-06. Nothing else needed.,restart_service,
766,All I need is for someone to bounce auth-svc-04.,restart_service,
767,"Hey, can you restart the main process on auth-svc-04.",restart_service,
768,All I need is for someone to reboot cdn-edge-06.,restart_service,
769,Simple request — restart the service on staging-db-02 and we're good.,restart_service,
770,Simple request — bounce prod-web-01 and we're good.,restart_service,
771,"Hey, can you restart the service on ml-infer-05.",restart_service,
772,All I need is for someone to give cdn-edge-06 a kick.,restart_service,
773,Just restart the main process on cdn-edge-06. Nothing else needed.,restart_service,
774,All I need is for someone to cycle staging-db-02.,restart_service,
775,Simple request — give prod-web-01 a kick and we're good.,restart_service,
776,We gotta reboot cdn-edge-06.,restart_service,
777,Quick task: bounce payment-api-03.,restart_service,
778,Grace is asking us to give cdn-edge-06 a kick.,restart_service,
779,Quick task: bounce ml-infer-05.,restart_service,
780,Quick task: cycle prod-web-01.,restart_service,
781,All I need is for someone to bounce ml-infer-05.,restart_service,
782,Quick task: cycle prod-web-01.,restart_service,
783,All I need is for someone to reboot payment-api-03.,restart_service,
784,Quick task: cycle ml-infer-05.,restart_service,
785,All I need is for someone to bounce auth-svc-04.,restart_service,
786,Just cycle cdn-edge-06. Nothing else needed.,restart_service,
787,Simple request — cycle payment-api-03 and we're good.,restart_service,
788,All I need is for someone to bounce prod-web-01.,restart_service,
789,From Marketing: give ml-infer-05 a kick.,restart_service,
790,Please cycle prod-web-01.,restart_service,
791,I need you to cycle auth-svc-04.,restart_service,
792,Just give auth-svc-04 a kick. Nothing else needed.,restart_service,
793,Just give prod-web-01 a kick. Nothing else needed.,restart_service,
794,We gotta restart the main process on auth-svc-04.,restart_service,
795,Just bounce payment-api-03. Nothing else needed.,restart_service,
796,All I need is for someone to bounce cdn-edge-06.,restart_service,
797,Do me a favor and give auth-svc-04 a kick.,restart_service,
798,All I need is for someone to restart the service on cdn-edge-06.,restart_service,
799,Just restart the service on staging-db-02. Nothing else needed.,restart_service,
800,Just cycle auth-svc-04. Nothing else needed.,restart_service,
801,Quick task: give staging-db-02 a kick.,restart_service,
802,Just restart the service on cdn-edge-06. Nothing else needed.,restart_service,
803,Quick task: bounce ml-infer-05.,restart_service,
804,All I need is for someone to see what's going on with cdn-edge-06.,check_status,
805,Urgent: verify payment-api-03's health.,check_status,
806,Quick task: check if ml-infer-05 is up.,check_status,
807,Just assess ml-infer-05's status. Nothing else needed.,check_status,
808,Ticket INC-5560 says see what's going on with auth-svc-04.,check_status,
809,Simple request — see what's going on with auth-svc-04 and we're good.,check_status,
810,Simple request — check if cdn-edge-06 is up and we're good.,check_status,
811,From Marketing: assess ml-infer-05's status.,check_status,
812,Simple request — verify payment-api-03's health and we're good.,check_status,
813,Just diagnose staging-db-02. Nothing else needed.,check_status,
814,Just verify prod-web-01's health. Nothing else needed.,check_status,
815,Quick task: assess payment-api-03's status.,check_status,
816,Quick task: see what's going on with auth-svc-04.,check_status,
817,Simple request — diagnose staging-db-02 and we're good.,check_status,
818,Please see what's going on with auth-svc-04.,check_status,
819,All I need is for someone to ping ml-infer-05 for a health check.,check_status,
820,I need you to assess ml-infer-05's status.,check_status,
821,Simple request — diagnose cdn-edge-06 and we're good.,check_status,
822,All I need is for someone to ping auth-svc-04 for a health check.,check_status,
823,All I need is for someone to check if payment-api-03 is up.,check_status,
824,Just see what's going on with prod-web-01. Nothing else needed.,check_status,
825,Quick task: diagnose auth-svc-04.,check_status,
826,The Finance team needs us to verify payment-api-03's health.,check_status,
827,All I need is for someone to assess auth-svc-04's status.,check_status,
828,Just verify staging-db-02's health. Nothing else needed.,check_status,
829,From Marketing: check if payment-api-03 is up.,check_status,
830,Quick task: ping payment-api-03 for a health check.,check_status,
831,I need you to ping payment-api-03 for a health check.,check_status,
832,Simple request — verify ml-infer-05's health and we're good.,check_status,
833,Quick task: see what's going on with cdn-edge-06.,check_status,
834,Just verify payment-api-03's health. Nothing else needed.,check_status,
835,Ticket INC-4021 says verify ml-infer-05's health.,check_status,
836,Simple request — ping ml-infer-05 for a health check and we're good.,check_status,
837,Ticket INC-4021 says ping staging-db-02 for a health check.,check_status,
838,Simple request — check if staging-db-02 is up and we're good.,check_status,
839,All I need is for someone to diagnose cdn-edge-06.,check_status,
840,The Legal team needs us to see what's going on with auth-svc-04.,check_status,
841,Just ping ml-infer-05 for a health check. Nothing else needed.,check_status,
842,All I need is for someone to check if staging-db-02 is up.,check_status,
843,Quick task: see what's going on with cdn-edge-06.,check_status,
844,Just check if auth-svc-04 is up. Nothing else needed.,check_status,
845,Just assess cdn-edge-06's status. Nothing else needed.,check_status,
846,Simple request — see what's going on with cdn-edge-06 and we're good.,check_status,
847,Just check if auth-svc-04 is up. Nothing else needed.,check_status,
848,Simple request — ping auth-svc-04 for a health check and we're good.,check_status,
849,Simple request — verify prod-web-01's health and we're good.,check_status,
850,Alice is asking us to see what's going on with payment-api-03.,check_status,
851,Quick task: check if staging-db-02 is up.,check_status,
852,Please verify auth-svc-04's health.,check_status,
853,All I need is for someone to assess cdn-edge-06's status.,check_status,
854,Simple request — verify staging-db-02's health and we're good.,check_status,
855,Simple request — see what's going on with payment-api-03 and we're good.,check_status,
856,Quick task: assess cdn-edge-06's status.,check_status,
857,Just assess ml-infer-05's status. Nothing else needed.,check_status,
858,Quick task: verify payment-api-03's health.,check_status,
859,Quick one — verify auth-svc-04's health.,check_status,
860,"Per Eve's request, ping ml-infer-05 for a health check.",check_status,
861,Quick task: ping payment-api-03 for a health check.,check_status,
862,Simple request — verify auth-svc-04's health and we're good.,check_status,
863,Simple request — diagnose cdn-edge-06 and we're good.,check_status,
864,Simple request — diagnose ml-infer-05 and we're good.,check_status,
865,Quick task: diagnose payment-api-03.,check_status,
866,Do me a favor and ping payment-api-03 for a health check.,check_status,
867,Quick task: diagnose cdn-edge-06.,check_status,
868,Quick task: verify auth-svc-04's health.,check_status,
869,Charlie reported an issue — see what's going on with payment-api-03.,check_status,
870,All I need is for someone to ping payment-api-03 for a health check.,check_status,
871,Bob reported an issue — get a human involved for Alice.,escalate_to_human,
872,Simple request — escalate Frank's case to the on-call and we're good.,escalate_to_human,
873,"Hey, can you escalate Bob's case to the on-call.",escalate_to_human,
874,Just loop in a Marketing manager. Nothing else needed.,escalate_to_human,
875,All I need is for someone to wake up the on-call about prod-web-01.,escalate_to_human,
876,Urgent: wake up the on-call about cdn-edge-06.,escalate_to_human,
877,Quick task: get a human involved for Eve.,escalate_to_human,
878,Simple request — loop in a Finance manager and we're good.,escalate_to_human,
879,Just get a human involved for Bob. Nothing else needed.,escalate_to_human,
880,Just get a human involved for Bob. Nothing else needed.,escalate_to_human,
881,Just wake up the on-call about cdn-edge-06. Nothing else needed.,escalate_to_human,
882,Simple request — escalate Diana's case to the on-call and we're good.,escalate_to_human,
883,All I need is for someone to escalate Charlie's case to the on-call.,escalate_to_human,
884,Quick task: escalate Frank's case to the on-call.,escalate_to_human,
885,Simple request — escalate Eve's case to the on-call and we're good.,escalate_to_human,
886,Just get a human involved for Grace. Nothing else needed.,escalate_to_human,
887,Just wake up the on-call about ml-infer-05. Nothing else needed.,escalate_to_human,
888,Quick task: get a human involved for Eve.,escalate_to_human,
889,Simple request — bring in tier-2 support for Charlie and we're good.,escalate_to_human,
890,All I need is for someone to wake up the on-call about prod-web-01.,escalate_to_human,
891,Simple request — escalate Grace's case to the on-call and we're good.,escalate_to_human,
892,Just bring in tier-2 support for Bob. Nothing else needed.,escalate_to_human,
893,Just escalate Charlie's case to the on-call. Nothing else needed.,escalate_to_human,
894,Simple request — escalate Bob's case to the on-call and we're good.,escalate_to_human,
895,Charlie reported an issue — bring in tier-2 support for Bob.,escalate_to_human,
896,Just get a human involved for Charlie. Nothing else needed.,escalate_to_human,
897,Simple request — hand Alice's issue off to an engineer and we're good.,escalate_to_human,
898,Just loop in a HR manager. Nothing else needed.,escalate_to_human,
899,Quick task: get a human involved for Bob.,escalate_to_human,
900,Just loop in a Marketing manager. Nothing else needed.,escalate_to_human,
901,Simple request — hand Alice's issue off to an engineer and we're good.,escalate_to_human,
902,Simple request — wake up the on-call about prod-web-01 and we're good.,escalate_to_human,
903,Just get a human involved for Eve. Nothing else needed.,escalate_to_human,
904,Just escalate Charlie's case to the on-call. Nothing else needed.,escalate_to_human,
905,Simple request — bring in tier-2 support for Frank and we're good.,escalate_to_human,
906,Simple request — escalate Bob's case to the on-call and we're good.,escalate_to_human,
907,Just loop in a Legal manager. Nothing else needed.,escalate_to_human,
908,All I need is for someone to escalate Alice's case to the on-call.,escalate_to_human,
909,Just get a human involved for Grace. Nothing else needed.,escalate_to_human,
910,All I need is for someone to hand Alice's issue off to an engineer.,escalate_to_human,
911,Quick task: hand Eve's issue off to an engineer.,escalate_to_human,
912,Simple request — bring in tier-2 support for Charlie and we're good.,escalate_to_human,
913,Just wake up the on-call about auth-svc-04. Nothing else needed.,escalate_to_human,
914,Quick task: get a human involved for Diana.,escalate_to_human,
915,Just bring in tier-2 support for Diana. Nothing else needed.,escalate_to_human,
916,Quick task: bring in tier-2 support for Charlie.,escalate_to_human,
917,Just get a human involved for Bob. Nothing else needed.,escalate_to_human,
918,We gotta loop in a Engineering manager.,escalate_to_human,
919,Simple request — hand Charlie's issue off to an engineer and we're good.,escalate_to_human,
920,Quick task: bring in tier-2 support for Grace.,escalate_to_human,
921,I need you to escalate Diana's case to the on-call.,escalate_to_human,
922,Quick task: hand Alice's issue off to an engineer.,escalate_to_human,
923,Simple request — escalate Grace's case to the on-call and we're good.,escalate_to_human,
924,Quick task: get a human involved for Alice.,escalate_to_human,
925,Just wake up the on-call about auth-svc-04. Nothing else needed.,escalate_to_human,
926,Diana is asking us to hand Alice's issue off to an engineer.,escalate_to_human,
927,Quick task: get a human involved for Eve.,escalate_to_human,
928,All I need is for someone to get a human involved for Frank.,escalate_to_human,
929,All I need is for someone to escalate Frank's case to the on-call.,escalate_to_human,
930,Simple request — bring in tier-2 support for Alice and we're good.,escalate_to_human,
931,Simple request — bring in tier-2 support for Bob and we're good.,escalate_to_human,
932,From HR: hand Bob's issue off to an engineer.,escalate_to_human,
933,All I need is for someone to bring in tier-2 support for Charlie.,escalate_to_human,
934,Quick task: hand Alice's issue off to an engineer.,escalate_to_human,
935,Quick task: bring in tier-2 support for Bob.,escalate_to_human,
936,All I need is for someone to wake up the on-call about prod-web-01.,escalate_to_human,
937,Quick task: bring in tier-2 support for Eve.,escalate_to_human,
938,I need you to record the event in Legal's log.,log_audit_event,
939,All I need is for someone to create an audit trail for #53698.,log_audit_event,
940,All I need is for someone to record the event in HR's log.,log_audit_event,
941,Just drop an audit entry for ml-infer-05. Nothing else needed.,log_audit_event,
942,Just log the whole staging-db-02 incident. Nothing else needed.,log_audit_event,
943,"When you get a chance, log Grace's action for compliance.",log_audit_event,
944,All I need is for someone to record the event in HR's log.,log_audit_event,
945,All I need is for someone to drop an audit entry for auth-svc-04.,log_audit_event,
946,Quick task: drop an audit entry for auth-svc-04.,log_audit_event,
947,Quick task: record the event in Legal's log.,log_audit_event,
948,All I need is for someone to drop an audit entry for payment-api-03.,log_audit_event,
949,Simple request — make a compliance log about Grace and we're good.,log_audit_event,
950,Quick task: drop an audit entry for ml-infer-05.,log_audit_event,
951,Quick task: record the event in Legal's log.,log_audit_event,
952,Simple request — log the whole payment-api-03 incident and we're good.,log_audit_event,
953,Just log Eve's action for compliance. Nothing else needed.,log_audit_event,
954,Simple request — create an audit trail for #53698 and we're good.,log_audit_event,
955,Simple request — record the event in Engineering's log and we're good.,log_audit_event,
956,Time to log Eve's action for compliance.,log_audit_event,
957,We gotta record the event in Engineering's log.,log_audit_event,
958,Simple request — log Grace's action for compliance and we're good.,log_audit_event,
959,All I need is for someone to log Bob's action for compliance.,log_audit_event,
960,"Per Frank's request, log the whole staging-db-02 incident.",log_audit_event,
961,All I need is for someone to create an audit trail for #31450.,log_audit_event,
962,Please log the whole cdn-edge-06 incident.,log_audit_event,
963,Just record the event in Engineering's log. Nothing else needed.,log_audit_event,
964,"Hey, can you record the event in Finance's log.",log_audit_event,
965,All I need is for someone to log the whole staging-db-02 incident.,log_audit_event,
966,All I need is for someone to log the whole staging-db-02 incident.,log_audit_event,
967,Simple request — log Eve's action for compliance and we're good.,log_audit_event,
968,All I need is for someone to log Alice's action for compliance.,log_audit_event,
969,Quick task: drop an audit entry for staging-db-02.,log_audit_event,
