query,positive_dag_id,negative_dag_id,negative_type,neg_tools,neg_edges,neg_dag_text
"Per Frank's request, revoke Grace's access to payment-api-03, followed by write the new data for #53698 back, then update Eve's subscription. To wrap up, set up downtime for prod-web-01.",424,neg_106,swap_edges,revoke_access;db_write;update_subscription;schedule_maintenance,3->2;1->2;1->0,"db_write -> revoke_access, db_write -> update_subscription, schedule_maintenance -> update_subscription"
"Per Frank's request, revoke Grace's access to payment-api-03, followed by write the new data for #53698 back, then update Eve's subscription. To wrap up, set up downtime for prod-web-01.",424,neg_107,swap_tools,log_audit_event;db_read;check_status;restart_service,0->1;1->2;2->3,"check_status -> restart_service, db_read -> check_status, log_audit_event -> db_read"
"Per Frank's request, revoke Grace's access to payment-api-03, followed by write the new data for #53698 back, then update Eve's subscription. To wrap up, set up downtime for prod-web-01.",424,neg_108,remove_edge,revoke_access;db_write;update_subscription;schedule_maintenance,1->2;2->3,"db_write -> update_subscription, update_subscription -> schedule_maintenance"
"Per Frank's request, revoke Grace's access to payment-api-03, followed by write the new data for #53698 back, then update Eve's subscription. To wrap up, set up downtime for prod-web-01.",424,neg_109,add_edge,revoke_access;db_write;update_subscription;schedule_maintenance,0->1;1->2;2->3;0->2,"db_write -> update_subscription, revoke_access -> db_write, revoke_access -> update_subscription, update_subscription -> schedule_maintenance"
"Per Frank's request, revoke Grace's access to payment-api-03, followed by write the new data for #53698 back, then update Eve's subscription. To wrap up, set up downtime for prod-web-01.",424,neg_110,extra_node,revoke_access;db_write;update_subscription;schedule_maintenance;backup_database,0->1;1->2;2->3;1->4,"db_write -> backup_database, db_write -> update_subscription, revoke_access -> db_write, update_subscription -> schedule_maintenance"
"Per Grace's request, credit Charlie's account — then send a heads-up to HR.",57,neg_111,swap_tools,log_audit_event;db_write,0->1,log_audit_event -> db_write
"Per Grace's request, credit Charlie's account — then send a heads-up to HR.",57,neg_112,extra_node,process_refund;send_notification;disable_feature_flag,0->1;0->2,"process_refund -> disable_feature_flag, process_refund -> send_notification"
"From Engineering: ping payment-api-03 for a health check and pull Charlie's data. Once both are done, send a heads-up to Finance.",125,neg_113,swap_edges,check_status;db_read;send_notification,1->2;1->0,"db_read -> check_status, db_read -> send_notification"
"From Engineering: ping payment-api-03 for a health check and pull Charlie's data. Once both are done, send a heads-up to Finance.",125,neg_114,swap_tools,disable_feature_flag;transfer_ownership;rotate_api_key,0->2;1->2,"disable_feature_flag -> rotate_api_key, transfer_ownership -> rotate_api_key"
"From Engineering: ping payment-api-03 for a health check and pull Charlie's data. Once both are done, send a heads-up to Finance.",125,neg_115,remove_edge,check_status;db_read;send_notification,0->2,check_status -> send_notification
"From Engineering: ping payment-api-03 for a health check and pull Charlie's data. Once both are done, send a heads-up to Finance.",125,neg_116,add_edge,check_status;db_read;send_notification,0->2;1->2;1->0,"check_status -> send_notification, db_read -> check_status, db_read -> send_notification"
"From Engineering: ping payment-api-03 for a health check and pull Charlie's data. Once both are done, send a heads-up to Finance.",125,neg_117,extra_node,check_status;db_read;send_notification;rollback_deployment,0->2;1->2;3->0,"check_status -> send_notification, db_read -> send_notification, rollback_deployment -> check_status"
Record the event in HR's log — then get a human involved for Bob.,183,neg_118,swap_tools,provision_vm;archive_data,0->1,provision_vm -> archive_data
Record the event in HR's log — then get a human involved for Bob.,183,neg_119,extra_node,log_audit_event;escalate_to_human;deploy_container,0->1;2->1,"deploy_container -> escalate_to_human, log_audit_event -> escalate_to_human"
"We gotta record the event in Legal's log and file an incident report about ml-infer-05. After those finish, loop in a Legal manager.",472,neg_120,swap_edges,log_audit_event;create_ticket;escalate_to_human,2->0;1->0,"create_ticket -> log_audit_event, escalate_to_human -> log_audit_event"
"We gotta record the event in Legal's log and file an incident report about ml-infer-05. After those finish, loop in a Legal manager.",472,neg_121,swap_tools,check_status;generate_report;approve_access,0->2;1->2,"check_status -> approve_access, generate_report -> approve_access"
"We gotta record the event in Legal's log and file an incident report about ml-infer-05. After those finish, loop in a Legal manager.",472,neg_122,remove_edge,log_audit_event;create_ticket;escalate_to_human,0->2,log_audit_event -> escalate_to_human
"We gotta record the event in Legal's log and file an incident report about ml-infer-05. After those finish, loop in a Legal manager.",472,neg_123,add_edge,log_audit_event;create_ticket;escalate_to_human,0->2;1->2;1->0,"create_ticket -> escalate_to_human, create_ticket -> log_audit_event, log_audit_event -> escalate_to_human"
"We gotta record the event in Legal's log and file an incident report about ml-infer-05. After those finish, loop in a Legal manager.",472,neg_124,extra_node,log_audit_event;create_ticket;escalate_to_human;db_write,0->2;1->2;3->1,"create_ticket -> escalate_to_human, db_write -> create_ticket, log_audit_event -> escalate_to_human"
"Urgent: check ml-infer-05 for vulnerabilities and take a snapshot of staging-db-02's DB, then converge and invalidate staging-db-02's cache.",498,neg_125,swap_edges,scan_malware;backup_database;invalidate_cache,1->0;1->2,"backup_database -> invalidate_cache, backup_database -> scan_malware"
"Urgent: check ml-infer-05 for vulnerabilities and take a snapshot of staging-db-02's DB, then converge and invalidate staging-db-02's cache.",498,neg_126,swap_tools,create_ticket;escalate_to_human;invalidate_cache,0->2;1->2,"create_ticket -> invalidate_cache, escalate_to_human -> invalidate_cache"
"Urgent: check ml-infer-05 for vulnerabilities and take a snapshot of staging-db-02's DB, then converge and invalidate staging-db-02's cache.",498,neg_127,remove_edge,scan_malware;backup_database;invalidate_cache,0->2,scan_malware -> invalidate_cache
"Urgent: check ml-infer-05 for vulnerabilities and take a snapshot of staging-db-02's DB, then converge and invalidate staging-db-02's cache.",498,neg_128,add_edge,scan_malware;backup_database;invalidate_cache,0->2;1->2;0->1,"backup_database -> invalidate_cache, scan_malware -> backup_database, scan_malware -> invalidate_cache"
"Urgent: check ml-infer-05 for vulnerabilities and take a snapshot of staging-db-02's DB, then converge and invalidate staging-db-02's cache.",498,neg_129,extra_node,scan_malware;backup_database;invalidate_cache;rotate_api_key,0->2;1->2;1->3,"backup_database -> invalidate_cache, backup_database -> rotate_api_key, scan_malware -> invalidate_cache"
"I need you to downgrade Eve's account, then reset Eve's password. Once that's done, refresh the API token for Finance. End with ship the new build to staging-db-02.",390,neg_130,swap_edges,update_subscription;reset_password;rotate_api_key;deploy_container,3->0;2->0;3->1,"deploy_container -> reset_password, deploy_container -> update_subscription, rotate_api_key -> update_subscription"
"I need you to downgrade Eve's account, then reset Eve's password. Once that's done, refresh the API token for Finance. End with ship the new build to staging-db-02.",390,neg_131,swap_tools,log_audit_event;rollback_deployment;rotate_api_key;deploy_container,0->1;1->2;2->3,"log_audit_event -> rollback_deployment, rollback_deployment -> rotate_api_key, rotate_api_key -> deploy_container"
"I need you to downgrade Eve's account, then reset Eve's password. Once that's done, refresh the API token for Finance. End with ship the new build to staging-db-02.",390,neg_132,remove_edge,update_subscription;reset_password;rotate_api_key;deploy_container,0->1;2->3,"rotate_api_key -> deploy_container, update_subscription -> reset_password"
"I need you to downgrade Eve's account, then reset Eve's password. Once that's done, refresh the API token for Finance. End with ship the new build to staging-db-02.",390,neg_133,add_edge,update_subscription;reset_password;rotate_api_key;deploy_container,0->1;1->2;2->3;1->3,"reset_password -> deploy_container, reset_password -> rotate_api_key, rotate_api_key -> deploy_container, update_subscription -> reset_password"
"I need you to downgrade Eve's account, then reset Eve's password. Once that's done, refresh the API token for Finance. End with ship the new build to staging-db-02.",390,neg_134,extra_node,update_subscription;reset_password;rotate_api_key;deploy_container;restore_backup,0->1;1->2;2->3;2->4,"reset_password -> rotate_api_key, rotate_api_key -> deploy_container, rotate_api_key -> restore_backup, update_subscription -> reset_password"
"We gotta move Legal's stale data to cold storage. Next, cut off Alice's permissions. To wrap up, adjust the billing tier for Frank.",327,neg_135,swap_edges,archive_data;revoke_access;update_subscription,1->0;1->2,"revoke_access -> archive_data, revoke_access -> update_subscription"
"We gotta move Legal's stale data to cold storage. Next, cut off Alice's permissions. To wrap up, adjust the billing tier for Frank.",327,neg_136,swap_tools,archive_data;revoke_access;deploy_container,0->1;1->2,"archive_data -> revoke_access, revoke_access -> deploy_container"
"We gotta move Legal's stale data to cold storage. Next, cut off Alice's permissions. To wrap up, adjust the billing tier for Frank.",327,neg_137,remove_edge,archive_data;revoke_access;update_subscription,0->1,archive_data -> revoke_access
"We gotta move Legal's stale data to cold storage. Next, cut off Alice's permissions. To wrap up, adjust the billing tier for Frank.",327,neg_138,add_edge,archive_data;revoke_access;update_subscription,0->1;1->2;0->2,"archive_data -> revoke_access, archive_data -> update_subscription, revoke_access -> update_subscription"
"We gotta move Legal's stale data to cold storage. Next, cut off Alice's permissions. To wrap up, adjust the billing tier for Frank.",327,neg_139,extra_node,archive_data;revoke_access;update_subscription;disable_feature_flag,0->1;1->2;1->3,"archive_data -> revoke_access, revoke_access -> disable_feature_flag, revoke_access -> update_subscription"
"Plan maintenance on cdn-edge-06, email stakeholders and back up the data, then audit.",47,neg_140,swap_edges,schedule_maintenance;send_notification;backup_database;log_audit_event,0->1;3->1;3->2;3->0,"log_audit_event -> backup_database, log_audit_event -> schedule_maintenance, log_audit_event -> send_notification, schedule_maintenance -> send_notification"
"Plan maintenance on cdn-edge-06, email stakeholders and back up the data, then audit.",47,neg_141,swap_tools,escalate_to_human;run_pipeline;disable_feature_flag;rollback_deployment,0->1;0->2;1->3;2->3,"disable_feature_flag -> rollback_deployment, escalate_to_human -> disable_feature_flag, escalate_to_human -> run_pipeline, run_pipeline -> rollback_deployment"
"Plan maintenance on cdn-edge-06, email stakeholders and back up the data, then audit.",47,neg_142,remove_edge,schedule_maintenance;send_notification;backup_database;log_audit_event,0->1;0->2;1->3,"schedule_maintenance -> backup_database, schedule_maintenance -> send_notification, send_notification -> log_audit_event"
"Plan maintenance on cdn-edge-06, email stakeholders and back up the data, then audit.",47,neg_143,add_edge,schedule_maintenance;send_notification;backup_database;log_audit_event,0->1;0->2;1->3;2->3;1->2,"backup_database -> log_audit_event, schedule_maintenance -> backup_database, schedule_maintenance -> send_notification, send_notification -> backup_database, send_notification -> log_audit_event"
"Plan maintenance on cdn-edge-06, email stakeholders and back up the data, then audit.",47,neg_144,extra_node,schedule_maintenance;send_notification;backup_database;log_audit_event;create_ticket,0->1;0->2;1->3;2->3;2->4,"backup_database -> create_ticket, backup_database -> log_audit_event, schedule_maintenance -> backup_database, schedule_maintenance -> send_notification, send_notification -> log_audit_event"
Just deploy the container to payment-api-03.,49,neg_145,swap_tools,check_status,,check_status
Just deploy the container to payment-api-03.,49,neg_146,extra_node,deploy_container;update_subscription,0->1,deploy_container -> update_subscription
Just commit Diana's update to the database. Nothing else needed.,52,neg_147,swap_tools,invalidate_cache,,invalidate_cache
Just commit Diana's update to the database. Nothing else needed.,52,neg_148,extra_node,db_write;schedule_maintenance,1->0,schedule_maintenance -> db_write
"Alice is asking us to grab Alice's account details, then produce the Finance performance summary. Finally, ping Grace about it.",101,neg_149,swap_edges,db_read;generate_report;send_notification,2->0;1->0,"generate_report -> db_read, send_notification -> db_read"
"Alice is asking us to grab Alice's account details, then produce the Finance performance summary. Finally, ping Grace about it.",101,neg_150,swap_tools,create_ticket;send_notification;approve_access,0->1;1->2,"create_ticket -> send_notification, send_notification -> approve_access"
"Alice is asking us to grab Alice's account details, then produce the Finance performance summary. Finally, ping Grace about it.",101,neg_151,remove_edge,db_read;generate_report;send_notification,0->1,db_read -> generate_report
"Alice is asking us to grab Alice's account details, then produce the Finance performance summary. Finally, ping Grace about it.",101,neg_152,add_edge,db_read;generate_report;send_notification,0->1;1->2;0->2,"db_read -> generate_report, db_read -> send_notification, generate_report -> send_notification"
"Alice is asking us to grab Alice's account details, then produce the Finance performance summary. Finally, ping Grace about it.",101,neg_153,extra_node,db_read;generate_report;send_notification;process_refund,0->1;1->2;3->2,"db_read -> generate_report, generate_report -> send_notification, process_refund -> send_notification"
"I need you to take payment-api-03 back to the prior build, and then fire off a notification to Charlie. Finally, roll out the containerised app to cdn-edge-06.",301,neg_154,swap_edges,rollback_deployment;send_notification;deploy_container,1->0;2->0,"deploy_container -> rollback_deployment, send_notification -> rollback_deployment"
"I need you to take payment-api-03 back to the prior build, and then fire off a notification to Charlie. Finally, roll out the containerised app to cdn-edge-06.",301,neg_155,swap_tools,scan_malware;deploy_container;quarantine_system,0->1;1->2,"deploy_container -> quarantine_system, scan_malware -> deploy_container"
"I need you to take payment-api-03 back to the prior build, and then fire off a notification to Charlie. Finally, roll out the containerised app to cdn-edge-06.",301,neg_156,remove_edge,rollback_deployment;send_notification;deploy_container,0->1,rollback_deployment -> send_notification
"I need you to take payment-api-03 back to the prior build, and then fire off a notification to Charlie. Finally, roll out the containerised app to cdn-edge-06.",301,neg_157,add_edge,rollback_deployment;send_notification;deploy_container,0->1;1->2;0->2,"rollback_deployment -> deploy_container, rollback_deployment -> send_notification, send_notification -> deploy_container"
"I need you to take payment-api-03 back to the prior build, and then fire off a notification to Charlie. Finally, roll out the containerised app to cdn-edge-06.",301,neg_158,extra_node,rollback_deployment;send_notification;deploy_container;disable_feature_flag,0->1;1->2;3->1,"disable_feature_flag -> send_notification, rollback_deployment -> send_notification, send_notification -> deploy_container"
"Hey, can you queue a maintenance window for Engineering while also drop an audit entry for auth-svc-04 and shoot Bob an email.",456,neg_159,swap_edges,schedule_maintenance;log_audit_event;send_notification,1->0;1->2,"log_audit_event -> schedule_maintenance, log_audit_event -> send_notification"
"Hey, can you queue a maintenance window for Engineering while also drop an audit entry for auth-svc-04 and shoot Bob an email.",456,neg_160,swap_tools,rotate_api_key;revoke_access;deploy_container,0->1;0->2,"rotate_api_key -> deploy_container, rotate_api_key -> revoke_access"
"Hey, can you queue a maintenance window for Engineering while also drop an audit entry for auth-svc-04 and shoot Bob an email.",456,neg_161,remove_edge,schedule_maintenance;log_audit_event;send_notification,0->2,schedule_maintenance -> send_notification
"Hey, can you queue a maintenance window for Engineering while also drop an audit entry for auth-svc-04 and shoot Bob an email.",456,neg_162,add_edge,schedule_maintenance;log_audit_event;send_notification,0->1;0->2;2->1,"schedule_maintenance -> log_audit_event, schedule_maintenance -> send_notification, send_notification -> log_audit_event"
"Hey, can you queue a maintenance window for Engineering while also drop an audit entry for auth-svc-04 and shoot Bob an email.",456,neg_163,extra_node,schedule_maintenance;log_audit_event;send_notification;scan_malware,0->1;0->2;3->0,"scan_malware -> schedule_maintenance, schedule_maintenance -> log_audit_event, schedule_maintenance -> send_notification"
"Quick one — shoot Alice an email, followed by switch on the flag for Marketing. End with modify Diana's subscription.",359,neg_164,swap_edges,send_notification;enable_feature_flag;update_subscription,0->2;1->2,"enable_feature_flag -> update_subscription, send_notification -> update_subscription"
"Quick one — shoot Alice an email, followed by switch on the flag for Marketing. End with modify Diana's subscription.",359,neg_165,swap_tools,quarantine_system;db_read;log_audit_event,0->1;1->2,"db_read -> log_audit_event, quarantine_system -> db_read"
"Quick one — shoot Alice an email, followed by switch on the flag for Marketing. End with modify Diana's subscription.",359,neg_166,remove_edge,send_notification;enable_feature_flag;update_subscription,1->2,enable_feature_flag -> update_subscription
"Quick one — shoot Alice an email, followed by switch on the flag for Marketing. End with modify Diana's subscription.",359,neg_167,add_edge,send_notification;enable_feature_flag;update_subscription,0->1;1->2;0->2,"enable_feature_flag -> update_subscription, send_notification -> enable_feature_flag, send_notification -> update_subscription"
"Quick one — shoot Alice an email, followed by switch on the flag for Marketing. End with modify Diana's subscription.",359,neg_168,extra_node,send_notification;enable_feature_flag;update_subscription;update_subscription,0->1;1->2;2->3,"enable_feature_flag -> update_subscription, send_notification -> enable_feature_flag, update_subscription -> update_subscription"
"ASAP — refresh the API token for Marketing. After that, do a security check on payment-api-03. To wrap up, roll out the containerised app to cdn-edge-06.",302,neg_169,swap_edges,rotate_api_key;scan_malware;deploy_container,1->0;1->2,"scan_malware -> deploy_container, scan_malware -> rotate_api_key"
"ASAP — refresh the API token for Marketing. After that, do a security check on payment-api-03. To wrap up, roll out the containerised app to cdn-edge-06.",302,neg_170,swap_tools,scan_malware;reset_password;deploy_container,0->1;1->2,"reset_password -> deploy_container, scan_malware -> reset_password"
"ASAP — refresh the API token for Marketing. After that, do a security check on payment-api-03. To wrap up, roll out the containerised app to cdn-edge-06.",302,neg_171,remove_edge,rotate_api_key;scan_malware;deploy_container,1->2,scan_malware -> deploy_container
"ASAP — refresh the API token for Marketing. After that, do a security check on payment-api-03. To wrap up, roll out the containerised app to cdn-edge-06.",302,neg_172,add_edge,rotate_api_key;scan_malware;deploy_container,0->1;1->2;0->2,"rotate_api_key -> deploy_container, rotate_api_key -> scan_malware, scan_malware -> deploy_container"
"ASAP — refresh the API token for Marketing. After that, do a security check on payment-api-03. To wrap up, roll out the containerised app to cdn-edge-06.",302,neg_173,extra_node,rotate_api_key;scan_malware;deploy_container;check_status,0->1;1->2;3->2,"check_status -> deploy_container, rotate_api_key -> scan_malware, scan_malware -> deploy_container"
"Time to process the payout for Diana, followed by deactivate the feature flag on payment-api-03. Finally, give cdn-edge-06 a kick.",366,neg_174,swap_edges,process_refund;disable_feature_flag;restart_service,0->1;2->0,"process_refund -> disable_feature_flag, restart_service -> process_refund"
"Time to process the payout for Diana, followed by deactivate the feature flag on payment-api-03. Finally, give cdn-edge-06 a kick.",366,neg_175,swap_tools,provision_vm;quarantine_system;revoke_access,0->1;1->2,"provision_vm -> quarantine_system, quarantine_system -> revoke_access"
"Time to process the payout for Diana, followed by deactivate the feature flag on payment-api-03. Finally, give cdn-edge-06 a kick.",366,neg_176,remove_edge,process_refund;disable_feature_flag;restart_service,0->1,process_refund -> disable_feature_flag
"Time to process the payout for Diana, followed by deactivate the feature flag on payment-api-03. Finally, give cdn-edge-06 a kick.",366,neg_177,add_edge,process_refund;disable_feature_flag;restart_service,0->1;1->2;0->2,"disable_feature_flag -> restart_service, process_refund -> disable_feature_flag, process_refund -> restart_service"
"Time to process the payout for Diana, followed by deactivate the feature flag on payment-api-03. Finally, give cdn-edge-06 a kick.",366,neg_178,extra_node,process_refund;disable_feature_flag;restart_service;backup_database,0->1;1->2;2->3,"disable_feature_flag -> restart_service, process_refund -> disable_feature_flag, restart_service -> backup_database"
"When you get a chance, nuke Diana's old login and issue a fresh one, then fire off a notification to Frank, and lastly dig up the history on Charlie.",360,neg_179,swap_edges,reset_password;send_notification;db_read,2->1;0->1,"db_read -> send_notification, reset_password -> send_notification"
"When you get a chance, nuke Diana's old login and issue a fresh one, then fire off a notification to Frank, and lastly dig up the history on Charlie.",360,neg_180,swap_tools,deploy_container;approve_access;run_pipeline,0->1;1->2,"approve_access -> run_pipeline, deploy_container -> approve_access"
"When you get a chance, nuke Diana's old login and issue a fresh one, then fire off a notification to Frank, and lastly dig up the history on Charlie.",360,neg_181,remove_edge,reset_password;send_notification;db_read,1->2,send_notification -> db_read
"When you get a chance, nuke Diana's old login and issue a fresh one, then fire off a notification to Frank, and lastly dig up the history on Charlie.",360,neg_182,add_edge,reset_password;send_notification;db_read,0->1;1->2;0->2,"reset_password -> db_read, reset_password -> send_notification, send_notification -> db_read"
"When you get a chance, nuke Diana's old login and issue a fresh one, then fire off a notification to Frank, and lastly dig up the history on Charlie.",360,neg_183,extra_node,reset_password;send_notification;db_read;transfer_ownership,0->1;1->2;1->3,"reset_password -> send_notification, send_notification -> db_read, send_notification -> transfer_ownership"
From Legal: check the DB for Eve while also change Diana's plan and blast an alert to Legal.,110,neg_184,swap_edges,db_read;update_subscription;send_notification,0->1;2->1,"db_read -> update_subscription, send_notification -> update_subscription"
From Legal: check the DB for Eve while also change Diana's plan and blast an alert to Legal.,110,neg_185,swap_tools,backup_database;process_refund;scale_service,0->1;0->2,"backup_database -> process_refund, backup_database -> scale_service"
From Legal: check the DB for Eve while also change Diana's plan and blast an alert to Legal.,110,neg_186,remove_edge,db_read;update_subscription;send_notification,0->2,db_read -> send_notification
From Legal: check the DB for Eve while also change Diana's plan and blast an alert to Legal.,110,neg_187,add_edge,db_read;update_subscription;send_notification,0->1;0->2;1->2,"db_read -> send_notification, db_read -> update_subscription, update_subscription -> send_notification"
From Legal: check the DB for Eve while also change Diana's plan and blast an alert to Legal.,110,neg_188,extra_node,db_read;update_subscription;send_notification;check_status,0->1;0->2;2->3,"db_read -> send_notification, db_read -> update_subscription, send_notification -> check_status"
"Ticket INC-4021 says deactivate the feature flag on auth-svc-04, and then cycle the secret for Legal's service.",172,neg_189,swap_tools,db_write;create_ticket,0->1,db_write -> create_ticket
"Ticket INC-4021 says deactivate the feature flag on auth-svc-04, and then cycle the secret for Legal's service.",172,neg_190,extra_node,disable_feature_flag;rotate_api_key;scan_malware,0->1;2->0,"disable_feature_flag -> rotate_api_key, scan_malware -> disable_feature_flag"
"Check the DB for Frank and check if staging-db-02 is up. Once both are done, put together a report on cdn-edge-06, and lastly ping Grace about it.",135,neg_191,swap_edges,db_read;check_status;generate_report;send_notification,2->3;2->1;0->3,"db_read -> send_notification, generate_report -> check_status, generate_report -> send_notification"
"Check the DB for Frank and check if staging-db-02 is up. Once both are done, put together a report on cdn-edge-06, and lastly ping Grace about it.",135,neg_192,swap_tools,escalate_to_human;disable_feature_flag;send_notification;restart_service,0->2;1->2;2->3,"disable_feature_flag -> send_notification, escalate_to_human -> send_notification, send_notification -> restart_service"
"Check the DB for Frank and check if staging-db-02 is up. Once both are done, put together a report on cdn-edge-06, and lastly ping Grace about it.",135,neg_193,remove_edge,db_read;check_status;generate_report;send_notification,1->2;2->3,"check_status -> generate_report, generate_report -> send_notification"
"Check the DB for Frank and check if staging-db-02 is up. Once both are done, put together a report on cdn-edge-06, and lastly ping Grace about it.",135,neg_194,add_edge,db_read;check_status;generate_report;send_notification,0->2;1->2;2->3;0->1,"check_status -> generate_report, db_read -> check_status, db_read -> generate_report, generate_report -> send_notification"
"Check the DB for Frank and check if staging-db-02 is up. Once both are done, put together a report on cdn-edge-06, and lastly ping Grace about it.",135,neg_195,extra_node,db_read;check_status;generate_report;send_notification;check_status,0->2;1->2;2->3;1->4,"check_status -> check_status, check_status -> generate_report, db_read -> generate_report, generate_report -> send_notification"
Time to grab Diana's account details while also push the refund through for #20891 and notify the Engineering team.,114,neg_196,swap_edges,db_read;process_refund;send_notification,2->1;0->2,"db_read -> send_notification, send_notification -> process_refund"
Time to grab Diana's account details while also push the refund through for #20891 and notify the Engineering team.,114,neg_197,swap_tools,quarantine_system;log_audit_event;run_pipeline,0->1;0->2,"quarantine_system -> log_audit_event, quarantine_system -> run_pipeline"
Time to grab Diana's account details while also push the refund through for #20891 and notify the Engineering team.,114,neg_198,remove_edge,db_read;process_refund;send_notification,0->1,db_read -> process_refund
Time to grab Diana's account details while also push the refund through for #20891 and notify the Engineering team.,114,neg_199,add_edge,db_read;process_refund;send_notification,0->1;0->2;2->1,"db_read -> process_refund, db_read -> send_notification, send_notification -> process_refund"
Time to grab Diana's account details while also push the refund through for #20891 and notify the Engineering team.,114,neg_200,extra_node,db_read;process_refund;send_notification;db_write,0->1;0->2;3->0,"db_read -> process_refund, db_read -> send_notification, db_write -> db_read"
Nuke Frank's old login and issue a fresh one and concurrently fire off a notification to Charlie and record the event in HR's log.,119,neg_201,swap_edges,reset_password;send_notification;log_audit_event,1->2;0->2,"reset_password -> log_audit_event, send_notification -> log_audit_event"
Nuke Frank's old login and issue a fresh one and concurrently fire off a notification to Charlie and record the event in HR's log.,119,neg_202,swap_tools,backup_database;update_subscription;run_pipeline,0->1;0->2,"backup_database -> run_pipeline, backup_database -> update_subscription"
Nuke Frank's old login and issue a fresh one and concurrently fire off a notification to Charlie and record the event in HR's log.,119,neg_203,remove_edge,reset_password;send_notification;log_audit_event,0->2,reset_password -> log_audit_event
Nuke Frank's old login and issue a fresh one and concurrently fire off a notification to Charlie and record the event in HR's log.,119,neg_204,add_edge,reset_password;send_notification;log_audit_event,0->1;0->2;2->1,"log_audit_event -> send_notification, reset_password -> log_audit_event, reset_password -> send_notification"
Nuke Frank's old login and issue a fresh one and concurrently fire off a notification to Charlie and record the event in HR's log.,119,neg_205,extra_node,reset_password;send_notification;log_audit_event;check_status,0->1;0->2;3->0,"check_status -> reset_password, reset_password -> log_audit_event, reset_password -> send_notification"
"Quick one — shelve Legal's outdated data, followed by restore the DB snapshot for Legal.",216,neg_206,swap_tools,create_ticket;db_write,0->1,create_ticket -> db_write
"Quick one — shelve Legal's outdated data, followed by restore the DB snapshot for Legal.",216,neg_207,extra_node,archive_data;restore_backup;escalate_to_human,0->1;2->0,"archive_data -> restore_backup, escalate_to_human -> archive_data"
"Ticket INC-5560 says check the DB for Grace. Once that's done, produce the Finance performance summary and simultaneously notify the Legal team and create an audit trail for #60122.",140,neg_208,swap_edges,db_read;generate_report;send_notification;log_audit_event,1->0;1->2;3->0,"generate_report -> db_read, generate_report -> send_notification, log_audit_event -> db_read"
"Ticket INC-5560 says check the DB for Grace. Once that's done, produce the Finance performance summary and simultaneously notify the Legal team and create an audit trail for #60122.",140,neg_209,swap_tools,create_ticket;run_pipeline;quarantine_system;enable_feature_flag,0->1;1->2;1->3,"create_ticket -> run_pipeline, run_pipeline -> enable_feature_flag, run_pipeline -> quarantine_system"
"Ticket INC-5560 says check the DB for Grace. Once that's done, produce the Finance performance summary and simultaneously notify the Legal team and create an audit trail for #60122.",140,neg_210,remove_edge,db_read;generate_report;send_notification;log_audit_event,0->1;1->3,"db_read -> generate_report, generate_report -> log_audit_event"
"Ticket INC-5560 says check the DB for Grace. Once that's done, produce the Finance performance summary and simultaneously notify the Legal team and create an audit trail for #60122.",140,neg_211,add_edge,db_read;generate_report;send_notification;log_audit_event,0->1;1->2;1->3;2->3,"db_read -> generate_report, generate_report -> log_audit_event, generate_report -> send_notification, send_notification -> log_audit_event"
"Ticket INC-5560 says check the DB for Grace. Once that's done, produce the Finance performance summary and simultaneously notify the Legal team and create an audit trail for #60122.",140,neg_212,extra_node,db_read;generate_report;send_notification;log_audit_event;archive_data,0->1;1->2;1->3;3->4,"db_read -> generate_report, generate_report -> log_audit_event, generate_report -> send_notification, log_audit_event -> archive_data"
"Process the payout and modify the subscription status, then email a receipt.",13,neg_213,swap_edges,process_refund;update_subscription;send_notification,2->0;2->1,"send_notification -> process_refund, send_notification -> update_subscription"
"Process the payout and modify the subscription status, then email a receipt.",13,neg_214,swap_tools,schedule_maintenance;check_status;restart_service,0->2;1->2,"check_status -> restart_service, schedule_maintenance -> restart_service"
"Process the payout and modify the subscription status, then email a receipt.",13,neg_215,remove_edge,process_refund;update_subscription;send_notification,0->2,process_refund -> send_notification
"Process the payout and modify the subscription status, then email a receipt.",13,neg_216,add_edge,process_refund;update_subscription;send_notification,0->2;1->2;1->0,"process_refund -> send_notification, update_subscription -> process_refund, update_subscription -> send_notification"
"Process the payout and modify the subscription status, then email a receipt.",13,neg_217,extra_node,process_refund;update_subscription;send_notification;disable_feature_flag,0->2;1->2;3->2,"disable_feature_flag -> send_notification, process_refund -> send_notification, update_subscription -> send_notification"
"Time to open a ticket for Charlie. Next, blast an alert to Marketing. Finally, change Frank's auth credentials.",346,neg_218,swap_edges,create_ticket;send_notification;reset_password,0->2;0->1,"create_ticket -> reset_password, create_ticket -> send_notification"
"Time to open a ticket for Charlie. Next, blast an alert to Marketing. Finally, change Frank's auth credentials.",346,neg_219,swap_tools,restart_service;scan_malware;quarantine_system,0->1;1->2,"restart_service -> scan_malware, scan_malware -> quarantine_system"
"Time to open a ticket for Charlie. Next, blast an alert to Marketing. Finally, change Frank's auth credentials.",346,neg_220,remove_edge,create_ticket;send_notification;reset_password,1->2,send_notification -> reset_password
"Time to open a ticket for Charlie. Next, blast an alert to Marketing. Finally, change Frank's auth credentials.",346,neg_221,add_edge,create_ticket;send_notification;reset_password,0->1;1->2;0->2,"create_ticket -> reset_password, create_ticket -> send_notification, send_notification -> reset_password"
