query,dag_id,dag_text,tools,edges,topo_family,source,split,strict_fix_applied,had_duplicate_node_labels,original_tools,tool_count,canonical_dag_hash,canonical_toolset_hash,num_nodes,num_edges,query_condition,structural_twin_group,heldout_topology,dataset_version
"Can you first check my subscription status, and then based on that, retrieve the database record? After the record is ready, please update my subscription plan. Also, while you're retrieving the record, look up my user profile at the same time.",413,"read_database_record -> read_user_profile, read_database_record -> update_subscription_plan, read_subscription_status -> read_database_record",read_subscription_status;read_database_record;update_subscription_plan;read_user_profile,0->1;1->2;1->3,inverted_y,azure_gpt4o,candidate_only,False,False,read_subscription_status;read_database_record;update_subscription_plan;read_user_profile,15,fba41963a66c8da8,fd8096ddef26125f,4,3,standard,fd8096ddef26125f,False,campaign_v4
"First, check the condition to decide the task path. Then, read the subscription status. Next, update the subscription plan based on the status. After that, restart the service to apply the changes.",414,"read_subscription_status -> update_subscription_plan, route_task_by_condition -> read_subscription_status, update_subscription_plan -> restart_service",route_task_by_condition;read_subscription_status;update_subscription_plan;restart_service,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,False,False,route_task_by_condition;read_subscription_status;update_subscription_plan;restart_service,15,4e464d8a1214f739,b5d6369b2878b7ca,4,3,standard,b5d6369b2878b7ca,False,campaign_v4
"First, sort the task based on its condition. Then, check the subscription status, update the subscription plan, and restart the service all at the same time.",415,"route_task_by_condition -> read_subscription_status, route_task_by_condition -> restart_service, route_task_by_condition -> update_subscription_plan",route_task_by_condition;read_subscription_status;update_subscription_plan;restart_service,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,False,False,route_task_by_condition;read_subscription_status;update_subscription_plan;restart_service,15,ce7d2d3c1ac2e881,b5d6369b2878b7ca,4,3,standard,b5d6369b2878b7ca,False,campaign_v4
"Check the subscription status, update the subscription plan if necessary, and ensure both are done before restarting the service. The first two actions can happen simultaneously.",416,"read_subscription_status -> restart_service, route_task_by_condition -> restart_service, update_subscription_plan -> restart_service",route_task_by_condition;read_subscription_status;update_subscription_plan;restart_service,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,False,False,route_task_by_condition;read_subscription_status;update_subscription_plan;restart_service,15,12d72d206bf8cbcb,b5d6369b2878b7ca,4,3,standard,b5d6369b2878b7ca,False,campaign_v4
"Start by checking the subscription status and deciding the task route at the same time. Once both are done, update the subscription plan, and after that, restart the service.",417,"read_subscription_status -> update_subscription_plan, route_task_by_condition -> update_subscription_plan, update_subscription_plan -> restart_service",route_task_by_condition;read_subscription_status;update_subscription_plan;restart_service,0->2;1->2;2->3,y_shape,azure_gpt4o,candidate_only,False,False,route_task_by_condition;read_subscription_status;update_subscription_plan;restart_service,15,249ca4431581de63,b5d6369b2878b7ca,4,3,standard,b5d6369b2878b7ca,False,campaign_v4
"First, determine the task's condition to decide the workflow path. Then, check the subscription status. After that, either update the subscription plan or restart the service—those two steps can happen at the same time.",418,"read_subscription_status -> restart_service, read_subscription_status -> update_subscription_plan, route_task_by_condition -> read_subscription_status",route_task_by_condition;read_subscription_status;update_subscription_plan;restart_service,0->1;1->2;1->3,inverted_y,azure_gpt4o,candidate_only,False,False,route_task_by_condition;read_subscription_status;update_subscription_plan;restart_service,15,8cd888c4ce86c1c7,b5d6369b2878b7ca,4,3,standard,b5d6369b2878b7ca,False,campaign_v4
"First, evaluate the situation to decide how to proceed. Then update the username if necessary. After that, involve a human agent to review the case. Finally, create a support ticket to document the issue.",419,"edit_username -> escalate_case_to_human, escalate_case_to_human -> create_support_ticket, route_task_by_condition -> edit_username",route_task_by_condition;edit_username;escalate_case_to_human;create_support_ticket,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,False,False,route_task_by_condition;edit_username;escalate_case_to_human;create_support_ticket,15,b1ad7527a354815d,d79166b7074cf5a8,4,3,standard,d79166b7074cf5a8,False,campaign_v4
"Start by evaluating the task and deciding the next steps. Based on the result, update the username, escalate the issue to a human agent, and create a support ticket simultaneously.",420,"route_task_by_condition -> create_support_ticket, route_task_by_condition -> edit_username, route_task_by_condition -> escalate_case_to_human",route_task_by_condition;edit_username;escalate_case_to_human;create_support_ticket,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,False,False,route_task_by_condition;edit_username;escalate_case_to_human;create_support_ticket,15,2dea469d37dcfbad,d79166b7074cf5a8,4,3,standard,d79166b7074cf5a8,False,campaign_v4
"Start by deciding how to route the task. While doing that, update the username and escalate to a human if needed. Once all of these are done, create a support ticket to handle the issue further.",421,"edit_username -> create_support_ticket, escalate_case_to_human -> create_support_ticket, route_task_by_condition -> create_support_ticket",route_task_by_condition;edit_username;escalate_case_to_human;create_support_ticket,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,False,False,route_task_by_condition;edit_username;escalate_case_to_human;create_support_ticket,15,969be59cd413aa23,d79166b7074cf5a8,4,3,standard,d79166b7074cf5a8,False,campaign_v4
"Start by determining the next steps for the task based on its condition. While that's happening, update the username as needed. Once both are finished, escalate the case to a human agent, and after that, create a support ticket to document everything.",422,"edit_username -> escalate_case_to_human, escalate_case_to_human -> create_support_ticket, route_task_by_condition -> escalate_case_to_human",route_task_by_condition;edit_username;escalate_case_to_human;create_support_ticket,0->2;1->2;2->3,y_shape,azure_gpt4o,candidate_only,False,False,route_task_by_condition;edit_username;escalate_case_to_human;create_support_ticket,15,145b74282cdaa981,d79166b7074cf5a8,4,3,standard,d79166b7074cf5a8,False,campaign_v4
"First, figure out where to send the task. Once that's decided, update the username if needed. After updating, escalate the case to a person and open a ticket simultaneously.",423,"edit_username -> create_support_ticket, edit_username -> escalate_case_to_human, route_task_by_condition -> edit_username",route_task_by_condition;edit_username;escalate_case_to_human;create_support_ticket,0->1;1->2;1->3,inverted_y,azure_gpt4o,candidate_only,False,False,route_task_by_condition;edit_username;escalate_case_to_human;create_support_ticket,15,bca2fcf913677cee,d79166b7074cf5a8,4,3,standard,d79166b7074cf5a8,False,campaign_v4
"First, I need you to check if the service is running properly. Then, find the relevant database record for the user. Next, update their subscription plan as needed. After that, create a support ticket to confirm the changes.",424,"check_service_status -> read_database_record, read_database_record -> update_subscription_plan, update_subscription_plan -> create_support_ticket",check_service_status;read_database_record;update_subscription_plan;create_support_ticket,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,False,False,check_service_status;read_database_record;update_subscription_plan;create_support_ticket,15,b185b887f0eb975d,189210a80ea0fe42,4,3,standard,189210a80ea0fe42,False,campaign_v4
"First, verify the status of the service. Once that's done, simultaneously fetch the user's database record, update their subscription plan, and create a support ticket.",425,"check_service_status -> create_support_ticket, check_service_status -> read_database_record, check_service_status -> update_subscription_plan",check_service_status;read_database_record;update_subscription_plan;create_support_ticket,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,False,False,check_service_status;read_database_record;update_subscription_plan;create_support_ticket,15,7b07d74f7b9effa6,189210a80ea0fe42,4,3,standard,189210a80ea0fe42,False,campaign_v4
"Can you first check the current service status? Once that's done, retrieve the user record from the database. After that, update the user's subscription plan and create a support ticket at the same time.",426,"check_service_status -> read_database_record, read_database_record -> create_support_ticket, read_database_record -> update_subscription_plan",check_service_status;read_database_record;update_subscription_plan;create_support_ticket,0->1;1->2;1->3,inverted_y,azure_gpt4o,candidate_only,False,False,check_service_status;read_database_record;update_subscription_plan;create_support_ticket,15,c50cf6e5f89b55cb,189210a80ea0fe42,4,3,standard,189210a80ea0fe42,False,campaign_v4
"First escalate the case to a human to ensure proper review, then restart the service to address the issue. After that, check the service status to confirm it's working properly, and finally, read the database record to verify the data is correct.",427,"check_service_status -> read_database_record, escalate_case_to_human -> restart_service, restart_service -> check_service_status",escalate_case_to_human;restart_service;check_service_status;read_database_record,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,False,False,escalate_case_to_human;restart_service;check_service_status;read_database_record,15,74c4e4917c5987a3,d3e1111161034a81,4,3,standard,d3e1111161034a81,False,campaign_v4
"First, escalate the issue to a human. Once that's done, restart the service, check its status, and retrieve the database record, all at the same time.",428,"escalate_case_to_human -> check_service_status, escalate_case_to_human -> read_database_record, escalate_case_to_human -> restart_service",escalate_case_to_human;restart_service;check_service_status;read_database_record,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,False,False,escalate_case_to_human;restart_service;check_service_status;read_database_record,15,dd8def89918d0a59,d3e1111161034a81,4,3,standard,d3e1111161034a81,False,campaign_v4
"Start by escalating the issue to a human. At the same time, restart the service and check its status. Once all of that is done, retrieve the data from the database.",429,"check_service_status -> read_database_record, escalate_case_to_human -> read_database_record, restart_service -> read_database_record",escalate_case_to_human;restart_service;check_service_status;read_database_record,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,False,False,escalate_case_to_human;restart_service;check_service_status;read_database_record,15,a0a048f3d75d3042,d3e1111161034a81,4,3,standard,d3e1111161034a81,False,campaign_v4
"First, escalate the issue to a human, then restart the service. Once both of these are completed, check the service status. Finally, after verifying the status, retrieve the relevant database records.",430,"check_service_status -> read_database_record, escalate_case_to_human -> check_service_status, restart_service -> check_service_status",escalate_case_to_human;restart_service;check_service_status;read_database_record,0->2;1->2;2->3,y_shape,azure_gpt4o,candidate_only,False,False,escalate_case_to_human;restart_service;check_service_status;read_database_record,15,c8531275a20f6a18,d3e1111161034a81,4,3,standard,d3e1111161034a81,False,campaign_v4
"Can you escalate this issue to a human first? After that, restart the service, and once it's restarted, check the service status and read the database record simultaneously.",431,"escalate_case_to_human -> restart_service, restart_service -> check_service_status, restart_service -> read_database_record",escalate_case_to_human;restart_service;check_service_status;read_database_record,0->1;1->2;1->3,inverted_y,azure_gpt4o,candidate_only,False,False,escalate_case_to_human;restart_service;check_service_status;read_database_record,15,89922576bed6c2de,d3e1111161034a81,4,3,standard,d3e1111161034a81,False,campaign_v4
"I need to create a support ticket first. Once that's done, send a message to the user group. After that, check the subscription status, and finally, restart the service.",432,"create_support_ticket -> dispatch_message_to_usergroup, dispatch_message_to_usergroup -> read_subscription_status, read_subscription_status -> restart_service",create_support_ticket;dispatch_message_to_usergroup;read_subscription_status;restart_service,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,False,False,create_support_ticket;dispatch_message_to_usergroup;read_subscription_status;restart_service,15,10311d9c4cc52cf7,a99573f022f7e6d6,4,3,standard,a99573f022f7e6d6,False,campaign_v4
"Please open a support ticket first. After that, notify the user group, check the subscription status, and restart the service all at the same time.",433,"create_support_ticket -> dispatch_message_to_usergroup, create_support_ticket -> read_subscription_status, create_support_ticket -> restart_service",create_support_ticket;dispatch_message_to_usergroup;read_subscription_status;restart_service,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,False,False,create_support_ticket;dispatch_message_to_usergroup;read_subscription_status;restart_service,15,2913e758dd526096,a99573f022f7e6d6,4,3,standard,a99573f022f7e6d6,False,campaign_v4
"Please create a support ticket, send a message to the user group, and check the subscription status all at the same time. Once those are finished, go ahead and restart the service.",434,"create_support_ticket -> restart_service, dispatch_message_to_usergroup -> restart_service, read_subscription_status -> restart_service",create_support_ticket;dispatch_message_to_usergroup;read_subscription_status;restart_service,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,False,False,create_support_ticket;dispatch_message_to_usergroup;read_subscription_status;restart_service,15,b09db51731cc78a8,a99573f022f7e6d6,4,3,standard,a99573f022f7e6d6,False,campaign_v4
"Please create a support ticket and notify the user group at the same time. Once both of those tasks are done, check the subscription status. After confirming the subscription, restart the service.",435,"create_support_ticket -> read_subscription_status, dispatch_message_to_usergroup -> read_subscription_status, read_subscription_status -> restart_service",create_support_ticket;dispatch_message_to_usergroup;read_subscription_status;restart_service,0->2;1->2;2->3,y_shape,azure_gpt4o,candidate_only,False,False,create_support_ticket;dispatch_message_to_usergroup;read_subscription_status;restart_service,15,5fa799875cae0346,a99573f022f7e6d6,4,3,standard,a99573f022f7e6d6,False,campaign_v4
"Start by filing a support ticket. Once that's done, send a message to the user group. After the message has gone out, simultaneously check the subscription status and restart the service.",436,"create_support_ticket -> dispatch_message_to_usergroup, dispatch_message_to_usergroup -> read_subscription_status, dispatch_message_to_usergroup -> restart_service",create_support_ticket;dispatch_message_to_usergroup;read_subscription_status;restart_service,0->1;1->2;1->3,inverted_y,azure_gpt4o,candidate_only,False,False,create_support_ticket;dispatch_message_to_usergroup;read_subscription_status;restart_service,15,536d679fc6ba0fc8,a99573f022f7e6d6,4,3,standard,a99573f022f7e6d6,False,campaign_v4
"First, update the user's subscription plan to ensure it's current. Then, send an announcement to the relevant group of users about the change. Next, retrieve their account details from the database. After that, evaluate the retrieved information to determine the appropriate next steps for the task.",437,"dispatch_message_to_usergroup -> read_database_record, read_database_record -> route_task_by_condition, update_subscription_plan -> dispatch_message_to_usergroup",update_subscription_plan;dispatch_message_to_usergroup;read_database_record;route_task_by_condition,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,False,False,update_subscription_plan;dispatch_message_to_usergroup;read_database_record;route_task_by_condition,15,7bee67b1419f460e,4cc62b3107e11691,4,3,standard,4cc62b3107e11691,False,campaign_v4
"Please update the subscription plan first. Once that’s done, notify the user group, retrieve the user data, and route the task, with all these happening at the same time.",438,"update_subscription_plan -> dispatch_message_to_usergroup, update_subscription_plan -> read_database_record, update_subscription_plan -> route_task_by_condition",update_subscription_plan;dispatch_message_to_usergroup;read_database_record;route_task_by_condition,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,False,False,update_subscription_plan;dispatch_message_to_usergroup;read_database_record;route_task_by_condition,15,369b16754752bf1f,4cc62b3107e11691,4,3,standard,4cc62b3107e11691,False,campaign_v4
"Please update the subscription plan, notify the user group, and fetch the database record all at the same time. Once those are completed, assign the next tasks based on the specific conditions.",439,"dispatch_message_to_usergroup -> route_task_by_condition, read_database_record -> route_task_by_condition, update_subscription_plan -> route_task_by_condition",update_subscription_plan;dispatch_message_to_usergroup;read_database_record;route_task_by_condition,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,False,False,update_subscription_plan;dispatch_message_to_usergroup;read_database_record;route_task_by_condition,15,2487c856158aa4a8,4cc62b3107e11691,4,3,standard,4cc62b3107e11691,False,campaign_v4
"Please update the subscription plan and notify the user group at the same time. After both of those are done, retrieve the database record, and finally, route the task based on its result.",440,"dispatch_message_to_usergroup -> read_database_record, read_database_record -> route_task_by_condition, update_subscription_plan -> read_database_record",update_subscription_plan;dispatch_message_to_usergroup;read_database_record;route_task_by_condition,0->2;1->2;2->3,y_shape,azure_gpt4o,candidate_only,False,False,update_subscription_plan;dispatch_message_to_usergroup;read_database_record;route_task_by_condition,15,89ab95befe5ae0c2,4cc62b3107e11691,4,3,standard,4cc62b3107e11691,False,campaign_v4
"I need to update the subscription plan first. Once that's done, send a message to the user group. After sending the message, look up the database record and simultaneously route the task based on conditions.",441,"dispatch_message_to_usergroup -> read_database_record, dispatch_message_to_usergroup -> route_task_by_condition, update_subscription_plan -> dispatch_message_to_usergroup",update_subscription_plan;dispatch_message_to_usergroup;read_database_record;route_task_by_condition,0->1;1->2;1->3,inverted_y,azure_gpt4o,candidate_only,False,False,update_subscription_plan;dispatch_message_to_usergroup;read_database_record;route_task_by_condition,15,eb0b06066a4ab08b,4cc62b3107e11691,4,3,standard,4cc62b3107e11691,False,campaign_v4
"First, send a message to the user group. Once that's done, read the user's profile information. After that, perform a malware scan on the system. Finally, reset the user's password if everything checks out.",442,"dispatch_message_to_usergroup -> read_user_profile, read_user_profile -> scan_system_for_malware, scan_system_for_malware -> reset_user_password",dispatch_message_to_usergroup;read_user_profile;scan_system_for_malware;reset_user_password,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,False,False,dispatch_message_to_usergroup;read_user_profile;scan_system_for_malware;reset_user_password,15,b288761a077bb0f8,624e4da59323ab53,4,3,standard,624e4da59323ab53,False,campaign_v4
"First, send a message to the user group. After that, check the user profile, scan the system for malware, and reset the user's password at the same time.",443,"dispatch_message_to_usergroup -> read_user_profile, dispatch_message_to_usergroup -> reset_user_password, dispatch_message_to_usergroup -> scan_system_for_malware",dispatch_message_to_usergroup;read_user_profile;scan_system_for_malware;reset_user_password,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,False,False,dispatch_message_to_usergroup;read_user_profile;scan_system_for_malware;reset_user_password,15,641e8decaba85ecd,624e4da59323ab53,4,3,standard,624e4da59323ab53,False,campaign_v4
"Start by sending a message to the user group. At the same time, check the user's profile and scan the system for any malware. Once all of these tasks are done, reset the user's password.",444,"dispatch_message_to_usergroup -> reset_user_password, read_user_profile -> reset_user_password, scan_system_for_malware -> reset_user_password",dispatch_message_to_usergroup;read_user_profile;scan_system_for_malware;reset_user_password,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,False,False,dispatch_message_to_usergroup;read_user_profile;scan_system_for_malware;reset_user_password,15,87127aefe96e77ad,624e4da59323ab53,4,3,standard,624e4da59323ab53,False,campaign_v4
"First, send a message to the user group. At the same time, fetch the user's profile information. Once both of these are done, scan the system for any malware. Finally, after the scan completes, reset the user's password.",445,"dispatch_message_to_usergroup -> scan_system_for_malware, read_user_profile -> scan_system_for_malware, scan_system_for_malware -> reset_user_password",dispatch_message_to_usergroup;read_user_profile;scan_system_for_malware;reset_user_password,0->2;1->2;2->3,y_shape,azure_gpt4o,candidate_only,False,False,dispatch_message_to_usergroup;read_user_profile;scan_system_for_malware;reset_user_password,15,d6e5d79cddf4a21a,624e4da59323ab53,4,3,standard,624e4da59323ab53,False,campaign_v4
"Start by sending out a message to the user group. After that, retrieve the user profile information. Once the profile has been retrieved, scan the system for any malware while also resetting the user's password at the same time.",446,"dispatch_message_to_usergroup -> read_user_profile, read_user_profile -> reset_user_password, read_user_profile -> scan_system_for_malware",dispatch_message_to_usergroup;read_user_profile;scan_system_for_malware;reset_user_password,0->1;1->2;1->3,inverted_y,azure_gpt4o,candidate_only,False,False,dispatch_message_to_usergroup;read_user_profile;scan_system_for_malware;reset_user_password,15,1e14bae161147f51,624e4da59323ab53,4,3,standard,624e4da59323ab53,False,campaign_v4
"First, update the username in the system, then restart the service. After that, perform a malware scan on the system, and finally retrieve a record from the database.",447,"edit_username -> restart_service, restart_service -> scan_system_for_malware, scan_system_for_malware -> read_database_record",edit_username;restart_service;scan_system_for_malware;read_database_record,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,False,False,edit_username;restart_service;scan_system_for_malware;read_database_record,15,f27110170f95ef8e,a1358fbcc1b0d77f,4,3,standard,a1358fbcc1b0d77f,False,campaign_v4
"First, update the username. After that, restart the service and, at the same time, run a malware check and pull a record from the database.",448,"edit_username -> read_database_record, edit_username -> restart_service, edit_username -> scan_system_for_malware",edit_username;restart_service;scan_system_for_malware;read_database_record,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,False,False,edit_username;restart_service;scan_system_for_malware;read_database_record,15,00c454908c1378f6,a1358fbcc1b0d77f,4,3,standard,a1358fbcc1b0d77f,False,campaign_v4
"Please update the username, restart the service, and scan the system for malware all at the same time. Then, once those are all finished, retrieve the database record.",449,"edit_username -> read_database_record, restart_service -> read_database_record, scan_system_for_malware -> read_database_record",edit_username;restart_service;scan_system_for_malware;read_database_record,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,False,False,edit_username;restart_service;scan_system_for_malware;read_database_record,15,1c09e4f90e25c284,a1358fbcc1b0d77f,4,3,standard,a1358fbcc1b0d77f,False,campaign_v4
"First, update the username, and restart the service at the same time. Once both are finished, scan the system for any malware. After that, retrieve the database records.",450,"edit_username -> scan_system_for_malware, restart_service -> scan_system_for_malware, scan_system_for_malware -> read_database_record",edit_username;restart_service;scan_system_for_malware;read_database_record,0->2;1->2;2->3,y_shape,azure_gpt4o,candidate_only,False,False,edit_username;restart_service;scan_system_for_malware;read_database_record,15,3b1b259572bd4d1e,a1358fbcc1b0d77f,4,3,standard,a1358fbcc1b0d77f,False,campaign_v4
"Please change the username first, then restart the service. Once the service restart is complete, scan the system for malware and check the database records at the same time.",451,"edit_username -> restart_service, restart_service -> read_database_record, restart_service -> scan_system_for_malware",edit_username;restart_service;scan_system_for_malware;read_database_record,0->1;1->2;1->3,inverted_y,azure_gpt4o,candidate_only,False,False,edit_username;restart_service;scan_system_for_malware;read_database_record,15,8c9b4b5365d81d0e,a1358fbcc1b0d77f,4,3,standard,a1358fbcc1b0d77f,False,campaign_v4
"First, reset the user's password. Then, restart the service. Next, scan the system for any signs of malware. Finally, read the user's profile to verify their details.",452,"reset_user_password -> restart_service, restart_service -> scan_system_for_malware, scan_system_for_malware -> read_user_profile",reset_user_password;restart_service;scan_system_for_malware;read_user_profile,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,False,False,reset_user_password;restart_service;scan_system_for_malware;read_user_profile,15,adc636bc44ba2a4e,55b170f7f10e0c9b,4,3,standard,55b170f7f10e0c9b,False,campaign_v4
"I need to reset a user's password first, and then restart the service. At the same time as restarting, also scan the system for malware and check the user's profile details.",453,"reset_user_password -> read_user_profile, reset_user_password -> restart_service, reset_user_password -> scan_system_for_malware",reset_user_password;restart_service;scan_system_for_malware;read_user_profile,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,False,False,reset_user_password;restart_service;scan_system_for_malware;read_user_profile,15,0850869dcdfedcc1,55b170f7f10e0c9b,4,3,standard,55b170f7f10e0c9b,False,campaign_v4
"Please reset the user's password, restart the service, and scan the system for malware all at the same time. After those are completed, check the user profile to ensure everything is in order.",454,"reset_user_password -> read_user_profile, restart_service -> read_user_profile, scan_system_for_malware -> read_user_profile",reset_user_password;restart_service;scan_system_for_malware;read_user_profile,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,False,False,reset_user_password;restart_service;scan_system_for_malware;read_user_profile,15,29d9e8b68b8c14d2,55b170f7f10e0c9b,4,3,standard,55b170f7f10e0c9b,False,campaign_v4
"Please reset the user password and restart the service at the same time. After both tasks are done, scan the system for any malware, and once that's complete, read the user profile.",455,"reset_user_password -> scan_system_for_malware, restart_service -> scan_system_for_malware, scan_system_for_malware -> read_user_profile",reset_user_password;restart_service;scan_system_for_malware;read_user_profile,0->2;1->2;2->3,y_shape,azure_gpt4o,candidate_only,False,False,reset_user_password;restart_service;scan_system_for_malware;read_user_profile,15,c806019e4c97d9ee,55b170f7f10e0c9b,4,3,standard,55b170f7f10e0c9b,False,campaign_v4
"First, reset the user's password. Once that’s done, restart the service. After restarting, scan the system for malware while simultaneously reviewing the user’s profile.",456,"reset_user_password -> restart_service, restart_service -> read_user_profile, restart_service -> scan_system_for_malware",reset_user_password;restart_service;scan_system_for_malware;read_user_profile,0->1;1->2;1->3,inverted_y,azure_gpt4o,candidate_only,False,False,reset_user_password;restart_service;scan_system_for_malware;read_user_profile,15,d71df9e38cb39f6b,55b170f7f10e0c9b,4,3,standard,55b170f7f10e0c9b,False,campaign_v4
"First, escalate this issue to a human agent. Once that's done, update the user's name in the system. After that, make sure to save the updated information to the database. Finally, retrieve the saved data from the database to confirm everything is correct.",457,"edit_username -> write_database_record, escalate_case_to_human -> edit_username, write_database_record -> read_database_record",escalate_case_to_human;edit_username;write_database_record;read_database_record,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,False,False,escalate_case_to_human;edit_username;write_database_record;read_database_record,15,4f59876fb759f03b,880b877bd57671e2,4,3,standard,880b877bd57671e2,False,campaign_v4
"Please escalate this case to a human first. Once that's done, I need you to update the username while simultaneously writing and retrieving the relevant database records.",458,"escalate_case_to_human -> edit_username, escalate_case_to_human -> read_database_record, escalate_case_to_human -> write_database_record",escalate_case_to_human;edit_username;write_database_record;read_database_record,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,False,False,escalate_case_to_human;edit_username;write_database_record;read_database_record,15,d9896657d16787b9,880b877bd57671e2,4,3,standard,880b877bd57671e2,False,campaign_v4
"Can you first escalate this case to a human, edit the username, and write a new record in the database at the same time? After all of those are done, retrieve the relevant database information.",459,"edit_username -> read_database_record, escalate_case_to_human -> read_database_record, write_database_record -> read_database_record",escalate_case_to_human;edit_username;write_database_record;read_database_record,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,False,False,escalate_case_to_human;edit_username;write_database_record;read_database_record,15,278504460c326788,880b877bd57671e2,4,3,standard,880b877bd57671e2,False,campaign_v4
"Start by escalating the case to a human and editing the username at the same time. Once both tasks are finished, save the information to the database. After saving, retrieve the stored details from the database.",460,"edit_username -> write_database_record, escalate_case_to_human -> write_database_record, write_database_record -> read_database_record",escalate_case_to_human;edit_username;write_database_record;read_database_record,0->2;1->2;2->3,y_shape,azure_gpt4o,candidate_only,False,False,escalate_case_to_human;edit_username;write_database_record;read_database_record,15,8094cc058cce63e4,880b877bd57671e2,4,3,standard,880b877bd57671e2,False,campaign_v4
"Start by escalating the case to a human. After that's done, update the username. Once the username is updated, simultaneously save this change to the database and retrieve the corresponding record from it.",461,"edit_username -> read_database_record, edit_username -> write_database_record, escalate_case_to_human -> edit_username",escalate_case_to_human;edit_username;write_database_record;read_database_record,0->1;1->2;1->3,inverted_y,azure_gpt4o,candidate_only,False,False,escalate_case_to_human;edit_username;write_database_record;read_database_record,15,6697dfbd4c125a23,880b877bd57671e2,4,3,standard,880b877bd57671e2,False,campaign_v4
"First, update the username. Then, run a system scan to check for any malware. Next, restart the service. After that, record the necessary details in the database.",462,"edit_username -> scan_system_for_malware, restart_service -> write_database_record, scan_system_for_malware -> restart_service",edit_username;scan_system_for_malware;restart_service;write_database_record,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,False,False,edit_username;scan_system_for_malware;restart_service;write_database_record,15,e8dd7669f92c7eae,ee93b61c36e0bf7f,4,3,standard,ee93b61c36e0bf7f,False,campaign_v4
"Change the username first, then scan the system for malware, restart the service, and update the database all at the same time.",463,"edit_username -> restart_service, edit_username -> scan_system_for_malware, edit_username -> write_database_record",edit_username;scan_system_for_malware;restart_service;write_database_record,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,False,False,edit_username;scan_system_for_malware;restart_service;write_database_record,15,bb609499cac304fc,ee93b61c36e0bf7f,4,3,standard,ee93b61c36e0bf7f,False,campaign_v4
"Please update the username, scan the system for viruses, and restart the service concurrently. After all of these are done, make sure to add a new record to the database.",464,"edit_username -> write_database_record, restart_service -> write_database_record, scan_system_for_malware -> write_database_record",edit_username;scan_system_for_malware;restart_service;write_database_record,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,False,False,edit_username;scan_system_for_malware;restart_service;write_database_record,15,f5f415580e347ad2,ee93b61c36e0bf7f,4,3,standard,ee93b61c36e0bf7f,False,campaign_v4
"Please update the username and scan the system for any malware at the same time. Once both of those are done, restart the service. After the service has restarted, record the necessary information in the database.",465,"edit_username -> restart_service, restart_service -> write_database_record, scan_system_for_malware -> restart_service",edit_username;scan_system_for_malware;restart_service;write_database_record,0->2;1->2;2->3,y_shape,azure_gpt4o,candidate_only,False,False,edit_username;scan_system_for_malware;restart_service;write_database_record,15,a420568f4e0f6bfb,ee93b61c36e0bf7f,4,3,standard,ee93b61c36e0bf7f,False,campaign_v4
"Change the username first, then check for any malware on the system. After the malware scan is done, restart the service and update the database at the same time.",466,"edit_username -> scan_system_for_malware, scan_system_for_malware -> restart_service, scan_system_for_malware -> write_database_record",edit_username;scan_system_for_malware;restart_service;write_database_record,0->1;1->2;1->3,inverted_y,azure_gpt4o,candidate_only,False,False,edit_username;scan_system_for_malware;restart_service;write_database_record,15,ea603b2a4be94424,ee93b61c36e0bf7f,4,3,standard,ee93b61c36e0bf7f,False,campaign_v4
