query,dag_id,dag_text,tools,edges,topo_family,source,split
"Sometime today, please build a compliance doc for HR. After that, log Irene's action for compliance. Needs to be done today.",89,generate_report -> log_audit_event,generate_report;log_audit_event,0->1,chain_short,original,train
"This came in from Engineering: put together a report on staging-db-02. After that, log the whole redis-cache-07 incident. Flag any issues to Support.",89,generate_report -> log_audit_event,generate_report;log_audit_event,0->1,chain_short,original,train
"Heads-up, we need to generate the Product analytics. Right after, log Karen's action for compliance. Appreciate it.",89,generate_report -> log_audit_event,generate_report;log_audit_event,0->1,chain_short,original,train
"Can you please run a malware sweep on auth-svc-04. After that, set up an alert for queue-rabbit-08's CPU usage. Let me know when it's done.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,generated,train
"Straightforward one: investigate cdn-edge-06 for infections, and then set up an alert for cdn-edge-06's CPU usage. Let me know when it's done.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"I need you to sweep prod-web-01 for IOCs, after which please set up an alert for gateway-nginx-11's CPU usage. Flag any issues to Security.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"New request from Diana: sweep payment-api-03 for IOCs. With that in place, configure a threshold alert for batch-worker-10.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"Handing this to you: investigate cdn-edge-06 for infections. As soon as that clears, add an alert when search-es-09 goes above 90% memory.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"Next up: investigate metrics-prom-12 for infections. Next, add an alert when gateway-nginx-11 goes above 90% memory. Appreciate it.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"Legal raised INC-8842 — scan ml-infer-05 for threats, and then add an alert when queue-rabbit-08 goes above 90% memory. Appreciate it.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"Standard procedure here: sweep gateway-nginx-11 for IOCs, then set up an alert for prod-web-01's CPU usage. This one's time-sensitive.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
Need a hand: do a security check on auth-svc-04 — then set up an alert for queue-rabbit-08's CPU usage. This is blocking HR.,172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"Please action INC-5127: run a malware sweep on search-es-09. Once that's done, add an alert when queue-rabbit-08 goes above 90% memory.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"I need you to sweep queue-rabbit-08 for IOCs. When that lands, set up an alert for ml-infer-05's CPU usage. This one's time-sensitive.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"Per the runbook, sweep staging-db-02 for IOCs. Next, add an alert when queue-rabbit-08 goes above 90% memory. Tracking under INC-8842.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"Need a hand: scan payment-api-03 for threats. Following that, build a notification rule for ml-infer-05's latency.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"Per the runbook, run a malware sweep on redis-cache-07. Once that's done, create a monitoring rule for cdn-edge-06. Tracking under INC-6390.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"Following up on INC-2234 — scan ml-infer-05 for threats. That done, configure a threshold alert for prod-web-01. Let me know when it's done.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"Whenever you're free, sweep auth-svc-04 for IOCs. Then go ahead and define an alert on prod-web-01's error rate. Appreciate it.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"HR escalated this: sweep gateway-nginx-11 for IOCs, then create a monitoring rule for gateway-nginx-11.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"Priya flagged this — run a malware sweep on cdn-edge-06. Only once that succeeds, configure a threshold alert for search-es-09. Needs to be done today.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
Time to investigate batch-worker-10 for infections — then configure a threshold alert for search-es-09. This one's time-sensitive.,172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"Per Diana's request, scan search-es-09 for threats. As soon as that clears, configure a threshold alert for batch-worker-10. Needs to be done today.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"Standard procedure here: investigate queue-rabbit-08 for infections, and then build a notification rule for batch-worker-10's latency. Appreciate it.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"Hey, can you remove the IP from the blocklist on auth-svc-04. Right after, cycle batch-worker-10.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,generated,train
"Straightforward one: remove the IP from the blocklist on queue-rabbit-08. On completion of that, give redis-cache-07 a kick. This is blocking Operations.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"Logging this as INC-6677 — let traffic through from that IP again on metrics-prom-12, and then restart the main process on metrics-prom-12.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"Requesting the following: unblock the IP we flagged on staging-db-02. That done, give batch-worker-10 a kick. Ping me if anything looks off.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"Per Hector's request, whitelist the IP that was accidentally blocked. On completion of that, bounce ml-infer-05.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"Need this handled: whitelist the IP that was accidentally blocked. Next, bounce auth-svc-04. Confirm once complete.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"Per Hector's request, remove the IP from the blocklist on cdn-edge-06. As soon as that clears, restart the service on staging-db-02. Tracking under INC-9911.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"Please action INC-9911: remove the IP from the blocklist on payment-api-03. Only once that succeeds, restart the main process on payment-api-03. Needs to be done today.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"Need a hand: let traffic through from that IP again on metrics-prom-12. As soon as that clears, restart the main process on gateway-nginx-11.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"I need you to let traffic through from that IP again on queue-rabbit-08. Only once that succeeds, cycle prod-web-01.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"Hey, can you re-allow the blocked address on payment-api-03. Once that's done, give redis-cache-07 a kick.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"Next up: unblock the IP we flagged on payment-api-03. Only once that succeeds, reboot redis-cache-07. Confirm once complete.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"New request from Alice: undo the IP block on ml-infer-05. When that lands, reboot ml-infer-05. Flag any issues to Product.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"Need this handled: let traffic through from that IP again on auth-svc-04. Right after, bounce metrics-prom-12. Let me know when it's done.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"Requesting the following: undo the IP block on search-es-09. Then, restart the main process on metrics-prom-12. Thanks.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"Product raised INC-4498 — unblock the IP we flagged on gateway-nginx-11, after which please bounce metrics-prom-12. This one's time-sensitive.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"Re-allow the blocked address on ml-infer-05, then bounce auth-svc-04.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"Logging this as INC-6390 — whitelist the IP that was accidentally blocked. On completion of that, restart the service on metrics-prom-12.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"This came in from Engineering: re-allow the blocked address on ml-infer-05. After that, bounce prod-web-01. Needs to be done today.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"When you get a chance, remove the IP from the blocklist on prod-web-01. After that, reboot payment-api-03. This is blocking Legal.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"Small ask: update Eve's record in the DB. Once that's done, reissue the TLS certificate for Support.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,generated,train
"Write the new data for #11290 back. Subsequently, the cert for gateway-nginx-11 is about to expire, renew it. Appreciate it.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,generated,train
"Whenever you're free, store the Finance config in the database. As soon as that clears, update the SSL on ml-infer-05. This one's time-sensitive.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,generated,train
"Sometime today, please save the changes for Bob to the DB. On completion of that, get a new certificate for payment-api-03.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"The Operations team needs us to update Eve's record in the DB. That done, refresh the SSL certificate on redis-cache-07. Ping me if anything looks off.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"Straightforward one: push the changes for Quinn to the DB. With that in place, refresh the SSL certificate on batch-worker-10. Bob is waiting on this.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"Persist Alice's data to the database. With that in place, refresh the SSL certificate on redis-cache-07. This one's time-sensitive.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"Quick one — update Frank's record in the DB. Then, update the SSL on prod-web-01.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"From HR: persist Karen's data to the database. After that, renew the TLS cert for payment-api-03. Flag any issues to Finance.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"Standard procedure here: write the new data for #53698 back, and then the cert for redis-cache-07 is about to expire, renew it. Appreciate it.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"Heads-up, we need to write the new data for #33061 back. Subsequently, update the SSL on queue-rabbit-08. Needs to be done today.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"Sometime today, please commit Diana's update to the database, then the cert for batch-worker-10 is about to expire, renew it. Thanks.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"Hey, can you write the new data for #71003 back. When that lands, the cert for metrics-prom-12 is about to expire, renew it. Confirm once complete.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"Ticket INC-1198 says update Leo's record in the DB. When that lands, renew the TLS cert for queue-rabbit-08.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"Please action INC-2234: update Karen's record in the DB. Only once that succeeds, reissue the TLS certificate for Finance.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"Operations escalated this: push the changes for Rosa to the DB, after which please the cert for auth-svc-04 is about to expire, renew it.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"Hey, can you commit Grace's update to the database. On completion of that, get a new certificate for gateway-nginx-11.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"Time to update Maya's record in the DB, then renew the TLS cert for cdn-edge-06.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"Quick one — write the new data for #42017 back. Once that's done, reissue the TLS certificate for Legal. Let me know when it's done.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"As discussed with Maya, persist Bob's data to the database. With that in place, renew the TLS cert for cdn-edge-06. Needs to be done today.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
Standard procedure here: commit Diana's update to the database. Then go ahead and renew the TLS cert for payment-api-03. Confirm once complete.,176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"Next up: store the HR config in the database. Following that, get a new certificate for auth-svc-04. This one's time-sensitive.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
Got a request from Bob — save the changes for Irene to the DB — then refresh the SSL certificate on queue-rabbit-08.,176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"From HR: give Diana a new password. Right after, provision a new instance for Support. Let me know when it's done.",183,reset_password -> provision_vm,reset_password;provision_vm,0->1,chain_short,generated,train
"When you get a chance, change Grace's auth credentials. Then go ahead and deploy a server for Marketing. Ping me if anything looks off.",183,reset_password -> provision_vm,reset_password;provision_vm,0->1,chain_short,generated,train
Following up on INC-4498 — change Irene's auth credentials — then stand up a new box for Legal.,183,reset_password -> provision_vm,reset_password;provision_vm,0->1,chain_short,generated,train
"Security raised INC-1198 — give Maya a new password. Only once that succeeds, spin up a VM for HR. Confirm once complete.",183,reset_password -> provision_vm,reset_password;provision_vm,0->1,chain_short,original,train
"The Security team needs us to give Karen a new password. On completion of that, stand up a new box for Security.",183,reset_password -> provision_vm,reset_password;provision_vm,0->1,chain_short,original,train
"New request from Nadia: nuke Maya's old login and issue a fresh one. Right after, deploy a server for Finance.",183,reset_password -> provision_vm,reset_password;provision_vm,0->1,chain_short,original,train
"Standard procedure here: change Alice's auth credentials. After that, provision a new instance for Operations. Confirm once complete.",183,reset_password -> provision_vm,reset_password;provision_vm,0->1,chain_short,original,train
"Security raised INC-6677 — give Omar a new password. Only once that succeeds, launch an instance for Operations. Let me know when it's done.",183,reset_password -> provision_vm,reset_password;provision_vm,0->1,chain_short,original,train
"Priority request — nuke Rosa's old login and issue a fresh one, and then stand up a new box for Legal. Let me know when it's done.",183,reset_password -> provision_vm,reset_password;provision_vm,0->1,chain_short,original,train
"Urgent: rotate Nadia's credentials. Then, spin up a VM for Engineering.",183,reset_password -> provision_vm,reset_password;provision_vm,0->1,chain_short,original,train
"This came in from Engineering: change Diana's auth credentials. With that in place, deploy a server for Product. This one's time-sensitive.",183,reset_password -> provision_vm,reset_password;provision_vm,0->1,chain_short,original,train
"Omar reported an issue — change Quinn's auth credentials. Subsequently, spin up a VM for Product. Needs to be done today.",183,reset_password -> provision_vm,reset_password;provision_vm,0->1,chain_short,original,train
"Security raised INC-1198 — force a credential change for Quinn. Following that, launch an instance for Security.",183,reset_password -> provision_vm,reset_password;provision_vm,0->1,chain_short,original,train
"Force a credential change for Priya. After that, launch an instance for HR. Ping me if anything looks off.",183,reset_password -> provision_vm,reset_password;provision_vm,0->1,chain_short,original,train
"Heads-up, we need to force a credential change for Leo, then deploy a server for Legal. Thanks.",183,reset_password -> provision_vm,reset_password;provision_vm,0->1,chain_short,original,train
"Urgent: force a credential change for Rosa. Following that, create a virtual machine for Legal. This one's time-sensitive.",183,reset_password -> provision_vm,reset_password;provision_vm,0->1,chain_short,original,train
"Time to change James' auth credentials. As soon as that clears, stand up a new box for Legal.",183,reset_password -> provision_vm,reset_password;provision_vm,0->1,chain_short,original,train
"Small ask: nuke Rosa's old login and issue a fresh one. Next, spin up a VM for Finance.",183,reset_password -> provision_vm,reset_password;provision_vm,0->1,chain_short,original,train
ASAP — reset Karen's password — then launch an instance for Finance.,183,reset_password -> provision_vm,reset_password;provision_vm,0->1,chain_short,original,train
Requesting the following: force a credential change for Irene. Then go ahead and create a virtual machine for Product. This is blocking Security.,183,reset_password -> provision_vm,reset_password;provision_vm,0->1,chain_short,original,train
"Need a hand: change Leo's auth credentials. With that in place, create a virtual machine for Support. Confirm once complete.",183,reset_password -> provision_vm,reset_password;provision_vm,0->1,chain_short,original,train
"Straightforward one: nuke Diana's old login and issue a fresh one. Next, stand up a new box for Finance. This is blocking Finance.",183,reset_password -> provision_vm,reset_password;provision_vm,0->1,chain_short,original,train
"Standard procedure here: change Maya's auth credentials, then create a virtual machine for Security.",183,reset_password -> provision_vm,reset_password;provision_vm,0->1,chain_short,original,train
"ASAP — escalate Maya's case to the on-call. That done, migrate the database on batch-worker-10. Needs to be done today.",185,escalate_to_human -> migrate_database,escalate_to_human;migrate_database,0->1,chain_short,generated,train
"Handing this to you: hand Irene's issue off to an engineer. With that in place, execute the data migration for Support. This is blocking Security.",185,escalate_to_human -> migrate_database,escalate_to_human;migrate_database,0->1,chain_short,original,train
"We gotta bring in tier-2 support for Grace. As soon as that clears, migrate the database on cdn-edge-06. This one's time-sensitive.",185,escalate_to_human -> migrate_database,escalate_to_human;migrate_database,0->1,chain_short,original,train
"As discussed with Omar, bring in tier-2 support for Alice. When that lands, execute the data migration for Legal.",185,escalate_to_human -> migrate_database,escalate_to_human;migrate_database,0->1,chain_short,original,train
"Can you please escalate Charlie's case to the on-call. Subsequently, apply the DB migration to auth-svc-04. Needs to be done today.",185,escalate_to_human -> migrate_database,escalate_to_human;migrate_database,0->1,chain_short,original,train
"Got a request from Quinn — wake up the on-call about ml-infer-05. Then, execute the data migration for Engineering. Needs to be done today.",185,escalate_to_human -> migrate_database,escalate_to_human;migrate_database,0->1,chain_short,original,train
"Small ask: escalate Rosa's case to the on-call. Right after, move the data to the new schema on queue-rabbit-08. Karen is waiting on this.",185,escalate_to_human -> migrate_database,escalate_to_human;migrate_database,0->1,chain_short,original,train
"As discussed with Irene, loop in a Finance manager. After that, upgrade the database schema on cdn-edge-06. Tracking under INC-3305.",185,escalate_to_human -> migrate_database,escalate_to_human;migrate_database,0->1,chain_short,original,train
"The Engineering team needs us to wake up the on-call about metrics-prom-12. Only once that succeeds, execute the data migration for Marketing. This one's time-sensitive.",185,escalate_to_human -> migrate_database,escalate_to_human;migrate_database,0->1,chain_short,original,train
"James flagged this — escalate Maya's case to the on-call. Then, execute the data migration for Operations.",185,escalate_to_human -> migrate_database,escalate_to_human;migrate_database,0->1,chain_short,original,train
"Hey, can you get a human involved for Priya. That done, upgrade the database schema on gateway-nginx-11. Flag any issues to Finance.",185,escalate_to_human -> migrate_database,escalate_to_human;migrate_database,0->1,chain_short,original,train
"Hector is asking us to escalate Alice's case to the on-call. On completion of that, apply the DB migration to metrics-prom-12. Let me know when it's done.",185,escalate_to_human -> migrate_database,escalate_to_human;migrate_database,0->1,chain_short,original,train
"Do me a favor and bring in tier-2 support for Grace. Once that's done, upgrade the database schema on ml-infer-05. Rosa is waiting on this.",185,escalate_to_human -> migrate_database,escalate_to_human;migrate_database,0->1,chain_short,original,train
"Sometime today, please bring in tier-2 support for Eve. Only once that succeeds, upgrade the database schema on queue-rabbit-08.",185,escalate_to_human -> migrate_database,escalate_to_human;migrate_database,0->1,chain_short,original,train
"ASAP — get a human involved for Maya. Then, apply the DB migration to cdn-edge-06. Confirm once complete.",185,escalate_to_human -> migrate_database,escalate_to_human;migrate_database,0->1,chain_short,original,train
"Do me a favor and bring in tier-2 support for Hector, after which please move the data to the new schema on payment-api-03.",185,escalate_to_human -> migrate_database,escalate_to_human;migrate_database,0->1,chain_short,original,train
"Per the runbook, hand Bob's issue off to an engineer. Then go ahead and execute the data migration for Operations.",185,escalate_to_human -> migrate_database,escalate_to_human;migrate_database,0->1,chain_short,original,train
"Ticket INC-5560 says loop in a Finance manager. On completion of that, apply the DB migration to gateway-nginx-11. This is blocking Finance.",185,escalate_to_human -> migrate_database,escalate_to_human;migrate_database,0->1,chain_short,original,train
"New request from Omar: hand James' issue off to an engineer. Once that's done, execute the data migration for Engineering. Let me know when it's done.",185,escalate_to_human -> migrate_database,escalate_to_human;migrate_database,0->1,chain_short,original,train
"Following up on INC-4021 — bring in tier-2 support for Karen. Subsequently, move the data to the new schema on payment-api-03. Omar is waiting on this.",185,escalate_to_human -> migrate_database,escalate_to_human;migrate_database,0->1,chain_short,original,train
"Logging this as INC-1198 — get a human involved for Irene. As soon as that clears, execute the data migration for Finance.",185,escalate_to_human -> migrate_database,escalate_to_human;migrate_database,0->1,chain_short,original,train
"Per Nadia's request, disable Charlie's account on cdn-edge-06. Subsequently, fold Eve's secondary account into the primary. Let me know when it's done.",193,revoke_access -> merge_accounts,revoke_access;merge_accounts,0->1,chain_short,generated,train
"Support raised INC-3305 — revoke Nadia's access to prod-web-01. As soon as that clears, merge Grace's two accounts. Confirm once complete.",193,revoke_access -> merge_accounts,revoke_access;merge_accounts,0->1,chain_short,generated,train
"Need this handled: pull Nadia's credentials for auth-svc-04. That done, combine the duplicate profiles for Alice.",193,revoke_access -> merge_accounts,revoke_access;merge_accounts,0->1,chain_short,generated,train
"Hey, can you strip Hector's access to Marketing. Then go ahead and merge Rosa's two accounts. Confirm once complete.",193,revoke_access -> merge_accounts,revoke_access;merge_accounts,0->1,chain_short,generated,train
"On behalf of Marketing, disable Frank's account on metrics-prom-12, and then fold Hector's secondary account into the primary. Needs to be done today.",193,revoke_access -> merge_accounts,revoke_access;merge_accounts,0->1,chain_short,original,train
"Per Diana's request, disable Nadia's account on queue-rabbit-08. Right after, join the two accounts for Nadia into one.",193,revoke_access -> merge_accounts,revoke_access;merge_accounts,0->1,chain_short,original,train
Need a hand: remove Maya from Product's access list — then unify Karen's old and new accounts.,193,revoke_access -> merge_accounts,revoke_access;merge_accounts,0->1,chain_short,original,train
"On behalf of Product, cut off Maya's permissions. Then go ahead and join the two accounts for Hector into one.",193,revoke_access -> merge_accounts,revoke_access;merge_accounts,0->1,chain_short,original,train
"Can you please cut off Quinn's permissions. Only once that succeeds, merge Frank's two accounts. Needs to be done today.",193,revoke_access -> merge_accounts,revoke_access;merge_accounts,0->1,chain_short,original,train
"Ticket INC-2234 says remove Hector from Legal's access list. Following that, combine the duplicate profiles for Priya. This one's time-sensitive.",193,revoke_access -> merge_accounts,revoke_access;merge_accounts,0->1,chain_short,original,train
"Quick one — cut off Nadia's permissions. Once that's done, join the two accounts for Diana into one. Leo is waiting on this.",193,revoke_access -> merge_accounts,revoke_access;merge_accounts,0->1,chain_short,original,train
Time to cut off Karen's permissions — then combine the duplicate profiles for Karen. Thanks.,193,revoke_access -> merge_accounts,revoke_access;merge_accounts,0->1,chain_short,original,train
"Requesting the following: disable Omar's account on queue-rabbit-08, then join the two accounts for Priya into one. Ping me if anything looks off.",193,revoke_access -> merge_accounts,revoke_access;merge_accounts,0->1,chain_short,original,train
"This came in from Product: pull Karen's credentials for cdn-edge-06. With that in place, fold Charlie's secondary account into the primary. Confirm once complete.",193,revoke_access -> merge_accounts,revoke_access;merge_accounts,0->1,chain_short,original,train
"Following up on INC-7733 — disable James' account on gateway-nginx-11. Then, unify Frank's old and new accounts. This one's time-sensitive.",193,revoke_access -> merge_accounts,revoke_access;merge_accounts,0->1,chain_short,original,train
"New request from Rosa: disable Bob's account on auth-svc-04. Only once that succeeds, merge Leo's two accounts. Flag any issues to Finance.",193,revoke_access -> merge_accounts,revoke_access;merge_accounts,0->1,chain_short,original,train
"Heads-up, we need to disable Bob's account on search-es-09, and then join the two accounts for Rosa into one. Nadia is waiting on this.",193,revoke_access -> merge_accounts,revoke_access;merge_accounts,0->1,chain_short,original,train
"Grace flagged this — remove Nadia from Support's access list, after which please combine the duplicate profiles for Diana.",193,revoke_access -> merge_accounts,revoke_access;merge_accounts,0->1,chain_short,original,train
"Finance raised INC-9911 — cut off James' permissions. After that, combine the duplicate profiles for Eve.",193,revoke_access -> merge_accounts,revoke_access;merge_accounts,0->1,chain_short,original,train
"For the Legal team, disable Charlie's account on ml-infer-05. Subsequently, combine the duplicate profiles for Alice.",193,revoke_access -> merge_accounts,revoke_access;merge_accounts,0->1,chain_short,original,train
"Quick one — strip Alice's access to Marketing, then unify Eve's old and new accounts.",193,revoke_access -> merge_accounts,revoke_access;merge_accounts,0->1,chain_short,original,train
"Karen flagged this — strip James' access to Legal. Once that's done, consolidate Quinn's duplicate entries.",193,revoke_access -> merge_accounts,revoke_access;merge_accounts,0->1,chain_short,original,train
"Revoke Maya's access to gateway-nginx-11, after which please join the two accounts for Omar into one. Flag any issues to Finance.",193,revoke_access -> merge_accounts,revoke_access;merge_accounts,0->1,chain_short,original,train
"New request from Leo: revoke Quinn's access to gateway-nginx-11, and then merge Diana's two accounts. Tracking under INC-9911.",193,revoke_access -> merge_accounts,revoke_access;merge_accounts,0->1,chain_short,original,train
"Got a request from Leo — provision a new instance for HR. That done, take a snapshot of prod-web-01. Needs to be done today.",194,provision_vm -> snapshot_vm,provision_vm;snapshot_vm,0->1,chain_short,generated,train
"Legal escalated this: stand up a new box for Operations. When that lands, save metrics-prom-12's disk image. Let me know when it's done.",194,provision_vm -> snapshot_vm,provision_vm;snapshot_vm,0->1,chain_short,original,train
"We gotta provision a new instance for Legal. Subsequently, take a snapshot of gateway-nginx-11. Confirm once complete.",194,provision_vm -> snapshot_vm,provision_vm;snapshot_vm,0->1,chain_short,original,train
ASAP — launch an instance for Security — then take a snapshot of queue-rabbit-08. Irene is waiting on this.,194,provision_vm -> snapshot_vm,provision_vm;snapshot_vm,0->1,chain_short,original,train
Priya is asking us to create a virtual machine for HR. Then go ahead and take a snapshot of metrics-prom-12.,194,provision_vm -> snapshot_vm,provision_vm;snapshot_vm,0->1,chain_short,original,train
"Got a request from James — deploy a server for Support, after which please save search-es-09's disk image.",194,provision_vm -> snapshot_vm,provision_vm;snapshot_vm,0->1,chain_short,original,train
"Handing this to you: launch an instance for Support. When that lands, save gateway-nginx-11's disk image.",194,provision_vm -> snapshot_vm,provision_vm;snapshot_vm,0->1,chain_short,original,train
"Quinn is asking us to stand up a new box for Engineering, after which please take a snapshot of staging-db-02.",194,provision_vm -> snapshot_vm,provision_vm;snapshot_vm,0->1,chain_short,original,train
"Eve reported an issue — stand up a new box for HR, after which please snapshot queue-rabbit-08 before the upgrade.",194,provision_vm -> snapshot_vm,provision_vm;snapshot_vm,0->1,chain_short,original,train
"New request from Eve: stand up a new box for Marketing. With that in place, snapshot cdn-edge-06 before the upgrade. Flag any issues to HR.",194,provision_vm -> snapshot_vm,provision_vm;snapshot_vm,0->1,chain_short,original,train
"New request from Quinn: provision a new instance for Finance. Next, create a VM snapshot for batch-worker-10. This is blocking Legal.",194,provision_vm -> snapshot_vm,provision_vm;snapshot_vm,0->1,chain_short,original,train
"From Marketing: deploy a server for HR. As soon as that clears, capture the current state of queue-rabbit-08.",194,provision_vm -> snapshot_vm,provision_vm;snapshot_vm,0->1,chain_short,original,train
"Need this handled: deploy a server for Engineering. Only once that succeeds, take a snapshot of batch-worker-10. Tracking under INC-7733.",194,provision_vm -> snapshot_vm,provision_vm;snapshot_vm,0->1,chain_short,original,train
"Next up: create a virtual machine for Legal, and then save ml-infer-05's disk image. Needs to be done today.",194,provision_vm -> snapshot_vm,provision_vm;snapshot_vm,0->1,chain_short,original,train
Quick one — stand up a new box for Product — then snapshot staging-db-02 before the upgrade. This is blocking Operations.,194,provision_vm -> snapshot_vm,provision_vm;snapshot_vm,0->1,chain_short,original,train
"Engineering escalated this: provision a new instance for Operations. Following that, save auth-svc-04's disk image. Maya is waiting on this.",194,provision_vm -> snapshot_vm,provision_vm;snapshot_vm,0->1,chain_short,original,train
"Handing this to you: create a virtual machine for Operations. When that lands, capture the current state of cdn-edge-06. Appreciate it.",194,provision_vm -> snapshot_vm,provision_vm;snapshot_vm,0->1,chain_short,original,train
Requesting the following: provision a new instance for Marketing — then snapshot staging-db-02 before the upgrade.,194,provision_vm -> snapshot_vm,provision_vm;snapshot_vm,0->1,chain_short,original,train
"Per Eve's request, spin up a VM for Finance. Following that, capture the current state of cdn-edge-06.",194,provision_vm -> snapshot_vm,provision_vm;snapshot_vm,0->1,chain_short,original,train
"Do me a favor and update the SSL on queue-rabbit-08. On completion of that, add more replicas for payment-api-03. Needs to be done today.",214,renew_certificate -> scale_service,renew_certificate;scale_service,0->1,chain_short,generated,train
