tier,split_file,dag_id,opener_id,skeleton,query
15,train,10040,33,"Requesting the following: push the refund through for {order}, then get a human involved for {user}. Then, downgrade {user}'s account. The final step: credit {user}'s account.","Requesting the following: push the refund through for #42017, then get a human involved for Diana. Then, downgrade Charlie's account. The final step: credit Alice's account."
15,train,10040,41,"Need this handled: give {user} their money back. Next, escalate {user}'s case to the on-call, then update {user}'s subscription. The last thing is to refund {user}. Needs to be done today.","Need this handled: give Leo their money back. Next, escalate Rosa's case to the on-call, then update Irene's subscription. The last thing is to refund Eve. Needs to be done today."
15,train,10040,31,"Logging this as {ticket} — reverse the charge on {order}. Right after, get a human involved for {user}. Subsequently, adjust the billing tier for {user}. Lastly, reverse the charge on {order}.","Logging this as INC-1198 — reverse the charge on #53698. Right after, get a human involved for Hector. Subsequently, adjust the billing tier for Irene. Lastly, reverse the charge on #82456."
15,train,10041,0,"Hey, can you log a Jira for {user}'s issue and assess {server}'s status — both that and give {user} their money back and restart the service on {server}, then converge and log the whole {server} incident.","Hey, can you log a Jira for Maya's issue and assess auth-svc-04's status — both that and give Alice their money back and restart the service on staging-db-02, then converge and log the whole metrics-prom-12 incident."
15,train,10041,38,"Standard procedure here: spin up a tracking ticket for {user} and see what's going on with {server} and side by side with it push the refund through for {order} and cycle {server}. After everything upstream completes, make a compliance log about {user}. {user} is waiting on this.","Standard procedure here: spin up a tracking ticket for Nadia and see what's going on with staging-db-02 and side by side with it push the refund through for #82456 and cycle redis-cache-07. After everything upstream completes, make a compliance log about Bob. Rosa is waiting on this."
15,train,10041,23,"Sometime today, please spin up a tracking ticket for {user} and ping {server} for a health check and jointly credit {user}'s account and bounce {server}. Consolidating all of that, make a compliance log about {user}.","Sometime today, please spin up a tracking ticket for Eve and ping payment-api-03 for a health check and jointly credit Charlie's account and bounce gateway-nginx-11. Consolidating all of that, make a compliance log about Nadia."
15,train,10041,0,"Hey, can you create a support case for {dept} and see what's going on with {server} and concurrently give {user} their money back and reboot {server}. After those finish, log the whole {server} incident. This is blocking {dept}.","Hey, can you create a support case for Security and see what's going on with payment-api-03 and concurrently give Maya their money back and reboot batch-worker-10. After those finish, log the whole ml-infer-05 incident. This is blocking Support."
15,train,10041,20,"Need a hand: open a ticket for {user} and ping {server} for a health check — both that and reverse the charge on {order} and reboot {server}. Once each of those returns, create an audit trail for {order}.","Need a hand: open a ticket for Grace and ping staging-db-02 for a health check — both that and reverse the charge on #20891 and reboot prod-web-01. Once each of those returns, create an audit trail for #22874."
15,train,10041,33,"Requesting the following: spin up a tracking ticket for {user} and verify {server}'s health and in tandem push the refund through for {order} and restart the main process on {server}. When every branch is finished, drop an audit entry for {server}.","Requesting the following: spin up a tracking ticket for Alice and verify ml-infer-05's health and in tandem push the refund through for #82456 and restart the main process on ml-infer-05. When every branch is finished, drop an audit entry for cdn-edge-06."
15,train,10041,4,"{user} is asking us to log a Jira for {user}'s issue and assess {server}'s status and in the same pass process the payout for {user} and restart the service on {server}. Bringing those together, record the event in {dept}'s log.","Irene is asking us to log a Jira for Diana's issue and assess batch-worker-10's status and in the same pass process the payout for Alice and restart the service on metrics-prom-12. Bringing those together, record the event in Operations' log."
15,train,10041,3,"Urgent: file a bug about {server} and diagnose {server} and in tandem reverse the charge on {order} and give {server} a kick. Consolidating all of that, log {user}'s action for compliance. Thanks.","Urgent: file a bug about prod-web-01 and diagnose queue-rabbit-08 and in tandem reverse the charge on #82456 and give cdn-edge-06 a kick. Consolidating all of that, log Grace's action for compliance. Thanks."
15,train,10043,32,"Kicking this off: put together a report on {server} and refund {user}. When every branch is finished, log the whole {server} incident and in the same breath commit {user}'s update to the database and log a Jira for {user}'s issue.","Kicking this off: put together a report on redis-cache-07 and refund Charlie. When every branch is finished, log the whole ml-infer-05 incident and in the same breath commit James' update to the database and log a Jira for Grace's issue."
15,train,10043,17,"Following up on {ticket} — put together a report on {server} and refund {user}. After those finish, create an audit trail for {order} and in the same pass push the changes for {user} to the DB and open a ticket for {user}.","Following up on INC-2234 — put together a report on queue-rabbit-08 and refund Leo. After those finish, create an audit trail for #42017 and in the same pass push the changes for Diana to the DB and open a ticket for Priya."
15,train,10043,19,"Can you please whip up a report for {dept} and push the refund through for {order}, merge everything and make a compliance log about {user} — both that and persist {user}'s data to the database and file a bug about {server}. Appreciate it.","Can you please whip up a report for Legal and push the refund through for #31450, merge everything and make a compliance log about Omar — both that and persist Leo's data to the database and file a bug about prod-web-01. Appreciate it."
15,train,10043,31,"Logging this as {ticket} — put together a report on {server} and credit {user}'s account, merge everything and log {user}'s action for compliance — in parallel, persist {user}'s data to the database and file an incident report about {server}.","Logging this as INC-3305 — put together a report on prod-web-01 and credit James' account, merge everything and log Irene's action for compliance — in parallel, persist Diana's data to the database and file an incident report about staging-db-02."
15,train,10043,18,"{dept} escalated this: produce the {dept} performance summary and process the payout for {user}. Once each of those returns, log the whole {server} incident and simultaneously update {user}'s record in the DB and create a ticket about the {dept} issue. This one's time-sensitive.","Security escalated this: produce the Product performance summary and process the payout for Nadia. Once each of those returns, log the whole prod-web-01 incident and simultaneously update James' record in the DB and create a ticket about the Security issue. This one's time-sensitive."
15,train,10043,5,"The {dept} team needs us to build a compliance doc for {dept} and give {user} their money back. Bringing those together, record the event in {dept}'s log and at the same time save the changes for {user} to the DB and spin up a tracking ticket for {user}. Ping me if anything looks off.","The Security team needs us to build a compliance doc for Engineering and give Alice their money back. Bringing those together, record the event in Engineering's log and at the same time save the changes for Omar to the DB and spin up a tracking ticket for Irene. Ping me if anything looks off."
15,train,10043,4,"{user} is asking us to generate the {dept} analytics and process the payout for {user}. Once both are done, log {user}'s action for compliance and together with that write the new data for {order} back and file an incident report about {server}.","Alice is asking us to generate the Marketing analytics and process the payout for Bob. Once both are done, log Grace's action for compliance and together with that write the new data for #53698 back and file an incident report about redis-cache-07."
15,train,10043,9,"Do me a favor and put together a report on {server} and process the payout for {user}. Bringing those together, create an audit trail for {order} plus, at once, save the changes for {user} to the DB and spin up a tracking ticket for {user}.","Do me a favor and put together a report on staging-db-02 and process the payout for Irene. Bringing those together, create an audit trail for #93781 plus, at once, save the changes for Irene to the DB and spin up a tracking ticket for Diana."
15,train,10044,24,"As discussed with {user}, persist {user}'s data to the database and in the same breath disconnect {server} from everything, query the database about {order}, and downgrade {user}'s account. Last step: credit {user}'s account. This is blocking {dept}.","As discussed with Priya, persist Hector's data to the database and in the same breath disconnect redis-cache-07 from everything, query the database about #11290, and downgrade Bob's account. Last step: credit Bob's account. This is blocking Operations."
15,train,10044,36,"Please action {ticket}: write the new data for {order} back — in parallel, pull {server} from production, check the DB for {user}, and downgrade {user}'s account. To wrap up, refund {user}.","Please action INC-4021: write the new data for #42017 back — in parallel, pull staging-db-02 from production, check the DB for Alice, and downgrade Diana's account. To wrap up, refund Diana."
15,train,10044,34,"Before end of day, push the changes for {user} to the DB and in tandem quarantine {server}, query the database about {order}, and adjust the billing tier for {user}. The last thing is to push the refund through for {order}.","Before end of day, push the changes for Rosa to the DB and in tandem quarantine cdn-edge-06, query the database about #60122, and adjust the billing tier for Frank. The last thing is to push the refund through for #11290."
15,train,10044,28,"Small ask: commit {user}'s update to the database and also yank {server} off the network, look up the records for {order}, and modify {user}'s subscription. And to finish, process the payout for {user}.","Small ask: commit Leo's update to the database and also yank prod-web-01 off the network, look up the records for #11290, and modify Frank's subscription. And to finish, process the payout for Grace."
15,train,10044,34,"Before end of day, push the changes for {user} to the DB and in the same pass isolate {server}, check the DB for {user}, and switch {user} to the new plan. To close this out, process the payout for {user}. Needs to be done today.","Before end of day, push the changes for Nadia to the DB and in the same pass isolate ml-infer-05, check the DB for Irene, and switch Alice to the new plan. To close this out, process the payout for Irene. Needs to be done today."
15,train,10044,9,"Do me a favor and push the changes for {user} to the DB and in the same breath yank {server} off the network, look up the records for {order}, and switch {user} to the new plan. Wrapping up, process the payout for {user}.","Do me a favor and push the changes for Quinn to the DB and in the same breath yank gateway-nginx-11 off the network, look up the records for #71003, and switch Grace to the new plan. Wrapping up, process the payout for Diana."
15,train,10044,23,"Sometime today, please commit {user}'s update to the database and simultaneously lock down {server}, dig up the history on {user}, and adjust the billing tier for {user}. To close this out, refund {user}.","Sometime today, please commit Irene's update to the database and simultaneously lock down staging-db-02, dig up the history on Frank, and adjust the billing tier for Quinn. To close this out, refund Charlie."
15,train,10044,3,"Urgent: write the new data for {order} back, and while you're at it, lock down {server}, fetch {order}'s info, and change {user}'s plan. To wrap up, credit {user}'s account.","Urgent: write the new data for #42017 back, and while you're at it, lock down ml-infer-05, fetch #42017's info, and change Hector's plan. To wrap up, credit Irene's account."
15,train,10047,5,"The {dept} team needs us to process the payout for {user} and simultaneously spin up a tracking ticket for {user} and ping {user} about it. With both results in hand, deploy a server for {dept}. Last of all, put together a report on {server}.","The Legal team needs us to process the payout for Hector and simultaneously spin up a tracking ticket for Charlie and ping Grace about it. With both results in hand, deploy a server for Finance. Last of all, put together a report on gateway-nginx-11."
15,train,10047,34,"Before end of day, refund {user} — both that and open a ticket for {user} and email {user} the update, then converge and stand up a new box for {dept}. To wrap up, whip up a report for {dept}. This one's time-sensitive.","Before end of day, refund Leo — both that and open a ticket for Priya and email James the update, then converge and stand up a new box for Operations. To wrap up, whip up a report for Marketing. This one's time-sensitive."
15,train,10047,4,"{user} is asking us to reverse the charge on {order} and side by side with it open a ticket for {user} and ping {user} about it. Once each of those returns, launch an instance for {dept}, and lastly build a compliance doc for {dept}. Thanks.","Leo is asking us to reverse the charge on #60122 and side by side with it open a ticket for Bob and ping Quinn about it. Once each of those returns, launch an instance for HR, and lastly build a compliance doc for Product. Thanks."
15,train,10047,33,"Requesting the following: reverse the charge on {order} and jointly file an incident report about {server} and fire off a notification to {user}. Consolidating all of that, provision a new instance for {dept}. The final step: generate the {dept} analytics. Flag any issues to {dept}.","Requesting the following: reverse the charge on #60122 and jointly file an incident report about prod-web-01 and fire off a notification to Alice. Consolidating all of that, provision a new instance for HR. The final step: generate the Operations analytics. Flag any issues to HR."
15,train,10047,5,"The {dept} team needs us to give {user} their money back and in tandem create a ticket about the {dept} issue and shoot {user} an email. When all of that's complete, provision a new instance for {dept}. Last step: whip up a report for {dept}.","The Marketing team needs us to give Frank their money back and in tandem create a ticket about the Engineering issue and shoot Irene an email. When all of that's complete, provision a new instance for Legal. Last step: whip up a report for Engineering."
15,train,10047,23,"Sometime today, please credit {user}'s account plus, at once, file a bug about {server} and notify the {dept} team, then converge and provision a new instance for {dept}. To wrap up, put together a report on {server}. Flag any issues to {dept}.","Sometime today, please credit Omar's account plus, at once, file a bug about staging-db-02 and notify the Product team, then converge and provision a new instance for Marketing. To wrap up, put together a report on payment-api-03. Flag any issues to HR."
15,train,10047,15,"Per {user}'s request, process the payout for {user} and in the same pass create a support case for {dept} and ping {user} about it. When all of that's complete, spin up a VM for {dept}. To close this out, put together a report on {server}. Tracking under {ticket}.","Per Charlie's request, process the payout for Diana and in the same pass create a support case for HR and ping Hector about it. When all of that's complete, spin up a VM for Operations. To close this out, put together a report on redis-cache-07. Tracking under INC-7733."
15,train,10047,10,"Ticket {ticket} says reverse the charge on {order} plus, at once, spin up a tracking ticket for {user} and email {user} the update. When every branch is finished, provision a new instance for {dept}. To wrap up, generate the {dept} analytics. Tracking under {ticket}.","Ticket INC-9911 says reverse the charge on #93781 plus, at once, spin up a tracking ticket for James and email Eve the update. When every branch is finished, provision a new instance for Finance. To wrap up, generate the Support analytics. Tracking under INC-5560."
15,train,10049,27,"On behalf of {dept}, file an incident report about {server}. As soon as that clears, verify {server}'s health. Right after, whip up a report for {dept}. Right after, see what's going on with {server}. That done, do a security check on {server}. Once those have all settled, file an incident report about {server}.","On behalf of Operations, file an incident report about staging-db-02. As soon as that clears, verify ml-infer-05's health. Right after, whip up a report for Engineering. Right after, see what's going on with queue-rabbit-08. That done, do a security check on queue-rabbit-08. Once those have all settled, file an incident report about gateway-nginx-11."
15,train,10049,35,"Next up: file an incident report about {server}. With that in place, assess {server}'s status. After that, produce the {dept} performance summary. Then, check if {server} is up. Only once that succeeds, scan {server} for threats. After those finish, spin up a tracking ticket for {user}. Ping me if anything looks off.","Next up: file an incident report about staging-db-02. With that in place, assess staging-db-02's status. After that, produce the Marketing performance summary. Then, check if metrics-prom-12 is up. Only once that succeeds, scan queue-rabbit-08 for threats. After those finish, spin up a tracking ticket for James. Ping me if anything looks off."
15,train,10049,22,"Heads-up, we need to spin up a tracking ticket for {user}. On completion of that, diagnose {server}. Only once that succeeds, generate the {dept} analytics. Right after, verify {server}'s health. Following that, check {server} for vulnerabilities. With both results in hand, open a ticket for {user}.","Heads-up, we need to spin up a tracking ticket for Alice. On completion of that, diagnose prod-web-01. Only once that succeeds, generate the Marketing analytics. Right after, verify metrics-prom-12's health. Following that, check payment-api-03 for vulnerabilities. With both results in hand, open a ticket for James."
15,train,10049,2,"Quick one — create a ticket about the {dept} issue — then ping {server} for a health check, and then build a compliance doc for {dept}. On completion of that, diagnose {server} — then sweep {server} for IOCs. After those finish, create a support case for {dept}. Ping me if anything looks off.","Quick one — create a ticket about the Security issue — then ping queue-rabbit-08 for a health check, and then build a compliance doc for Marketing. On completion of that, diagnose prod-web-01 — then sweep queue-rabbit-08 for IOCs. After those finish, create a support case for Legal. Ping me if anything looks off."
15,train,10049,30,"This came in from {dept}: open a ticket for {user}, then assess {server}'s status. On completion of that, produce the {dept} performance summary, then assess {server}'s status. Right after, do a security check on {server}. After everything upstream completes, file an incident report about {server}. Appreciate it.","This came in from Marketing: open a ticket for Priya, then assess search-es-09's status. On completion of that, produce the Finance performance summary, then assess gateway-nginx-11's status. Right after, do a security check on redis-cache-07. After everything upstream completes, file an incident report about prod-web-01. Appreciate it."
15,train,10049,18,"{dept} escalated this: log a Jira for {user}'s issue, then assess {server}'s status. With that in place, whip up a report for {dept}. Once that's done, verify {server}'s health. After that, run a malware sweep on {server}. Once those have all settled, create a ticket about the {dept} issue. Thanks.","HR escalated this: log a Jira for Quinn's issue, then assess queue-rabbit-08's status. With that in place, whip up a report for HR. Once that's done, verify metrics-prom-12's health. After that, run a malware sweep on gateway-nginx-11. Once those have all settled, create a ticket about the Finance issue. Thanks."
15,train,10049,21,"Priority request — log a Jira for {user}'s issue. After that, diagnose {server}. On completion of that, whip up a report for {dept}. On completion of that, verify {server}'s health. Right after, do a security check on {server}. Once each of those returns, open a ticket for {user}. This is blocking {dept}.","Priority request — log a Jira for Charlie's issue. After that, diagnose redis-cache-07. On completion of that, whip up a report for Engineering. On completion of that, verify redis-cache-07's health. Right after, do a security check on batch-worker-10. Once each of those returns, open a ticket for Maya. This is blocking Support."
15,train,10049,38,"Standard procedure here: open a ticket for {user}. When that lands, diagnose {server}. That done, compile a summary for {dept}. Only once that succeeds, ping {server} for a health check. Then go ahead and scan {server} for threats. Once both are done, file a bug about {server}.","Standard procedure here: open a ticket for Eve. When that lands, diagnose auth-svc-04. That done, compile a summary for Operations. Only once that succeeds, ping cdn-edge-06 for a health check. Then go ahead and scan ml-infer-05 for threats. Once both are done, file a bug about gateway-nginx-11."
15,train,10050,29,"Whenever you're free, persist {user}'s data to the database and also deploy a server for {dept} and check {server} for vulnerabilities. When all of that's complete, pull {server} from production. The last thing is to assess {server}'s status. Ping me if anything looks off.","Whenever you're free, persist Irene's data to the database and also deploy a server for Engineering and check ml-infer-05 for vulnerabilities. When all of that's complete, pull auth-svc-04 from production. The last thing is to assess batch-worker-10's status. Ping me if anything looks off."
15,train,10050,30,"This came in from {dept}: update {user}'s record in the DB and alongside that launch an instance for {dept} and run a malware sweep on {server}. After everything upstream completes, disconnect {server} from everything. The final step: see what's going on with {server}. This is blocking {dept}.","This came in from Engineering: update Quinn's record in the DB and alongside that launch an instance for Product and run a malware sweep on prod-web-01. After everything upstream completes, disconnect ml-infer-05 from everything. The final step: see what's going on with prod-web-01. This is blocking Engineering."
15,train,10050,7,"Time to persist {user}'s data to the database — both that and create a virtual machine for {dept} and investigate {server} for infections. When all of that's complete, quarantine {server}. The last thing is to assess {server}'s status. Tracking under {ticket}.","Time to persist Maya's data to the database — both that and create a virtual machine for Finance and investigate ml-infer-05 for infections. When all of that's complete, quarantine metrics-prom-12. The last thing is to assess redis-cache-07's status. Tracking under INC-8842."
15,train,10050,43,"New request from {user}: save the changes for {user} to the DB, and while you're at it, stand up a new box for {dept} and scan {server} for threats. Consolidating all of that, disconnect {server} from everything. Last of all, assess {server}'s status.","New request from James: save the changes for Diana to the DB, and while you're at it, stand up a new box for Marketing and scan search-es-09 for threats. Consolidating all of that, disconnect queue-rabbit-08 from everything. Last of all, assess gateway-nginx-11's status."
15,train,10050,31,"Logging this as {ticket} — update {user}'s record in the DB plus, at once, create a virtual machine for {dept} and investigate {server} for infections. After those finish, disconnect {server} from everything. And to finish, verify {server}'s health.","Logging this as INC-4498 — update Karen's record in the DB plus, at once, create a virtual machine for Operations and investigate payment-api-03 for infections. After those finish, disconnect batch-worker-10 from everything. And to finish, verify gateway-nginx-11's health."
15,train,10050,6,"We gotta write the new data for {order} back and side by side with it launch an instance for {dept} and scan {server} for threats. Bringing those together, yank {server} off the network. Last step: verify {server}'s health.","We gotta write the new data for #20891 back and side by side with it launch an instance for Operations and scan queue-rabbit-08 for threats. Bringing those together, yank ml-infer-05 off the network. Last step: verify ml-infer-05's health."
15,train,10050,1,"I need you to write the new data for {order} back and alongside that create a virtual machine for {dept} and run a malware sweep on {server}. Bringing those together, lock down {server}. And to finish, assess {server}'s status. Appreciate it.","I need you to write the new data for #20891 back and alongside that create a virtual machine for Marketing and run a malware sweep on auth-svc-04. Bringing those together, lock down gateway-nginx-11. And to finish, assess payment-api-03's status. Appreciate it."
15,train,10050,25,"Per the runbook, update {user}'s record in the DB and alongside that launch an instance for {dept} and check {server} for vulnerabilities, then converge and isolate {server}. Last step: see what's going on with {server}.","Per the runbook, update Bob's record in the DB and alongside that launch an instance for Engineering and check gateway-nginx-11 for vulnerabilities, then converge and isolate staging-db-02. Last step: see what's going on with prod-web-01."
15,train,10052,13,"{user} reported an issue — create a virtual machine for {dept} and write the new data for {order} back. Once those have all settled, pull {user}'s data. Lastly, do a security check on {server}.","Priya reported an issue — create a virtual machine for Product and write the new data for #31450 back. Once those have all settled, pull Karen's data. Lastly, do a security check on gateway-nginx-11."
15,train,10052,18,"{dept} escalated this: stand up a new box for {dept} and persist {user}'s data to the database. Once those have all settled, read {user}'s profile from the database. To close this out, scan {server} for threats. This one's time-sensitive.","Engineering escalated this: stand up a new box for Legal and persist Charlie's data to the database. Once those have all settled, read Charlie's profile from the database. To close this out, scan prod-web-01 for threats. This one's time-sensitive."
15,train,10052,26,"{user} flagged this — stand up a new box for {dept} and commit {user}'s update to the database. When every branch is finished, query the database about {order}. Finally, run a malware sweep on {server}. Confirm once complete.","Frank flagged this — stand up a new box for Product and commit Bob's update to the database. When every branch is finished, query the database about #33061. Finally, run a malware sweep on auth-svc-04. Confirm once complete."
15,train,10052,6,"We gotta spin up a VM for {dept} and commit {user}'s update to the database. After everything upstream completes, dig up the history on {user}. And to finish, run a malware sweep on {server}. {user} is waiting on this.","We gotta spin up a VM for Engineering and commit Quinn's update to the database. After everything upstream completes, dig up the history on Irene. And to finish, run a malware sweep on batch-worker-10. Hector is waiting on this."
15,train,10052,19,"Can you please deploy a server for {dept} and persist {user}'s data to the database. When all of that's complete, read {user}'s profile from the database. The final step: check {server} for vulnerabilities. Thanks.","Can you please deploy a server for Support and persist Irene's data to the database. When all of that's complete, read Quinn's profile from the database. The final step: check queue-rabbit-08 for vulnerabilities. Thanks."
15,train,10052,32,"Kicking this off: provision a new instance for {dept} and save the changes for {user} to the DB. Once those have all settled, look up the records for {order}. Finally, scan {server} for threats. This one's time-sensitive.","Kicking this off: provision a new instance for Product and save the changes for James to the DB. Once those have all settled, look up the records for #10234. Finally, scan ml-infer-05 for threats. This one's time-sensitive."
15,train,10052,32,"Kicking this off: stand up a new box for {dept} and save the changes for {user} to the DB, merge everything and check the DB for {user}. Finally, do a security check on {server}. This is blocking {dept}.","Kicking this off: stand up a new box for HR and save the changes for Maya to the DB, merge everything and check the DB for Alice. Finally, do a security check on queue-rabbit-08. This is blocking Legal."
15,train,10052,19,"Can you please launch an instance for {dept} and update {user}'s record in the DB, then converge and read {user}'s profile from the database. And to finish, sweep {server} for IOCs.","Can you please launch an instance for Finance and update Eve's record in the DB, then converge and read Omar's profile from the database. And to finish, sweep cdn-edge-06 for IOCs."
15,train,10053,39,"Handing this to you: lock down {server}. Then, check if {server} is up and side by side with it store the {dept} config in the database and spin up a tracking ticket for {user}.","Handing this to you: lock down metrics-prom-12. Then, check if redis-cache-07 is up and side by side with it store the Finance config in the database and spin up a tracking ticket for Diana."
15,train,10053,21,"Priority request — yank {server} off the network. On completion of that, ping {server} for a health check and jointly persist {user}'s data to the database and file a bug about {server}.","Priority request — yank ml-infer-05 off the network. On completion of that, ping prod-web-01 for a health check and jointly persist Rosa's data to the database and file a bug about metrics-prom-12."
15,train,10053,39,"Handing this to you: isolate {server}. Following that, ping {server} for a health check and also persist {user}'s data to the database and open a ticket for {user}.","Handing this to you: isolate payment-api-03. Following that, ping prod-web-01 for a health check and also persist Karen's data to the database and open a ticket for Nadia."
15,train,10053,17,"Following up on {ticket} — yank {server} off the network. When that lands, verify {server}'s health and jointly update {user}'s record in the DB and log a Jira for {user}'s issue. Tracking under {ticket}.","Following up on INC-5560 — yank ml-infer-05 off the network. When that lands, verify metrics-prom-12's health and jointly update Omar's record in the DB and log a Jira for Nadia's issue. Tracking under INC-4021."
15,train,10053,33,"Requesting the following: yank {server} off the network. Subsequently, check if {server} is up and in the same pass update {user}'s record in the DB and open a ticket for {user}. Let me know when it's done.","Requesting the following: yank queue-rabbit-08 off the network. Subsequently, check if staging-db-02 is up and in the same pass update Leo's record in the DB and open a ticket for Leo. Let me know when it's done."
15,train,10053,19,"Can you please disconnect {server} from everything, and then see what's going on with {server} and in the same pass persist {user}'s data to the database and create a ticket about the {dept} issue. Flag any issues to {dept}.","Can you please disconnect cdn-edge-06 from everything, and then see what's going on with metrics-prom-12 and in the same pass persist Irene's data to the database and create a ticket about the Legal issue. Flag any issues to HR."
15,train,10053,13,"{user} reported an issue — disconnect {server} from everything. Once that's done, see what's going on with {server}, and while you're at it, update {user}'s record in the DB and open a ticket for {user}.","Quinn reported an issue — disconnect payment-api-03 from everything. Once that's done, see what's going on with auth-svc-04, and while you're at it, update Maya's record in the DB and open a ticket for Leo."
15,train,10053,39,"Handing this to you: disconnect {server} from everything, and then check if {server} is up plus, at once, persist {user}'s data to the database and create a ticket about the {dept} issue.","Handing this to you: disconnect payment-api-03 from everything, and then check if metrics-prom-12 is up plus, at once, persist Omar's data to the database and create a ticket about the HR issue."
15,train,10054,43,"New request from {user}: spin up a tracking ticket for {user} and at the same time push the refund through for {order}, produce the {dept} performance summary, and nuke {user}'s old login and issue a fresh one. The final step: check {server} for vulnerabilities.","New request from Rosa: spin up a tracking ticket for Rosa and at the same time push the refund through for #60122, produce the Legal performance summary, and nuke Karen's old login and issue a fresh one. The final step: check queue-rabbit-08 for vulnerabilities."
15,train,10054,19,"Can you please file a bug about {server} and at the same time credit {user}'s account, build a compliance doc for {dept}, and rotate {user}'s credentials. Last of all, check {server} for vulnerabilities.","Can you please file a bug about cdn-edge-06 and at the same time credit Eve's account, build a compliance doc for HR, and rotate Karen's credentials. Last of all, check redis-cache-07 for vulnerabilities."
15,train,10054,20,"Need a hand: create a support case for {dept} — in parallel, credit {user}'s account, build a compliance doc for {dept}, and give {user} a new password. Last step: investigate {server} for infections.","Need a hand: create a support case for Operations — in parallel, credit Karen's account, build a compliance doc for Operations, and give Hector a new password. Last step: investigate search-es-09 for infections."
15,train,10054,17,"Following up on {ticket} — create a ticket about the {dept} issue and in the same breath refund {user}, whip up a report for {dept}, and rotate {user}'s credentials. To close this out, scan {server} for threats.","Following up on INC-2234 — create a ticket about the Marketing issue and in the same breath refund James, whip up a report for Security, and rotate Karen's credentials. To close this out, scan queue-rabbit-08 for threats."
15,train,10054,34,"Before end of day, spin up a tracking ticket for {user} and alongside that refund {user}, put together a report on {server}, and force a credential change for {user}. The final step: do a security check on {server}. {user} is waiting on this.","Before end of day, spin up a tracking ticket for Frank and alongside that refund Eve, put together a report on cdn-edge-06, and force a credential change for Alice. The final step: do a security check on redis-cache-07. Omar is waiting on this."
15,train,10054,24,"As discussed with {user}, open a ticket for {user} — in parallel, push the refund through for {order}, whip up a report for {dept}, and change {user}'s auth credentials. Last step: investigate {server} for infections. Let me know when it's done.","As discussed with Quinn, open a ticket for Karen — in parallel, push the refund through for #22874, whip up a report for HR, and change Maya's auth credentials. Last step: investigate redis-cache-07 for infections. Let me know when it's done."
15,train,10054,32,"Kicking this off: create a support case for {dept} and in tandem reverse the charge on {order}, generate the {dept} analytics, and change {user}'s auth credentials. And to finish, do a security check on {server}.","Kicking this off: create a support case for HR and in tandem reverse the charge on #71003, generate the HR analytics, and change Grace's auth credentials. And to finish, do a security check on queue-rabbit-08."
15,train,10054,28,"Small ask: spin up a tracking ticket for {user} — both that and refund {user}, produce the {dept} performance summary, and nuke {user}'s old login and issue a fresh one. The final step: do a security check on {server}. {user} is waiting on this.","Small ask: spin up a tracking ticket for Bob — both that and refund Karen, produce the Marketing performance summary, and nuke Rosa's old login and issue a fresh one. The final step: do a security check on queue-rabbit-08. Omar is waiting on this."
15,train,10055,6,"We gotta ping {user} about it and escalate {user}'s case to the on-call. With that in place, build a compliance doc for {dept}. With that in place, spin up a tracking ticket for {user}. Consolidating all of that, persist {user}'s data to the database.","We gotta ping Diana about it and escalate Alice's case to the on-call. With that in place, build a compliance doc for Finance. With that in place, spin up a tracking ticket for Irene. Consolidating all of that, persist Nadia's data to the database."
15,train,10055,27,"On behalf of {dept}, send a heads-up to {dept} and wake up the on-call about {server}. Following that, compile a summary for {dept}. Then go ahead and file an incident report about {server}, then converge and write the new data for {order} back. Needs to be done today.","On behalf of Marketing, send a heads-up to Finance and wake up the on-call about metrics-prom-12. Following that, compile a summary for Product. Then go ahead and file an incident report about auth-svc-04, then converge and write the new data for #53698 back. Needs to be done today."
15,train,10055,26,"{user} flagged this — blast an alert to {dept} and hand {user}'s issue off to an engineer. Right after, put together a report on {server}, then log a Jira for {user}'s issue. After those finish, save the changes for {user} to the DB. This one's time-sensitive.","Grace flagged this — blast an alert to Legal and hand Grace's issue off to an engineer. Right after, put together a report on batch-worker-10, then log a Jira for Grace's issue. After those finish, save the changes for Quinn to the DB. This one's time-sensitive."
15,train,10055,4,"{user} is asking us to shoot {user} an email and loop in a {dept} manager. Following that, build a compliance doc for {dept}. Subsequently, file a bug about {server}. Once both are done, push the changes for {user} to the DB. Tracking under {ticket}.","Frank is asking us to shoot Quinn an email and loop in a Marketing manager. Following that, build a compliance doc for Legal. Subsequently, file a bug about redis-cache-07. Once both are done, push the changes for Quinn to the DB. Tracking under INC-3305."
15,train,10055,41,"Need this handled: shoot {user} an email and get a human involved for {user}. Right after, compile a summary for {dept}. Then go ahead and create a support case for {dept}. After both branches land, persist {user}'s data to the database.","Need this handled: shoot Maya an email and get a human involved for Grace. Right after, compile a summary for Security. Then go ahead and create a support case for HR. After both branches land, persist Diana's data to the database."
15,train,10055,5,"The {dept} team needs us to ping {user} about it and bring in tier-2 support for {user}. Once that's done, compile a summary for {dept}. Next, file an incident report about {server}. Once each of those returns, push the changes for {user} to the DB. This one's time-sensitive.","The Legal team needs us to ping Alice about it and bring in tier-2 support for Maya. Once that's done, compile a summary for Product. Next, file an incident report about ml-infer-05. Once each of those returns, push the changes for Bob to the DB. This one's time-sensitive."
