query,gt_tool,rank_of_one_node,top1_is_one_node,top1_dag_text,top1_cosine,gt_cosine
Requests to staging-db-02 are timing out.,restart_service,6,True,quarantine_system,0.5378499031066895,0.4260016977787018
The application on cdn-edge-06 is frozen.,restart_service,5,True,check_status,0.5020747184753418,0.415952205657959
staging-db-02 has been unresponsive.,restart_service,8,True,check_status,0.5624604821205139,0.3658212423324585
Something on prod-web-01 stopped working.,restart_service,8,False,"check_status -> process_refund, scan_malware -> check_status",0.5451846718788147,0.3441808223724365
Requests to payment-api-03 are timing out.,restart_service,7,False,create_ticket -> scan_malware,0.5326764583587646,0.38257935643196106
Requests to auth-svc-04 are timing out.,restart_service,7,False,create_ticket -> scan_malware,0.5563377737998962,0.41087666153907776
ml-infer-05 hasn't responded in a while.,restart_service,8,True,check_status,0.5256025791168213,0.3660953640937805
Requests to ml-infer-05 are timing out.,restart_service,6,True,check_status,0.508777916431427,0.41998860239982605
Users are complaining that cdn-edge-06 is down.,restart_service,13,True,check_status,0.4915905296802521,0.3172718584537506
The process on cdn-edge-06 is hung.,restart_service,3,True,check_status,0.5026367902755737,0.4372076392173767
payment-api-03 is stuck and not serving requests.,restart_service,2,True,check_status,0.5087226033210754,0.5000885725021362
Users are complaining that staging-db-02 is down.,restart_service,9,True,check_status,0.5208924412727356,0.3571476340293884
The service on ml-infer-05 is in a bad state.,restart_service,7,False,create_ticket -> scan_malware,0.5626667141914368,0.3775504529476166
Users are complaining that ml-infer-05 is down.,restart_service,11,False,"create_ticket -> generate_report, quarantine_system -> generate_report",0.48292598128318787,0.34134793281555176
payment-api-03 hasn't responded in a while.,restart_service,11,False,generate_report -> send_notification,0.5325925350189209,0.35669267177581787
cdn-edge-06 is stuck and not serving requests.,restart_service,2,True,check_status,0.5001731514930725,0.47656959295272827
The service on auth-svc-04 is in a bad state.,restart_service,6,False,create_ticket -> scan_malware,0.5889809727668762,0.4196857213973999
prod-web-01 needs a fresh start.,restart_service,2,True,check_status,0.4787808060646057,0.4772821366786957
Something on cdn-edge-06 stopped working.,restart_service,10,False,"check_status -> process_refund, scan_malware -> check_status",0.5578810572624207,0.3316477835178375
Users are complaining that prod-web-01 is down.,restart_service,9,True,check_status,0.48619475960731506,0.33274534344673157
The application on auth-svc-04 is frozen.,restart_service,3,True,check_status,0.47471892833709717,0.44785162806510925
ml-infer-05 has been unresponsive.,restart_service,7,True,check_status,0.5287858843803406,0.34051522612571716
Requests to prod-web-01 are timing out.,restart_service,7,True,check_status,0.5073844790458679,0.3843086361885071
The process on payment-api-03 is hung.,restart_service,2,True,check_status,0.5023467540740967,0.45142075419425964
staging-db-02 is stuck and not serving requests.,restart_service,2,True,check_status,0.5169656276702881,0.5057882070541382
The process on auth-svc-04 is hung.,restart_service,2,True,check_status,0.4897565543651581,0.46675312519073486
Users are complaining that auth-svc-04 is down.,restart_service,12,True,check_status,0.4940497577190399,0.33256128430366516
The process on prod-web-01 is hung.,restart_service,3,True,check_status,0.4885811507701874,0.43487539887428284
Something on ml-infer-05 stopped working.,restart_service,6,True,check_status,0.5461257100105286,0.3746410012245178
The service on payment-api-03 is in a bad state.,restart_service,6,False,create_ticket -> scan_malware,0.5895254015922546,0.40419211983680725
The service on prod-web-01 is in a bad state.,restart_service,7,False,create_ticket -> scan_malware,0.5784347653388977,0.3846089243888855
auth-svc-04 hasn't responded in a while.,restart_service,9,True,check_status,0.5356746912002563,0.38761770725250244
cdn-edge-06 has been unresponsive.,restart_service,7,True,check_status,0.5442843437194824,0.32964324951171875
Requests to cdn-edge-06 are timing out.,restart_service,8,False,create_ticket -> scan_malware,0.5458254814147949,0.381386399269104
The application on ml-infer-05 is frozen.,restart_service,3,True,quarantine_system,0.48024019598960876,0.42343756556510925
cdn-edge-06 hasn't responded in a while.,restart_service,12,True,check_status,0.5307289958000183,0.34229037165641785
Users are complaining that payment-api-03 is down.,restart_service,13,False,"check_status -> process_refund, scan_malware -> check_status",0.48149245977401733,0.317426472902298
The application on payment-api-03 is frozen.,restart_service,3,True,check_status,0.4779590368270874,0.42688268423080444
prod-web-01 has been unresponsive.,restart_service,8,True,check_status,0.5200414061546326,0.3372441828250885
staging-db-02 hasn't responded in a while.,restart_service,11,True,check_status,0.5628777742385864,0.3879813849925995
prod-web-01 is stuck and not serving requests.,restart_service,2,True,check_status,0.496177613735199,0.4832664132118225
auth-svc-04 has been unresponsive.,restart_service,6,True,check_status,0.5142003893852234,0.38251039385795593
Something on auth-svc-04 stopped working.,restart_service,6,True,check_status,0.5495044589042664,0.38453757762908936
prod-web-01 hasn't responded in a while.,restart_service,13,True,check_status,0.5301967263221741,0.339320570230484
payment-api-03 has been unresponsive.,restart_service,7,False,"check_status -> process_refund, scan_malware -> check_status",0.5237177014350891,0.3624783158302307
The application on prod-web-01 is frozen.,restart_service,3,True,check_status,0.4786190986633301,0.4093155264854431
Something on staging-db-02 stopped working.,restart_service,7,True,check_status,0.579490602016449,0.38321128487586975
The application on staging-db-02 is frozen.,restart_service,3,True,quarantine_system,0.5058390498161316,0.4494037628173828
The service on cdn-edge-06 is in a bad state.,restart_service,8,False,create_ticket -> scan_malware,0.5894850492477417,0.3570146858692169
The process on staging-db-02 is hung.,restart_service,2,True,check_status,0.5203783512115479,0.459437757730484
payment-api-03 hasn't responded in a while.,restart_service,11,False,generate_report -> send_notification,0.5325925350189209,0.35669267177581787
ml-infer-05 has been unresponsive.,restart_service,7,True,check_status,0.5287858843803406,0.34051522612571716
The service on staging-db-02 is in a bad state.,restart_service,6,False,create_ticket -> scan_malware,0.5806375741958618,0.406477689743042
The application on cdn-edge-06 is frozen.,restart_service,5,True,check_status,0.5020747184753418,0.415952205657959
Users are complaining that prod-web-01 is down.,restart_service,9,True,check_status,0.48619475960731506,0.33274534344673157
prod-web-01 hasn't responded in a while.,restart_service,13,True,check_status,0.5301967263221741,0.339320570230484
Users are complaining that prod-web-01 is down.,restart_service,9,True,check_status,0.48619475960731506,0.33274534344673157
Something weird is going on with ml-infer-05.,scan_malware,5,True,check_status,0.6092853546142578,0.403146356344223
There are suspicious processes on staging-db-02.,scan_malware,2,False,create_ticket -> scan_malware,0.6497513055801392,0.6160861849784851
auth-svc-04 might have been breached.,scan_malware,2,False,create_ticket -> scan_malware,0.6744005084037781,0.5835278034210205
cdn-edge-06 might have been breached.,scan_malware,2,False,create_ticket -> scan_malware,0.666433572769165,0.5787032246589661
cdn-edge-06 has been flagged for unusual behavior.,scan_malware,2,False,create_ticket -> scan_malware,0.6497422456741333,0.48861250281333923
Is auth-svc-04 clean? We're not sure.,scan_malware,3,True,check_status,0.6138967871665955,0.5491406321525574
There are suspicious processes on cdn-edge-06.,scan_malware,2,False,create_ticket -> scan_malware,0.6655318737030029,0.6498247981071472
We need to make sure auth-svc-04 is safe.,scan_malware,2,False,create_ticket -> scan_malware,0.659288227558136,0.5750023722648621
Something weird is going on with payment-api-03.,scan_malware,4,True,check_status,0.5976812839508057,0.4400063753128052
We're seeing unusual activity on staging-db-02.,scan_malware,4,True,check_status,0.5850357413291931,0.4869679808616638
Something weird is going on with cdn-edge-06.,scan_malware,4,True,check_status,0.6165562272071838,0.4329093098640442
ml-infer-05 might have been breached.,scan_malware,2,False,create_ticket -> scan_malware,0.6533015370368958,0.5566167235374451
prod-web-01 might have been breached.,scan_malware,2,False,create_ticket -> scan_malware,0.6754584312438965,0.6055381298065186
There are suspicious processes on auth-svc-04.,scan_malware,2,False,create_ticket -> scan_malware,0.6716115474700928,0.6550610065460205
Can we verify that ml-infer-05 isn't compromised?,scan_malware,2,False,create_ticket -> scan_malware,0.6254552006721497,0.6253439784049988
Is ml-infer-05 clean? We're not sure.,scan_malware,2,True,check_status,0.5995932221412659,0.5266745686531067
payment-api-03 has been flagged for unusual behavior.,scan_malware,3,False,create_ticket -> scan_malware,0.6400564312934875,0.48403292894363403
There could be something bad running on auth-svc-04.,scan_malware,4,False,create_ticket -> scan_malware,0.617493748664856,0.46828317642211914
payment-api-03 might have been breached.,scan_malware,2,False,create_ticket -> scan_malware,0.6791138052940369,0.5890724062919617
We're seeing unusual activity on ml-infer-05.,scan_malware,4,True,check_status,0.570471465587616,0.47716256976127625
We should look into what's happening on prod-web-01.,scan_malware,4,True,check_status,0.6655516028404236,0.4904673397541046
ml-infer-05 has been flagged for unusual behavior.,scan_malware,3,False,create_ticket -> scan_malware,0.6309805512428284,0.46273255348205566
We're seeing unusual activity on cdn-edge-06.,scan_malware,3,False,create_ticket -> scan_malware,0.5741729140281677,0.5100130438804626
Can we verify that auth-svc-04 isn't compromised?,scan_malware,2,False,create_ticket -> scan_malware,0.6633517146110535,0.6555134654045105
We need to make sure cdn-edge-06 is safe.,scan_malware,2,False,create_ticket -> scan_malware,0.6640285849571228,0.5815862417221069
Is prod-web-01 clean? We're not sure.,scan_malware,2,True,check_status,0.6198909282684326,0.5488503575325012
We're seeing unusual activity on prod-web-01.,scan_malware,3,False,create_ticket -> scan_malware,0.5791282653808594,0.518332302570343
We need to make sure ml-infer-05 is safe.,scan_malware,2,False,create_ticket -> scan_malware,0.615146279335022,0.5495481491088867
We need to make sure prod-web-01 is safe.,scan_malware,2,False,create_ticket -> scan_malware,0.6445555090904236,0.5855199694633484
There could be something bad running on payment-api-03.,scan_malware,4,False,"check_status -> process_refund, scan_malware -> check_status",0.6203047037124634,0.452713280916214
There could be something bad running on ml-infer-05.,scan_malware,4,False,"check_status -> process_refund, scan_malware -> check_status",0.6366062164306641,0.44462844729423523
There could be something bad running on cdn-edge-06.,scan_malware,5,False,"check_status -> process_refund, scan_malware -> check_status",0.6276978850364685,0.4564002454280853
Something weird is going on with staging-db-02.,scan_malware,6,True,check_status,0.6303575038909912,0.4322979748249054
We should look into what's happening on ml-infer-05.,scan_malware,5,True,check_status,0.6821730732917786,0.4515623152256012
We're seeing unusual activity on payment-api-03.,scan_malware,3,False,create_ticket -> scan_malware,0.5913803577423096,0.5019433498382568
staging-db-02 has been flagged for unusual behavior.,scan_malware,3,False,create_ticket -> scan_malware,0.6443535089492798,0.47540977597236633
We need to make sure staging-db-02 is safe.,scan_malware,2,False,create_ticket -> scan_malware,0.6388750076293945,0.5752591490745544
prod-web-01 has been flagged for unusual behavior.,scan_malware,2,False,create_ticket -> scan_malware,0.6594017744064331,0.5060347318649292
Is staging-db-02 clean? We're not sure.,scan_malware,2,True,check_status,0.6401183605194092,0.554633378982544
There could be something bad running on staging-db-02.,scan_malware,4,False,"check_status -> process_refund, scan_malware -> check_status",0.6158404350280762,0.46353480219841003
We should look into what's happening on cdn-edge-06.,scan_malware,4,True,check_status,0.661730945110321,0.48563021421432495
We need to make sure payment-api-03 is safe.,scan_malware,2,False,create_ticket -> scan_malware,0.6492764353752136,0.5824893712997437
There are suspicious processes on prod-web-01.,scan_malware,2,False,create_ticket -> scan_malware,0.6580566763877869,0.6540398597717285
We're seeing unusual activity on auth-svc-04.,scan_malware,3,False,create_ticket -> scan_malware,0.6075786352157593,0.5330926775932312
We should look into what's happening on payment-api-03.,scan_malware,5,True,check_status,0.6695969104766846,0.4757440686225891
Can we verify that cdn-edge-06 isn't compromised?,scan_malware,2,False,create_ticket -> scan_malware,0.6638969779014587,0.6509128212928772
We should look into what's happening on auth-svc-04.,scan_malware,4,True,check_status,0.6598929762840271,0.4991570711135864
There are suspicious processes on ml-infer-05.,scan_malware,2,False,create_ticket -> scan_malware,0.6506919264793396,0.6239215135574341
auth-svc-04 has been flagged for unusual behavior.,scan_malware,2,False,create_ticket -> scan_malware,0.6529791951179504,0.49318450689315796
There are suspicious processes on payment-api-03.,scan_malware,2,False,create_ticket -> scan_malware,0.6670630574226379,0.6377145051956177
There could be something bad running on prod-web-01.,scan_malware,5,False,"check_status -> process_refund, scan_malware -> check_status",0.6299915909767151,0.440869003534317
Is cdn-edge-06 clean? We're not sure.,scan_malware,2,True,check_status,0.617660403251648,0.5604461431503296
Something weird is going on with prod-web-01.,scan_malware,5,True,check_status,0.5939518809318542,0.4327520728111267
We should look into what's happening on staging-db-02.,scan_malware,5,True,check_status,0.6795381307601929,0.4601093828678131
Something weird is going on with auth-svc-04.,scan_malware,4,True,check_status,0.5959365963935852,0.46110108494758606
We're seeing unusual activity on cdn-edge-06.,scan_malware,3,False,create_ticket -> scan_malware,0.5741729736328125,0.5100130438804626
Is payment-api-03 clean? We're not sure.,scan_malware,3,True,check_status,0.6030411720275879,0.5519775152206421
prod-web-01 has been flagged for unusual behavior.,scan_malware,2,False,create_ticket -> scan_malware,0.6594017744064331,0.5060347318649292
We should look into what's happening on cdn-edge-06.,scan_malware,4,True,check_status,0.661730945110321,0.48563021421432495
staging-db-02 might have been breached.,scan_malware,2,False,create_ticket -> scan_malware,0.6520018577575684,0.5641688704490662
There are suspicious processes on prod-web-01.,scan_malware,2,False,create_ticket -> scan_malware,0.6580566763877869,0.6540398597717285
We need to make sure ml-infer-05 is safe.,scan_malware,2,False,create_ticket -> scan_malware,0.6151464581489563,0.5495481491088867
Something weird is going on with cdn-edge-06.,scan_malware,4,True,check_status,0.6165562272071838,0.4329093098640442
We need to make sure staging-db-02 is safe.,scan_malware,2,False,create_ticket -> scan_malware,0.6388750076293945,0.5752591490745544
Grace is waiting for an update.,send_notification,4,True,db_read,0.49655741453170776,0.44000422954559326
Diana is waiting for an update.,send_notification,4,True,db_read,0.5215574502944946,0.449544757604599
Engineering hasn't been informed yet.,send_notification,2,False,generate_report -> send_notification,0.6125816106796265,0.6025426387786865
Diana needs to know what happened.,send_notification,3,True,db_read,0.6300488114356995,0.4621410369873047
Charlie is waiting for an update.,send_notification,5,True,db_read,0.5168284177780151,0.43268880248069763
Make sure Finance hears about this.,send_notification,2,False,generate_report -> send_notification,0.5888574123382568,0.5569350123405457
Frank needs to know what happened.,send_notification,4,True,db_read,0.6185345649719238,0.42951473593711853
Someone needs to loop Alice in.,send_notification,3,True,escalate_to_human,0.5458713173866272,0.5066623091697693
Alice needs to know what happened.,send_notification,2,True,db_read,0.6148779392242432,0.4869379997253418
Someone needs to loop Frank in.,send_notification,3,True,escalate_to_human,0.5357161164283752,0.4670461118221283
Someone needs to loop Bob in.,send_notification,3,True,escalate_to_human,0.5593543648719788,0.4684067368507385
Someone needs to loop Charlie in.,send_notification,2,True,escalate_to_human,0.52751225233078,0.4569733440876007
Finance hasn't been informed yet.,send_notification,3,False,generate_report -> send_notification,0.5970077514648438,0.5418603420257568
Alice is waiting for an update.,send_notification,2,True,db_read,0.5110803246498108,0.49950698018074036
Eve needs to know what happened.,send_notification,2,True,db_read,0.6275747418403625,0.5201108455657959
Grace needs to know what happened.,send_notification,2,True,db_read,0.5950295925140381,0.46597370505332947
Eve is waiting for an update.,send_notification,2,True,db_read,0.5261249542236328,0.49312272667884827
Bob needs to know what happened.,send_notification,2,True,db_read,0.6106179356575012,0.48066890239715576
Someone needs to loop Eve in.,send_notification,3,True,escalate_to_human,0.5441386103630066,0.49217402935028076
Frank is waiting for an update.,send_notification,5,True,db_read,0.5040363073348999,0.42681658267974854
Someone needs to loop Diana in.,send_notification,2,True,escalate_to_human,0.5034249424934387,0.4972814917564392
Bob is waiting for an update.,send_notification,2,True,db_read,0.5035304427146912,0.4728062152862549
Alice needs to know what happened.,send_notification,2,True,db_read,0.6148779392242432,0.4869379997253418
Charlie needs to know what happened.,send_notification,4,True,db_read,0.6129357218742371,0.42581066489219666
Someone needs to loop Grace in.,send_notification,2,False,generate_report -> send_notification,0.5041536688804626,0.5004265904426575
Grace's file needs to reflect the changes from today.,db_write,7,False,check_status -> db_write,0.5348551869392395,0.41813722252845764
We got new details for Charlie that need to go into the system.,db_write,3,True,db_read,0.6863356828689575,0.5209113955497742
The records for Frank are stale -- please fix them.,db_write,3,False,check_status -> db_write,0.6223374605178833,0.5988867282867432
Diana's file needs to reflect the changes from today.,db_write,6,False,check_status -> db_write,0.5480132699012756,0.4292237460613251
Grace's profile doesn't reflect the latest info.,db_write,3,True,db_read,0.7031499147415161,0.5483913421630859
Eve's profile doesn't reflect the latest info.,db_write,3,True,db_read,0.7218258380889893,0.554291844367981
We need to amend the entry for Eve.,db_write,8,True,db_read,0.5607396960258484,0.42244479060173035
The data for Charlie is outdated.,db_write,2,True,db_read,0.6588218212127686,0.6286570429801941
Some fields for Eve are wrong -- please sort it out.,db_write,6,True,db_read,0.6245282888412476,0.43744176626205444
The records for Grace are stale -- please fix them.,db_write,3,False,check_status -> db_write,0.6088404059410095,0.5962967276573181
We got new details for Diana that need to go into the system.,db_write,3,True,db_read,0.6891154646873474,0.5333818793296814
Please correct Frank's address in our system.,db_write,5,True,db_read,0.6540195345878601,0.45109736919403076
Please correct Grace's address in our system.,db_write,6,True,db_read,0.6277622580528259,0.42110687494277954
We got new details for Eve that need to go into the system.,db_write,3,True,db_read,0.6843295097351074,0.5144473314285278
We got new details for Bob that need to go into the system.,db_write,4,True,db_read,0.6675324440002441,0.4973352253437042
Charlie's file needs to reflect the changes from today.,db_write,7,False,check_status -> db_write,0.5378496646881104,0.40504980087280273
We got new details for Alice that need to go into the system.,db_write,4,True,db_read,0.6723756790161133,0.502395510673523
We need to amend the entry for Bob.,db_write,8,True,db_read,0.5654191970825195,0.4281158745288849
Eve's information has changed and needs correcting.,db_write,2,True,db_read,0.6651991605758667,0.5935596823692322
Bob's information has changed and needs correcting.,db_write,2,True,db_read,0.6499636769294739,0.577619194984436
There are incorrect entries for Grace that need patching.,db_write,8,False,create_ticket -> scan_malware,0.5531001687049866,0.4055035710334778
There are incorrect entries for Diana that need patching.,db_write,8,True,db_read,0.5491016507148743,0.4210233986377716
The data for Alice is outdated.,db_write,2,True,db_read,0.6591255068778992,0.6289096474647522
The records for Charlie are stale -- please fix them.,db_write,3,True,db_read,0.6279579997062683,0.5919173955917358
Some fields for Bob are wrong -- please sort it out.,db_write,5,True,db_read,0.6175234317779541,0.43672725558280945
Eve's file needs to reflect the changes from today.,db_write,6,False,check_status -> db_write,0.5324509143829346,0.422166109085083
Please correct Eve's address in our system.,db_write,6,True,db_read,0.6418271660804749,0.43658560514450073
We need to amend the entry for Charlie.,db_write,6,True,db_read,0.5866990089416504,0.45029792189598083
Alice's information has changed and needs correcting.,db_write,2,True,db_read,0.6530226469039917,0.5797768235206604
The data for Diana is outdated.,db_write,2,True,db_read,0.6539676785469055,0.6248031854629517
There are incorrect entries for Bob that need patching.,db_write,8,False,create_ticket -> scan_malware,0.5609274506568909,0.4002017378807068
The data for Grace is outdated.,db_write,2,True,db_read,0.6585490107536316,0.642689049243927
We need to amend the entry for Alice.,db_write,8,True,db_read,0.5659079551696777,0.42184820771217346
Charlie's information has changed and needs correcting.,db_write,3,True,db_read,0.6384568810462952,0.5749362111091614
Some fields for Frank are wrong -- please sort it out.,db_write,6,True,db_read,0.6258445978164673,0.4274785816669464
Some fields for Alice are wrong -- please sort it out.,db_write,6,True,db_read,0.6141589283943176,0.42617267370224
Diana's information has changed and needs correcting.,db_write,2,True,db_read,0.6607078313827515,0.5948020815849304
Bob's file needs to reflect the changes from today.,db_write,7,False,check_status -> db_write,0.5275818705558777,0.4018588066101074
Alice's profile doesn't reflect the latest info.,db_write,4,True,db_read,0.691831111907959,0.537058413028717
Some fields for Grace are wrong -- please sort it out.,db_write,6,True,db_read,0.5972143411636353,0.4121088981628418
The records for Diana are stale -- please fix them.,db_write,3,True,db_read,0.6148499846458435,0.5883007049560547
The records for Alice are stale -- please fix them.,db_write,3,False,check_status -> db_write,0.6335048675537109,0.5879566669464111
Some fields for Charlie are wrong -- please sort it out.,db_write,5,True,db_read,0.6206676959991455,0.43312332034111023
The data for Bob is outdated.,db_write,2,True,db_read,0.6512517929077148,0.6325342655181885
Diana's profile doesn't reflect the latest info.,db_write,3,True,db_read,0.7244399785995483,0.568214476108551
Grace's information has changed and needs correcting.,db_write,2,True,db_read,0.6339779496192932,0.5836761593818665
There are incorrect entries for Alice that need patching.,db_write,8,False,create_ticket -> scan_malware,0.5573034286499023,0.4044504463672638
Charlie's profile doesn't reflect the latest info.,db_write,3,True,db_read,0.7075916528701782,0.5477714538574219
The records for Eve are stale -- please fix them.,db_write,3,True,db_read,0.6422281265258789,0.6087952256202698
Please correct Diana's address in our system.,db_write,5,True,db_read,0.6520035862922668,0.44598180055618286
We got new details for Frank that need to go into the system.,db_write,3,True,db_read,0.6808525919914246,0.5219317078590393
There are incorrect entries for Eve that need patching.,db_write,9,False,create_ticket -> scan_malware,0.5750990509986877,0.4017024338245392
There are incorrect entries for Charlie that need patching.,db_write,8,True,db_read,0.5717928409576416,0.41087961196899414
Some fields for Diana are wrong -- please sort it out.,db_write,6,True,db_read,0.6160259246826172,0.43061211705207825
Bob's profile doesn't reflect the latest info.,db_write,3,True,db_read,0.6978114247322083,0.5359125733375549
There are incorrect entries for Frank that need patching.,db_write,8,True,db_read,0.5604559183120728,0.41482850909233093
Frank's profile doesn't reflect the latest info.,db_write,3,True,db_read,0.7180890440940857,0.5591087937355042
We need to amend the entry for Frank.,db_write,7,True,db_read,0.5871366262435913,0.4447175860404968
Please correct Charlie's address in our system.,db_write,5,True,db_read,0.635234534740448,0.4399878680706024
Please correct Bob's address in our system.,db_write,6,True,db_read,0.6116766333580017,0.42376554012298584
Frank's information has changed and needs correcting.,db_write,2,True,db_read,0.6454622149467468,0.5850440859794617
The data for Eve is outdated.,db_write,2,True,db_read,0.6518813371658325,0.6264545917510986
Please correct Alice's address in our system.,db_write,7,True,db_read,0.623193621635437,0.4190567135810852
The records for Bob are stale -- please fix them.,db_write,3,False,check_status -> db_write,0.6284380555152893,0.5911362171173096
Frank's file needs to reflect the changes from today.,db_write,8,False,check_status -> db_write,0.5364344120025635,0.4119923412799835
Please correct Grace's address in our system.,db_write,6,True,db_read,0.6277622580528259,0.42110687494277954
We got new details for Grace that need to go into the system.,db_write,3,True,db_read,0.6787660717964172,0.5154445767402649
Frank is requesting more capacity.,update_subscription,4,True,send_notification,0.5422425866127014,0.39855629205703735
Charlie is requesting more capacity.,update_subscription,4,True,send_notification,0.5262176394462585,0.38893893361091614
Bob's service needs don't match what they're paying for.,update_subscription,4,True,process_refund,0.5435240864753723,0.3977625072002411
Eve is requesting more capacity.,update_subscription,5,True,send_notification,0.5797073841094971,0.3752182722091675
Alice's service needs don't match what they're paying for.,update_subscription,4,True,process_refund,0.5404102802276611,0.4008878767490387
Alice is requesting more capacity.,update_subscription,5,True,send_notification,0.570106565952301,0.39504024386405945
Grace's service needs don't match what they're paying for.,update_subscription,3,True,process_refund,0.5460121035575867,0.4059831500053406
Eve's service needs don't match what they're paying for.,update_subscription,3,True,process_refund,0.5500499606132507,0.40039417147636414
Diana's service needs don't match what they're paying for.,update_subscription,5,True,process_refund,0.5506781339645386,0.3808155059814453
Frank's service needs don't match what they're paying for.,update_subscription,5,True,process_refund,0.5330708622932434,0.4031333029270172
Diana is requesting more capacity.,update_subscription,6,True,send_notification,0.5424147248268127,0.3634064793586731
Charlie's service needs don't match what they're paying for.,update_subscription,5,True,process_refund,0.5410385131835938,0.38623565435409546
Grace is requesting more capacity.,update_subscription,4,True,send_notification,0.557841420173645,0.3966234028339386
Bob is requesting more capacity.,update_subscription,5,True,send_notification,0.5563604235649109,0.3754667639732361
