query,positive_dag_id,negative_dag_id,negative_type,neg_tools,neg_edges,neg_dag_text
"Quick one — assess prod-web-01's status — then log a Jira for Eve's issue, then pull auth-svc-04 from production. To wrap up, refund Charlie.",357,neg_116,swap_edges,check_status;create_ticket;quarantine_system;process_refund,0->1;3->2;1->3,"check_status -> create_ticket, create_ticket -> process_refund, process_refund -> quarantine_system"
"Quick one — assess prod-web-01's status — then log a Jira for Eve's issue, then pull auth-svc-04 from production. To wrap up, refund Charlie.",357,neg_117,swap_tools,create_ticket;db_write;send_notification;reset_password,0->1;1->2;2->3,"create_ticket -> db_write, db_write -> send_notification, send_notification -> reset_password"
"Quick one — assess prod-web-01's status — then log a Jira for Eve's issue, then pull auth-svc-04 from production. To wrap up, refund Charlie.",357,neg_118,remove_edge,check_status;create_ticket;quarantine_system;process_refund,0->1;1->2,"check_status -> create_ticket, create_ticket -> quarantine_system"
"Quick one — assess prod-web-01's status — then log a Jira for Eve's issue, then pull auth-svc-04 from production. To wrap up, refund Charlie.",357,neg_119,add_edge,check_status;create_ticket;quarantine_system;process_refund,0->1;1->2;2->3;0->2,"check_status -> create_ticket, check_status -> quarantine_system, create_ticket -> quarantine_system, quarantine_system -> process_refund"
"Quick one — assess prod-web-01's status — then log a Jira for Eve's issue, then pull auth-svc-04 from production. To wrap up, refund Charlie.",357,neg_120,extra_node,check_status;create_ticket;quarantine_system;process_refund;scan_malware,0->1;1->2;2->3;4->2,"check_status -> create_ticket, create_ticket -> quarantine_system, quarantine_system -> process_refund, scan_malware -> quarantine_system"
"Quick one — give Bob a new password, followed by investigate cdn-edge-06 for infections.",229,neg_121,swap_tools,provision_vm;generate_report,0->1,provision_vm -> generate_report
"Quick one — give Bob a new password, followed by investigate cdn-edge-06 for infections.",229,neg_122,extra_node,reset_password;scan_malware;generate_report,0->1;2->1,"generate_report -> scan_malware, reset_password -> scan_malware"
"Credit the account and cancel the sub, then shoot Charlie a message about the changes.",13,neg_123,swap_edges,process_refund;update_subscription;send_notification,0->2;1->0,"process_refund -> send_notification, update_subscription -> process_refund"
"Credit the account and cancel the sub, then shoot Charlie a message about the changes.",13,neg_124,swap_tools,db_read;escalate_to_human;db_write,0->2;1->2,"db_read -> db_write, escalate_to_human -> db_write"
"Credit the account and cancel the sub, then shoot Charlie a message about the changes.",13,neg_125,remove_edge,process_refund;update_subscription;send_notification,1->2,update_subscription -> send_notification
"Credit the account and cancel the sub, then shoot Charlie a message about the changes.",13,neg_126,add_edge,process_refund;update_subscription;send_notification,0->2;1->2;1->0,"process_refund -> send_notification, update_subscription -> process_refund, update_subscription -> send_notification"
"Credit the account and cancel the sub, then shoot Charlie a message about the changes.",13,neg_127,extra_node,process_refund;update_subscription;send_notification;log_audit_event,0->2;1->2;3->2,"log_audit_event -> send_notification, process_refund -> send_notification, update_subscription -> send_notification"
Urgent: grab Eve's account details — then give Diana a new password. Last step: notify the Finance team.,79,neg_128,swap_edges,db_read;reset_password;send_notification,2->0;1->2,"reset_password -> send_notification, send_notification -> db_read"
Urgent: grab Eve's account details — then give Diana a new password. Last step: notify the Finance team.,79,neg_129,swap_tools,process_refund;escalate_to_human;db_read,0->1;1->2,"escalate_to_human -> db_read, process_refund -> escalate_to_human"
Urgent: grab Eve's account details — then give Diana a new password. Last step: notify the Finance team.,79,neg_130,remove_edge,db_read;reset_password;send_notification,1->2,reset_password -> send_notification
Urgent: grab Eve's account details — then give Diana a new password. Last step: notify the Finance team.,79,neg_131,add_edge,db_read;reset_password;send_notification,0->1;1->2;0->2,"db_read -> reset_password, db_read -> send_notification, reset_password -> send_notification"
Urgent: grab Eve's account details — then give Diana a new password. Last step: notify the Finance team.,79,neg_132,extra_node,db_read;reset_password;send_notification;provision_vm,0->1;1->2;1->3,"db_read -> reset_password, reset_password -> provision_vm, reset_password -> send_notification"
"Hey, can you file an incident report about staging-db-02 and lock down auth-svc-04. When all of that's complete, generate the Engineering analytics.",465,neg_133,swap_edges,create_ticket;quarantine_system;generate_report,2->1;2->0,"generate_report -> create_ticket, generate_report -> quarantine_system"
"Hey, can you file an incident report about staging-db-02 and lock down auth-svc-04. When all of that's complete, generate the Engineering analytics.",465,neg_134,swap_tools,check_status;restart_service;db_read,0->2;1->2,"check_status -> db_read, restart_service -> db_read"
"Hey, can you file an incident report about staging-db-02 and lock down auth-svc-04. When all of that's complete, generate the Engineering analytics.",465,neg_135,remove_edge,create_ticket;quarantine_system;generate_report,0->2,create_ticket -> generate_report
"Hey, can you file an incident report about staging-db-02 and lock down auth-svc-04. When all of that's complete, generate the Engineering analytics.",465,neg_136,add_edge,create_ticket;quarantine_system;generate_report,0->2;1->2;1->0,"create_ticket -> generate_report, quarantine_system -> create_ticket, quarantine_system -> generate_report"
"Hey, can you file an incident report about staging-db-02 and lock down auth-svc-04. When all of that's complete, generate the Engineering analytics.",465,neg_137,extra_node,create_ticket;quarantine_system;generate_report;restart_service,0->2;1->2;2->3,"create_ticket -> generate_report, generate_report -> restart_service, quarantine_system -> generate_report"
"Per Bob's request, cycle payment-api-03, and then update Eve's record in the DB. End with reset Bob's password.",282,neg_138,swap_edges,restart_service;db_write;reset_password,1->0;2->0,"db_write -> restart_service, reset_password -> restart_service"
"Per Bob's request, cycle payment-api-03, and then update Eve's record in the DB. End with reset Bob's password.",282,neg_139,swap_tools,log_audit_event;quarantine_system;generate_report,0->1;1->2,"log_audit_event -> quarantine_system, quarantine_system -> generate_report"
"Per Bob's request, cycle payment-api-03, and then update Eve's record in the DB. End with reset Bob's password.",282,neg_140,remove_edge,restart_service;db_write;reset_password,0->1,restart_service -> db_write
"Per Bob's request, cycle payment-api-03, and then update Eve's record in the DB. End with reset Bob's password.",282,neg_141,add_edge,restart_service;db_write;reset_password,0->1;1->2;0->2,"db_write -> reset_password, restart_service -> db_write, restart_service -> reset_password"
"Per Bob's request, cycle payment-api-03, and then update Eve's record in the DB. End with reset Bob's password.",282,neg_142,extra_node,restart_service;db_write;reset_password;create_ticket,0->1;1->2;0->3,"db_write -> reset_password, restart_service -> create_ticket, restart_service -> db_write"
"Hand Eve's issue off to an engineer, followed by log Grace's action for compliance. End with give Alice a new password.",327,neg_143,swap_edges,escalate_to_human;log_audit_event;reset_password,2->0;2->1,"reset_password -> escalate_to_human, reset_password -> log_audit_event"
"Hand Eve's issue off to an engineer, followed by log Grace's action for compliance. End with give Alice a new password.",327,neg_144,swap_tools,scan_malware;escalate_to_human;provision_vm,0->1;1->2,"escalate_to_human -> provision_vm, scan_malware -> escalate_to_human"
"Hand Eve's issue off to an engineer, followed by log Grace's action for compliance. End with give Alice a new password.",327,neg_145,remove_edge,escalate_to_human;log_audit_event;reset_password,1->2,log_audit_event -> reset_password
"Hand Eve's issue off to an engineer, followed by log Grace's action for compliance. End with give Alice a new password.",327,neg_146,add_edge,escalate_to_human;log_audit_event;reset_password,0->1;1->2;0->2,"escalate_to_human -> log_audit_event, escalate_to_human -> reset_password, log_audit_event -> reset_password"
"Hand Eve's issue off to an engineer, followed by log Grace's action for compliance. End with give Alice a new password.",327,neg_147,extra_node,escalate_to_human;log_audit_event;reset_password;create_ticket,0->1;1->2;3->2,"create_ticket -> reset_password, escalate_to_human -> log_audit_event, log_audit_event -> reset_password"
"Do me a favor and push the refund through for #60122. Next, assess prod-web-01's status.",183,neg_148,swap_tools,update_subscription;send_notification,0->1,update_subscription -> send_notification
"Do me a favor and push the refund through for #60122. Next, assess prod-web-01's status.",183,neg_149,extra_node,process_refund;check_status;db_write,0->1;0->2,"process_refund -> check_status, process_refund -> db_write"
"We gotta give cdn-edge-06 a kick. Once that's done, provision a new instance for Engineering. To wrap up, update Diana's record in the DB.",302,neg_150,swap_edges,restart_service;provision_vm;db_write,2->1;2->0,"db_write -> provision_vm, db_write -> restart_service"
"We gotta give cdn-edge-06 a kick. Once that's done, provision a new instance for Engineering. To wrap up, update Diana's record in the DB.",302,neg_151,swap_tools,scan_malware;reset_password;generate_report,0->1;1->2,"reset_password -> generate_report, scan_malware -> reset_password"
"We gotta give cdn-edge-06 a kick. Once that's done, provision a new instance for Engineering. To wrap up, update Diana's record in the DB.",302,neg_152,remove_edge,restart_service;provision_vm;db_write,1->2,provision_vm -> db_write
"We gotta give cdn-edge-06 a kick. Once that's done, provision a new instance for Engineering. To wrap up, update Diana's record in the DB.",302,neg_153,add_edge,restart_service;provision_vm;db_write,0->1;1->2;0->2,"provision_vm -> db_write, restart_service -> db_write, restart_service -> provision_vm"
"We gotta give cdn-edge-06 a kick. Once that's done, provision a new instance for Engineering. To wrap up, update Diana's record in the DB.",302,neg_154,extra_node,restart_service;provision_vm;db_write;reset_password,0->1;1->2;3->0,"provision_vm -> db_write, reset_password -> restart_service, restart_service -> provision_vm"
"When you get a chance, fetch #10234's info, and then give Alice a new password. Next, store the HR config in the database, and then ping Charlie about it. End with record the event in Engineering's log.",142,neg_155,swap_edges,db_read;reset_password;db_write;send_notification;log_audit_event,0->1;4->0;4->2;3->0,"db_read -> reset_password, log_audit_event -> db_read, log_audit_event -> db_write, send_notification -> db_read"
"When you get a chance, fetch #10234's info, and then give Alice a new password. Next, store the HR config in the database, and then ping Charlie about it. End with record the event in Engineering's log.",142,neg_156,swap_tools,scan_malware;db_write;restart_service;provision_vm;log_audit_event,0->1;1->2;2->3;3->4,"db_write -> restart_service, provision_vm -> log_audit_event, restart_service -> provision_vm, scan_malware -> db_write"
"When you get a chance, fetch #10234's info, and then give Alice a new password. Next, store the HR config in the database, and then ping Charlie about it. End with record the event in Engineering's log.",142,neg_157,remove_edge,db_read;reset_password;db_write;send_notification;log_audit_event,0->1;2->3;3->4,"db_read -> reset_password, db_write -> send_notification, send_notification -> log_audit_event"
"When you get a chance, fetch #10234's info, and then give Alice a new password. Next, store the HR config in the database, and then ping Charlie about it. End with record the event in Engineering's log.",142,neg_158,add_edge,db_read;reset_password;db_write;send_notification;log_audit_event,0->1;1->2;2->3;3->4;1->3,"db_read -> reset_password, db_write -> send_notification, reset_password -> db_write, reset_password -> send_notification, send_notification -> log_audit_event"
"When you get a chance, fetch #10234's info, and then give Alice a new password. Next, store the HR config in the database, and then ping Charlie about it. End with record the event in Engineering's log.",142,neg_159,extra_node,db_read;reset_password;db_write;send_notification;log_audit_event;log_audit_event,0->1;1->2;2->3;3->4;5->1,"db_read -> reset_password, db_write -> send_notification, log_audit_event -> reset_password, reset_password -> db_write, send_notification -> log_audit_event"
"Hey, can you read Diana's profile from the database. Once that's done, reverse the charge on #31450. Once that's done, persist Frank's data to the database, followed by record the event in Engineering's log, and lastly ping Eve about it.",140,neg_160,swap_edges,db_read;process_refund;db_write;log_audit_event;send_notification,4->0;1->2;4->3;1->0,"process_refund -> db_read, process_refund -> db_write, send_notification -> db_read, send_notification -> log_audit_event"
"Hey, can you read Diana's profile from the database. Once that's done, reverse the charge on #31450. Once that's done, persist Frank's data to the database, followed by record the event in Engineering's log, and lastly ping Eve about it.",140,neg_161,swap_tools,send_notification;restart_service;generate_report;reset_password;create_ticket,0->1;1->2;2->3;3->4,"generate_report -> reset_password, reset_password -> create_ticket, restart_service -> generate_report, send_notification -> restart_service"
"Hey, can you read Diana's profile from the database. Once that's done, reverse the charge on #31450. Once that's done, persist Frank's data to the database, followed by record the event in Engineering's log, and lastly ping Eve about it.",140,neg_162,remove_edge,db_read;process_refund;db_write;log_audit_event;send_notification,0->1;2->3;3->4,"db_read -> process_refund, db_write -> log_audit_event, log_audit_event -> send_notification"
"Hey, can you read Diana's profile from the database. Once that's done, reverse the charge on #31450. Once that's done, persist Frank's data to the database, followed by record the event in Engineering's log, and lastly ping Eve about it.",140,neg_163,add_edge,db_read;process_refund;db_write;log_audit_event;send_notification,0->1;1->2;2->3;3->4;0->2,"db_read -> db_write, db_read -> process_refund, db_write -> log_audit_event, log_audit_event -> send_notification, process_refund -> db_write"
"Hey, can you read Diana's profile from the database. Once that's done, reverse the charge on #31450. Once that's done, persist Frank's data to the database, followed by record the event in Engineering's log, and lastly ping Eve about it.",140,neg_164,extra_node,db_read;process_refund;db_write;log_audit_event;send_notification;db_write,0->1;1->2;2->3;3->4;5->2,"db_read -> process_refund, db_write -> db_write, db_write -> log_audit_event, log_audit_event -> send_notification, process_refund -> db_write"
"I need you to do a security check on payment-api-03 and verify cdn-edge-06's health. After those finish, create a ticket about the Marketing issue.",111,neg_165,swap_edges,scan_malware;check_status;create_ticket,0->1;1->2,"check_status -> create_ticket, scan_malware -> check_status"
"I need you to do a security check on payment-api-03 and verify cdn-edge-06's health. After those finish, create a ticket about the Marketing issue.",111,neg_166,swap_tools,provision_vm;escalate_to_human;update_subscription,0->2;1->2,"escalate_to_human -> update_subscription, provision_vm -> update_subscription"
"I need you to do a security check on payment-api-03 and verify cdn-edge-06's health. After those finish, create a ticket about the Marketing issue.",111,neg_167,remove_edge,scan_malware;check_status;create_ticket,1->2,check_status -> create_ticket
"I need you to do a security check on payment-api-03 and verify cdn-edge-06's health. After those finish, create a ticket about the Marketing issue.",111,neg_168,add_edge,scan_malware;check_status;create_ticket,0->2;1->2;0->1,"check_status -> create_ticket, scan_malware -> check_status, scan_malware -> create_ticket"
"I need you to do a security check on payment-api-03 and verify cdn-edge-06's health. After those finish, create a ticket about the Marketing issue.",111,neg_169,extra_node,scan_malware;check_status;create_ticket;db_read,0->2;1->2;3->1,"check_status -> create_ticket, db_read -> check_status, scan_malware -> create_ticket"
"Record the event in Legal's log and file a bug about staging-db-02, merge everything and push the changes for Alice to the DB.",469,neg_170,swap_edges,log_audit_event;create_ticket;db_write,1->2;2->0,"create_ticket -> db_write, db_write -> log_audit_event"
"Record the event in Legal's log and file a bug about staging-db-02, merge everything and push the changes for Alice to the DB.",469,neg_171,swap_tools,send_notification;update_subscription;log_audit_event,0->2;1->2,"send_notification -> log_audit_event, update_subscription -> log_audit_event"
"Record the event in Legal's log and file a bug about staging-db-02, merge everything and push the changes for Alice to the DB.",469,neg_172,remove_edge,log_audit_event;create_ticket;db_write,1->2,create_ticket -> db_write
"Record the event in Legal's log and file a bug about staging-db-02, merge everything and push the changes for Alice to the DB.",469,neg_173,add_edge,log_audit_event;create_ticket;db_write,0->2;1->2;0->1,"create_ticket -> db_write, log_audit_event -> create_ticket, log_audit_event -> db_write"
"Record the event in Legal's log and file a bug about staging-db-02, merge everything and push the changes for Alice to the DB.",469,neg_174,extra_node,log_audit_event;create_ticket;db_write;db_write,0->2;1->2;3->1,"create_ticket -> db_write, db_write -> create_ticket, log_audit_event -> db_write"
"Urgent: verify ml-infer-05's health. Next, restart the service on prod-web-01. End with drop an audit entry for cdn-edge-06.",71,neg_175,swap_edges,check_status;restart_service;log_audit_event,0->2;1->0,"check_status -> log_audit_event, restart_service -> check_status"
"Urgent: verify ml-infer-05's health. Next, restart the service on prod-web-01. End with drop an audit entry for cdn-edge-06.",71,neg_176,swap_tools,escalate_to_human;provision_vm;scan_malware,0->1;1->2,"escalate_to_human -> provision_vm, provision_vm -> scan_malware"
"Urgent: verify ml-infer-05's health. Next, restart the service on prod-web-01. End with drop an audit entry for cdn-edge-06.",71,neg_177,remove_edge,check_status;restart_service;log_audit_event,0->1,check_status -> restart_service
"Urgent: verify ml-infer-05's health. Next, restart the service on prod-web-01. End with drop an audit entry for cdn-edge-06.",71,neg_178,add_edge,check_status;restart_service;log_audit_event,0->1;1->2;0->2,"check_status -> log_audit_event, check_status -> restart_service, restart_service -> log_audit_event"
"Urgent: verify ml-infer-05's health. Next, restart the service on prod-web-01. End with drop an audit entry for cdn-edge-06.",71,neg_179,extra_node,check_status;restart_service;log_audit_event;db_write,0->1;1->2;3->2,"check_status -> restart_service, db_write -> log_audit_event, restart_service -> log_audit_event"
"Ticket INC-1198 says escalate Charlie's case to the on-call. Next, give prod-web-01 a kick — then nuke Diana's old login and issue a fresh one. Last step: modify Grace's subscription.",390,neg_180,swap_edges,escalate_to_human;restart_service;reset_password;update_subscription,3->1;3->0;3->2,"update_subscription -> escalate_to_human, update_subscription -> reset_password, update_subscription -> restart_service"
"Ticket INC-1198 says escalate Charlie's case to the on-call. Next, give prod-web-01 a kick — then nuke Diana's old login and issue a fresh one. Last step: modify Grace's subscription.",390,neg_181,swap_tools,send_notification;update_subscription;check_status;process_refund,0->1;1->2;2->3,"check_status -> process_refund, send_notification -> update_subscription, update_subscription -> check_status"
"Ticket INC-1198 says escalate Charlie's case to the on-call. Next, give prod-web-01 a kick — then nuke Diana's old login and issue a fresh one. Last step: modify Grace's subscription.",390,neg_182,remove_edge,escalate_to_human;restart_service;reset_password;update_subscription,0->1;2->3,"escalate_to_human -> restart_service, reset_password -> update_subscription"
"Ticket INC-1198 says escalate Charlie's case to the on-call. Next, give prod-web-01 a kick — then nuke Diana's old login and issue a fresh one. Last step: modify Grace's subscription.",390,neg_183,add_edge,escalate_to_human;restart_service;reset_password;update_subscription,0->1;1->2;2->3;1->3,"escalate_to_human -> restart_service, reset_password -> update_subscription, restart_service -> reset_password, restart_service -> update_subscription"
"Ticket INC-1198 says escalate Charlie's case to the on-call. Next, give prod-web-01 a kick — then nuke Diana's old login and issue a fresh one. Last step: modify Grace's subscription.",390,neg_184,extra_node,escalate_to_human;restart_service;reset_password;update_subscription;create_ticket,0->1;1->2;2->3;4->0,"create_ticket -> escalate_to_human, escalate_to_human -> restart_service, reset_password -> update_subscription, restart_service -> reset_password"
"Eve is asking us to hand Alice's issue off to an engineer — then cycle ml-infer-05. Finally, launch an instance for Engineering.",332,neg_185,swap_edges,escalate_to_human;restart_service;provision_vm,0->2;0->1,"escalate_to_human -> provision_vm, escalate_to_human -> restart_service"
"Eve is asking us to hand Alice's issue off to an engineer — then cycle ml-infer-05. Finally, launch an instance for Engineering.",332,neg_186,swap_tools,quarantine_system;log_audit_event;create_ticket,0->1;1->2,"log_audit_event -> create_ticket, quarantine_system -> log_audit_event"
"Eve is asking us to hand Alice's issue off to an engineer — then cycle ml-infer-05. Finally, launch an instance for Engineering.",332,neg_187,remove_edge,escalate_to_human;restart_service;provision_vm,1->2,restart_service -> provision_vm
"Eve is asking us to hand Alice's issue off to an engineer — then cycle ml-infer-05. Finally, launch an instance for Engineering.",332,neg_188,add_edge,escalate_to_human;restart_service;provision_vm,0->1;1->2;0->2,"escalate_to_human -> provision_vm, escalate_to_human -> restart_service, restart_service -> provision_vm"
"Eve is asking us to hand Alice's issue off to an engineer — then cycle ml-infer-05. Finally, launch an instance for Engineering.",332,neg_189,extra_node,escalate_to_human;restart_service;provision_vm;db_read,0->1;1->2;3->0,"db_read -> escalate_to_human, escalate_to_human -> restart_service, restart_service -> provision_vm"
"When you get a chance, change Charlie's plan. After that, pull Frank's data, and lastly refund Frank.",321,neg_190,swap_edges,update_subscription;db_read;process_refund,2->1;0->2,"process_refund -> db_read, update_subscription -> process_refund"
"When you get a chance, change Charlie's plan. After that, pull Frank's data, and lastly refund Frank.",321,neg_191,swap_tools,generate_report;db_read;db_write,0->1;1->2,"db_read -> db_write, generate_report -> db_read"
"When you get a chance, change Charlie's plan. After that, pull Frank's data, and lastly refund Frank.",321,neg_192,remove_edge,update_subscription;db_read;process_refund,1->2,db_read -> process_refund
"When you get a chance, change Charlie's plan. After that, pull Frank's data, and lastly refund Frank.",321,neg_193,add_edge,update_subscription;db_read;process_refund,0->1;1->2;0->2,"db_read -> process_refund, update_subscription -> db_read, update_subscription -> process_refund"
"When you get a chance, change Charlie's plan. After that, pull Frank's data, and lastly refund Frank.",321,neg_194,extra_node,update_subscription;db_read;process_refund;escalate_to_human,0->1;1->2;2->3,"db_read -> process_refund, process_refund -> escalate_to_human, update_subscription -> db_read"
"ASAP — provision a new instance for Legal — then put together a report on cdn-edge-06. Finally, verify payment-api-03's health.",279,neg_195,swap_edges,provision_vm;generate_report;check_status,1->2;0->2,"generate_report -> check_status, provision_vm -> check_status"
"ASAP — provision a new instance for Legal — then put together a report on cdn-edge-06. Finally, verify payment-api-03's health.",279,neg_196,swap_tools,scan_malware;reset_password;quarantine_system,0->1;1->2,"reset_password -> quarantine_system, scan_malware -> reset_password"
"ASAP — provision a new instance for Legal — then put together a report on cdn-edge-06. Finally, verify payment-api-03's health.",279,neg_197,remove_edge,provision_vm;generate_report;check_status,1->2,generate_report -> check_status
"ASAP — provision a new instance for Legal — then put together a report on cdn-edge-06. Finally, verify payment-api-03's health.",279,neg_198,add_edge,provision_vm;generate_report;check_status,0->1;1->2;0->2,"generate_report -> check_status, provision_vm -> check_status, provision_vm -> generate_report"
"ASAP — provision a new instance for Legal — then put together a report on cdn-edge-06. Finally, verify payment-api-03's health.",279,neg_199,extra_node,provision_vm;generate_report;check_status;send_notification,0->1;1->2;1->3,"generate_report -> check_status, generate_report -> send_notification, provision_vm -> generate_report"
"Frank is asking us to fire off a notification to Grace, then look up the records for #10234 — then commit Grace's update to the database. Last step: modify Grace's subscription.",359,neg_200,swap_edges,send_notification;db_read;db_write;update_subscription,2->1;3->1;0->2,"db_write -> db_read, send_notification -> db_write, update_subscription -> db_read"
"Frank is asking us to fire off a notification to Grace, then look up the records for #10234 — then commit Grace's update to the database. Last step: modify Grace's subscription.",359,neg_201,swap_tools,db_read;log_audit_event;scan_malware;send_notification,0->1;1->2;2->3,"db_read -> log_audit_event, log_audit_event -> scan_malware, scan_malware -> send_notification"
"Frank is asking us to fire off a notification to Grace, then look up the records for #10234 — then commit Grace's update to the database. Last step: modify Grace's subscription.",359,neg_202,remove_edge,send_notification;db_read;db_write;update_subscription,0->1;1->2,"db_read -> db_write, send_notification -> db_read"
"Frank is asking us to fire off a notification to Grace, then look up the records for #10234 — then commit Grace's update to the database. Last step: modify Grace's subscription.",359,neg_203,add_edge,send_notification;db_read;db_write;update_subscription,0->1;1->2;2->3;0->2,"db_read -> db_write, db_write -> update_subscription, send_notification -> db_read, send_notification -> db_write"
"Frank is asking us to fire off a notification to Grace, then look up the records for #10234 — then commit Grace's update to the database. Last step: modify Grace's subscription.",359,neg_204,extra_node,send_notification;db_read;db_write;update_subscription;db_read,0->1;1->2;2->3;4->1,"db_read -> db_read, db_read -> db_write, db_write -> update_subscription, send_notification -> db_read"
"Charlie is asking us to pull Alice's data, then build a compliance doc for Marketing. Once that's done, push the changes for Frank to the DB. Last step: run a malware sweep on cdn-edge-06.",373,neg_205,swap_edges,db_read;generate_report;db_write;scan_malware,3->0;1->3;1->2,"generate_report -> db_write, generate_report -> scan_malware, scan_malware -> db_read"
"Charlie is asking us to pull Alice's data, then build a compliance doc for Marketing. Once that's done, push the changes for Frank to the DB. Last step: run a malware sweep on cdn-edge-06.",373,neg_206,swap_tools,send_notification;reset_password;quarantine_system;scan_malware,0->1;1->2;2->3,"quarantine_system -> scan_malware, reset_password -> quarantine_system, send_notification -> reset_password"
"Charlie is asking us to pull Alice's data, then build a compliance doc for Marketing. Once that's done, push the changes for Frank to the DB. Last step: run a malware sweep on cdn-edge-06.",373,neg_207,remove_edge,db_read;generate_report;db_write;scan_malware,1->2;2->3,"db_write -> scan_malware, generate_report -> db_write"
"Charlie is asking us to pull Alice's data, then build a compliance doc for Marketing. Once that's done, push the changes for Frank to the DB. Last step: run a malware sweep on cdn-edge-06.",373,neg_208,add_edge,db_read;generate_report;db_write;scan_malware,0->1;1->2;2->3;1->3,"db_read -> generate_report, db_write -> scan_malware, generate_report -> db_write, generate_report -> scan_malware"
"Charlie is asking us to pull Alice's data, then build a compliance doc for Marketing. Once that's done, push the changes for Frank to the DB. Last step: run a malware sweep on cdn-edge-06.",373,neg_209,extra_node,db_read;generate_report;db_write;scan_malware;provision_vm,0->1;1->2;2->3;4->2,"db_read -> generate_report, db_write -> scan_malware, generate_report -> db_write, provision_vm -> db_write"
"Ticket INC-8842 says give Frank their money back, then look up the records for #42017.",235,neg_210,swap_tools,provision_vm;reset_password,0->1,provision_vm -> reset_password
"Ticket INC-8842 says give Frank their money back, then look up the records for #42017.",235,neg_211,extra_node,process_refund;db_read;restart_service,0->1;1->2,"db_read -> restart_service, process_refund -> db_read"
"Hey, can you pull Alice's data. After that, change Alice's auth credentials. After that, push the changes for Frank to the DB. To wrap up, notify the Finance team.",98,neg_212,swap_edges,db_read;reset_password;db_write;send_notification,0->2;0->1;2->1,"db_read -> db_write, db_read -> reset_password, db_write -> reset_password"
"Hey, can you pull Alice's data. After that, change Alice's auth credentials. After that, push the changes for Frank to the DB. To wrap up, notify the Finance team.",98,neg_213,swap_tools,update_subscription;create_ticket;process_refund;provision_vm,0->1;1->2;2->3,"create_ticket -> process_refund, process_refund -> provision_vm, update_subscription -> create_ticket"
"Hey, can you pull Alice's data. After that, change Alice's auth credentials. After that, push the changes for Frank to the DB. To wrap up, notify the Finance team.",98,neg_214,remove_edge,db_read;reset_password;db_write;send_notification,1->2;2->3,"db_write -> send_notification, reset_password -> db_write"
"Hey, can you pull Alice's data. After that, change Alice's auth credentials. After that, push the changes for Frank to the DB. To wrap up, notify the Finance team.",98,neg_215,add_edge,db_read;reset_password;db_write;send_notification,0->1;1->2;2->3;1->3,"db_read -> reset_password, db_write -> send_notification, reset_password -> db_write, reset_password -> send_notification"
"Hey, can you pull Alice's data. After that, change Alice's auth credentials. After that, push the changes for Frank to the DB. To wrap up, notify the Finance team.",98,neg_216,extra_node,db_read;reset_password;db_write;send_notification;check_status,0->1;1->2;2->3;3->4,"db_read -> reset_password, db_write -> send_notification, reset_password -> db_write, send_notification -> check_status"
"Per Bob's request, bounce auth-svc-04 and investigate prod-web-01 for infections, then converge and create a ticket about the Engineering issue.",456,neg_217,swap_edges,restart_service;scan_malware;create_ticket,0->2;0->1,"restart_service -> create_ticket, restart_service -> scan_malware"
"Per Bob's request, bounce auth-svc-04 and investigate prod-web-01 for infections, then converge and create a ticket about the Engineering issue.",456,neg_218,swap_tools,db_read;check_status;provision_vm,0->2;1->2,"check_status -> provision_vm, db_read -> provision_vm"
"Per Bob's request, bounce auth-svc-04 and investigate prod-web-01 for infections, then converge and create a ticket about the Engineering issue.",456,neg_219,remove_edge,restart_service;scan_malware;create_ticket,0->2,restart_service -> create_ticket
"Per Bob's request, bounce auth-svc-04 and investigate prod-web-01 for infections, then converge and create a ticket about the Engineering issue.",456,neg_220,add_edge,restart_service;scan_malware;create_ticket,0->2;1->2;0->1,"restart_service -> create_ticket, restart_service -> scan_malware, scan_malware -> create_ticket"
"Per Bob's request, bounce auth-svc-04 and investigate prod-web-01 for infections, then converge and create a ticket about the Engineering issue.",456,neg_221,extra_node,restart_service;scan_malware;create_ticket;quarantine_system,0->2;1->2;0->3,"restart_service -> create_ticket, restart_service -> quarantine_system, scan_malware -> create_ticket"
"For the Legal team, get a human involved for Grace. After that, launch an instance for HR. After that, create a ticket about the Legal issue. Finally, push the refund through for #53698.",379,neg_222,swap_edges,escalate_to_human;provision_vm;create_ticket;process_refund,3->1;2->0;1->0,"create_ticket -> escalate_to_human, process_refund -> provision_vm, provision_vm -> escalate_to_human"
"For the Legal team, get a human involved for Grace. After that, launch an instance for HR. After that, create a ticket about the Legal issue. Finally, push the refund through for #53698.",379,neg_223,swap_tools,create_ticket;db_write;log_audit_event;quarantine_system,0->1;1->2;2->3,"create_ticket -> db_write, db_write -> log_audit_event, log_audit_event -> quarantine_system"
"For the Legal team, get a human involved for Grace. After that, launch an instance for HR. After that, create a ticket about the Legal issue. Finally, push the refund through for #53698.",379,neg_224,remove_edge,escalate_to_human;provision_vm;create_ticket;process_refund,1->2;2->3,"create_ticket -> process_refund, provision_vm -> create_ticket"
"For the Legal team, get a human involved for Grace. After that, launch an instance for HR. After that, create a ticket about the Legal issue. Finally, push the refund through for #53698.",379,neg_225,add_edge,escalate_to_human;provision_vm;create_ticket;process_refund,0->1;1->2;2->3;0->2,"create_ticket -> process_refund, escalate_to_human -> create_ticket, escalate_to_human -> provision_vm, provision_vm -> create_ticket"
