query,dag_id,dag_text,tools,edges,topo_family,source,split
"The Marketing team needs us to scan ml-infer-05 for threats and check if staging-db-02 is up. Once both are done, open a ticket for Frank.",111,"check_status -> create_ticket, scan_malware -> create_ticket",scan_malware;check_status;create_ticket,0->2;1->2,fanin,original,train
"Hey, can you file an incident report about staging-db-02 and lock down prod-web-01. When all of that's complete, generate the Legal analytics.",465,"create_ticket -> generate_report, quarantine_system -> generate_report",create_ticket;quarantine_system;generate_report,0->2;1->2,fanin,original,train
"Quick one — hand Frank's issue off to an engineer and diagnose staging-db-02, then converge and reset Diana's password.",443,"check_status -> reset_password, escalate_to_human -> reset_password",escalate_to_human;check_status;reset_password,0->2;1->2,fanin,original,train
"Time to provision a new instance for Finance. Next, escalate Alice's case to the on-call, and then pull Alice's data. Finally, rotate Frank's credentials.",360,"db_read -> reset_password, escalate_to_human -> db_read, provision_vm -> escalate_to_human",provision_vm;escalate_to_human;db_read;reset_password,0->1;1->2;2->3,chain_medium,original,train
Fetch the list of folks in HR and blast out an update.,3,db_read -> send_notification,db_read;send_notification,0->1,chain_short,original,train
"We gotta read Grace's profile from the database, then log a Jira for Diana's issue.",57,db_read -> create_ticket,db_read;create_ticket,0->1,chain_short,original,train
"We gotta read Bob's profile from the database, and then ping Charlie about it.",3,db_read -> send_notification,db_read;send_notification,0->1,chain_short,original,train
"Per Charlie's request, process the payout for Diana, then spin up a tracking ticket for Frank. Last step: scan auth-svc-04 for threats.",346,"create_ticket -> scan_malware, process_refund -> create_ticket",process_refund;create_ticket;scan_malware,0->1;1->2,chain_medium,original,train
"For the Engineering team, restart the main process on payment-api-03, followed by save the changes for Bob to the DB. Last step: give Charlie a new password.",282,"db_write -> reset_password, restart_service -> db_write",restart_service;db_write;reset_password,0->1;1->2,chain_medium,original,train
"I need you to write the new data for #31450 back — then reset Grace's password — then process the payout for Charlie. Finally, blast an alert to HR.",366,"db_write -> reset_password, process_refund -> send_notification, reset_password -> process_refund",db_write;reset_password;process_refund;send_notification,0->1;1->2;2->3,chain_medium,original,train
"Urgent: verify cdn-edge-06's health. Next, restart the service on auth-svc-04. End with drop an audit entry for payment-api-03.",71,"check_status -> restart_service, restart_service -> log_audit_event",check_status;restart_service;log_audit_event,0->1;1->2,chain_medium,original,train
"Eve reported an issue — whip up a report for Marketing, and then hand Diana's issue off to an engineer.",194,generate_report -> escalate_to_human,generate_report;escalate_to_human,0->1,chain_short,original,train
"I need you to rotate Charlie's credentials, followed by check cdn-edge-06 for vulnerabilities.",229,reset_password -> scan_malware,reset_password;scan_malware,0->1,chain_short,original,train
"The Legal team needs us to whip up a report for Finance. Once that's done, fire off a notification to Charlie.",47,generate_report -> send_notification,generate_report;send_notification,0->1,chain_short,original,train
"I need you to give Bob a new password. After that, adjust the billing tier for Alice. Last step: spin up a VM for HR.",308,"reset_password -> update_subscription, update_subscription -> provision_vm",reset_password;update_subscription;provision_vm,0->1;1->2,chain_medium,original,train
"Hey, can you investigate ml-infer-05 for infections and ping cdn-edge-06 for a health check. When all of that's complete, open a ticket for Frank.",111,"check_status -> create_ticket, scan_malware -> create_ticket",scan_malware;check_status;create_ticket,0->2;1->2,fanin,original,train
"From Engineering: adjust the billing tier for Bob — then dig up the history on Frank. To wrap up, give Alice their money back.",321,"db_read -> process_refund, update_subscription -> db_read",update_subscription;db_read;process_refund,0->1;1->2,chain_medium,original,train
"For the Marketing team, restart the service on cdn-edge-06. Once that's done, rotate Eve's credentials. Last step: compile a summary for Marketing.",309,"reset_password -> generate_report, restart_service -> reset_password",restart_service;reset_password;generate_report,0->1;1->2,chain_medium,original,train
"Time to provision a new instance for Engineering. Next, escalate Grace's case to the on-call, and then pull Grace's data. Finally, rotate Frank's credentials.",360,"db_read -> reset_password, escalate_to_human -> db_read, provision_vm -> escalate_to_human",provision_vm;escalate_to_human;db_read;reset_password,0->1;1->2;2->3,chain_medium,original,train
"Quick one — switch Diana to the new plan, and while you're at it, credit Alice's account and isolate ml-infer-05.",412,"update_subscription -> process_refund, update_subscription -> quarantine_system",update_subscription;process_refund;quarantine_system,0->1;0->2,fanout,original,train
Grab the mailing list for Engineering and send out the weekly alert.,3,db_read -> send_notification,db_read;send_notification,0->1,chain_short,original,train
"Urgent: get a human involved for Alice, and then record the event in Finance's log, and lastly rotate Alice's credentials.",327,"escalate_to_human -> log_audit_event, log_audit_event -> reset_password",escalate_to_human;log_audit_event;reset_password,0->1;1->2,chain_medium,original,train
ASAP — see what's going on with prod-web-01 and at the same time check the DB for Diana and launch an instance for Marketing.,414,"check_status -> db_read, check_status -> provision_vm",check_status;db_read;provision_vm,0->1;0->2,fanout,original,train
"Per Bob's request, refund Charlie, followed by log Eve's action for compliance.",63,process_refund -> log_audit_event,process_refund;log_audit_event,0->1,chain_short,original,train
"From Engineering: scan prod-web-01 for threats, then see what's going on with auth-svc-04. Finally, push the refund through for #20891.",301,"check_status -> process_refund, scan_malware -> check_status",scan_malware;check_status;process_refund,0->1;1->2,chain_medium,original,train
"Hey, can you look up the records for #42017.",40,db_read,db_read,,single_node,original,train
"Ticket INC-8842 says create an audit trail for #10234, followed by save the changes for Grace to the DB, and then verify staging-db-02's health. End with restart the service on payment-api-03.",388,"check_status -> restart_service, db_write -> check_status, log_audit_event -> db_write",log_audit_event;db_write;check_status;restart_service,0->1;1->2;2->3,chain_medium,original,train
"We gotta push the changes for Charlie to the DB, and then check auth-svc-04 for vulnerabilities.",214,db_write -> scan_malware,db_write;scan_malware,0->1,chain_short,original,train
"Time to put together a report on auth-svc-04, followed by wake up the on-call about payment-api-03.",194,generate_report -> escalate_to_human,generate_report;escalate_to_human,0->1,chain_short,original,train
"Alice reported an issue — check if payment-api-03 is up, followed by cycle cdn-edge-06, and lastly log Diana's action for compliance.",71,"check_status -> restart_service, restart_service -> log_audit_event",check_status;restart_service;log_audit_event,0->1;1->2,chain_medium,original,train
"From HR: adjust the billing tier for Charlie — then dig up the history on Bob. To wrap up, give Eve their money back.",321,"db_read -> process_refund, update_subscription -> db_read",update_subscription;db_read;process_refund,0->1;1->2,chain_medium,original,train
"Alice reported an issue — check the DB for Charlie. Once that's done, change Eve's auth credentials, then commit Charlie's update to the database. After that, shoot Eve an email, and lastly create an audit trail for #42017.",142,"db_read -> reset_password, db_write -> send_notification, reset_password -> db_write, send_notification -> log_audit_event",db_read;reset_password;db_write;send_notification;log_audit_event,0->1;1->2;2->3;3->4,chain_long,original,train
"The Marketing team needs us to query the database about #31450, then force a credential change for Alice — then save the changes for Eve to the DB. End with ping Alice about it.",98,"db_read -> reset_password, db_write -> send_notification, reset_password -> db_write",db_read;reset_password;db_write;send_notification,0->1;1->2;2->3,chain_medium,original,train
"Ticket INC-7733 says switch Alice to the new plan and send a heads-up to Legal. After those finish, investigate staging-db-02 for infections.",459,"send_notification -> scan_malware, update_subscription -> scan_malware",update_subscription;send_notification;scan_malware,0->2;1->2,fanin,original,train
"Ticket INC-1198 says escalate Alice's case to the on-call and diagnose cdn-edge-06, then converge and nuke Bob's old login and issue a fresh one.",443,"check_status -> reset_password, escalate_to_human -> reset_password",escalate_to_human;check_status;reset_password,0->2;1->2,fanin,original,train
"From Engineering: whip up a report for Engineering, then hand Frank's issue off to an engineer.",194,generate_report -> escalate_to_human,generate_report;escalate_to_human,0->1,chain_short,original,train
"Scan ml-infer-05 for threats, followed by assess cdn-edge-06's status. Finally, credit Bob's account.",301,"check_status -> process_refund, scan_malware -> check_status",scan_malware;check_status;process_refund,0->1;1->2,chain_medium,original,train
Ticket INC-4021 says switch Frank to the new plan and simultaneously process the payout for Eve and isolate cdn-edge-06.,412,"update_subscription -> process_refund, update_subscription -> quarantine_system",update_subscription;process_refund;quarantine_system,0->1;0->2,fanout,original,train
"Grace is asking us to give Frank their money back and adjust the billing tier for Diana, merge everything and create an audit trail for #53698.",112,"process_refund -> log_audit_event, update_subscription -> log_audit_event",process_refund;update_subscription;log_audit_event,0->2;1->2,fanin,original,train
"Ticket INC-8842 says commit Eve's update to the database, and then sweep prod-web-01 for IOCs.",214,db_write -> scan_malware,db_write;scan_malware,0->1,chain_short,original,train
"Per Frank's request, do a security check on auth-svc-04, then file an incident report about payment-api-03. End with escalate Frank's case to the on-call.",81,"create_ticket -> escalate_to_human, scan_malware -> create_ticket",scan_malware;create_ticket;escalate_to_human,0->1;1->2,chain_medium,original,train
We gotta hand Frank's issue off to an engineer — then log Frank's action for compliance. Last step: force a credential change for Diana.,327,"escalate_to_human -> log_audit_event, log_audit_event -> reset_password",escalate_to_human;log_audit_event;reset_password,0->1;1->2,chain_medium,original,train
"Time to credit Eve's account, then make a compliance log about Alice.",63,process_refund -> log_audit_event,process_refund;log_audit_event,0->1,chain_short,original,train
"For the Engineering team, read Eve's profile from the database and verify prod-web-01's health, merge everything and compile a summary for HR.",110,"check_status -> generate_report, db_read -> generate_report",db_read;check_status;generate_report,0->2;1->2,fanin,original,train
"We gotta dig up the history on Alice — then rotate Eve's credentials, followed by push the changes for Alice to the DB. Last step: shoot Alice an email.",98,"db_read -> reset_password, db_write -> send_notification, reset_password -> db_write",db_read;reset_password;db_write;send_notification,0->1;1->2;2->3,chain_medium,original,train
"When you get a chance, fetch #20891's info while also send a heads-up to Legal and quarantine staging-db-02.",413,"db_read -> quarantine_system, db_read -> send_notification",db_read;send_notification;quarantine_system,0->1;0->2,fanout,original,train
"ASAP — verify auth-svc-04's health, then send a heads-up to Engineering.",49,check_status -> send_notification,check_status;send_notification,0->1,chain_short,original,train
"Time to blast an alert to Engineering, then run a malware sweep on ml-infer-05. Finally, stand up a new box for Marketing.",258,"scan_malware -> provision_vm, send_notification -> scan_malware",send_notification;scan_malware;provision_vm,0->1;1->2,chain_medium,original,train
"Urgent: verify ml-infer-05's health and look up the records for #60122. When all of that's complete, send a heads-up to Engineering.",114,"check_status -> send_notification, db_read -> send_notification",check_status;db_read;send_notification,0->2;1->2,fanin,original,train
"Charlie is asking us to check the DB for Eve and assess payment-api-03's status, merge everything and compile a summary for Marketing.",110,"check_status -> generate_report, db_read -> generate_report",db_read;check_status;generate_report,0->2;1->2,fanin,original,train
"Do me a favor and refund Alice. After that, record the event in Engineering's log.",63,process_refund -> log_audit_event,process_refund;log_audit_event,0->1,chain_short,original,train
"Quick one — dig up the history on Eve, followed by credit Charlie's account, then save the changes for Bob to the DB. Once that's done, log Eve's action for compliance. End with notify the HR team.",140,"db_read -> process_refund, db_write -> log_audit_event, log_audit_event -> send_notification, process_refund -> db_write",db_read;process_refund;db_write;log_audit_event;send_notification,0->1;1->2;2->3;3->4,chain_long,original,train
"From Engineering: ping prod-web-01 for a health check and pull Frank's data. Once both are done, send a heads-up to Engineering.",114,"check_status -> send_notification, db_read -> send_notification",check_status;db_read;send_notification,0->2;1->2,fanin,original,train
"Credit the account and cancel the sub, then shoot Eve a message about the changes.",13,"process_refund -> send_notification, update_subscription -> send_notification",process_refund;update_subscription;send_notification,0->2;1->2,fanin,original,train
"From Marketing: modify Grace's subscription and shoot Grace an email. When all of that's complete, check prod-web-01 for vulnerabilities.",459,"send_notification -> scan_malware, update_subscription -> scan_malware",update_subscription;send_notification;scan_malware,0->2;1->2,fanin,original,train
"Hey, can you provision a new instance for Legal, then downgrade Grace's account. Finally, log Charlie's action for compliance.",287,"provision_vm -> update_subscription, update_subscription -> log_audit_event",provision_vm;update_subscription;log_audit_event,0->1;1->2,chain_medium,original,train
"Quick one — log a Jira for Eve's issue and lock down prod-web-01, merge everything and build a compliance doc for Finance.",465,"create_ticket -> generate_report, quarantine_system -> generate_report",create_ticket;quarantine_system;generate_report,0->2;1->2,fanin,original,train
"Grace reported an issue — check if cdn-edge-06 is up, followed by cycle auth-svc-04, and lastly log Bob's action for compliance.",71,"check_status -> restart_service, restart_service -> log_audit_event",check_status;restart_service;log_audit_event,0->1;1->2,chain_medium,original,train
"Full IR flow: verify staging-db-02 is down, run a scan, isolate, restart, get a human involved, alert the team, and audit it.",16,"check_status -> scan_malware, escalate_to_human -> send_notification, quarantine_system -> restart_service, restart_service -> escalate_to_human, scan_malware -> quarantine_system, send_notification -> log_audit_event",check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event,0->1;1->2;2->3;3->4;4->5;5->6,chain_long,original,train
Ticket INC-8842 says switch Grace to the new plan and simultaneously process the payout for Bob and isolate auth-svc-04.,412,"update_subscription -> process_refund, update_subscription -> quarantine_system",update_subscription;process_refund;quarantine_system,0->1;0->2,fanout,original,train
"ASAP — downgrade Charlie's account and ping Bob about it. Once both are done, scan cdn-edge-06 for threats.",459,"send_notification -> scan_malware, update_subscription -> scan_malware",update_subscription;send_notification;scan_malware,0->2;1->2,fanin,original,train
"Ticket INC-4021 says cycle payment-api-03. Once that's done, save the changes for Diana to the DB, and lastly give Charlie a new password.",282,"db_write -> reset_password, restart_service -> db_write",restart_service;db_write;reset_password,0->1;1->2,chain_medium,original,train
"Do me a favor and push the refund through for #60122. Next, assess prod-web-01's status.",183,process_refund -> check_status,process_refund;check_status,0->1,chain_short,original,train
"Charlie is asking us to spin up a VM for HR, then investigate prod-web-01 for infections.",216,provision_vm -> scan_malware,provision_vm;scan_malware,0->1,chain_short,original,train
"Quick one — pull payment-api-03 from production, then ping staging-db-02 for a health check, then provision a new instance for Engineering. Finally, wake up the on-call about ml-infer-05.",377,"check_status -> provision_vm, provision_vm -> escalate_to_human, quarantine_system -> check_status",quarantine_system;check_status;provision_vm;escalate_to_human,0->1;1->2;2->3,chain_medium,original,train
"Do me a favor and downgrade Bob's account. After that, check the DB for Bob. End with process the payout for Grace.",321,"db_read -> process_refund, update_subscription -> db_read",update_subscription;db_read;process_refund,0->1;1->2,chain_medium,original,train
"Eve reported an issue — verify ml-infer-05's health, followed by notify the HR team.",49,check_status -> send_notification,check_status;send_notification,0->1,chain_short,original,train
"We gotta query the database about #10234, and then give Alice their money back, and then save the changes for Charlie to the DB, followed by log Diana's action for compliance. End with shoot Bob an email.",140,"db_read -> process_refund, db_write -> log_audit_event, log_audit_event -> send_notification, process_refund -> db_write",db_read;process_refund;db_write;log_audit_event;send_notification,0->1;1->2;2->3;3->4,chain_long,original,train
"Frank is asking us to query the database about #53698. Next, email Charlie the update.",3,db_read -> send_notification,db_read;send_notification,0->1,chain_short,original,train
"Push the refund through and downgrade their plan, then send one email confirming both.",13,"process_refund -> send_notification, update_subscription -> send_notification",process_refund;update_subscription;send_notification,0->2;1->2,fanin,original,train
Ticket INC-7733 says verify staging-db-02's health — then blast an alert to Marketing.,49,check_status -> send_notification,check_status;send_notification,0->1,chain_short,original,train
"ASAP — credit Charlie's account and change Diana's plan. Once both are done, record the event in Engineering's log.",112,"process_refund -> log_audit_event, update_subscription -> log_audit_event",process_refund;update_subscription;log_audit_event,0->2;1->2,fanin,original,train
"Time to blast an alert to Engineering, then run a malware sweep on payment-api-03. Finally, stand up a new box for Marketing.",258,"scan_malware -> provision_vm, send_notification -> scan_malware",send_notification;scan_malware;provision_vm,0->1;1->2,chain_medium,original,train
Pull the contact details from the DB and shoot Frank a message.,3,db_read -> send_notification,db_read;send_notification,0->1,chain_short,original,train
"We gotta read Grace's profile from the database, and then ping Alice about it.",3,db_read -> send_notification,db_read;send_notification,0->1,chain_short,original,train
"Per Grace's request, file an incident report about prod-web-01 and sweep ml-infer-05 for IOCs, then converge and compile a summary for Legal.",475,"create_ticket -> generate_report, scan_malware -> generate_report",create_ticket;scan_malware;generate_report,0->2;1->2,fanin,original,train
"The Engineering team needs us to generate the Finance analytics. Once that's done, shoot Frank an email.",47,generate_report -> send_notification,generate_report;send_notification,0->1,chain_short,original,train
"Ticket INC-5560 says create a support case for HR and pull auth-svc-04 from production. When all of that's complete, put together a report on cdn-edge-06.",465,"create_ticket -> generate_report, quarantine_system -> generate_report",create_ticket;quarantine_system;generate_report,0->2;1->2,fanin,original,train
"Do me a favor and bring in tier-2 support for Frank. After that, give prod-web-01 a kick. Finally, provision a new instance for Finance.",332,"escalate_to_human -> restart_service, restart_service -> provision_vm",escalate_to_human;restart_service;provision_vm,0->1;1->2,chain_medium,original,train
"Do me a favor and yank cdn-edge-06 off the network, followed by record the event in Finance's log.",52,quarantine_system -> log_audit_event,quarantine_system;log_audit_event,0->1,chain_short,original,train
"From Finance: pull Eve's data, then produce the Marketing performance summary. After that, save the changes for Diana to the DB. End with do a security check on staging-db-02.",373,"db_read -> generate_report, db_write -> scan_malware, generate_report -> db_write",db_read;generate_report;db_write;scan_malware,0->1;1->2;2->3,chain_medium,original,train
"Quick one — ping staging-db-02 for a health check. After that, restart the service on payment-api-03. To wrap up, create an audit trail for #10234.",71,"check_status -> restart_service, restart_service -> log_audit_event",check_status;restart_service;log_audit_event,0->1;1->2,chain_medium,original,train
"Diana reported an issue — lock down prod-web-01, then verify ml-infer-05's health. After that, provision a new instance for Finance, and lastly hand Charlie's issue off to an engineer.",377,"check_status -> provision_vm, provision_vm -> escalate_to_human, quarantine_system -> check_status",quarantine_system;check_status;provision_vm;escalate_to_human,0->1;1->2;2->3,chain_medium,original,train
"Do me a favor and yank prod-web-01 off the network, followed by record the event in Finance's log.",52,quarantine_system -> log_audit_event,quarantine_system;log_audit_event,0->1,chain_short,original,train
"Reverse the charge for #20891 and update the billing tier, then notify the customer.",13,"process_refund -> send_notification, update_subscription -> send_notification",process_refund;update_subscription;send_notification,0->2;1->2,fanin,original,train
Do me a favor and adjust the billing tier for Alice while also reverse the charge on #42017 and yank staging-db-02 off the network.,412,"update_subscription -> process_refund, update_subscription -> quarantine_system",update_subscription;process_refund;quarantine_system,0->1;0->2,fanout,original,train
"When you get a chance, produce the Marketing performance summary. Next, blast an alert to Engineering.",47,generate_report -> send_notification,generate_report;send_notification,0->1,chain_short,original,train
"Diana reported an issue — drop an audit entry for ml-infer-05 — then push the changes for Frank to the DB. Once that's done, ping ml-infer-05 for a health check. To wrap up, reboot auth-svc-04.",388,"check_status -> restart_service, db_write -> check_status, log_audit_event -> db_write",log_audit_event;db_write;check_status;restart_service,0->1;1->2;2->3,chain_medium,original,train
"Ticket INC-1198 says sweep cdn-edge-06 for IOCs — then see what's going on with payment-api-03, and lastly reverse the charge on #60122.",301,"check_status -> process_refund, scan_malware -> check_status",scan_malware;check_status;process_refund,0->1;1->2,chain_medium,original,train
"Ticket INC-4021 says cycle staging-db-02. Once that's done, save the changes for Diana to the DB, and lastly give Eve a new password.",282,"db_write -> reset_password, restart_service -> db_write",restart_service;db_write;reset_password,0->1;1->2,chain_medium,original,train
Ticket INC-7733 says verify staging-db-02's health — then blast an alert to Engineering.,49,check_status -> send_notification,check_status;send_notification,0->1,chain_short,original,train
"Hand Diana's issue off to an engineer, followed by log Frank's action for compliance. End with give Bob a new password.",327,"escalate_to_human -> log_audit_event, log_audit_event -> reset_password",escalate_to_human;log_audit_event;reset_password,0->1;1->2,chain_medium,original,train
We gotta yank ml-infer-05 off the network — then record the event in Marketing's log.,52,quarantine_system -> log_audit_event,quarantine_system;log_audit_event,0->1,chain_short,original,train
"ASAP — grab Bob's account details, and while you're at it, email Frank the update and disconnect ml-infer-05 from everything.",413,"db_read -> quarantine_system, db_read -> send_notification",db_read;send_notification;quarantine_system,0->1;0->2,fanout,original,train
"Per Diana's request, disconnect payment-api-03 from everything. Next, drop an audit entry for payment-api-03.",52,quarantine_system -> log_audit_event,quarantine_system;log_audit_event,0->1,chain_short,original,train
"Eve reported an issue — check the DB for Charlie. Once that's done, change Eve's auth credentials, then commit Charlie's update to the database. After that, shoot Charlie an email, and lastly create an audit trail for #20891.",142,"db_read -> reset_password, db_write -> send_notification, reset_password -> db_write, send_notification -> log_audit_event",db_read;reset_password;db_write;send_notification;log_audit_event,0->1;1->2;2->3;3->4,chain_long,original,train
"From Marketing: spin up a VM for HR. After that, escalate Eve's case to the on-call — then look up the records for #10234. Last step: give Eve a new password.",360,"db_read -> reset_password, escalate_to_human -> db_read, provision_vm -> escalate_to_human",provision_vm;escalate_to_human;db_read;reset_password,0->1;1->2;2->3,chain_medium,original,train
"Do a security check on prod-web-01 — in parallel, lock down staging-db-02 and file a bug about cdn-edge-06.",101,"scan_malware -> create_ticket, scan_malware -> quarantine_system",scan_malware;quarantine_system;create_ticket,0->1;0->2,fanout,original,train
"Per Frank's request, ping ml-infer-05 for a health check — in parallel, fetch #31450's info and deploy a server for Marketing.",414,"check_status -> db_read, check_status -> provision_vm",check_status;db_read;provision_vm,0->1;0->2,fanout,original,train
"Record the event in Marketing's log and file a bug about cdn-edge-06, merge everything and push the changes for Diana to the DB.",469,"create_ticket -> db_write, log_audit_event -> db_write",log_audit_event;create_ticket;db_write,0->2;1->2,fanin,original,train
"Ticket INC-8842 says restart the main process on staging-db-02. Next, force a credential change for Eve. To wrap up, whip up a report for Engineering.",309,"reset_password -> generate_report, restart_service -> reset_password",restart_service;reset_password;generate_report,0->1;1->2,chain_medium,original,train
"Urgent: pull Charlie's data. Once that's done, rotate Diana's credentials. After that, save the changes for Grace to the DB, followed by shoot Charlie an email. To wrap up, make a compliance log about Bob.",142,"db_read -> reset_password, db_write -> send_notification, reset_password -> db_write, send_notification -> log_audit_event",db_read;reset_password;db_write;send_notification;log_audit_event,0->1;1->2;2->3;3->4,chain_long,original,train
"From Legal: whip up a report for Engineering, then hand Diana's issue off to an engineer.",194,generate_report -> escalate_to_human,generate_report;escalate_to_human,0->1,chain_short,original,train
"Grace is asking us to grab Charlie's account details and ping cdn-edge-06 for a health check. Once both are done, put together a report on cdn-edge-06.",110,"check_status -> generate_report, db_read -> generate_report",db_read;check_status;generate_report,0->2;1->2,fanin,original,train
"Quick one — stand up a new box for Marketing, and then loop in a Marketing manager, then check the DB for Frank. Last step: nuke Bob's old login and issue a fresh one.",360,"db_read -> reset_password, escalate_to_human -> db_read, provision_vm -> escalate_to_human",provision_vm;escalate_to_human;db_read;reset_password,0->1;1->2;2->3,chain_medium,original,train
"The Marketing team needs us to check if payment-api-03 is up. Once that's done, persist Diana's data to the database.",174,check_status -> db_write,check_status;db_write,0->1,chain_short,original,train
"ASAP — check ml-infer-05 for vulnerabilities and ping prod-web-01 for a health check. Once both are done, file a bug about auth-svc-04. Last step: send a heads-up to Finance.",125,"check_status -> create_ticket, create_ticket -> send_notification, scan_malware -> create_ticket",scan_malware;check_status;create_ticket;send_notification,0->2;1->2;2->3,fanin,original,train
"Do me a favor and downgrade Grace's account. After that, check the DB for Eve. End with process the payout for Charlie.",321,"db_read -> process_refund, update_subscription -> db_read",update_subscription;db_read;process_refund,0->1;1->2,chain_medium,original,train
"We need to warn Alice about the maintenance, get their info and email them.",3,db_read -> send_notification,db_read;send_notification,0->1,chain_short,original,train
"Quick one — create a virtual machine for Finance, and then run a malware sweep on ml-infer-05.",216,provision_vm -> scan_malware,provision_vm;scan_malware,0->1,chain_short,original,train
"Eve reported an issue — shoot Frank an email — then fetch #42017's info. After that, update Eve's record in the DB, and lastly modify Bob's subscription.",359,"db_read -> db_write, db_write -> update_subscription, send_notification -> db_read",send_notification;db_read;db_write;update_subscription,0->1;1->2;2->3,chain_medium,original,train
"From Legal: create a virtual machine for Legal. Once that's done, update Charlie's subscription. To wrap up, make a compliance log about Eve.",287,"provision_vm -> update_subscription, update_subscription -> log_audit_event",provision_vm;update_subscription;log_audit_event,0->1;1->2,chain_medium,original,train
"Hey, can you change Frank's auth credentials, and then run a malware sweep on ml-infer-05.",229,reset_password -> scan_malware,reset_password;scan_malware,0->1,chain_short,original,train
"The HR team needs us to read Eve's profile from the database. Next, give Charlie their money back. After that, store the Finance config in the database. Once that's done, create an audit trail for #53698. Finally, notify the Engineering team.",140,"db_read -> process_refund, db_write -> log_audit_event, log_audit_event -> send_notification, process_refund -> db_write",db_read;process_refund;db_write;log_audit_event;send_notification,0->1;1->2;2->3;3->4,chain_long,original,train
"Frank reported an issue — pull auth-svc-04 from production, and then ping staging-db-02 for a health check. After that, provision a new instance for Finance. End with loop in a Marketing manager.",377,"check_status -> provision_vm, provision_vm -> escalate_to_human, quarantine_system -> check_status",quarantine_system;check_status;provision_vm;escalate_to_human,0->1;1->2;2->3,chain_medium,original,train
"Ticket INC-5560 says escalate Diana's case to the on-call. Next, give auth-svc-04 a kick — then nuke Eve's old login and issue a fresh one. Last step: modify Eve's subscription.",390,"escalate_to_human -> restart_service, reset_password -> update_subscription, restart_service -> reset_password",escalate_to_human;restart_service;reset_password;update_subscription,0->1;1->2;2->3,chain_medium,original,train
"Pull Charlie's data, followed by open a ticket for Grace.",57,db_read -> create_ticket,db_read;create_ticket,0->1,chain_short,original,train
"Ticket INC-7733 says restart the main process on cdn-edge-06. Next, force a credential change for Frank. To wrap up, whip up a report for HR.",309,"reset_password -> generate_report, restart_service -> reset_password",restart_service;reset_password;generate_report,0->1;1->2,chain_medium,original,train
"Charlie is asking us to yank payment-api-03 off the network. Once that's done, drop an audit entry for prod-web-01.",52,quarantine_system -> log_audit_event,quarantine_system;log_audit_event,0->1,chain_short,original,train
"Ticket INC-7733 says cycle auth-svc-04 and file a bug about payment-api-03, then converge and get a human involved for Grace.",462,"create_ticket -> escalate_to_human, restart_service -> escalate_to_human",restart_service;create_ticket;escalate_to_human,0->2;1->2,fanin,original,train
"Push the changes for Eve to the DB. Next, run a malware sweep on prod-web-01.",214,db_write -> scan_malware,db_write;scan_malware,0->1,chain_short,original,train
"The HR team needs us to open a ticket for Frank, then investigate cdn-edge-06 for infections.",176,create_ticket -> scan_malware,create_ticket;scan_malware,0->1,chain_short,original,train
"Create a ticket about the Finance issue and do a security check on cdn-edge-06. After those finish, generate the HR analytics.",475,"create_ticket -> generate_report, scan_malware -> generate_report",create_ticket;scan_malware;generate_report,0->2;1->2,fanin,original,train
"Urgent: spin up a VM for Engineering — then build a compliance doc for Marketing. To wrap up, verify cdn-edge-06's health.",279,"generate_report -> check_status, provision_vm -> generate_report",provision_vm;generate_report;check_status,0->1;1->2,chain_medium,original,train
I need you to investigate auth-svc-04 for infections and simultaneously yank payment-api-03 off the network and open a ticket for Charlie.,101,"scan_malware -> create_ticket, scan_malware -> quarantine_system",scan_malware;quarantine_system;create_ticket,0->1;0->2,fanout,original,train
"Charlie is asking us to create an audit trail for #60122 and file an incident report about ml-infer-05. After those finish, update Alice's record in the DB.",469,"create_ticket -> db_write, log_audit_event -> db_write",log_audit_event;create_ticket;db_write,0->2;1->2,fanin,original,train
"Ticket INC-8842 says stand up a new box for Marketing, then build a compliance doc for Finance, and lastly check if ml-infer-05 is up.",279,"generate_report -> check_status, provision_vm -> generate_report",provision_vm;generate_report;check_status,0->1;1->2,chain_medium,original,train
"Look up the records for #42017. Next, isolate staging-db-02. To wrap up, log the whole cdn-edge-06 incident.",316,"db_read -> quarantine_system, quarantine_system -> log_audit_event",db_read;quarantine_system;log_audit_event,0->1;1->2,chain_medium,original,train
"From Marketing: whip up a report for Marketing, then hand Eve's issue off to an engineer.",194,generate_report -> escalate_to_human,generate_report;escalate_to_human,0->1,chain_short,original,train
"The Legal team needs us to restart the service on cdn-edge-06 and sweep auth-svc-04 for IOCs, then converge and create a support case for Marketing.",456,"restart_service -> create_ticket, scan_malware -> create_ticket",restart_service;scan_malware;create_ticket,0->2;1->2,fanin,original,train
"Quick one — credit Frank's account, and then make a compliance log about Bob.",63,process_refund -> log_audit_event,process_refund;log_audit_event,0->1,chain_short,original,train
"When you get a chance, fetch #10234's info, and then give Charlie a new password. Next, store the Engineering config in the database, and then ping Diana about it. End with record the event in HR's log.",142,"db_read -> reset_password, db_write -> send_notification, reset_password -> db_write, send_notification -> log_audit_event",db_read;reset_password;db_write;send_notification;log_audit_event,0->1;1->2;2->3;3->4,chain_long,original,train
"From Finance: log Bob's action for compliance, then lock down auth-svc-04.",172,log_audit_event -> quarantine_system,log_audit_event;quarantine_system,0->1,chain_short,original,train
