query,dag_id,dag_text,tools,edges,source,topo_family,dag_hash
"Urgent: escalate Alice's case to the on-call — in parallel, commit Eve's update to the database and change Frank's auth credentials. After those finish, launch an instance for Engineering.",10026,"db_write -> provision_vm, escalate_to_human -> db_write, escalate_to_human -> reset_password, reset_password -> provision_vm",escalate_to_human;db_write;reset_password;provision_vm,0->1;0->2;1->3;2->3,generated,diamond,e2ea207783c2add6
"I need you to hand Diana's issue off to an engineer and simultaneously write the new data for #20891 back and rotate Frank's credentials. Once both are done, stand up a new box for HR.",10026,"db_write -> provision_vm, escalate_to_human -> db_write, escalate_to_human -> reset_password, reset_password -> provision_vm",escalate_to_human;db_write;reset_password;provision_vm,0->1;0->2;1->3;2->3,generated,diamond,e2ea207783c2add6
"Ticket INC-4021 says get a human involved for Diana while also store the HR config in the database and give Diana a new password. After those finish, spin up a VM for Engineering.",10026,"db_write -> provision_vm, escalate_to_human -> db_write, escalate_to_human -> reset_password, reset_password -> provision_vm",escalate_to_human;db_write;reset_password;provision_vm,0->1;0->2;1->3;2->3,generated,diamond,e2ea207783c2add6
"The HR team needs us to escalate Alice's case to the on-call and at the same time save the changes for Bob to the DB and change Grace's auth credentials, then converge and deploy a server for Engineering.",10026,"db_write -> provision_vm, escalate_to_human -> db_write, escalate_to_human -> reset_password, reset_password -> provision_vm",escalate_to_human;db_write;reset_password;provision_vm,0->1;0->2;1->3;2->3,generated,diamond,e2ea207783c2add6
"Do me a favor and verify cdn-edge-06's health and persist Bob's data to the database. Once that's done, launch an instance for Finance, followed by check ml-infer-05 for vulnerabilities, then converge and modify Frank's subscription.",10027,"check_status -> provision_vm, db_write -> update_subscription, provision_vm -> scan_malware, scan_malware -> update_subscription",check_status;provision_vm;scan_malware;update_subscription;db_write,0->1;1->2;2->3;4->3,generated,deep_asymmetric_merge,b9ee8aa9d95e5917
"We gotta see what's going on with ml-infer-05 and commit Charlie's update to the database, followed by provision a new instance for Marketing, then scan ml-infer-05 for threats. When all of that's complete, update Frank's subscription.",10027,"check_status -> provision_vm, db_write -> update_subscription, provision_vm -> scan_malware, scan_malware -> update_subscription",check_status;provision_vm;scan_malware;update_subscription;db_write,0->1;1->2;2->3;4->3,generated,deep_asymmetric_merge,b9ee8aa9d95e5917
"Bob reported an issue — ping prod-web-01 for a health check and persist Bob's data to the database. After that, create a virtual machine for Finance, and then check ml-infer-05 for vulnerabilities, then converge and adjust the billing tier for Grace.",10027,"check_status -> provision_vm, db_write -> update_subscription, provision_vm -> scan_malware, scan_malware -> update_subscription",check_status;provision_vm;scan_malware;update_subscription;db_write,0->1;1->2;2->3;4->3,generated,deep_asymmetric_merge,b9ee8aa9d95e5917
"For the Legal team, ping auth-svc-04 for a health check and commit Eve's update to the database. After that, provision a new instance for Marketing. After that, scan cdn-edge-06 for threats. After those finish, modify Alice's subscription.",10027,"check_status -> provision_vm, db_write -> update_subscription, provision_vm -> scan_malware, scan_malware -> update_subscription",check_status;provision_vm;scan_malware;update_subscription;db_write,0->1;1->2;2->3;4->3,generated,deep_asymmetric_merge,b9ee8aa9d95e5917
"Do a security check on cdn-edge-06 and produce the Engineering performance summary — in parallel, downgrade Charlie's account and give Diana their money back, then converge and shoot Frank an email.",10028,"generate_report -> process_refund, process_refund -> send_notification, scan_malware -> update_subscription, update_subscription -> send_notification",scan_malware;update_subscription;generate_report;process_refund;send_notification,0->1;2->3;1->4;3->4,generated,w_shape,a12b4d0e984c6d1d
"I need you to do a security check on ml-infer-05 and whip up a report for Marketing and concurrently modify Frank's subscription and reverse the charge on #42017. After those finish, email Charlie the update.",10028,"generate_report -> process_refund, process_refund -> send_notification, scan_malware -> update_subscription, update_subscription -> send_notification",scan_malware;update_subscription;generate_report;process_refund;send_notification,0->1;2->3;1->4;3->4,generated,w_shape,a12b4d0e984c6d1d
"When you get a chance, sweep prod-web-01 for IOCs and generate the Legal analytics and concurrently downgrade Eve's account and give Grace their money back. When all of that's complete, fire off a notification to Grace.",10028,"generate_report -> process_refund, process_refund -> send_notification, scan_malware -> update_subscription, update_subscription -> send_notification",scan_malware;update_subscription;generate_report;process_refund;send_notification,0->1;2->3;1->4;3->4,generated,w_shape,a12b4d0e984c6d1d
"Do me a favor and check ml-infer-05 for vulnerabilities and compile a summary for Finance and concurrently adjust the billing tier for Frank and push the refund through for #10234, merge everything and email Frank the update.",10028,"generate_report -> process_refund, process_refund -> send_notification, scan_malware -> update_subscription, update_subscription -> send_notification",scan_malware;update_subscription;generate_report;process_refund;send_notification,0->1;2->3;1->4;3->4,generated,w_shape,a12b4d0e984c6d1d
"For the Finance team, hand Eve's issue off to an engineer while also pull Alice's data and deploy a server for Legal. Once both are done, reboot prod-web-01 while also save the changes for Charlie to the DB and provision a new instance for HR, merge everything and create an audit trail for #31450.",10029,"db_read -> restart_service, db_write -> log_audit_event, escalate_to_human -> db_read, escalate_to_human -> provision_vm, provision_vm -> log_audit_event, provision_vm -> restart_service, restart_service -> db_write, restart_service -> provision_vm",escalate_to_human;db_read;provision_vm;restart_service;db_write;provision_vm;log_audit_event,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,2faa287854da552b
"Ticket INC-7733 says loop in a Finance manager, and while you're at it, check the DB for Eve and create a virtual machine for Marketing. When all of that's complete, restart the main process on prod-web-01, and while you're at it, save the changes for Eve to the DB and spin up a VM for Marketing. After those finish, make a compliance log about Bob.",10029,"db_read -> restart_service, db_write -> log_audit_event, escalate_to_human -> db_read, escalate_to_human -> provision_vm, provision_vm -> log_audit_event, provision_vm -> restart_service, restart_service -> db_write, restart_service -> provision_vm",escalate_to_human;db_read;provision_vm;restart_service;db_write;provision_vm;log_audit_event,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,2faa287854da552b
"From HR: wake up the on-call about prod-web-01, and while you're at it, check the DB for Diana and stand up a new box for Marketing, merge everything and restart the main process on ml-infer-05 and concurrently write the new data for #10234 back and provision a new instance for Legal. When all of that's complete, make a compliance log about Frank.",10029,"db_read -> restart_service, db_write -> log_audit_event, escalate_to_human -> db_read, escalate_to_human -> provision_vm, provision_vm -> log_audit_event, provision_vm -> restart_service, restart_service -> db_write, restart_service -> provision_vm",escalate_to_human;db_read;provision_vm;restart_service;db_write;provision_vm;log_audit_event,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,2faa287854da552b
"I need you to escalate Frank's case to the on-call and at the same time check the DB for Bob and spin up a VM for Legal, merge everything and reboot ml-infer-05 and concurrently commit Frank's update to the database and stand up a new box for Finance, then converge and create an audit trail for #20891.",10029,"db_read -> restart_service, db_write -> log_audit_event, escalate_to_human -> db_read, escalate_to_human -> provision_vm, provision_vm -> log_audit_event, provision_vm -> restart_service, restart_service -> db_write, restart_service -> provision_vm",escalate_to_human;db_read;provision_vm;restart_service;db_write;provision_vm;log_audit_event,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,2faa287854da552b
"When you get a chance, verify auth-svc-04's health — in parallel, shoot Bob an email and assess staging-db-02's status. When all of that's complete, provision a new instance for Engineering and at the same time disconnect cdn-edge-06 from everything and save the changes for Alice to the DB. After those finish, send a heads-up to Legal.",10030,"check_status -> check_status, check_status -> provision_vm, check_status -> send_notification, db_write -> send_notification, provision_vm -> db_write, provision_vm -> quarantine_system, quarantine_system -> send_notification, send_notification -> provision_vm",check_status;send_notification;check_status;provision_vm;quarantine_system;db_write;send_notification,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,941c9465cffd0d47
"For the Legal team, diagnose ml-infer-05 and concurrently blast an alert to Marketing and see what's going on with auth-svc-04, merge everything and deploy a server for Finance and at the same time quarantine auth-svc-04 and update Frank's record in the DB, merge everything and fire off a notification to Eve.",10030,"check_status -> check_status, check_status -> provision_vm, check_status -> send_notification, db_write -> send_notification, provision_vm -> db_write, provision_vm -> quarantine_system, quarantine_system -> send_notification, send_notification -> provision_vm",check_status;send_notification;check_status;provision_vm;quarantine_system;db_write;send_notification,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,941c9465cffd0d47
"We gotta see what's going on with staging-db-02 — in parallel, send a heads-up to Legal and assess payment-api-03's status, merge everything and provision a new instance for Marketing while also yank payment-api-03 off the network and persist Eve's data to the database, then converge and notify the HR team.",10030,"check_status -> check_status, check_status -> provision_vm, check_status -> send_notification, db_write -> send_notification, provision_vm -> db_write, provision_vm -> quarantine_system, quarantine_system -> send_notification, send_notification -> provision_vm",check_status;send_notification;check_status;provision_vm;quarantine_system;db_write;send_notification,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,941c9465cffd0d47
"Time to see what's going on with payment-api-03 and at the same time email Eve the update and see what's going on with payment-api-03. When all of that's complete, provision a new instance for Legal while also disconnect payment-api-03 from everything and write the new data for #31450 back, merge everything and ping Eve about it.",10030,"check_status -> check_status, check_status -> provision_vm, check_status -> send_notification, db_write -> send_notification, provision_vm -> db_write, provision_vm -> quarantine_system, quarantine_system -> send_notification, send_notification -> provision_vm",check_status;send_notification;check_status;provision_vm;quarantine_system;db_write;send_notification,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,941c9465cffd0d47
"Time to rotate Diana's credentials and read Frank's profile from the database, and while you're at it, produce the HR performance summary and cycle auth-svc-04, then converge and send a heads-up to Legal.",10031,"db_read -> restart_service, generate_report -> send_notification, reset_password -> generate_report, restart_service -> send_notification",reset_password;generate_report;db_read;restart_service;send_notification,0->1;2->3;1->4;3->4,generated,w_shape,729c53ec26498404
"Urgent: nuke Frank's old login and issue a fresh one and grab Bob's account details — in parallel, whip up a report for HR and cycle cdn-edge-06, then converge and blast an alert to Marketing.",10031,"db_read -> restart_service, generate_report -> send_notification, reset_password -> generate_report, restart_service -> send_notification",reset_password;generate_report;db_read;restart_service;send_notification,0->1;2->3;1->4;3->4,generated,w_shape,729c53ec26498404
"The Engineering team needs us to change Alice's auth credentials and query the database about #53698 and at the same time produce the Legal performance summary and bounce staging-db-02, then converge and email Bob the update.",10031,"db_read -> restart_service, generate_report -> send_notification, reset_password -> generate_report, restart_service -> send_notification",reset_password;generate_report;db_read;restart_service;send_notification,0->1;2->3;1->4;3->4,generated,w_shape,729c53ec26498404
"From Engineering: nuke Eve's old login and issue a fresh one and grab Frank's account details and simultaneously build a compliance doc for Finance and cycle payment-api-03. Once both are done, email Frank the update.",10031,"db_read -> restart_service, generate_report -> send_notification, reset_password -> generate_report, restart_service -> send_notification",reset_password;generate_report;db_read;restart_service;send_notification,0->1;2->3;1->4;3->4,generated,w_shape,729c53ec26498404
"The HR team needs us to verify payment-api-03's health — in parallel, force a credential change for Bob and reverse the charge on #31450, merge everything and record the event in Marketing's log, and while you're at it, update Bob's record in the DB and hand Diana's issue off to an engineer. When all of that's complete, deploy a server for Finance.",10032,"check_status -> process_refund, check_status -> reset_password, db_write -> provision_vm, escalate_to_human -> provision_vm, log_audit_event -> db_write, log_audit_event -> escalate_to_human, process_refund -> log_audit_event, reset_password -> log_audit_event",check_status;reset_password;process_refund;log_audit_event;db_write;escalate_to_human;provision_vm,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,2fbc632c5874a2fa
"Quick one — diagnose auth-svc-04 and simultaneously rotate Diana's credentials and push the refund through for #60122. Once both are done, drop an audit entry for ml-infer-05 — in parallel, persist Charlie's data to the database and hand Grace's issue off to an engineer. After those finish, spin up a VM for Legal.",10032,"check_status -> process_refund, check_status -> reset_password, db_write -> provision_vm, escalate_to_human -> provision_vm, log_audit_event -> db_write, log_audit_event -> escalate_to_human, process_refund -> log_audit_event, reset_password -> log_audit_event",check_status;reset_password;process_refund;log_audit_event;db_write;escalate_to_human;provision_vm,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,2fbc632c5874a2fa
"When you get a chance, ping prod-web-01 for a health check — in parallel, change Charlie's auth credentials and give Bob their money back, then converge and log the whole prod-web-01 incident and at the same time write the new data for #53698 back and escalate Bob's case to the on-call. When all of that's complete, stand up a new box for Engineering.",10032,"check_status -> process_refund, check_status -> reset_password, db_write -> provision_vm, escalate_to_human -> provision_vm, log_audit_event -> db_write, log_audit_event -> escalate_to_human, process_refund -> log_audit_event, reset_password -> log_audit_event",check_status;reset_password;process_refund;log_audit_event;db_write;escalate_to_human;provision_vm,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,2fbc632c5874a2fa
"For the Legal team, diagnose cdn-edge-06 and at the same time reset Alice's password and push the refund through for #60122. After those finish, create an audit trail for #60122 while also update Diana's record in the DB and bring in tier-2 support for Bob. When all of that's complete, stand up a new box for Engineering.",10032,"check_status -> process_refund, check_status -> reset_password, db_write -> provision_vm, escalate_to_human -> provision_vm, log_audit_event -> db_write, log_audit_event -> escalate_to_human, process_refund -> log_audit_event, reset_password -> log_audit_event",check_status;reset_password;process_refund;log_audit_event;db_write;escalate_to_human;provision_vm,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,2fbc632c5874a2fa
"Hey, can you bring in tier-2 support for Diana. After that, launch an instance for Legal, followed by reverse the charge on #60122. Finally, loop in a Marketing manager.",10033,"escalate_to_human -> provision_vm, process_refund -> escalate_to_human, provision_vm -> process_refund",escalate_to_human;provision_vm;process_refund;escalate_to_human,0->1;1->2;2->3,generated,repeated_tool,c20c0869f2fcd4d2
"Alice is asking us to escalate Charlie's case to the on-call. Once that's done, provision a new instance for Engineering. After that, give Eve their money back. Finally, loop in a Engineering manager.",10033,"escalate_to_human -> provision_vm, process_refund -> escalate_to_human, provision_vm -> process_refund",escalate_to_human;provision_vm;process_refund;escalate_to_human,0->1;1->2;2->3,generated,repeated_tool,c20c0869f2fcd4d2
"We gotta hand Bob's issue off to an engineer, and then spin up a VM for Finance, followed by refund Frank. Finally, hand Charlie's issue off to an engineer.",10033,"escalate_to_human -> provision_vm, process_refund -> escalate_to_human, provision_vm -> process_refund",escalate_to_human;provision_vm;process_refund;escalate_to_human,0->1;1->2;2->3,generated,repeated_tool,c20c0869f2fcd4d2
"Quick one — wake up the on-call about prod-web-01. Next, deploy a server for HR. After that, process the payout for Frank. Finally, bring in tier-2 support for Charlie.",10033,"escalate_to_human -> provision_vm, process_refund -> escalate_to_human, provision_vm -> process_refund",escalate_to_human;provision_vm;process_refund;escalate_to_human,0->1;1->2;2->3,generated,repeated_tool,c20c0869f2fcd4d2
"Ticket INC-1198 says create a ticket about the Finance issue and concurrently change Grace's auth credentials, quarantine auth-svc-04, verify staging-db-02's health, and reset Frank's password, and then credit Grace's account. Last step: see what's going on with prod-web-01.",10034,"create_ticket -> check_status, create_ticket -> quarantine_system, create_ticket -> reset_password, create_ticket -> reset_password, process_refund -> check_status, reset_password -> process_refund",create_ticket;reset_password;quarantine_system;check_status;reset_password;process_refund;check_status,0->1;0->2;0->3;0->4;4->5;5->6,generated,wide_fanout_deep,f03f853a3deed5d2
"We gotta file an incident report about payment-api-03 and concurrently change Charlie's auth credentials, pull staging-db-02 from production, ping cdn-edge-06 for a health check, and give Eve a new password. After that, credit Bob's account. To wrap up, verify ml-infer-05's health.",10034,"create_ticket -> check_status, create_ticket -> quarantine_system, create_ticket -> reset_password, create_ticket -> reset_password, process_refund -> check_status, reset_password -> process_refund",create_ticket;reset_password;quarantine_system;check_status;reset_password;process_refund;check_status,0->1;0->2;0->3;0->4;4->5;5->6,generated,wide_fanout_deep,f03f853a3deed5d2
"From Finance: create a ticket about the HR issue and simultaneously change Frank's auth credentials, quarantine staging-db-02, ping staging-db-02 for a health check, and nuke Grace's old login and issue a fresh one — then push the refund through for #53698, and lastly check if cdn-edge-06 is up.",10034,"create_ticket -> check_status, create_ticket -> quarantine_system, create_ticket -> reset_password, create_ticket -> reset_password, process_refund -> check_status, reset_password -> process_refund",create_ticket;reset_password;quarantine_system;check_status;reset_password;process_refund;check_status,0->1;0->2;0->3;0->4;4->5;5->6,generated,wide_fanout_deep,f03f853a3deed5d2
"I need you to log a Jira for Charlie's issue while also change Bob's auth credentials, pull auth-svc-04 from production, diagnose cdn-edge-06, and change Grace's auth credentials — then refund Frank. To wrap up, ping payment-api-03 for a health check.",10034,"create_ticket -> check_status, create_ticket -> quarantine_system, create_ticket -> reset_password, create_ticket -> reset_password, process_refund -> check_status, reset_password -> process_refund",create_ticket;reset_password;quarantine_system;check_status;reset_password;process_refund;check_status,0->1;0->2;0->3;0->4;4->5;5->6,generated,wide_fanout_deep,f03f853a3deed5d2
"We gotta create an audit trail for #31450 and simultaneously query the database about #53698 and modify Grace's subscription. When all of that's complete, lock down staging-db-02 and simultaneously generate the Legal analytics and fetch #31450's info, then converge and update Diana's record in the DB.",10035,"db_read -> db_write, db_read -> quarantine_system, generate_report -> db_write, log_audit_event -> db_read, log_audit_event -> update_subscription, quarantine_system -> db_read, quarantine_system -> generate_report, update_subscription -> quarantine_system",log_audit_event;db_read;update_subscription;quarantine_system;generate_report;db_read;db_write,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,07ddedae68ca8f9e
"From HR: create an audit trail for #42017 while also pull Charlie's data and modify Bob's subscription, merge everything and isolate prod-web-01 and simultaneously build a compliance doc for Legal and grab Grace's account details. When all of that's complete, commit Alice's update to the database.",10035,"db_read -> db_write, db_read -> quarantine_system, generate_report -> db_write, log_audit_event -> db_read, log_audit_event -> update_subscription, quarantine_system -> db_read, quarantine_system -> generate_report, update_subscription -> quarantine_system",log_audit_event;db_read;update_subscription;quarantine_system;generate_report;db_read;db_write,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,07ddedae68ca8f9e
"Per Alice's request, log Eve's action for compliance and at the same time grab Alice's account details and change Diana's plan. Once both are done, yank auth-svc-04 off the network while also generate the Finance analytics and grab Bob's account details, merge everything and save the changes for Eve to the DB.",10035,"db_read -> db_write, db_read -> quarantine_system, generate_report -> db_write, log_audit_event -> db_read, log_audit_event -> update_subscription, quarantine_system -> db_read, quarantine_system -> generate_report, update_subscription -> quarantine_system",log_audit_event;db_read;update_subscription;quarantine_system;generate_report;db_read;db_write,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,07ddedae68ca8f9e
"For the Finance team, create an audit trail for #42017 and at the same time check the DB for Charlie and modify Grace's subscription. After those finish, quarantine staging-db-02, and while you're at it, build a compliance doc for Finance and query the database about #10234. Once both are done, update Alice's record in the DB.",10035,"db_read -> db_write, db_read -> quarantine_system, generate_report -> db_write, log_audit_event -> db_read, log_audit_event -> update_subscription, quarantine_system -> db_read, quarantine_system -> generate_report, update_subscription -> quarantine_system",log_audit_event;db_read;update_subscription;quarantine_system;generate_report;db_read;db_write,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,07ddedae68ca8f9e
"ASAP — log Alice's action for compliance and wake up the on-call about cdn-edge-06. After those finish, diagnose ml-infer-05 — in parallel, blast an alert to Finance and file an incident report about staging-db-02.",10036,"check_status -> create_ticket, check_status -> send_notification, escalate_to_human -> check_status, log_audit_event -> check_status",log_audit_event;escalate_to_human;check_status;send_notification;create_ticket,0->2;1->2;2->3;2->4,generated,hourglass,e9e90c4b420961b6
"Quick one — log the whole cdn-edge-06 incident and escalate Eve's case to the on-call. When all of that's complete, assess staging-db-02's status and simultaneously fire off a notification to Charlie and log a Jira for Grace's issue.",10036,"check_status -> create_ticket, check_status -> send_notification, escalate_to_human -> check_status, log_audit_event -> check_status",log_audit_event;escalate_to_human;check_status;send_notification;create_ticket,0->2;1->2;2->3;2->4,generated,hourglass,e9e90c4b420961b6
"The Legal team needs us to create an audit trail for #60122 and bring in tier-2 support for Grace, merge everything and diagnose prod-web-01 and at the same time notify the HR team and log a Jira for Diana's issue.",10036,"check_status -> create_ticket, check_status -> send_notification, escalate_to_human -> check_status, log_audit_event -> check_status",log_audit_event;escalate_to_human;check_status;send_notification;create_ticket,0->2;1->2;2->3;2->4,generated,hourglass,e9e90c4b420961b6
"Quick one — drop an audit entry for prod-web-01 and loop in a Legal manager. After those finish, diagnose auth-svc-04 while also fire off a notification to Charlie and file a bug about prod-web-01.",10036,"check_status -> create_ticket, check_status -> send_notification, escalate_to_human -> check_status, log_audit_event -> check_status",log_audit_event;escalate_to_human;check_status;send_notification;create_ticket,0->2;1->2;2->3;2->4,generated,hourglass,e9e90c4b420961b6
"From Legal: file an incident report about auth-svc-04 and concurrently downgrade Bob's account and store the HR config in the database. Once both are done, verify staging-db-02's health.",10037,"create_ticket -> db_write, create_ticket -> update_subscription, db_write -> check_status, update_subscription -> check_status",create_ticket;update_subscription;db_write;check_status,0->1;0->2;1->3;2->3,generated,diamond,afe6acdefb1de94d
"Spin up a tracking ticket for Alice and at the same time adjust the billing tier for Eve and write the new data for #31450 back. After those finish, check if auth-svc-04 is up.",10037,"create_ticket -> db_write, create_ticket -> update_subscription, db_write -> check_status, update_subscription -> check_status",create_ticket;update_subscription;db_write;check_status,0->1;0->2;1->3;2->3,generated,diamond,afe6acdefb1de94d
"We gotta create a ticket about the Finance issue and at the same time change Alice's plan and push the changes for Charlie to the DB. Once both are done, verify payment-api-03's health.",10037,"create_ticket -> db_write, create_ticket -> update_subscription, db_write -> check_status, update_subscription -> check_status",create_ticket;update_subscription;db_write;check_status,0->1;0->2;1->3;2->3,generated,diamond,afe6acdefb1de94d
"Per Grace's request, log a Jira for Bob's issue — in parallel, adjust the billing tier for Frank and store the Finance config in the database, then converge and diagnose staging-db-02.",10037,"create_ticket -> db_write, create_ticket -> update_subscription, db_write -> check_status, update_subscription -> check_status",create_ticket;update_subscription;db_write;check_status,0->1;0->2;1->3;2->3,generated,diamond,afe6acdefb1de94d
"Ticket INC-1198 says compile a summary for Legal. Once that's done, get a human involved for Charlie and at the same time write the new data for #20891 back and give Grace their money back.",10038,"escalate_to_human -> db_write, escalate_to_human -> process_refund, generate_report -> escalate_to_human",generate_report;escalate_to_human;db_write;process_refund,0->1;1->2;1->3,generated,inverted_y,5e5bede7615c50ec
"Frank is asking us to compile a summary for HR. Next, get a human involved for Charlie — in parallel, commit Charlie's update to the database and reverse the charge on #20891.",10038,"escalate_to_human -> db_write, escalate_to_human -> process_refund, generate_report -> escalate_to_human",generate_report;escalate_to_human;db_write;process_refund,0->1;1->2;1->3,generated,inverted_y,5e5bede7615c50ec
"When you get a chance, generate the Finance analytics, then get a human involved for Diana, and while you're at it, update Frank's record in the DB and push the refund through for #60122.",10038,"escalate_to_human -> db_write, escalate_to_human -> process_refund, generate_report -> escalate_to_human",generate_report;escalate_to_human;db_write;process_refund,0->1;1->2;1->3,generated,inverted_y,5e5bede7615c50ec
"From Finance: build a compliance doc for Marketing, and then hand Diana's issue off to an engineer, and while you're at it, commit Diana's update to the database and reverse the charge on #20891.",10038,"escalate_to_human -> db_write, escalate_to_human -> process_refund, generate_report -> escalate_to_human",generate_report;escalate_to_human;db_write;process_refund,0->1;1->2;1->3,generated,inverted_y,5e5bede7615c50ec
"Time to force a credential change for Bob and drop an audit entry for cdn-edge-06. After that, deploy a server for Engineering, and then produce the Finance performance summary, then converge and refund Charlie.",10039,"generate_report -> process_refund, log_audit_event -> process_refund, provision_vm -> generate_report, reset_password -> provision_vm",reset_password;provision_vm;generate_report;process_refund;log_audit_event,0->1;1->2;2->3;4->3,generated,deep_asymmetric_merge,c1c650229ae18b16
"I need you to force a credential change for Bob and log the whole staging-db-02 incident. After that, create a virtual machine for HR. After that, build a compliance doc for Finance. Once both are done, credit Charlie's account.",10039,"generate_report -> process_refund, log_audit_event -> process_refund, provision_vm -> generate_report, reset_password -> provision_vm",reset_password;provision_vm;generate_report;process_refund;log_audit_event,0->1;1->2;2->3;4->3,generated,deep_asymmetric_merge,c1c650229ae18b16
"Grace reported an issue — rotate Diana's credentials and create an audit trail for #42017. Once that's done, stand up a new box for Engineering, then whip up a report for Marketing, merge everything and push the refund through for #20891.",10039,"generate_report -> process_refund, log_audit_event -> process_refund, provision_vm -> generate_report, reset_password -> provision_vm",reset_password;provision_vm;generate_report;process_refund;log_audit_event,0->1;1->2;2->3;4->3,generated,deep_asymmetric_merge,c1c650229ae18b16
"ASAP — force a credential change for Charlie and log the whole auth-svc-04 incident, followed by spin up a VM for HR, then build a compliance doc for Engineering, then converge and give Alice their money back.",10039,"generate_report -> process_refund, log_audit_event -> process_refund, provision_vm -> generate_report, reset_password -> provision_vm",reset_password;provision_vm;generate_report;process_refund;log_audit_event,0->1;1->2;2->3;4->3,generated,deep_asymmetric_merge,c1c650229ae18b16
"Hey, can you refund Grace, and then escalate Alice's case to the on-call. After that, downgrade Alice's account. To wrap up, refund Diana.",10040,"escalate_to_human -> update_subscription, process_refund -> escalate_to_human, update_subscription -> process_refund",process_refund;escalate_to_human;update_subscription;process_refund,0->1;1->2;2->3,generated,repeated_tool,7f59e6423a30ed05
"We gotta credit Alice's account. Once that's done, hand Alice's issue off to an engineer. Once that's done, switch Bob to the new plan. To wrap up, give Charlie their money back.",10040,"escalate_to_human -> update_subscription, process_refund -> escalate_to_human, update_subscription -> process_refund",process_refund;escalate_to_human;update_subscription;process_refund,0->1;1->2;2->3,generated,repeated_tool,7f59e6423a30ed05
"Give Bob their money back, and then wake up the on-call about cdn-edge-06, then update Bob's subscription. To wrap up, give Eve their money back.",10040,"escalate_to_human -> update_subscription, process_refund -> escalate_to_human, update_subscription -> process_refund",process_refund;escalate_to_human;update_subscription;process_refund,0->1;1->2;2->3,generated,repeated_tool,7f59e6423a30ed05
"ASAP — refund Frank — then get a human involved for Bob. Next, downgrade Frank's account. To wrap up, reverse the charge on #60122.",10040,"escalate_to_human -> update_subscription, process_refund -> escalate_to_human, update_subscription -> process_refund",process_refund;escalate_to_human;update_subscription;process_refund,0->1;1->2;2->3,generated,repeated_tool,7f59e6423a30ed05
"Urgent: log a Jira for Charlie's issue and assess auth-svc-04's status while also process the payout for Eve and give ml-infer-05 a kick, merge everything and make a compliance log about Diana.",10041,"check_status -> restart_service, create_ticket -> process_refund, process_refund -> log_audit_event, restart_service -> log_audit_event",create_ticket;process_refund;check_status;restart_service;log_audit_event,0->1;2->3;1->4;3->4,generated,w_shape,1f17a97f1501f952
"We gotta create a ticket about the Finance issue and verify payment-api-03's health and concurrently refund Alice and cycle prod-web-01. When all of that's complete, make a compliance log about Bob.",10041,"check_status -> restart_service, create_ticket -> process_refund, process_refund -> log_audit_event, restart_service -> log_audit_event",create_ticket;process_refund;check_status;restart_service;log_audit_event,0->1;2->3;1->4;3->4,generated,w_shape,1f17a97f1501f952
"We gotta spin up a tracking ticket for Eve and check if staging-db-02 is up — in parallel, refund Eve and restart the service on ml-infer-05. Once both are done, log the whole cdn-edge-06 incident.",10041,"check_status -> restart_service, create_ticket -> process_refund, process_refund -> log_audit_event, restart_service -> log_audit_event",create_ticket;process_refund;check_status;restart_service;log_audit_event,0->1;2->3;1->4;3->4,generated,w_shape,1f17a97f1501f952
"Time to spin up a tracking ticket for Diana and verify prod-web-01's health, and while you're at it, process the payout for Eve and restart the service on staging-db-02. When all of that's complete, log Alice's action for compliance.",10041,"check_status -> restart_service, create_ticket -> process_refund, process_refund -> log_audit_event, restart_service -> log_audit_event",create_ticket;process_refund;check_status;restart_service;log_audit_event,0->1;2->3;1->4;3->4,generated,w_shape,1f17a97f1501f952
"From Legal: shoot Alice an email, and then do a security check on payment-api-03, and while you're at it, launch an instance for Legal and assess cdn-edge-06's status.",10042,"scan_malware -> check_status, scan_malware -> provision_vm, send_notification -> scan_malware",send_notification;scan_malware;provision_vm;check_status,0->1;1->2;1->3,generated,inverted_y,116e23cf218bae12
