source_row_id,original_query,query,ground_truth,generation_type,lexical_cues_removed,paraphrase_family,confusable_with,ground_truth_tool,class_id,predicted_tool,correct,rank,top5_tools
509,We should generate a report for Legal.,Can someone put together the overview for Finance?,generate_report,lexical_cue_reduced,generate;report,,,generate_report,7,generate_report,True,1,generate_report;create_ticket;update_subscription;reset_password;provision_vm
510,We should compile a summary for Marketing.,We need to present the findings to leadership.,generate_report,lexical_cue_reduced,compile;summary,,,generate_report,7,send_notification,False,2,send_notification;generate_report;escalate_to_human;quarantine_system;provision_vm
511,We should create an analytics report for cdn-edge-06.,The quarterly figures need packaging.,generate_report,lexical_cue_reduced,analytics;report,,,generate_report,7,generate_report,True,1,generate_report;provision_vm;send_notification;db_write;create_ticket
512,We should produce a compliance report for Marketing.,Management is asking for numbers.,generate_report,lexical_cue_reduced,compliance;produce;report,,,generate_report,7,generate_report,True,1,generate_report;process_refund;provision_vm;send_notification;quarantine_system
513,We should put together a performance summary for Legal.,It's time for the periodic review document.,generate_report,lexical_cue_reduced,summary,,,generate_report,7,generate_report,True,1,generate_report;send_notification;escalate_to_human;quarantine_system;process_refund
514,We should build an operations summary for ml-infer-05.,It's time for the periodic review document.,generate_report,lexical_cue_reduced,build;summary,,,generate_report,7,generate_report,True,1,generate_report;send_notification;escalate_to_human;quarantine_system;process_refund
515,We should prepare the reporting bundle for Engineering.,It's time for the periodic review document.,generate_report,lexical_cue_reduced,,,,generate_report,7,generate_report,True,1,generate_report;send_notification;escalate_to_human;quarantine_system;process_refund
516,We should draft a metrics report for Legal.,Can someone put together the overview for Finance?,generate_report,lexical_cue_reduced,report,,,generate_report,7,generate_report,True,1,generate_report;create_ticket;update_subscription;reset_password;provision_vm
517,Let's generate a report for HR.,Can someone put together the overview for HR?,generate_report,lexical_cue_reduced,generate;report,,,generate_report,7,generate_report,True,1,generate_report;create_ticket;send_notification;process_refund;log_audit_event
518,Let's compile a summary for Finance.,Management is asking for numbers.,generate_report,lexical_cue_reduced,compile;summary,,,generate_report,7,generate_report,True,1,generate_report;process_refund;provision_vm;send_notification;quarantine_system
519,Let's create the analytics report for Marketing.,The quarterly figures need packaging.,generate_report,lexical_cue_reduced,analytics;report,,,generate_report,7,generate_report,True,1,generate_report;provision_vm;send_notification;db_write;create_ticket
520,Let's produce a compliance report for Engineering.,Management is asking for numbers.,generate_report,lexical_cue_reduced,compliance;produce;report,,,generate_report,7,generate_report,True,1,generate_report;process_refund;provision_vm;send_notification;quarantine_system
521,Let's put together a performance summary for Legal.,Management is asking for numbers.,generate_report,lexical_cue_reduced,summary,,,generate_report,7,generate_report,True,1,generate_report;process_refund;provision_vm;send_notification;quarantine_system
522,Let's build a report package for Engineering.,We need to present the findings to leadership.,generate_report,lexical_cue_reduced,build;report,,,generate_report,7,send_notification,False,2,send_notification;generate_report;escalate_to_human;quarantine_system;provision_vm
523,Let's prepare the reporting bundle for HR.,It's time for the periodic review document.,generate_report,lexical_cue_reduced,,,,generate_report,7,generate_report,True,1,generate_report;send_notification;escalate_to_human;quarantine_system;process_refund
524,Let's draft a metrics report for HR.,We need to present the findings to leadership.,generate_report,lexical_cue_reduced,report,,,generate_report,7,send_notification,False,2,send_notification;generate_report;escalate_to_human;quarantine_system;provision_vm
525,Kindly generate a diagnostics report for cdn-edge-06.,The quarterly figures need packaging.,generate_report,lexical_cue_reduced,generate;report,,,generate_report,7,generate_report,True,1,generate_report;provision_vm;send_notification;db_write;create_ticket
526,Kindly compile a summary for Finance.,Stakeholders want to see the data in a digestible format.,generate_report,lexical_cue_reduced,compile;summary,,,generate_report,7,generate_report,True,1,generate_report;db_read;send_notification;db_write;log_audit_event
527,Kindly create the analytics report for Marketing.,Management is asking for numbers.,generate_report,lexical_cue_reduced,analytics;report,,,generate_report,7,generate_report,True,1,generate_report;process_refund;provision_vm;send_notification;quarantine_system
528,Kindly produce a compliance report for Legal.,We owe Legal a write-up.,generate_report,lexical_cue_reduced,compliance;produce;report,,,generate_report,7,escalate_to_human,False,3,escalate_to_human;create_ticket;generate_report;provision_vm;update_subscription
529,Kindly put together a performance summary for Engineering.,It's time for the periodic review document.,generate_report,lexical_cue_reduced,summary,,,generate_report,7,generate_report,True,1,generate_report;send_notification;escalate_to_human;quarantine_system;process_refund
530,Kindly build a report package for Marketing.,It's time for the periodic review document.,generate_report,lexical_cue_reduced,build;report,,,generate_report,7,generate_report,True,1,generate_report;send_notification;escalate_to_human;quarantine_system;process_refund
531,Kindly prepare the reporting bundle for HR.,We owe Finance a write-up.,generate_report,lexical_cue_reduced,,,,generate_report,7,generate_report,True,1,generate_report;update_subscription;create_ticket;provision_vm;escalate_to_human
532,Kindly draft a metrics report for Engineering.,We need documentation for the stakeholders.,generate_report,lexical_cue_reduced,report,,,generate_report,7,generate_report,True,1,generate_report;create_ticket;send_notification;escalate_to_human;process_refund
533,"When you have a moment, generate a report for HR.",We need to present the findings to leadership.,generate_report,lexical_cue_reduced,generate;report,,,generate_report,7,send_notification,False,2,send_notification;generate_report;escalate_to_human;quarantine_system;provision_vm
534,"When you have a moment, compile a summary for Marketing.",Stakeholders want to see the data in a digestible format.,generate_report,lexical_cue_reduced,compile;summary,,,generate_report,7,generate_report,True,1,generate_report;db_read;send_notification;db_write;log_audit_event
535,"When you have a moment, create an analytics report for cdn-edge-06.",Finance wants a summary of what happened.,generate_report,lexical_cue_reduced,analytics;report,,,generate_report,7,generate_report,True,1,generate_report;log_audit_event;process_refund;create_ticket;db_write
938,log the event under the audit record for Legal.,We can't skip the paper trail on this one.,log_audit_event,lexical_cue_reduced,audit;event;log;record,,,log_audit_event,14,generate_report,False,3,generate_report;escalate_to_human;log_audit_event;quarantine_system;process_refund
939,record the activity tied to #53698.,Don't forget to capture this for the auditors.,log_audit_event,lexical_cue_reduced,record,,,log_audit_event,14,generate_report,False,6,generate_report;escalate_to_human;send_notification;quarantine_system;provision_vm
940,write an audit entry for the HR group.,This action needs to be documented for regulators.,log_audit_event,lexical_cue_reduced,audit;entry,,,log_audit_event,14,generate_report,False,11,generate_report;create_ticket;provision_vm;process_refund;send_notification
941,capture ml-infer-05's event in the audit log.,This needs to be in the official record.,log_audit_event,lexical_cue_reduced,audit;event;log,,,log_audit_event,14,generate_report,False,10,generate_report;create_ticket;db_write;provision_vm;escalate_to_human
942,store an audit record for staging-db-02.,We need proof that this action took place.,log_audit_event,lexical_cue_reduced,audit;record,,,log_audit_event,14,generate_report,False,5,generate_report;process_refund;escalate_to_human;create_ticket;log_audit_event
943,add Grace's action to the audit log.,We need a record of what just happened.,log_audit_event,lexical_cue_reduced,audit;log,,,log_audit_event,14,db_write,False,3,db_write;generate_report;log_audit_event;db_read;process_refund
944,document the event for HR in the audit log.,The regulator will ask if we documented this.,log_audit_event,lexical_cue_reduced,audit;document;event;log,,,log_audit_event,14,generate_report,False,9,generate_report;create_ticket;provision_vm;send_notification;process_refund
945,create a trail entry for auth-svc-04.,This should be traceable later if anyone asks.,log_audit_event,lexical_cue_reduced,entry;trail,,,log_audit_event,14,generate_report,False,6,generate_report;send_notification;quarantine_system;scan_malware;escalate_to_human
946,Please log an audit event for auth-svc-04.,Compliance will want to see this was recorded.,log_audit_event,lexical_cue_reduced,audit;event;log,,,log_audit_event,14,generate_report,False,2,generate_report;log_audit_event;create_ticket;process_refund;provision_vm
947,Please record a compliance event for Legal.,Make sure there's a trace of what was done.,log_audit_event,lexical_cue_reduced,compliance;event;record,,,log_audit_event,14,generate_report,False,2,generate_report;log_audit_event;quarantine_system;process_refund;escalate_to_human
948,Please write a compliance entry for payment-api-03.,Don't forget to capture this for the auditors.,log_audit_event,lexical_cue_reduced,compliance;entry,,,log_audit_event,14,generate_report,False,6,generate_report;escalate_to_human;send_notification;quarantine_system;provision_vm
949,Please capture Grace's activity in the compliance log.,The regulator will ask if we documented this.,log_audit_event,lexical_cue_reduced,compliance;log,,,log_audit_event,14,generate_report,False,9,generate_report;create_ticket;provision_vm;send_notification;process_refund
950,Please store an audit record for ml-infer-05.,This needs to be in the official record.,log_audit_event,lexical_cue_reduced,audit,,,log_audit_event,14,generate_report,False,10,generate_report;create_ticket;db_write;provision_vm;escalate_to_human
951,Please add a compliance record for Legal.,This needs to be in the official record.,log_audit_event,lexical_cue_reduced,compliance,,,log_audit_event,14,generate_report,False,10,generate_report;create_ticket;db_write;provision_vm;escalate_to_human
952,Please document the action taken on payment-api-03.,We can't skip the paper trail on this one.,log_audit_event,lexical_cue_reduced,document,,,log_audit_event,14,generate_report,False,3,generate_report;escalate_to_human;log_audit_event;quarantine_system;process_refund
953,Please create a compliance log entry for Eve.,This action needs to be documented for regulators.,log_audit_event,lexical_cue_reduced,compliance;entry;log,,,log_audit_event,14,generate_report,False,11,generate_report;create_ticket;provision_vm;process_refund;send_notification
954,Can you log an audit event for #53698?,We need proof that this action took place.,log_audit_event,lexical_cue_reduced,audit;event;log,,,log_audit_event,14,generate_report,False,5,generate_report;process_refund;escalate_to_human;create_ticket;log_audit_event
955,Can you record a compliance event for Engineering?,This action needs to be documented for regulators.,log_audit_event,lexical_cue_reduced,compliance;event;record,,,log_audit_event,14,generate_report,False,11,generate_report;create_ticket;provision_vm;process_refund;send_notification
956,Can you write an audit entry for Eve?,Make sure there's a trace of what was done.,log_audit_event,lexical_cue_reduced,audit;entry,,,log_audit_event,14,generate_report,False,2,generate_report;log_audit_event;quarantine_system;process_refund;escalate_to_human
957,Can you capture the Engineering event in the audit trail?,Compliance will want to see this was recorded.,log_audit_event,lexical_cue_reduced,audit;event;trail,,,log_audit_event,14,generate_report,False,2,generate_report;log_audit_event;create_ticket;process_refund;provision_vm
958,Can you store an audit record for Grace?,We need a record of what just happened.,log_audit_event,lexical_cue_reduced,audit,,,log_audit_event,14,db_write,False,3,db_write;generate_report;log_audit_event;db_read;process_refund
959,Can you add Bob's action to the audit log?,Compliance will want to see this was recorded.,log_audit_event,lexical_cue_reduced,audit;log,,,log_audit_event,14,generate_report,False,2,generate_report;log_audit_event;create_ticket;process_refund;provision_vm
960,Can you document the action taken on staging-db-02?,This needs to be in the official record.,log_audit_event,lexical_cue_reduced,document,,,log_audit_event,14,generate_report,False,10,generate_report;create_ticket;db_write;provision_vm;escalate_to_human
961,Can you create an audit trail entry for #31450?,This should be traceable later if anyone asks.,log_audit_event,lexical_cue_reduced,audit;entry;trail,,,log_audit_event,14,generate_report,False,6,generate_report;send_notification;quarantine_system;scan_malware;escalate_to_human
962,Could you log an audit event for cdn-edge-06 for me?,This should be traceable later if anyone asks.,log_audit_event,lexical_cue_reduced,audit;event;log,,,log_audit_event,14,generate_report,False,6,generate_report;send_notification;quarantine_system;scan_malware;escalate_to_human
963,Could you record a compliance event for Engineering for me?,This action needs to be documented for regulators.,log_audit_event,lexical_cue_reduced,compliance;event;record,,,log_audit_event,14,generate_report,False,11,generate_report;create_ticket;provision_vm;process_refund;send_notification
964,Could you write an audit entry for the Finance group for me?,Compliance will want to see this was recorded.,log_audit_event,lexical_cue_reduced,audit;entry,,,log_audit_event,14,generate_report,False,2,generate_report;log_audit_event;create_ticket;process_refund;provision_vm
965,Could you capture staging-db-02's event in the audit log for me?,This action needs to be documented for regulators.,log_audit_event,lexical_cue_reduced,audit;event;log,,,log_audit_event,14,generate_report,False,11,generate_report;create_ticket;provision_vm;process_refund;send_notification
966,Could you store an audit record for staging-db-02 for me?,We can't skip the paper trail on this one.,log_audit_event,lexical_cue_reduced,audit;record,,,log_audit_event,14,generate_report,False,3,generate_report;escalate_to_human;log_audit_event;quarantine_system;process_refund
967,Could you add Eve's action to the audit log for me?,We need proof that this action took place.,log_audit_event,lexical_cue_reduced,audit;log,,,log_audit_event,14,generate_report,False,5,generate_report;process_refund;escalate_to_human;create_ticket;log_audit_event
968,Could you document the event for Alice in the audit trail for me?,We need proof that this action took place.,log_audit_event,lexical_cue_reduced,audit;document;event;trail,,,log_audit_event,14,generate_report,False,5,generate_report;process_refund;escalate_to_human;create_ticket;log_audit_event
969,Could you create a trail entry for staging-db-02 for me?,This action needs to be documented for regulators.,log_audit_event,lexical_cue_reduced,entry;trail,,,log_audit_event,14,generate_report,False,11,generate_report;create_ticket;provision_vm;process_refund;send_notification
970,I need you to log an audit event for prod-web-01.,Make sure there's a trace of what was done.,log_audit_event,lexical_cue_reduced,audit;event;log,,,log_audit_event,14,generate_report,False,2,generate_report;log_audit_event;quarantine_system;process_refund;escalate_to_human
971,I need you to record a compliance event for Legal.,We need a record of what just happened.,log_audit_event,lexical_cue_reduced,compliance;event,,,log_audit_event,14,db_write,False,3,db_write;generate_report;log_audit_event;db_read;process_refund
972,I need you to write a compliance entry for #42017.,Don't forget to capture this for the auditors.,log_audit_event,lexical_cue_reduced,compliance;entry,,,log_audit_event,14,generate_report,False,6,generate_report;escalate_to_human;send_notification;quarantine_system;provision_vm
973,I need you to capture the event associated with #60122.,This action needs to be documented for regulators.,log_audit_event,lexical_cue_reduced,event,,,log_audit_event,14,generate_report,False,11,generate_report;create_ticket;provision_vm;process_refund;send_notification
974,I need you to store an audit record for Eve.,Compliance will want to see this was recorded.,log_audit_event,lexical_cue_reduced,audit;record,,,log_audit_event,14,generate_report,False,2,generate_report;log_audit_event;create_ticket;process_refund;provision_vm
975,I need you to add an audit log entry for auth-svc-04.,Make sure there's a trace of what was done.,log_audit_event,lexical_cue_reduced,audit;entry;log,,,log_audit_event,14,generate_report,False,2,generate_report;log_audit_event;quarantine_system;process_refund;escalate_to_human
976,I need you to document the event for Charlie in the audit trail.,This action needs to be documented for regulators.,log_audit_event,lexical_cue_reduced,audit;document;event;trail,,,log_audit_event,14,generate_report,False,11,generate_report;create_ticket;provision_vm;process_refund;send_notification
977,I need you to create a trail entry for prod-web-01.,This needs to be in the official record.,log_audit_event,lexical_cue_reduced,entry;trail,,,log_audit_event,14,generate_report,False,10,generate_report;create_ticket;db_write;provision_vm;escalate_to_human
978,We should log an audit event for payment-api-03.,This action needs to be documented for regulators.,log_audit_event,lexical_cue_reduced,audit;event;log,,,log_audit_event,14,generate_report,False,11,generate_report;create_ticket;provision_vm;process_refund;send_notification
979,We should record the activity tied to #60122.,We can't skip the paper trail on this one.,log_audit_event,lexical_cue_reduced,record,,,log_audit_event,14,generate_report,False,3,generate_report;escalate_to_human;log_audit_event;quarantine_system;process_refund
980,We should write a compliance entry for cdn-edge-06.,Compliance will want to see this was recorded.,log_audit_event,lexical_cue_reduced,entry,,,log_audit_event,14,generate_report,False,2,generate_report;log_audit_event;create_ticket;process_refund;provision_vm
981,We should capture auth-svc-04's event in the audit log.,Don't forget to capture this for the auditors.,log_audit_event,lexical_cue_reduced,audit;event;log,,,log_audit_event,14,generate_report,False,6,generate_report;escalate_to_human;send_notification;quarantine_system;provision_vm
982,We should store an audit record for Frank.,We can't skip the paper trail on this one.,log_audit_event,lexical_cue_reduced,audit;record,,,log_audit_event,14,generate_report,False,3,generate_report;escalate_to_human;log_audit_event;quarantine_system;process_refund
983,We should add Bob's action to the audit log.,We need a record of what just happened.,log_audit_event,lexical_cue_reduced,audit;log,,,log_audit_event,14,db_write,False,3,db_write;generate_report;log_audit_event;db_read;process_refund
984,We should document the event linked to #31450.,The regulator will ask if we documented this.,log_audit_event,lexical_cue_reduced,document;event,,,log_audit_event,14,generate_report,False,9,generate_report;create_ticket;provision_vm;send_notification;process_refund
985,We should create an audit trail entry for HR.,The regulator will ask if we documented this.,log_audit_event,lexical_cue_reduced,audit;entry;trail,,,log_audit_event,14,generate_report,False,9,generate_report;create_ticket;provision_vm;send_notification;process_refund
986,Let's log Frank's action in the audit trail.,We can't skip the paper trail on this one.,log_audit_event,lexical_cue_reduced,audit;log,,,log_audit_event,14,generate_report,False,3,generate_report;escalate_to_human;log_audit_event;quarantine_system;process_refund
987,Let's record an audit event for Diana.,This needs to be in the official record.,log_audit_event,lexical_cue_reduced,audit;event,,,log_audit_event,14,generate_report,False,10,generate_report;create_ticket;db_write;provision_vm;escalate_to_human
988,Let's write an audit entry for Alice.,Don't forget to capture this for the auditors.,log_audit_event,lexical_cue_reduced,audit;entry,,,log_audit_event,14,generate_report,False,6,generate_report;escalate_to_human;send_notification;quarantine_system;provision_vm
989,Let's capture ml-infer-05's event in the audit log.,The regulator will ask if we documented this.,log_audit_event,lexical_cue_reduced,audit;event;log,,,log_audit_event,14,generate_report,False,9,generate_report;create_ticket;provision_vm;send_notification;process_refund
990,Let's store an audit record for staging-db-02.,We need proof that this action took place.,log_audit_event,lexical_cue_reduced,audit;record,,,log_audit_event,14,generate_report,False,5,generate_report;process_refund;escalate_to_human;create_ticket;log_audit_event
991,Let's add #31450 to the audit log.,Don't forget to capture this for the auditors.,log_audit_event,lexical_cue_reduced,audit;log,,,log_audit_event,14,generate_report,False,6,generate_report;escalate_to_human;send_notification;quarantine_system;provision_vm
992,Let's document the event for Grace in the audit trail.,Compliance will want to see this was recorded.,log_audit_event,lexical_cue_reduced,audit;document;event;trail,,,log_audit_event,14,generate_report,False,2,generate_report;log_audit_event;create_ticket;process_refund;provision_vm
993,Let's create an audit trail entry for #20891.,The regulator will ask if we documented this.,log_audit_event,lexical_cue_reduced,audit;entry;trail,,,log_audit_event,14,generate_report,False,9,generate_report;create_ticket;provision_vm;send_notification;process_refund
994,Kindly log an audit event for #10234.,We need proof that this action took place.,log_audit_event,lexical_cue_reduced,audit;event;log,,,log_audit_event,14,generate_report,False,5,generate_report;process_refund;escalate_to_human;create_ticket;log_audit_event
995,Kindly record an audit event for Alice.,Make sure there's a trace of what was done.,log_audit_event,lexical_cue_reduced,audit;event;record,,,log_audit_event,14,generate_report,False,2,generate_report;log_audit_event;quarantine_system;process_refund;escalate_to_human
996,Kindly write an audit entry for Bob.,The regulator will ask if we documented this.,log_audit_event,lexical_cue_reduced,audit;entry,,,log_audit_event,14,generate_report,False,9,generate_report;create_ticket;provision_vm;send_notification;process_refund
997,Kindly capture Grace's activity in the compliance log.,We need proof that this action took place.,log_audit_event,lexical_cue_reduced,compliance;log,,,log_audit_event,14,generate_report,False,5,generate_report;process_refund;escalate_to_human;create_ticket;log_audit_event
998,Kindly store an audit record for payment-api-03.,Compliance will want to see this was recorded.,log_audit_event,lexical_cue_reduced,audit;record,,,log_audit_event,14,generate_report,False,2,generate_report;log_audit_event;create_ticket;process_refund;provision_vm
999,Kindly add an audit log entry for ml-infer-05.,Compliance will want to see this was recorded.,log_audit_event,lexical_cue_reduced,audit;entry;log,,,log_audit_event,14,generate_report,False,2,generate_report;log_audit_event;create_ticket;process_refund;provision_vm
1000,Kindly document the event for HR in the audit log.,This should be traceable later if anyone asks.,log_audit_event,lexical_cue_reduced,audit;document;event;log,,,log_audit_event,14,generate_report,False,6,generate_report;send_notification;quarantine_system;scan_malware;escalate_to_human
1001,Kindly create a compliance log entry for Charlie.,Make sure there's a trace of what was done.,log_audit_event,lexical_cue_reduced,compliance;entry;log,,,log_audit_event,14,generate_report,False,2,generate_report;log_audit_event;quarantine_system;process_refund;escalate_to_human
1002,"When you have a moment, log an audit event for auth-svc-04.",This action needs to be documented for regulators.,log_audit_event,lexical_cue_reduced,audit;event;log,,,log_audit_event,14,generate_report,False,11,generate_report;create_ticket;provision_vm;process_refund;send_notification
1003,"When you have a moment, record the incident involving prod-web-01 in the audit trail.",Compliance will want to see this was recorded.,log_audit_event,lexical_cue_reduced,audit;record;trail,,,log_audit_event,14,generate_report,False,2,generate_report;log_audit_event;create_ticket;process_refund;provision_vm
1004,"When you have a moment, write an audit entry for the Legal group.",The regulator will ask if we documented this.,log_audit_event,lexical_cue_reduced,audit;entry,,,log_audit_event,14,generate_report,False,9,generate_report;create_ticket;provision_vm;send_notification;process_refund
536,refund transaction #42017.,Diana wants their money returned.,process_refund,lexical_cue_reduced,refund,,,process_refund,8,process_refund,True,1,process_refund;log_audit_event;create_ticket;generate_report;db_read
537,process the refund for Charlie.,Alice wants their money returned.,process_refund,lexical_cue_reduced,refund,,,process_refund,8,escalate_to_human,False,2,escalate_to_human;process_refund;create_ticket;update_subscription;log_audit_event
538,return the money to Diana.,Eve says they didn't authorize this charge.,process_refund,lexical_cue_reduced,money,,,process_refund,8,generate_report,False,10,generate_report;update_subscription;provision_vm;escalate_to_human;create_ticket
539,credit Frank's account.,Alice says they didn't authorize this charge.,process_refund,lexical_cue_reduced,credit,,,process_refund,8,escalate_to_human,False,8,escalate_to_human;create_ticket;generate_report;update_subscription;provision_vm
540,reverse the payment for Charlie.,The charge on #20891 was a mistake.,process_refund,lexical_cue_reduced,reverse,,,process_refund,8,create_ticket,False,4,create_ticket;generate_report;provision_vm;process_refund;update_subscription
541,send Eve a payout reversal.,Eve wants their money returned.,process_refund,lexical_cue_reduced,payout,,,process_refund,8,log_audit_event,False,2,log_audit_event;process_refund;update_subscription;generate_report;escalate_to_human
542,refund the charge for Bob.,Bob says they didn't authorize this charge.,process_refund,lexical_cue_reduced,refund,,,process_refund,8,update_subscription,False,7,update_subscription;reset_password;create_ticket;generate_report;provision_vm
543,put the refund through for Bob.,The charge on #31450 was a mistake.,process_refund,lexical_cue_reduced,refund,,,process_refund,8,generate_report,False,4,generate_report;provision_vm;create_ticket;process_refund;escalate_to_human
544,Please refund transaction #42017.,We owe Diana money.,process_refund,lexical_cue_reduced,refund,,,process_refund,8,db_write,False,4,db_write;generate_report;update_subscription;process_refund;escalate_to_human
545,Please process the refund for Frank.,Frank wants their money returned.,process_refund,lexical_cue_reduced,refund,,,process_refund,8,create_ticket,False,4,create_ticket;update_subscription;provision_vm;process_refund;escalate_to_human
546,Please return the money to Frank.,Charlie paid twice and isn't happy.,process_refund,lexical_cue_reduced,money,,,process_refund,8,update_subscription,False,4,update_subscription;create_ticket;escalate_to_human;process_refund;provision_vm
547,Please issue the refund linked to #60122.,Charlie wants their money returned.,process_refund,lexical_cue_reduced,refund,,,process_refund,8,process_refund,True,1,process_refund;create_ticket;log_audit_event;update_subscription;quarantine_system
548,Please reverse the payment for Bob.,We owe Alice money.,process_refund,lexical_cue_reduced,reverse,,,process_refund,8,escalate_to_human,False,7,escalate_to_human;update_subscription;provision_vm;create_ticket;generate_report
549,Please send Eve a payout reversal.,The amount on #10234 needs to be reversed.,process_refund,lexical_cue_reduced,payout,,,process_refund,8,process_refund,True,1,process_refund;generate_report;provision_vm;escalate_to_human;create_ticket
550,Please refund the charge for Eve.,There was a billing mistake with #20891.,process_refund,lexical_cue_reduced,charge;refund,,,process_refund,8,update_subscription,False,5,update_subscription;provision_vm;create_ticket;generate_report;process_refund
551,Please put the refund through for Charlie.,Grace shouldn't have been billed for that.,process_refund,lexical_cue_reduced,refund,,,process_refund,8,update_subscription,False,8,update_subscription;reset_password;escalate_to_human;create_ticket;provision_vm
552,Can you refund transaction #42017?,Diana says they didn't authorize this charge.,process_refund,lexical_cue_reduced,refund,,,process_refund,8,generate_report,False,7,generate_report;create_ticket;escalate_to_human;provision_vm;update_subscription
553,Can you process the refund for Eve?,Bob paid twice and isn't happy.,process_refund,lexical_cue_reduced,refund,,,process_refund,8,create_ticket,False,3,create_ticket;update_subscription;process_refund;check_status;escalate_to_human
554,Can you process a refund for #10234?,There was a billing mistake with #53698.,process_refund,lexical_cue_reduced,refund,,,process_refund,8,update_subscription,False,4,update_subscription;provision_vm;generate_report;process_refund;create_ticket
555,Can you credit Charlie's account?,We owe Grace money.,process_refund,lexical_cue_reduced,credit,,,process_refund,8,update_subscription,False,4,update_subscription;reset_password;provision_vm;process_refund;create_ticket
556,Can you reverse the payment for Charlie?,The amount on #20891 needs to be reversed.,process_refund,lexical_cue_reduced,reverse,,,process_refund,8,generate_report,False,2,generate_report;process_refund;create_ticket;provision_vm;escalate_to_human
557,Can you send Bob a payout reversal?,The amount on #53698 needs to be reversed.,process_refund,lexical_cue_reduced,payout,,,process_refund,8,process_refund,True,1,process_refund;generate_report;escalate_to_human;provision_vm;create_ticket
558,Can you refund the charge for Diana?,The charge on #53698 was a mistake.,process_refund,lexical_cue_reduced,refund,,,process_refund,8,generate_report,False,4,generate_report;provision_vm;create_ticket;process_refund;update_subscription
559,Can you put the refund through for Grace?,Grace says they didn't authorize this charge.,process_refund,lexical_cue_reduced,refund,,,process_refund,8,update_subscription,False,9,update_subscription;reset_password;create_ticket;generate_report;escalate_to_human
560,Could you issue a refund to Eve for me?,Charlie says they didn't authorize this charge.,process_refund,lexical_cue_reduced,refund,,,process_refund,8,generate_report,False,8,generate_report;update_subscription;create_ticket;provision_vm;escalate_to_human
561,Could you process the refund for Eve for me?,Frank was charged incorrectly.,process_refund,lexical_cue_reduced,refund,,,process_refund,8,escalate_to_human,False,7,escalate_to_human;create_ticket;provision_vm;quarantine_system;update_subscription
562,Could you return the money to Frank for me?,The charge on #60122 was a mistake.,process_refund,lexical_cue_reduced,money,,,process_refund,8,provision_vm,False,4,provision_vm;generate_report;create_ticket;process_refund;update_subscription
563,Could you credit Charlie's account for me?,Bob wants their money returned.,process_refund,lexical_cue_reduced,credit,,,process_refund,8,process_refund,True,1,process_refund;create_ticket;log_audit_event;escalate_to_human;restart_service
564,Could you reverse the payment for Diana for me?,Diana paid twice and isn't happy.,process_refund,lexical_cue_reduced,reverse,,,process_refund,8,create_ticket,False,5,create_ticket;update_subscription;escalate_to_human;db_read;process_refund
565,Could you send Diana a payout reversal for me?,The charge on #10234 was a mistake.,process_refund,lexical_cue_reduced,payout,,,process_refund,8,generate_report,False,4,generate_report;create_ticket;provision_vm;process_refund;escalate_to_human
566,Could you refund the charge for Frank for me?,Diana was charged incorrectly.,process_refund,lexical_cue_reduced,charge;refund,,,process_refund,8,escalate_to_human,False,3,escalate_to_human;create_ticket;process_refund;generate_report;provision_vm
567,Could you put the refund through for Bob for me?,We need to make Alice financially whole again.,process_refund,lexical_cue_reduced,refund,,,process_refund,8,update_subscription,False,6,update_subscription;escalate_to_human;create_ticket;provision_vm;reset_password
568,I need you to refund transaction #53698.,The charge on #42017 was a mistake.,process_refund,lexical_cue_reduced,refund,,,process_refund,8,provision_vm,False,4,provision_vm;generate_report;create_ticket;process_refund;update_subscription
569,I need you to process the refund for Diana.,Diana shouldn't have been billed for that.,process_refund,lexical_cue_reduced,refund,,,process_refund,8,update_subscription,False,5,update_subscription;escalate_to_human;generate_report;create_ticket;process_refund
570,I need you to process a refund for #60122.,Eve shouldn't have been billed for that.,process_refund,lexical_cue_reduced,refund,,,process_refund,8,update_subscription,False,7,update_subscription;escalate_to_human;generate_report;provision_vm;quarantine_system
571,I need you to issue the refund linked to #20891.,We owe Charlie money.,process_refund,lexical_cue_reduced,refund,,,process_refund,8,update_subscription,False,6,update_subscription;provision_vm;quarantine_system;escalate_to_human;generate_report
572,I need you to reverse the payment for Frank.,Alice shouldn't have been billed for that.,process_refund,lexical_cue_reduced,reverse,,,process_refund,8,escalate_to_human,False,6,escalate_to_human;update_subscription;create_ticket;provision_vm;generate_report
573,I need you to return the funds for #10234.,Frank says they didn't authorize this charge.,process_refund,lexical_cue_reduced,,,,process_refund,8,update_subscription,False,8,update_subscription;create_ticket;generate_report;provision_vm;escalate_to_human
574,I need you to undo the charge associated with #31450.,The amount on #60122 needs to be reversed.,process_refund,lexical_cue_reduced,charge,,,process_refund,8,provision_vm,False,2,provision_vm;process_refund;generate_report;escalate_to_human;restart_service
575,I need you to put the refund through for Eve.,Frank paid twice and isn't happy.,process_refund,lexical_cue_reduced,refund,,,process_refund,8,create_ticket,False,7,create_ticket;update_subscription;escalate_to_human;provision_vm;generate_report
576,We should refund transaction #60122.,Grace was charged incorrectly.,process_refund,lexical_cue_reduced,refund,,,process_refund,8,reset_password,False,6,reset_password;escalate_to_human;update_subscription;create_ticket;provision_vm
