condition,row_index,query,ground_truth_raw,ground_truth_tool,predicted_tool,correct,rank,top1_cosine,ground_truth_cosine,top5_tools,top5_cosines
Standard,219,Can you create an incident ticket for Eve?,create_ticket,create_ticket,create_ticket,True,1,0.4360238313674927,0.4360238313674927,create_ticket;escalate_to_human;generate_report;provision_vm;log_audit_event,0.43602383;0.37423712;0.34968293;0.33439264;0.29618171
Standard,220,Can you log a helpdesk issue for Grace?,create_ticket,create_ticket,create_ticket,True,1,0.48673000931739807,0.48673000931739807,create_ticket;log_audit_event;generate_report;provision_vm;process_refund,0.48673001;0.40505716;0.37496784;0.35247281;0.33226922
Standard,221,Can you raise an incident for auth-svc-04?,create_ticket,create_ticket,create_ticket,True,1,0.41772493720054626,0.41772493720054626,create_ticket;escalate_to_human;provision_vm;generate_report;quarantine_system,0.41772494;0.37642941;0.34917167;0.32649937;0.30418727
Standard,222,Can you submit a ticket for Bob?,create_ticket,create_ticket,create_ticket,True,1,0.4499311149120331,0.4499311149120331,create_ticket;escalate_to_human;generate_report;provision_vm;send_notification,0.44993111;0.28880739;0.26977155;0.26525754;0.22711670
Standard,223,Can you open a tracking case for HR?,create_ticket,create_ticket,escalate_to_human,False,2,0.3803148865699768,0.3371102511882782,escalate_to_human;create_ticket;provision_vm;generate_report;send_notification,0.38031489;0.33711025;0.30657005;0.30286330;0.26089042
Standard,224,Can you create a support issue for Finance?,create_ticket,create_ticket,create_ticket,True,1,0.5342260599136353,0.5342260599136353,create_ticket;provision_vm;generate_report;escalate_to_human;send_notification,0.53422606;0.34550369;0.34469798;0.31086993;0.29445654
Standard,225,Could you open an incident ticket for cdn-edge-06 for me?,create_ticket,create_ticket,create_ticket,True,1,0.4397564232349396,0.4397564232349396,create_ticket;generate_report;provision_vm;escalate_to_human;log_audit_event,0.43975642;0.31486490;0.29636848;0.27935028;0.26919124
Standard,226,Could you file a bug for payment-api-03 for me?,create_ticket,create_ticket,create_ticket,True,1,0.48152777552604675,0.48152777552604675,create_ticket;provision_vm;generate_report;send_notification;escalate_to_human,0.48152778;0.42508355;0.40727249;0.37922776;0.37788326
Standard,227,Could you create an incident ticket for Diana for me?,create_ticket,create_ticket,create_ticket,True,1,0.4642861783504486,0.4642861783504486,create_ticket;generate_report;escalate_to_human;provision_vm;db_write,0.46428618;0.36870348;0.36680323;0.34185535;0.30118114
Standard,228,Could you log a helpdesk issue for Frank for me?,create_ticket,create_ticket,create_ticket,True,1,0.6012916564941406,0.6012916564941406,create_ticket;generate_report;provision_vm;log_audit_event;escalate_to_human,0.60129166;0.50197083;0.46779859;0.45099756;0.43153030
Standard,229,Could you raise an incident for payment-api-03 for me?,create_ticket,create_ticket,create_ticket,True,1,0.47337567806243896,0.47337567806243896,create_ticket;escalate_to_human;provision_vm;generate_report;send_notification,0.47337568;0.40131134;0.38763061;0.37610090;0.33794543
Standard,230,Could you submit a ticket for host auth-svc-04 for me?,create_ticket,create_ticket,create_ticket,True,1,0.4335038959980011,0.4335038959980011,create_ticket;generate_report;provision_vm;reset_password;log_audit_event,0.43350390;0.30062494;0.29702482;0.28085789;0.27661222
Standard,231,Could you open a tracking issue for ml-infer-05 for me?,create_ticket,create_ticket,generate_report,False,4,0.3810156583786011,0.3389042615890503,generate_report;send_notification;provision_vm;create_ticket;db_write,0.38101566;0.35117483;0.34536219;0.33890426;0.33285978
Standard,232,Could you create a service request for auth-svc-04 for me?,create_ticket,create_ticket,create_ticket,True,1,0.2936176657676697,0.2936176657676697,create_ticket;quarantine_system;process_refund;restart_service;send_notification,0.29361767;0.29303017;0.28397244;0.27516523;0.25853619
Standard,233,I need you to open an incident ticket for prod-web-01.,create_ticket,create_ticket,create_ticket,True,1,0.5417822003364563,0.5417822003364563,create_ticket;generate_report;provision_vm;log_audit_event;escalate_to_human,0.54178220;0.43799925;0.42469802;0.39943892;0.39077139
Standard,234,I need you to file a case for Bob.,create_ticket,create_ticket,escalate_to_human,False,2,0.4214465618133545,0.38293272256851196,escalate_to_human;create_ticket;provision_vm;generate_report;send_notification,0.42144656;0.38293272;0.30087861;0.29833010;0.29658684
Standard,235,I need you to create an incident ticket for Bob.,create_ticket,create_ticket,create_ticket,True,1,0.5068053603172302,0.5068053603172302,create_ticket;escalate_to_human;generate_report;provision_vm;send_notification,0.50680536;0.38038650;0.37828600;0.37006482;0.32388851
Standard,236,I need you to log a helpdesk issue for Engineering.,create_ticket,create_ticket,create_ticket,True,1,0.5615963935852051,0.5615963935852051,create_ticket;generate_report;log_audit_event;provision_vm;process_refund,0.56159639;0.45786121;0.43373826;0.42845440;0.42039305
Standard,237,I need you to raise a service request for Marketing.,create_ticket,create_ticket,restart_service,False,7,0.3623679280281067,0.28837379813194275,restart_service;process_refund;quarantine_system;send_notification;provision_vm,0.36236793;0.33225083;0.32541698;0.31514183;0.30334005
Standard,238,I need you to submit a ticket for Alice.,create_ticket,create_ticket,create_ticket,True,1,0.46067219972610474,0.46067219972610474,create_ticket;escalate_to_human;generate_report;provision_vm;send_notification,0.46067220;0.40829563;0.33173543;0.30653295;0.28814921
Standard,239,I need you to open a service desk case for Eve.,create_ticket,create_ticket,escalate_to_human,False,8,0.3521437346935272,0.2687070965766907,escalate_to_human;provision_vm;generate_report;quarantine_system;send_notification,0.35214373;0.32679361;0.32112548;0.32008433;0.31323081
Standard,240,I need you to create a tracking issue for Eve.,create_ticket,create_ticket,generate_report,False,6,0.4318847954273224,0.3863341212272644,generate_report;provision_vm;send_notification;escalate_to_human;db_write,0.43188480;0.42126948;0.41081175;0.39824662;0.39368632
Standard,241,We should open a support ticket for Bob.,create_ticket,create_ticket,create_ticket,True,1,0.39707666635513306,0.39707666635513306,create_ticket;process_refund;generate_report;log_audit_event;provision_vm,0.39707667;0.21021979;0.20803507;0.19929463;0.19437458
Standard,242,We should file a case for the HR team.,create_ticket,create_ticket,escalate_to_human,False,2,0.38957974314689636,0.3432019054889679,escalate_to_human;create_ticket;generate_report;send_notification;provision_vm,0.38957974;0.34320191;0.29408556;0.28563818;0.27818686
Standard,243,We should create a support case for staging-db-02.,create_ticket,create_ticket,db_write,False,2,0.3880106210708618,0.3415074348449707,db_write;create_ticket;generate_report;send_notification;provision_vm,0.38801062;0.34150743;0.32309881;0.30442554;0.29860771
Standard,244,We should log an issue against prod-web-01.,create_ticket,create_ticket,create_ticket,True,1,0.4662390947341919,0.4662390947341919,create_ticket;generate_report;log_audit_event;provision_vm;escalate_to_human,0.46623909;0.44600105;0.44317141;0.41192597;0.38734671
Standard,245,We should raise an incident for cdn-edge-06.,create_ticket,create_ticket,create_ticket,True,1,0.3416224420070648,0.3416224420070648,create_ticket;provision_vm;escalate_to_human;generate_report;send_notification,0.34162244;0.30462882;0.29746243;0.29589105;0.26573661
Standard,246,We should submit a ticket for the Engineering group.,create_ticket,create_ticket,create_ticket,True,1,0.3994660973548889,0.3994660973548889,create_ticket;send_notification;generate_report;provision_vm;escalate_to_human,0.39946610;0.34812227;0.34751216;0.32328117;0.29762328
Standard,247,We should open a service desk case for Alice.,create_ticket,create_ticket,escalate_to_human,False,4,0.3591153025627136,0.20742516219615936,escalate_to_human;provision_vm;send_notification;create_ticket;generate_report,0.35911530;0.21321347;0.21280822;0.20742516;0.19537522
Standard,248,We should create a service request for prod-web-01.,create_ticket,create_ticket,quarantine_system,False,6,0.4298321008682251,0.37369516491889954,quarantine_system;process_refund;provision_vm;generate_report;send_notification,0.42983210;0.41220760;0.40091926;0.38357988;0.37533855
Standard,249,Let's open a support ticket for Grace.,create_ticket,create_ticket,create_ticket,True,1,0.3653073310852051,0.3653073310852051,create_ticket;update_subscription;log_audit_event;generate_report;provision_vm,0.36530733;0.18912207;0.18623395;0.17859770;0.17840987
Standard,250,Let's file a case for the Marketing team.,create_ticket,create_ticket,escalate_to_human,False,4,0.4184267520904541,0.3507066071033478,escalate_to_human;send_notification;provision_vm;create_ticket;generate_report,0.41842675;0.36437672;0.35806513;0.35070661;0.32061276
Standard,251,Let's create an incident ticket for Alice.,create_ticket,create_ticket,create_ticket,True,1,0.4389725923538208,0.4389725923538208,create_ticket;escalate_to_human;provision_vm;generate_report;send_notification,0.43897259;0.42613944;0.31697693;0.31039172;0.25652820
Standard,252,Let's log an issue against ml-infer-05.,create_ticket,create_ticket,log_audit_event,False,3,0.37577226758003235,0.31713202595710754,log_audit_event;generate_report;create_ticket;db_write;process_refund,0.37577227;0.36906806;0.31713203;0.29524449;0.28917220
Standard,253,Let's raise a support request on behalf of Bob.,create_ticket,create_ticket,create_ticket,True,1,0.40181589126586914,0.40181589126586914,create_ticket;escalate_to_human;process_refund;provision_vm;send_notification,0.40181589;0.26076838;0.24897645;0.23847128;0.23699102
Standard,254,Let's submit a ticket for Charlie.,create_ticket,create_ticket,create_ticket,True,1,0.42760586738586426,0.42760586738586426,create_ticket;generate_report;provision_vm;escalate_to_human;quarantine_system,0.42760587;0.30648598;0.29988790;0.29943678;0.25864309
Standard,255,Let's open a tracking issue for cdn-edge-06.,create_ticket,create_ticket,create_ticket,True,1,0.3671090006828308,0.3671090006828308,create_ticket;provision_vm;generate_report;send_notification;escalate_to_human,0.36710900;0.30874750;0.30795181;0.30219209;0.27881056
Standard,256,Let's create a support issue for Legal.,create_ticket,create_ticket,create_ticket,True,1,0.5112574100494385,0.5112574100494385,create_ticket;escalate_to_human;generate_report;provision_vm;send_notification,0.51125741;0.35227451;0.30238038;0.30075333;0.26772982
Standard,257,Kindly open an incident ticket for staging-db-02.,create_ticket,create_ticket,create_ticket,True,1,0.364296019077301,0.364296019077301,create_ticket;db_write;generate_report;escalate_to_human;provision_vm,0.36429602;0.27294165;0.25316200;0.24940424;0.23410989
Standard,258,Kindly file a case for the HR team.,create_ticket,create_ticket,escalate_to_human,False,2,0.4369594156742096,0.38911333680152893,escalate_to_human;create_ticket;send_notification;generate_report;provision_vm,0.43695942;0.38911334;0.31603745;0.31109396;0.30407721
Standard,259,Kindly create an incident ticket for Bob.,create_ticket,create_ticket,create_ticket,True,1,0.44984835386276245,0.44984835386276245,create_ticket;escalate_to_human;provision_vm;generate_report;process_refund,0.44984835;0.32092595;0.29298782;0.28726226;0.25145215
Standard,260,Kindly log an issue against cdn-edge-06.,create_ticket,create_ticket,create_ticket,True,1,0.3685748875141144,0.3685748875141144,create_ticket;log_audit_event;generate_report;provision_vm;process_refund,0.36857489;0.29742447;0.27667466;0.25129730;0.23302311
Standard,261,Kindly raise an incident for ml-infer-05.,create_ticket,create_ticket,generate_report,False,4,0.34376388788223267,0.3253142833709717,generate_report;escalate_to_human;provision_vm;create_ticket;send_notification,0.34376389;0.33697584;0.33113784;0.32531428;0.31464791
Standard,262,Kindly submit a ticket for host ml-infer-05.,create_ticket,create_ticket,create_ticket,True,1,0.3678938150405884,0.3678938150405884,create_ticket;generate_report;provision_vm;send_notification;process_refund,0.36789382;0.32652429;0.31712350;0.31078023;0.27867597
Standard,263,Kindly open a tracking case for Legal.,create_ticket,create_ticket,escalate_to_human,False,2,0.40799567103385925,0.3930487334728241,escalate_to_human;create_ticket;generate_report;provision_vm;send_notification,0.40799567;0.39304873;0.24184982;0.24119021;0.22188999
Standard,264,Kindly create a service request for staging-db-02.,create_ticket,create_ticket,db_write,False,10,0.32483401894569397,0.177977055311203,db_write;db_read;restart_service;process_refund;check_status,0.32483402;0.29918140;0.27479222;0.21435502;0.21341370
Standard,265,"When you have a moment, open a support ticket for Grace.",create_ticket,create_ticket,create_ticket,True,1,0.36995986104011536,0.36995986104011536,create_ticket;log_audit_event;process_refund;provision_vm;generate_report,0.36995986;0.21101514;0.18754639;0.17727220;0.17320690
Standard,266,"When you have a moment, file a case for Diana.",create_ticket,create_ticket,escalate_to_human,False,2,0.3978389799594879,0.289303719997406,escalate_to_human;create_ticket;generate_report;provision_vm;send_notification,0.39783898;0.28930372;0.25326997;0.25210062;0.24148303
Standard,267,"When you have a moment, create an incident ticket for Grace.",create_ticket,create_ticket,create_ticket,True,1,0.3666609823703766,0.3666609823703766,create_ticket;escalate_to_human;provision_vm;generate_report;log_audit_event,0.36666098;0.29791233;0.25555599;0.23374756;0.21487884
Standard,268,notify the Legal team.,send_notification,send_notification,escalate_to_human,False,2,0.4022039473056793,0.32190078496932983,escalate_to_human;send_notification;create_ticket;provision_vm;generate_report,0.40220395;0.32190078;0.30304101;0.25329560;0.24469113
Standard,269,send an alert to Finance.,send_notification,send_notification,generate_report,False,3,0.3347712755203247,0.3283088505268097,generate_report;create_ticket;send_notification;escalate_to_human;provision_vm,0.33477128;0.33170539;0.32830885;0.32452643;0.31864163
Standard,270,email the update to Engineering.,send_notification,send_notification,provision_vm,False,6,0.48570725321769714,0.41911453008651733,provision_vm;quarantine_system;generate_report;escalate_to_human;create_ticket,0.48570725;0.44717273;0.43517739;0.42834941;0.42251197
Standard,271,send a heads-up to Alice.,send_notification,send_notification,escalate_to_human,False,4,0.41439056396484375,0.20573563873767853,escalate_to_human;create_ticket;provision_vm;send_notification;generate_report,0.41439056;0.24888995;0.22110999;0.20573564;0.17771378
Standard,272,push a notification to Legal.,send_notification,send_notification,escalate_to_human,False,2,0.2980111241340637,0.28459206223487854,escalate_to_human;send_notification;create_ticket;provision_vm;generate_report,0.29801112;0.28459206;0.27146038;0.22702233;0.19827889
Standard,273,forward the update to Charlie.,send_notification,send_notification,escalate_to_human,False,5,0.44396913051605225,0.3877812922000885,escalate_to_human;provision_vm;quarantine_system;generate_report;send_notification,0.44396913;0.44012067;0.41499919;0.39481583;0.38778129
Standard,274,alert Legal.,send_notification,send_notification,escalate_to_human,False,2,0.4125450849533081,0.3121417760848999,escalate_to_human;send_notification;generate_report;log_audit_event;quarantine_system,0.41254508;0.31214178;0.28842062;0.28580302;0.28469181
Standard,275,drop a message to the Legal team.,send_notification,send_notification,escalate_to_human,False,3,0.4256193935871124,0.3353016972541809,escalate_to_human;create_ticket;send_notification;provision_vm;generate_report,0.42561939;0.33683509;0.33530170;0.26641637;0.24873656
Standard,276,Please send an update to Diana.,send_notification,send_notification,escalate_to_human,False,4,0.4299052655696869,0.39445024728775024,escalate_to_human;generate_report;provision_vm;send_notification;quarantine_system,0.42990527;0.42678055;0.42376387;0.39445025;0.37837923
Standard,277,Please notify Frank.,send_notification,send_notification,send_notification,True,1,0.43812042474746704,0.43812042474746704,send_notification;provision_vm;escalate_to_human;generate_report;quarantine_system,0.43812042;0.41628477;0.39497474;0.38818663;0.38294584
Standard,278,Please email the update to Engineering.,send_notification,send_notification,provision_vm,False,5,0.49650269746780396,0.43088510632514954,provision_vm;generate_report;quarantine_system;escalate_to_human;send_notification,0.49650270;0.46456146;0.45615539;0.44083619;0.43088511
Standard,279,Please send a heads-up to Engineering.,send_notification,send_notification,create_ticket,False,6,0.3958807587623596,0.3498321771621704,create_ticket;provision_vm;escalate_to_human;quarantine_system;generate_report,0.39588076;0.39431706;0.38208607;0.37579608;0.37052172
Standard,280,Please push a notification to Diana.,send_notification,send_notification,send_notification,True,1,0.38417676091194153,0.38417676091194153,send_notification;provision_vm;generate_report;quarantine_system;escalate_to_human,0.38417676;0.35832605;0.34696919;0.34681901;0.34494114
Standard,281,Please forward the latest update to Marketing.,send_notification,send_notification,provision_vm,False,3,0.42184266448020935,0.4029013216495514,provision_vm;escalate_to_human;send_notification;quarantine_system;update_subscription,0.42184266;0.41843086;0.40290132;0.38884589;0.37437576
Standard,282,Please alert Engineering.,send_notification,send_notification,quarantine_system,False,5,0.431105375289917,0.388933926820755,quarantine_system;escalate_to_human;provision_vm;generate_report;send_notification,0.43110538;0.41279301;0.40477154;0.40173507;0.38893393
Standard,283,Please drop a message to Bob.,send_notification,send_notification,send_notification,True,1,0.35962024331092834,0.35962024331092834,send_notification;escalate_to_human;quarantine_system;provision_vm;generate_report,0.35962024;0.32663158;0.30315223;0.29852957;0.28893930
Standard,284,Can you send an update to Bob?,send_notification,send_notification,provision_vm,False,2,0.44383707642555237,0.4315004348754883,provision_vm;send_notification;escalate_to_human;generate_report;quarantine_system,0.44383708;0.43150043;0.43011206;0.39802399;0.39455631
Standard,285,Can you send an alert to Finance?,send_notification,send_notification,send_notification,True,1,0.3685874342918396,0.3685874342918396,send_notification;generate_report;provision_vm;escalate_to_human;create_ticket,0.36858743;0.36247581;0.35156441;0.34349412;0.33911964
Standard,286,Can you email the update to HR?,send_notification,send_notification,provision_vm,False,3,0.47725993394851685,0.4525054097175598,provision_vm;generate_report;send_notification;escalate_to_human;quarantine_system,0.47725993;0.46396828;0.45250541;0.44997871;0.42305523
Standard,287,Can you send a heads-up to Diana?,send_notification,send_notification,escalate_to_human,False,5,0.3945910334587097,0.31499409675598145,escalate_to_human;provision_vm;create_ticket;generate_report;send_notification,0.39459103;0.33282280;0.33247605;0.31527510;0.31499410
Standard,288,Can you push a notification to Bob?,send_notification,send_notification,send_notification,True,1,0.3783228099346161,0.3783228099346161,send_notification;provision_vm;quarantine_system;escalate_to_human;create_ticket,0.37832281;0.33784521;0.33370066;0.30067766;0.29070824
Standard,289,Can you forward the latest update to Legal?,send_notification,send_notification,escalate_to_human,False,6,0.45287516713142395,0.38493961095809937,escalate_to_human;create_ticket;provision_vm;update_subscription;generate_report,0.45287517;0.43783036;0.42419285;0.39751357;0.39406186
Standard,290,Can you alert Bob?,send_notification,send_notification,quarantine_system,False,3,0.36891481280326843,0.3301440179347992,quarantine_system;escalate_to_human;send_notification;scan_malware;provision_vm,0.36891481;0.34316224;0.33014402;0.31723058;0.30820262
Standard,291,Can you drop a message to Charlie?,send_notification,send_notification,send_notification,True,1,0.424536794424057,0.424536794424057,send_notification;escalate_to_human;quarantine_system;provision_vm;generate_report,0.42453679;0.40897194;0.38221389;0.38198432;0.34701222
Standard,292,Could you notify the Finance team for me?,send_notification,send_notification,send_notification,True,1,0.39354193210601807,0.39354193210601807,send_notification;generate_report;provision_vm;create_ticket;escalate_to_human,0.39354193;0.34309095;0.33813426;0.33619311;0.29800108
Standard,293,Could you notify Grace for me?,send_notification,send_notification,send_notification,True,1,0.30304384231567383,0.30304384231567383,send_notification;update_subscription;provision_vm;quarantine_system;generate_report,0.30304384;0.29101783;0.24196561;0.23647605;0.23315056
Standard,294,Could you email Alice the latest status for me?,send_notification,send_notification,escalate_to_human,False,2,0.4531281888484955,0.40919461846351624,escalate_to_human;send_notification;log_audit_event;generate_report;provision_vm,0.45312819;0.40919462;0.38539764;0.38523540;0.34649566
Standard,295,Could you send a heads-up to Diana for me?,send_notification,send_notification,escalate_to_human,False,4,0.38545748591423035,0.3437007963657379,escalate_to_human;generate_report;create_ticket;send_notification;provision_vm,0.38545749;0.35845575;0.34744352;0.34370080;0.33815745
Standard,296,Could you push a notification to Grace for me?,send_notification,send_notification,send_notification,True,1,0.37963396310806274,0.37963396310806274,send_notification;provision_vm;update_subscription;quarantine_system;generate_report,0.37963396;0.33141270;0.29995069;0.29931498;0.29855379
Standard,297,Could you forward the latest update to HR for me?,send_notification,send_notification,generate_report,False,4,0.4723535180091858,0.46417394280433655,generate_report;provision_vm;escalate_to_human;send_notification;create_ticket,0.47235352;0.46762913;0.46501136;0.46417394;0.44267809
Standard,298,Could you alert Engineering for me?,send_notification,send_notification,quarantine_system,False,2,0.39698752760887146,0.39121830463409424,quarantine_system;send_notification;escalate_to_human;generate_report;provision_vm,0.39698753;0.39121830;0.38682762;0.38317940;0.37284619
Standard,299,Could you drop a message to the Engineering team for me?,send_notification,send_notification,send_notification,True,1,0.48770707845687866,0.48770707845687866,send_notification;provision_vm;escalate_to_human;generate_report;create_ticket,0.48770708;0.44165894;0.44121614;0.42159480;0.41852179
Standard,300,I need you to send an update to Frank.,send_notification,send_notification,provision_vm,False,2,0.530961275100708,0.5182179808616638,provision_vm;send_notification;generate_report;create_ticket;escalate_to_human,0.53096128;0.51821798;0.51151139;0.50017524;0.49665871
Standard,301,I need you to notify Eve.,send_notification,send_notification,escalate_to_human,False,2,0.30747517943382263,0.3045119047164917,escalate_to_human;send_notification;log_audit_event;quarantine_system;generate_report,0.30747518;0.30451190;0.28026497;0.26784095;0.26421741
Standard,302,I need you to email Alice the latest status.,send_notification,send_notification,escalate_to_human,False,2,0.4810393750667572,0.4143592417240143,escalate_to_human;send_notification;generate_report;log_audit_event;provision_vm,0.48103938;0.41435924;0.38578370;0.37582195;0.36103868
Standard,303,I need you to send a heads-up to Finance.,send_notification,send_notification,create_ticket,False,5,0.3930973410606384,0.28707417845726013,create_ticket;generate_report;provision_vm;db_write;send_notification,0.39309734;0.34953672;0.33429918;0.29825839;0.28707418
Standard,304,I need you to push a notification to Bob.,send_notification,send_notification,send_notification,True,1,0.40802302956581116,0.40802302956581116,send_notification;quarantine_system;provision_vm;generate_report;escalate_to_human,0.40802303;0.36769491;0.34554589;0.32089838;0.31640363
Standard,305,I need you to forward the update to Diana.,send_notification,send_notification,escalate_to_human,False,4,0.5282995700836182,0.46052461862564087,escalate_to_human;provision_vm;generate_report;send_notification;create_ticket,0.52829957;0.50869387;0.50461549;0.46052462;0.45226839
Standard,306,I need you to alert Legal.,send_notification,send_notification,escalate_to_human,False,2,0.4527154564857483,0.3645133972167969,escalate_to_human;send_notification;create_ticket;generate_report;log_audit_event,0.45271546;0.36451340;0.35303676;0.34819672;0.32873768
Standard,307,I need you to drop a message to Diana.,send_notification,send_notification,escalate_to_human,False,2,0.451326847076416,0.4492165446281433,escalate_to_human;send_notification;generate_report;provision_vm;quarantine_system,0.45132685;0.44921654;0.42721009;0.40757507;0.38468322
Standard,308,We should send an update to Grace.,send_notification,send_notification,update_subscription,False,3,0.332165390253067,0.25805315375328064,update_subscription;provision_vm;send_notification;generate_report;quarantine_system,0.33216539;0.28809389;0.25805315;0.25706491;0.25664237
Standard,309,We should notify Diana.,send_notification,send_notification,escalate_to_human,False,2,0.2798457741737366,0.2563581168651581,escalate_to_human;send_notification;quarantine_system;generate_report;provision_vm,0.27984577;0.25635812;0.25032836;0.24189702;0.23126496
Standard,310,We should email Alice the latest status.,send_notification,send_notification,escalate_to_human,False,2,0.41006553173065186,0.33337679505348206,escalate_to_human;send_notification;log_audit_event;generate_report;provision_vm,0.41006553;0.33337680;0.30286792;0.29821110;0.26545051
Standard,311,We should send a heads-up to Bob.,send_notification,send_notification,quarantine_system,False,5,0.23098036646842957,0.19709375500679016,quarantine_system;create_ticket;escalate_to_human;provision_vm;send_notification,0.23098037;0.22616339;0.22524776;0.20807937;0.19709376
Standard,312,We should push a notification to Diana.,send_notification,send_notification,send_notification,True,1,0.34030038118362427,0.34030038118362427,send_notification;quarantine_system;provision_vm;generate_report;escalate_to_human,0.34030038;0.31044188;0.30121207;0.30041501;0.28268856
Standard,313,We should forward the latest update to Engineering.,send_notification,send_notification,provision_vm,False,5,0.49055561423301697,0.43736621737480164,provision_vm;quarantine_system;escalate_to_human;generate_report;send_notification,0.49055561;0.46141154;0.46122393;0.45500121;0.43736622
Standard,314,We should alert Legal.,send_notification,send_notification,escalate_to_human,False,2,0.296393483877182,0.25124186277389526,escalate_to_human;send_notification;log_audit_event;generate_report;quarantine_system,0.29639348;0.25124186;0.23872715;0.23049547;0.21964426
Standard,315,We should drop a message to the Marketing team.,send_notification,send_notification,send_notification,True,1,0.337983638048172,0.337983638048172,send_notification;escalate_to_human;provision_vm;quarantine_system;restart_service,0.33798364;0.26649600;0.25911286;0.24435884;0.23679398
Standard,316,Let's send an update to Grace.,send_notification,send_notification,update_subscription,False,4,0.34471550583839417,0.2690466344356537,update_subscription;provision_vm;reset_password;send_notification;generate_report,0.34471551;0.30577588;0.27099666;0.26904663;0.26385239
Standard,317,Let's notify Grace.,send_notification,send_notification,update_subscription,False,2,0.22541120648384094,0.20800216495990753,update_subscription;send_notification;provision_vm;quarantine_system;escalate_to_human,0.22541121;0.20800216;0.19555885;0.18927921;0.18015568
Standard,318,Let's email Diana the latest status.,send_notification,send_notification,escalate_to_human,False,4,0.4118196964263916,0.37135350704193115,escalate_to_human;generate_report;log_audit_event;send_notification;quarantine_system,0.41181970;0.37728509;0.37255725;0.37135351;0.34382370
Standard,319,Let's send a heads-up to Charlie.,send_notification,send_notification,escalate_to_human,False,5,0.3039817214012146,0.26852574944496155,escalate_to_human;quarantine_system;provision_vm;create_ticket;send_notification,0.30398172;0.30190575;0.29750741;0.28466675;0.26852575
Standard,320,Let's push a notification to Diana.,send_notification,send_notification,send_notification,True,1,0.35918352007865906,0.35918352007865906,send_notification;provision_vm;escalate_to_human;quarantine_system;generate_report,0.35918352;0.33309039;0.32636297;0.31759784;0.31316417
Standard,321,Let's forward the latest update to HR.,send_notification,send_notification,escalate_to_human,False,6,0.4273320436477661,0.36310115456581116,escalate_to_human;provision_vm;generate_report;process_refund;quarantine_system,0.42733204;0.40198365;0.40115246;0.37811685;0.37606987
Standard,322,Let's alert Frank.,send_notification,send_notification,provision_vm,False,3,0.41782113909721375,0.40980052947998047,provision_vm;escalate_to_human;send_notification;quarantine_system;generate_report,0.41782114;0.41780287;0.40980053;0.39854902;0.38803995
Standard,323,Let's drop a message to Frank.,send_notification,send_notification,send_notification,True,1,0.4327579736709595,0.4327579736709595,send_notification;escalate_to_human;provision_vm;create_ticket;generate_report,0.43275797;0.39784950;0.38219121;0.35952064;0.35163566
Standard,324,Kindly notify the Finance team.,send_notification,send_notification,send_notification,True,1,0.3866957724094391,0.3866957724094391,send_notification;provision_vm;generate_report;create_ticket;escalate_to_human,0.38669577;0.37588304;0.36006197;0.35687977;0.34600410
Standard,325,Kindly send an alert to Finance.,send_notification,send_notification,generate_report,False,4,0.3888760507106781,0.35889339447021484,generate_report;create_ticket;provision_vm;send_notification;escalate_to_human,0.38887605;0.36381546;0.35976821;0.35889339;0.35254356
Standard,326,Kindly email Charlie the latest status.,send_notification,send_notification,quarantine_system,False,2,0.3801391124725342,0.37291496992111206,quarantine_system;send_notification;escalate_to_human;generate_report;log_audit_event,0.38013911;0.37291497;0.36444399;0.35834813;0.35819215
Standard,327,Kindly send a heads-up to Bob.,send_notification,send_notification,create_ticket,False,5,0.3392593562602997,0.27253586053848267,create_ticket;escalate_to_human;provision_vm;quarantine_system;send_notification,0.33925936;0.33790651;0.30266723;0.29512784;0.27253586
Standard,328,Kindly push a notification to Alice.,send_notification,send_notification,escalate_to_human,False,2,0.4115184545516968,0.35262826085090637,escalate_to_human;send_notification;provision_vm;create_ticket;generate_report,0.41151845;0.35262826;0.31340268;0.29267177;0.27937680
Standard,329,Kindly forward the latest update to HR.,send_notification,send_notification,escalate_to_human,False,4,0.4613918960094452,0.41443705558776855,escalate_to_human;provision_vm;generate_report;send_notification;process_refund,0.46139190;0.44205889;0.43131778;0.41443706;0.41412643
Standard,330,Kindly alert Frank.,send_notification,send_notification,escalate_to_human,False,3,0.48501354455947876,0.4597002863883972,escalate_to_human;provision_vm;send_notification;quarantine_system;generate_report,0.48501354;0.46785668;0.45970029;0.44076985;0.42636988
Standard,331,Kindly drop a message to Eve.,send_notification,send_notification,send_notification,True,1,0.36521458625793457,0.36521458625793457,send_notification;escalate_to_human;provision_vm;generate_report;quarantine_system,0.36521459;0.36454853;0.31420362;0.30756161;0.29732239
Standard,332,"When you have a moment, notify the Engineering team.",send_notification,send_notification,send_notification,True,1,0.36910849809646606,0.36910849809646606,send_notification;quarantine_system;escalate_to_human;provision_vm;process_refund,0.36910850;0.36564085;0.36088255;0.33375835;0.31028140
Standard,333,"When you have a moment, send an alert to Engineering.",send_notification,send_notification,quarantine_system,False,2,0.3758391737937927,0.350258469581604,quarantine_system;send_notification;escalate_to_human;provision_vm;generate_report,0.37583917;0.35025847;0.34931132;0.32259229;0.32114911
