condition,row_index,query,ground_truth_raw,ground_truth_tool,predicted_tool,correct,rank,top1_cosine,ground_truth_cosine,top5_tools,top5_cosines
Standard,280,Please push a notification to Diana.,send_notification,send_notification,send_notification,True,1,0.3943442702293396,0.3943442702293396,send_notification;provision_vm;generate_report;quarantine_system;escalate_to_human,0.39434427;0.36604947;0.35983717;0.35824078;0.35217300
Standard,281,Please forward the latest update to Marketing.,send_notification,send_notification,provision_vm,False,2,0.41164353489875793,0.40597110986709595,provision_vm;send_notification;escalate_to_human;quarantine_system;generate_report,0.41164353;0.40597111;0.40468439;0.39498493;0.37889770
Standard,282,Please alert Engineering.,send_notification,send_notification,quarantine_system,False,4,0.43841058015823364,0.40689772367477417,quarantine_system;escalate_to_human;generate_report;send_notification;provision_vm,0.43841058;0.42179379;0.41110963;0.40689772;0.40328830
Standard,283,Please drop a message to Bob.,send_notification,send_notification,send_notification,True,1,0.36400914192199707,0.36400914192199707,send_notification;escalate_to_human;quarantine_system;generate_report;provision_vm,0.36400914;0.33022982;0.31933925;0.31245300;0.30149639
Standard,284,Can you send an update to Bob?,send_notification,send_notification,provision_vm,False,2,0.4509682059288025,0.44061142206192017,provision_vm;send_notification;escalate_to_human;generate_report;quarantine_system,0.45096821;0.44061142;0.43502098;0.42358556;0.40925854
Standard,285,Can you send an alert to Finance?,send_notification,send_notification,send_notification,True,1,0.3751612603664398,0.3751612603664398,send_notification;generate_report;provision_vm;log_audit_event;quarantine_system,0.37516126;0.36956853;0.35820490;0.35400090;0.34718534
Standard,286,Can you email the update to HR?,send_notification,send_notification,generate_report,False,3,0.48671096563339233,0.4623495638370514,generate_report;provision_vm;send_notification;quarantine_system;escalate_to_human,0.48671097;0.47486234;0.46234956;0.44290671;0.44207552
Standard,287,Can you send a heads-up to Diana?,send_notification,send_notification,escalate_to_human,False,5,0.3948814570903778,0.32610493898391724,escalate_to_human;provision_vm;generate_report;create_ticket;send_notification,0.39488146;0.34048221;0.33863047;0.33766097;0.32610494
Standard,288,Can you push a notification to Bob?,send_notification,send_notification,send_notification,True,1,0.3889455795288086,0.3889455795288086,send_notification;quarantine_system;provision_vm;escalate_to_human;generate_report,0.38894558;0.35423589;0.35350421;0.32037905;0.29855826
Standard,289,Can you forward the latest update to Legal?,send_notification,send_notification,escalate_to_human,False,6,0.45279136300086975,0.40091657638549805,escalate_to_human;create_ticket;provision_vm;update_subscription;generate_report,0.45279136;0.44208333;0.43756628;0.42222631;0.41338503
Standard,290,Can you alert Bob?,send_notification,send_notification,quarantine_system,False,3,0.3873307406902313,0.35430729389190674,quarantine_system;escalate_to_human;send_notification;scan_malware;provision_vm,0.38733074;0.37796727;0.35430729;0.33196691;0.32695705
Standard,291,Can you drop a message to Charlie?,send_notification,send_notification,send_notification,True,1,0.4456849992275238,0.4456849992275238,send_notification;quarantine_system;escalate_to_human;provision_vm;generate_report,0.44568500;0.42639506;0.41815710;0.40387663;0.37655586
Standard,292,Could you notify the Finance team for me?,send_notification,send_notification,send_notification,True,1,0.3957592844963074,0.3957592844963074,send_notification;generate_report;provision_vm;create_ticket;quarantine_system,0.39575928;0.34973076;0.34143418;0.32069454;0.29744935
Standard,293,Could you notify Grace for me?,send_notification,send_notification,send_notification,True,1,0.2936941683292389,0.2936941683292389,send_notification;update_subscription;log_audit_event;provision_vm;generate_report,0.29369417;0.28480709;0.23660350;0.23190840;0.22743887
Standard,294,Could you email Alice the latest status for me?,send_notification,send_notification,escalate_to_human,False,2,0.43820711970329285,0.40997686982154846,escalate_to_human;send_notification;log_audit_event;generate_report;provision_vm,0.43820712;0.40997687;0.39207262;0.38971964;0.34596351
Standard,295,Could you send a heads-up to Diana for me?,send_notification,send_notification,escalate_to_human,False,3,0.37872475385665894,0.3531864285469055,escalate_to_human;generate_report;send_notification;create_ticket;provision_vm,0.37872475;0.37724638;0.35318643;0.34703484;0.34147033
Standard,296,Could you push a notification to Grace for me?,send_notification,send_notification,send_notification,True,1,0.36994031071662903,0.36994031071662903,send_notification;provision_vm;update_subscription;generate_report;quarantine_system,0.36994031;0.32647797;0.29939455;0.29773039;0.29549879
Standard,297,Could you forward the latest update to HR for me?,send_notification,send_notification,generate_report,False,2,0.48722922801971436,0.4675867259502411,generate_report;send_notification;provision_vm;escalate_to_human;create_ticket,0.48722923;0.46758673;0.46625885;0.45151147;0.43497628
Standard,298,Could you alert Engineering for me?,send_notification,send_notification,quarantine_system,False,2,0.40478515625,0.4027877449989319,quarantine_system;send_notification;escalate_to_human;generate_report;log_audit_event,0.40478516;0.40278774;0.39065501;0.38780373;0.38268295
Standard,299,Could you drop a message to the Engineering team for me?,send_notification,send_notification,send_notification,True,1,0.49827703833580017,0.49827703833580017,send_notification;provision_vm;generate_report;escalate_to_human;quarantine_system,0.49827704;0.44938329;0.44243765;0.44053417;0.44009072
Standard,300,I need you to send an update to Frank.,send_notification,send_notification,send_notification,True,1,0.5288558602333069,0.5288558602333069,send_notification;provision_vm;generate_report;create_ticket;escalate_to_human,0.52885586;0.52635783;0.52252626;0.49273098;0.48716643
Standard,301,I need you to notify Eve.,send_notification,send_notification,send_notification,True,1,0.2987561821937561,0.2987561821937561,send_notification;escalate_to_human;log_audit_event;generate_report;quarantine_system,0.29875618;0.29779366;0.27647948;0.25439385;0.25378141
Standard,302,I need you to email Alice the latest status.,send_notification,send_notification,escalate_to_human,False,2,0.4681103229522705,0.41757699847221375,escalate_to_human;send_notification;generate_report;log_audit_event;provision_vm,0.46811032;0.41757700;0.39062902;0.38604710;0.36560518
Standard,303,I need you to send a heads-up to Finance.,send_notification,send_notification,create_ticket,False,6,0.3758038580417633,0.27725616097450256,create_ticket;generate_report;provision_vm;db_write;update_subscription,0.37580386;0.34293762;0.31542972;0.29600832;0.27853853
Standard,304,I need you to push a notification to Bob.,send_notification,send_notification,send_notification,True,1,0.4143025577068329,0.4143025577068329,send_notification;quarantine_system;provision_vm;generate_report;escalate_to_human,0.41430256;0.37886032;0.35313830;0.33506456;0.32571471
Standard,305,I need you to forward the update to Diana.,send_notification,send_notification,generate_report,False,4,0.5239941477775574,0.4743732213973999,generate_report;escalate_to_human;provision_vm;send_notification;process_refund,0.52399415;0.51762778;0.51563281;0.47437322;0.46457258
Standard,306,I need you to alert Legal.,send_notification,send_notification,escalate_to_human,False,2,0.4686010777950287,0.3915065824985504,escalate_to_human;send_notification;generate_report;create_ticket;log_audit_event,0.46860108;0.39150658;0.37574384;0.37570387;0.35386577
Standard,307,I need you to drop a message to Diana.,send_notification,send_notification,send_notification,True,1,0.4688134491443634,0.4688134491443634,send_notification;generate_report;escalate_to_human;provision_vm;quarantine_system,0.46881345;0.45784432;0.44734627;0.42737049;0.41410747
Standard,308,We should send an update to Grace.,send_notification,send_notification,update_subscription,False,5,0.30079030990600586,0.23856237530708313,update_subscription;provision_vm;reset_password;generate_report;send_notification,0.30079031;0.26159340;0.24752775;0.24728730;0.23856238
Standard,309,We should notify Diana.,send_notification,send_notification,escalate_to_human,False,2,0.291467547416687,0.26610067486763,escalate_to_human;send_notification;generate_report;quarantine_system;provision_vm,0.29146755;0.26610067;0.25405419;0.25268841;0.23839617
Standard,310,We should email Alice the latest status.,send_notification,send_notification,escalate_to_human,False,2,0.40513479709625244,0.33097055554389954,escalate_to_human;send_notification;log_audit_event;generate_report;provision_vm,0.40513480;0.33097056;0.30454513;0.30121270;0.26240939
Standard,311,We should send a heads-up to Bob.,send_notification,send_notification,escalate_to_human,False,6,0.2314165085554123,0.18542343378067017,escalate_to_human;quarantine_system;create_ticket;provision_vm;generate_report,0.23141651;0.22400638;0.21514010;0.19209756;0.19182654
Standard,312,We should push a notification to Diana.,send_notification,send_notification,send_notification,True,1,0.3485598564147949,0.3485598564147949,send_notification;quarantine_system;generate_report;provision_vm;escalate_to_human,0.34855986;0.32327294;0.31373629;0.30890495;0.29314929
Standard,313,We should forward the latest update to Engineering.,send_notification,send_notification,provision_vm,False,5,0.4807245135307312,0.44068610668182373,provision_vm;quarantine_system;generate_report;escalate_to_human;send_notification,0.48072451;0.46741855;0.45872459;0.44838572;0.44068611
Standard,314,We should alert Legal.,send_notification,send_notification,escalate_to_human,False,2,0.32570022344589233,0.27201858162879944,escalate_to_human;send_notification;log_audit_event;generate_report;quarantine_system,0.32570022;0.27201858;0.25328466;0.25153747;0.24292752
Standard,315,We should drop a message to the Marketing team.,send_notification,send_notification,send_notification,True,1,0.3379402458667755,0.3379402458667755,send_notification;quarantine_system;escalate_to_human;provision_vm;generate_report,0.33794025;0.27651468;0.26951644;0.26219669;0.25392789
Standard,316,Let's send an update to Grace.,send_notification,send_notification,update_subscription,False,5,0.3144921362400055,0.2551020085811615,update_subscription;provision_vm;reset_password;generate_report;send_notification,0.31449214;0.27788994;0.27048230;0.25577369;0.25510201
Standard,317,Let's notify Grace.,send_notification,send_notification,send_notification,True,1,0.20097503066062927,0.20097503066062927,send_notification;update_subscription;escalate_to_human;provision_vm;quarantine_system,0.20097503;0.19363587;0.18291056;0.17884003;0.17530192
Standard,318,Let's email Diana the latest status.,send_notification,send_notification,escalate_to_human,False,3,0.40649545192718506,0.389535516500473,escalate_to_human;generate_report;send_notification;log_audit_event;quarantine_system,0.40649545;0.40154591;0.38953552;0.37850383;0.35482877
Standard,319,Let's send a heads-up to Charlie.,send_notification,send_notification,quarantine_system,False,5,0.310121089220047,0.26706621050834656,quarantine_system;escalate_to_human;provision_vm;create_ticket;send_notification,0.31012109;0.30433542;0.28197995;0.27741313;0.26706621
Standard,320,Let's push a notification to Diana.,send_notification,send_notification,send_notification,True,1,0.3711386024951935,0.3711386024951935,send_notification;provision_vm;escalate_to_human;quarantine_system;generate_report,0.37113860;0.34252271;0.33719397;0.33631387;0.32685578
Standard,321,Let's forward the latest update to HR.,send_notification,send_notification,escalate_to_human,False,6,0.4203055202960968,0.367230087518692,escalate_to_human;generate_report;process_refund;provision_vm;quarantine_system,0.42030552;0.41049474;0.39341843;0.39122438;0.38867459
Standard,322,Let's alert Frank.,send_notification,send_notification,escalate_to_human,False,2,0.429023802280426,0.42890286445617676,escalate_to_human;send_notification;quarantine_system;provision_vm;generate_report,0.42902380;0.42890286;0.41905913;0.41473773;0.39856610
Standard,323,Let's drop a message to Frank.,send_notification,send_notification,send_notification,True,1,0.4487342834472656,0.4487342834472656,send_notification;escalate_to_human;provision_vm;quarantine_system;generate_report,0.44873428;0.40412101;0.38869408;0.37445313;0.37282699
Standard,324,Kindly notify the Finance team.,send_notification,send_notification,send_notification,True,1,0.38673481345176697,0.38673481345176697,send_notification;provision_vm;generate_report;create_ticket;escalate_to_human,0.38673481;0.36878195;0.36510035;0.34498429;0.33715007
Standard,325,Kindly send an alert to Finance.,send_notification,send_notification,generate_report,False,3,0.39244407415390015,0.35918623208999634,generate_report;log_audit_event;send_notification;provision_vm;create_ticket,0.39244407;0.36587372;0.35918623;0.35130897;0.34980717
Standard,326,Kindly email Charlie the latest status.,send_notification,send_notification,quarantine_system,False,2,0.39190158247947693,0.3798856735229492,quarantine_system;send_notification;log_audit_event;generate_report;escalate_to_human,0.39190158;0.37988567;0.37621245;0.37036046;0.35771936
Standard,327,Kindly send a heads-up to Bob.,send_notification,send_notification,escalate_to_human,False,7,0.34012457728385925,0.2684776484966278,escalate_to_human;create_ticket;quarantine_system;provision_vm;generate_report,0.34012458;0.32942390;0.29431251;0.29150456;0.27537724
Standard,328,Kindly push a notification to Alice.,send_notification,send_notification,escalate_to_human,False,2,0.41398388147354126,0.35114482045173645,escalate_to_human;send_notification;provision_vm;create_ticket;generate_report,0.41398388;0.35114482;0.31516907;0.28859508;0.27823761
Standard,329,Kindly forward the latest update to HR.,send_notification,send_notification,escalate_to_human,False,6,0.4497077167034149,0.41883695125579834,escalate_to_human;generate_report;process_refund;provision_vm;quarantine_system,0.44970772;0.44571856;0.43961051;0.43584764;0.41950396
Standard,330,Kindly alert Frank.,send_notification,send_notification,escalate_to_human,False,2,0.4976522624492645,0.4824279844760895,escalate_to_human;send_notification;provision_vm;quarantine_system;generate_report,0.49765226;0.48242798;0.47118667;0.46663168;0.44699717
Standard,331,Kindly drop a message to Eve.,send_notification,send_notification,send_notification,True,1,0.3595738708972931,0.3595738708972931,send_notification;escalate_to_human;generate_report;quarantine_system;provision_vm,0.35957387;0.34589145;0.31023642;0.30473697;0.30313504
Standard,332,"When you have a moment, notify the Engineering team.",send_notification,send_notification,quarantine_system,False,2,0.39129552245140076,0.3767516613006592,quarantine_system;send_notification;escalate_to_human;provision_vm;process_refund,0.39129552;0.37675166;0.36853844;0.33850369;0.32571462
Standard,333,"When you have a moment, send an alert to Engineering.",send_notification,send_notification,quarantine_system,False,2,0.38665637373924255,0.35546496510505676,quarantine_system;send_notification;escalate_to_human;log_audit_event;generate_report,0.38665637;0.35546497;0.34892818;0.32651338;0.32420185
Standard,334,"When you have a moment, email the update to Engineering.",send_notification,send_notification,quarantine_system,False,4,0.4533691108226776,0.4193989634513855,quarantine_system;provision_vm;generate_report;send_notification;process_refund,0.45336911;0.44871053;0.42698926;0.41939896;0.41334683
Standard,335,isolate ml-infer-05 from the network.,quarantine_system,quarantine_system,scan_malware,False,2,0.2638956308364868,0.18932382762432098,scan_malware;quarantine_system;generate_report;send_notification;provision_vm,0.26389563;0.18932383;0.18499359;0.17497569;0.16184753
Standard,336,quarantine host auth-svc-04.,quarantine_system,quarantine_system,scan_malware,False,3,0.3475490212440491,0.2359078824520111,scan_malware;reset_password;quarantine_system;provision_vm;escalate_to_human,0.34754902;0.25175524;0.23590788;0.21310790;0.21235044
Standard,337,take ml-infer-05 off the network.,quarantine_system,quarantine_system,scan_malware,False,2,0.2877484858036041,0.27096083760261536,scan_malware;quarantine_system;send_notification;generate_report;provision_vm,0.28774849;0.27096084;0.24681780;0.24407957;0.23908201
Standard,338,contain ml-infer-05 immediately.,quarantine_system,quarantine_system,scan_malware,False,2,0.30509650707244873,0.3039722442626953,scan_malware;quarantine_system;generate_report;send_notification;process_refund,0.30509651;0.30397224;0.28761107;0.28628612;0.27957880
Standard,339,segment staging-db-02 from the rest of the environment.,quarantine_system,quarantine_system,db_write,False,7,0.32178381085395813,0.19984184205532074,db_write;db_read;send_notification;provision_vm;check_status,0.32178381;0.32113817;0.21526861;0.20391986;0.20148484
Standard,340,pull prod-web-01 out of production.,quarantine_system,quarantine_system,quarantine_system,True,1,0.4056214392185211,0.4056214392185211,quarantine_system;provision_vm;generate_report;process_refund;scan_malware,0.40562144;0.39700186;0.39548740;0.37709543;0.36978531
Standard,341,lock down ml-infer-05.,quarantine_system,quarantine_system,scan_malware,False,4,0.3136574625968933,0.2792333662509918,scan_malware;generate_report;provision_vm;quarantine_system;db_write,0.31365746;0.29598746;0.29091430;0.27923337;0.27811870
Standard,342,move prod-web-01 into quarantine.,quarantine_system,quarantine_system,scan_malware,False,3,0.48592934012413025,0.375932902097702,scan_malware;provision_vm;quarantine_system;generate_report;escalate_to_human,0.48592934;0.38987333;0.37593290;0.34233639;0.32817250
Standard,343,Please isolate staging-db-02 from the network.,quarantine_system,quarantine_system,db_write,False,4,0.295596718788147,0.24407242238521576,db_write;db_read;scan_malware;quarantine_system;provision_vm,0.29559672;0.29422474;0.27560884;0.24407242;0.23793484
Standard,344,Please quarantine host prod-web-01.,quarantine_system,quarantine_system,scan_malware,False,2,0.5245926380157471,0.4052342474460602,scan_malware;quarantine_system;provision_vm;generate_report;send_notification,0.52459264;0.40523425;0.39298210;0.35115579;0.34660712
Standard,345,Please take ml-infer-05 off the network.,quarantine_system,quarantine_system,scan_malware,False,2,0.3599288761615753,0.33828672766685486,scan_malware;quarantine_system;generate_report;send_notification;provision_vm,0.35992888;0.33828673;0.33282363;0.31972834;0.31416184
Standard,346,Please contain prod-web-01 immediately.,quarantine_system,quarantine_system,generate_report,False,3,0.48763614892959595,0.4844309091567993,generate_report;provision_vm;quarantine_system;scan_malware;process_refund,0.48763615;0.48583335;0.48443091;0.46926543;0.45691961
Standard,347,Please segment cdn-edge-06 from the rest of the environment.,quarantine_system,quarantine_system,provision_vm,False,2,0.3473181426525116,0.3318917751312256,provision_vm;quarantine_system;send_notification;create_ticket;generate_report,0.34731814;0.33189178;0.32805026;0.30485246;0.30405992
Standard,348,Please pull staging-db-02 out of production.,quarantine_system,quarantine_system,db_write,False,8,0.39925330877304077,0.23826704919338226,db_write;db_read;generate_report;send_notification;restart_service,0.39925331;0.34487396;0.27615407;0.25507119;0.25248000
Standard,349,Please lock down auth-svc-04.,quarantine_system,quarantine_system,reset_password,False,4,0.3755139708518982,0.2520968019962311,reset_password;scan_malware;provision_vm;quarantine_system;create_ticket,0.37551397;0.31192276;0.26924342;0.25209680;0.23089239
Standard,350,Please move prod-web-01 into quarantine.,quarantine_system,quarantine_system,scan_malware,False,3,0.49962443113327026,0.4083063304424286,scan_malware;provision_vm;quarantine_system;generate_report;escalate_to_human,0.49962443;0.42849499;0.40830633;0.39077675;0.37016362
Standard,351,Can you isolate staging-db-02 from the network?,quarantine_system,quarantine_system,db_write,False,5,0.31060221791267395,0.23126423358917236,db_write;db_read;scan_malware;provision_vm;quarantine_system,0.31060222;0.30948988;0.26689428;0.23299240;0.23126423
Standard,352,Can you quarantine host ml-infer-05?,quarantine_system,quarantine_system,scan_malware,False,2,0.48198816180229187,0.3305387794971466,scan_malware;quarantine_system;provision_vm;send_notification;generate_report,0.48198816;0.33053878;0.32196736;0.29236358;0.28294531
Standard,353,Can you take ml-infer-05 off the network?,quarantine_system,quarantine_system,scan_malware,False,2,0.34415966272354126,0.2995815575122833,scan_malware;quarantine_system;generate_report;provision_vm;db_write,0.34415966;0.29958156;0.28942367;0.28340188;0.28125405
Standard,354,Can you contain ml-infer-05 immediately?,quarantine_system,quarantine_system,scan_malware,False,3,0.3655531704425812,0.3298919200897217,scan_malware;generate_report;quarantine_system;db_write;provision_vm,0.36555317;0.33456558;0.32989192;0.32556924;0.31787705
Standard,355,Can you segment prod-web-01 from the rest of the environment?,quarantine_system,quarantine_system,scan_malware,False,3,0.4251883327960968,0.4214251935482025,scan_malware;provision_vm;quarantine_system;generate_report;send_notification,0.42518833;0.42448592;0.42142519;0.38792738;0.38022989
Standard,356,Can you pull auth-svc-04 out of production?,quarantine_system,quarantine_system,reset_password,False,3,0.3387564420700073,0.3175584375858307,reset_password;provision_vm;quarantine_system;scan_malware;generate_report,0.33875644;0.31982958;0.31755844;0.31387711;0.30454546
Standard,357,Can you lock down cdn-edge-06?,quarantine_system,quarantine_system,provision_vm,False,4,0.37803900241851807,0.32429197430610657,provision_vm;scan_malware;create_ticket;quarantine_system;generate_report,0.37803900;0.36677334;0.34409416;0.32429197;0.30812606
Standard,358,Can you move ml-infer-05 into quarantine?,quarantine_system,quarantine_system,scan_malware,False,3,0.45294395089149475,0.33555442094802856,scan_malware;provision_vm;quarantine_system;generate_report;db_write,0.45294395;0.36189398;0.33555442;0.33421099;0.32305965
Standard,359,Could you isolate ml-infer-05 from the network for me?,quarantine_system,quarantine_system,scan_malware,False,2,0.3890416622161865,0.3196173906326294,scan_malware;quarantine_system;generate_report;provision_vm;send_notification,0.38904166;0.31961739;0.31680539;0.30056587;0.29891625
Standard,360,Could you quarantine host ml-infer-05 for me?,quarantine_system,quarantine_system,scan_malware,False,2,0.5241838693618774,0.37727874517440796,scan_malware;quarantine_system;provision_vm;send_notification;generate_report,0.52418387;0.37727875;0.36789018;0.35704452;0.34477690
Standard,361,Could you take payment-api-03 off the network for me?,quarantine_system,quarantine_system,provision_vm,False,2,0.43139219284057617,0.4182300567626953,provision_vm;quarantine_system;generate_report;update_subscription;scan_malware,0.43139219;0.41823006;0.40421847;0.39345607;0.39099249
Standard,362,Could you contain payment-api-03 immediately for me?,quarantine_system,quarantine_system,generate_report,False,4,0.4305327534675598,0.41162109375,generate_report;provision_vm;create_ticket;quarantine_system;send_notification,0.43053275;0.42785978;0.41635603;0.41162109;0.40982419
Standard,363,Could you segment staging-db-02 from the rest of the environment for me?,quarantine_system,quarantine_system,db_write,False,6,0.42650365829467773,0.32660919427871704,db_write;db_read;send_notification;provision_vm;generate_report,0.42650366;0.41739464;0.36419821;0.34432712;0.33889079
Standard,364,Could you pull cdn-edge-06 out of production for me?,quarantine_system,quarantine_system,db_write,False,6,0.33668380975723267,0.2960905432701111,db_write;generate_report;provision_vm;send_notification;create_ticket,0.33668381;0.32938430;0.32613569;0.31489676;0.30652708
Standard,365,Could you lock down cdn-edge-06 for me?,quarantine_system,quarantine_system,provision_vm,False,6,0.3648073673248291,0.2974017560482025,provision_vm;scan_malware;create_ticket;generate_report;send_notification,0.36480737;0.35943785;0.35059962;0.32305405;0.31087270
Standard,366,Could you move payment-api-03 into quarantine for me?,quarantine_system,quarantine_system,scan_malware,False,3,0.478157639503479,0.4125491678714752,scan_malware;provision_vm;quarantine_system;generate_report;escalate_to_human,0.47815764;0.45761883;0.41254917;0.40852082;0.38208887
Standard,367,I need you to isolate staging-db-02 from the network.,quarantine_system,quarantine_system,db_write,False,3,0.3599368929862976,0.29636678099632263,db_write;db_read;quarantine_system;provision_vm;scan_malware,0.35993689;0.35274225;0.29636678;0.29386398;0.29164004
Standard,368,I need you to quarantine host payment-api-03.,quarantine_system,quarantine_system,scan_malware,False,2,0.4804898798465729,0.41910359263420105,scan_malware;quarantine_system;provision_vm;send_notification;generate_report,0.48048988;0.41910359;0.41391903;0.36124608;0.35861346
Standard,369,I need you to take auth-svc-04 off the network.,quarantine_system,quarantine_system,quarantine_system,True,1,0.3725115954875946,0.3725115954875946,quarantine_system;provision_vm;scan_malware;reset_password;generate_report,0.37251160;0.36104771;0.34386602;0.34034684;0.33379778
Standard,370,I need you to contain staging-db-02 immediately.,quarantine_system,quarantine_system,db_write,False,6,0.4362058937549591,0.34202197194099426,db_write;db_read;generate_report;provision_vm;send_notification,0.43620589;0.38353899;0.35753122;0.35551777;0.35014671
Standard,371,I need you to segment cdn-edge-06 from the rest of the environment.,quarantine_system,quarantine_system,provision_vm,False,3,0.363112211227417,0.3401434123516083,provision_vm;send_notification;quarantine_system;create_ticket;generate_report,0.36311221;0.34555575;0.34014341;0.31386241;0.31036627
Standard,372,I need you to pull cdn-edge-06 out of production.,quarantine_system,quarantine_system,provision_vm,False,5,0.3518114984035492,0.3255787193775177,provision_vm;generate_report;db_write;send_notification;quarantine_system,0.35181150;0.33910203;0.33575138;0.32792032;0.32557872
Standard,373,I need you to lock down payment-api-03.,quarantine_system,quarantine_system,provision_vm,False,4,0.4395134747028351,0.39548495411872864,provision_vm;create_ticket;generate_report;quarantine_system;process_refund,0.43951347;0.42133248;0.39680099;0.39548495;0.38730788
Standard,374,I need you to move auth-svc-04 into quarantine.,quarantine_system,quarantine_system,scan_malware,False,3,0.4415234625339508,0.36602839827537537,scan_malware;provision_vm;quarantine_system;reset_password;generate_report,0.44152346;0.38523433;0.36602840;0.36181322;0.33186352
Standard,375,We should isolate payment-api-03 from the network.,quarantine_system,quarantine_system,quarantine_system,True,1,0.39093339443206787,0.39093339443206787,quarantine_system;provision_vm;generate_report;scan_malware;escalate_to_human,0.39093339;0.38857174;0.36767429;0.35235870;0.34543777
Standard,376,We should quarantine host prod-web-01.,quarantine_system,quarantine_system,scan_malware,False,2,0.48513805866241455,0.3643263876438141,scan_malware;quarantine_system;provision_vm;generate_report;send_notification,0.48513806;0.36432639;0.34488750;0.31551939;0.29890889
Standard,377,We should take prod-web-01 off the network.,quarantine_system,quarantine_system,scan_malware,False,2,0.39374953508377075,0.38490748405456543,scan_malware;quarantine_system;provision_vm;generate_report;process_refund,0.39374954;0.38490748;0.37414384;0.37064752;0.33310664
Standard,378,We should contain auth-svc-04 immediately.,quarantine_system,quarantine_system,quarantine_system,True,1,0.3248072862625122,0.3248072862625122,quarantine_system;scan_malware;reset_password;provision_vm;generate_report,0.32480729;0.32149091;0.32090947;0.29539809;0.29429778
Standard,379,We should segment ml-infer-05 from the rest of the environment.,quarantine_system,quarantine_system,send_notification,False,2,0.3500461280345917,0.3420194983482361,send_notification;quarantine_system;generate_report;provision_vm;scan_malware,0.35004613;0.34201950;0.31602699;0.30174556;0.29978681
Standard,380,We should pull ml-infer-05 out of production.,quarantine_system,quarantine_system,generate_report,False,3,0.3351922035217285,0.3183693587779999,generate_report;db_write;quarantine_system;process_refund;provision_vm,0.33519220;0.33362460;0.31836936;0.30820936;0.29930738
Standard,381,We should lock down prod-web-01.,quarantine_system,quarantine_system,scan_malware,False,4,0.43967506289482117,0.3901578187942505,scan_malware;provision_vm;generate_report;quarantine_system;reset_password,0.43967506;0.39904362;0.39283082;0.39015782;0.36477065
Standard,382,We should move ml-infer-05 into quarantine.,quarantine_system,quarantine_system,scan_malware,False,4,0.39832934737205505,0.29237762093544006,scan_malware;provision_vm;generate_report;quarantine_system;send_notification,0.39832935;0.30697823;0.29428500;0.29237762;0.27638471
Standard,383,Let's isolate staging-db-02 from the network.,quarantine_system,quarantine_system,db_write,False,4,0.3480207622051239,0.2924576699733734,db_write;db_read;generate_report;quarantine_system;provision_vm,0.34802076;0.31538165;0.29708412;0.29245767;0.29050088
Standard,384,Let's quarantine host ml-infer-05.,quarantine_system,quarantine_system,scan_malware,False,2,0.444959431886673,0.34467369318008423,scan_malware;quarantine_system;send_notification;provision_vm;generate_report,0.44495943;0.34467369;0.33055300;0.33013654;0.30505502
Standard,385,Let's take payment-api-03 off the network.,quarantine_system,quarantine_system,provision_vm,False,2,0.3973523676395416,0.3953162133693695,provision_vm;quarantine_system;generate_report;process_refund;update_subscription,0.39735237;0.39531621;0.36698818;0.36205789;0.36193517
Standard,386,Let's contain staging-db-02 immediately.,quarantine_system,quarantine_system,db_write,False,6,0.40976202487945557,0.3352150619029999,db_write;generate_report;provision_vm;db_read;send_notification,0.40976202;0.35940215;0.34396130;0.34319937;0.34024575
Standard,387,Let's segment prod-web-01 from the rest of the environment.,quarantine_system,quarantine_system,quarantine_system,True,1,0.46285340189933777,0.46285340189933777,quarantine_system;provision_vm;generate_report;scan_malware;process_refund,0.46285340;0.45191714;0.42718691;0.42424527;0.41680741
Standard,388,Let's pull staging-db-02 out of production.,quarantine_system,quarantine_system,db_write,False,9,0.3747956156730652,0.22952914237976074,db_write;db_read;restart_service;generate_report;send_notification,0.37479562;0.31772986;0.26570949;0.25757387;0.24149948
Standard,389,Let's lock down payment-api-03.,quarantine_system,quarantine_system,provision_vm,False,5,0.407277911901474,0.36895737051963806,provision_vm;create_ticket;generate_report;process_refund;quarantine_system,0.40727791;0.40064949;0.37588707;0.37053397;0.36895737
Standard,390,Let's move payment-api-03 into quarantine.,quarantine_system,quarantine_system,scan_malware,False,3,0.42088159918785095,0.38791894912719727,scan_malware;provision_vm;quarantine_system;escalate_to_human;generate_report,0.42088160;0.41808093;0.38791895;0.37536326;0.35940155
Standard,391,Kindly isolate staging-db-02 from the network.,quarantine_system,quarantine_system,db_read,False,4,0.2542226314544678,0.19552989304065704,db_read;scan_malware;db_write;quarantine_system;provision_vm,0.25422263;0.24632519;0.24508002;0.19552989;0.17881839
Standard,392,Kindly quarantine host auth-svc-04.,quarantine_system,quarantine_system,scan_malware,False,3,0.3548431992530823,0.23222242295742035,scan_malware;reset_password;quarantine_system;escalate_to_human;provision_vm,0.35484320;0.25148660;0.23222242;0.22034703;0.20852162
Standard,393,Kindly take ml-infer-05 off the network.,quarantine_system,quarantine_system,scan_malware,False,2,0.33700767159461975,0.3055744171142578,scan_malware;quarantine_system;generate_report;send_notification;provision_vm,0.33700767;0.30557442;0.28658399;0.27716243;0.27439666
Standard,394,Kindly contain cdn-edge-06 immediately.,quarantine_system,quarantine_system,create_ticket,False,5,0.33841782808303833,0.3088715076446533,create_ticket;provision_vm;generate_report;send_notification;quarantine_system,0.33841783;0.32906890;0.32288435;0.31955558;0.30887151
