query,dag_id,dag_text,tools,edges,source,topo_family,dag_hash
"Do me a favor and switch off the flag for HR — in parallel, authorize Grace for staging-db-02, stand up a new box for Engineering, run a malware sweep on prod-web-01, and scale up ml-infer-05, then ship the new build to ml-infer-05, and lastly see what's going on with ml-infer-05.",10022,"deploy_container -> check_status, disable_feature_flag -> approve_access, disable_feature_flag -> provision_vm, disable_feature_flag -> scale_service, disable_feature_flag -> scan_malware, scale_service -> deploy_container",disable_feature_flag;approve_access;provision_vm;scan_malware;scale_service;deploy_container;check_status,0->1;0->2;0->3;0->4;4->5;5->6,generated,wide_fanout_deep,725b4246e8dcc14e
"Time to kill the feature toggle for Engineering — in parallel, green-light Alice's access to Legal, deploy a server for Marketing, scan staging-db-02 for threats, and add more replicas for payment-api-03, then roll out the containerised app to payment-api-03. To wrap up, check if auth-svc-04 is up.",10022,"deploy_container -> check_status, disable_feature_flag -> approve_access, disable_feature_flag -> provision_vm, disable_feature_flag -> scale_service, disable_feature_flag -> scan_malware, scale_service -> deploy_container",disable_feature_flag;approve_access;provision_vm;scan_malware;scale_service;deploy_container;check_status,0->1;0->2;0->3;0->4;4->5;5->6,generated,wide_fanout_deep,725b4246e8dcc14e
"We gotta shut down the feature on payment-api-03 and at the same time authorize Frank for staging-db-02, launch an instance for Legal, investigate staging-db-02 for infections, and adjust the instance count for auth-svc-04, then get the container running on prod-web-01. Finally, check if staging-db-02 is up.",10022,"deploy_container -> check_status, disable_feature_flag -> approve_access, disable_feature_flag -> provision_vm, disable_feature_flag -> scale_service, disable_feature_flag -> scan_malware, scale_service -> deploy_container",disable_feature_flag;approve_access;provision_vm;scan_malware;scale_service;deploy_container;check_status,0->1;0->2;0->3;0->4;4->5;5->6,generated,wide_fanout_deep,725b4246e8dcc14e
"From Engineering: drop an audit entry for auth-svc-04 and ping Bob about it, merge everything and reverse the charge on #31450. End with whip up a report for Legal.",10023,"log_audit_event -> process_refund, process_refund -> generate_report, send_notification -> process_refund",log_audit_event;send_notification;process_refund;generate_report,0->2;1->2;2->3,generated,y_shape,27072a6773a30c96
"We gotta log the whole cdn-edge-06 incident and send a heads-up to HR, merge everything and refund Charlie. To wrap up, produce the Legal performance summary.",10023,"log_audit_event -> process_refund, process_refund -> generate_report, send_notification -> process_refund",log_audit_event;send_notification;process_refund;generate_report,0->2;1->2;2->3,generated,y_shape,27072a6773a30c96
"Do me a favor and create an audit trail for #20891 and email Alice the update. When all of that's complete, give Frank their money back, and lastly produce the Marketing performance summary.",10023,"log_audit_event -> process_refund, process_refund -> generate_report, send_notification -> process_refund",log_audit_event;send_notification;process_refund;generate_report,0->2;1->2;2->3,generated,y_shape,27072a6773a30c96
"Drop an audit entry for auth-svc-04 and fire off a notification to Bob, then converge and refund Grace. To wrap up, produce the Marketing performance summary.",10023,"log_audit_event -> process_refund, process_refund -> generate_report, send_notification -> process_refund",log_audit_event;send_notification;process_refund;generate_report,0->2;1->2;2->3,generated,y_shape,27072a6773a30c96
Grace is asking us to refresh the API token for Marketing — then refund Eve while also disable Alice's account on cdn-edge-06 and create a DB backup for HR.,10024,"process_refund -> backup_database, process_refund -> revoke_access, rotate_api_key -> process_refund",rotate_api_key;process_refund;revoke_access;backup_database,0->1;1->2;1->3,generated,inverted_y,2a7e5ce617726213
"Generate a new API key for payment-api-03, then push the refund through for #20891, and while you're at it, pull Bob's credentials for payment-api-03 and dump the database on auth-svc-04.",10024,"process_refund -> backup_database, process_refund -> revoke_access, rotate_api_key -> process_refund",rotate_api_key;process_refund;revoke_access;backup_database,0->1;1->2;1->3,generated,inverted_y,2a7e5ce617726213
"Per Diana's request, rotate the API key for cdn-edge-06 — then process the payout for Charlie, and while you're at it, remove Alice from HR's access list and snapshot the database for prod-web-01.",10024,"process_refund -> backup_database, process_refund -> revoke_access, rotate_api_key -> process_refund",rotate_api_key;process_refund;revoke_access;backup_database,0->1;1->2;1->3,generated,inverted_y,2a7e5ce617726213
"Rotate the API key for auth-svc-04, and then give Charlie their money back, and while you're at it, remove Frank from Engineering's access list and back up the database for Marketing.",10024,"process_refund -> backup_database, process_refund -> revoke_access, rotate_api_key -> process_refund",rotate_api_key;process_refund;revoke_access;backup_database,0->1;1->2;1->3,generated,inverted_y,2a7e5ce617726213
"Per Alice's request, turn off the feature flag for HR and check if ml-infer-05 is up, and while you're at it, save a backup of Legal's data and give prod-web-01 a kick. After those finish, put together a report on auth-svc-04.",10025,"backup_database -> generate_report, check_status -> restart_service, disable_feature_flag -> backup_database, restart_service -> generate_report",disable_feature_flag;backup_database;check_status;restart_service;generate_report,0->1;2->3;1->4;3->4,generated,w_shape,f80ae0165199f3fa
"We gotta turn off the feature flag for Finance and diagnose cdn-edge-06 and concurrently back up the database for Engineering and reboot cdn-edge-06, merge everything and whip up a report for Engineering.",10025,"backup_database -> generate_report, check_status -> restart_service, disable_feature_flag -> backup_database, restart_service -> generate_report",disable_feature_flag;backup_database;check_status;restart_service;generate_report,0->1;2->3;1->4;3->4,generated,w_shape,f80ae0165199f3fa
"The HR team needs us to disable the flag on ml-infer-05 and verify payment-api-03's health — in parallel, take a snapshot of prod-web-01's DB and bounce staging-db-02. Once both are done, build a compliance doc for Marketing.",10025,"backup_database -> generate_report, check_status -> restart_service, disable_feature_flag -> backup_database, restart_service -> generate_report",disable_feature_flag;backup_database;check_status;restart_service;generate_report,0->1;2->3;1->4;3->4,generated,w_shape,f80ae0165199f3fa
"Grace reported an issue — kill the feature toggle for Engineering and assess staging-db-02's status while also take a snapshot of staging-db-02's DB and restart the main process on staging-db-02. When all of that's complete, whip up a report for Legal.",10025,"backup_database -> generate_report, check_status -> restart_service, disable_feature_flag -> backup_database, restart_service -> generate_report",disable_feature_flag;backup_database;check_status;restart_service;generate_report,0->1;2->3;1->4;3->4,generated,w_shape,f80ae0165199f3fa
"From Engineering: roll back the last deploy on cdn-edge-06 and save the changes for Alice to the DB. Once that's done, launch the docker deployment for Legal, and then change Eve's auth credentials, then converge and change the owner of cdn-edge-06 to Finance.",10026,"db_write -> transfer_ownership, deploy_container -> reset_password, reset_password -> transfer_ownership, rollback_deployment -> deploy_container",rollback_deployment;deploy_container;reset_password;transfer_ownership;db_write,0->1;1->2;2->3;4->3,generated,deep_asymmetric_merge,25191815dcb97c73
"Quick one — take ml-infer-05 back to the prior build and save the changes for Eve to the DB, and then roll out the containerised app to prod-web-01 — then give Diana a new password, then converge and transfer ownership of prod-web-01 to Diana.",10026,"db_write -> transfer_ownership, deploy_container -> reset_password, reset_password -> transfer_ownership, rollback_deployment -> deploy_container",rollback_deployment;deploy_container;reset_password;transfer_ownership;db_write,0->1;1->2;2->3;4->3,generated,deep_asymmetric_merge,25191815dcb97c73
"Quick one — roll back the last deploy on ml-infer-05 and persist Alice's data to the database, then launch the docker deployment for HR. Once that's done, nuke Bob's old login and issue a fresh one, merge everything and hand prod-web-01 over to Marketing.",10026,"db_write -> transfer_ownership, deploy_container -> reset_password, reset_password -> transfer_ownership, rollback_deployment -> deploy_container",rollback_deployment;deploy_container;reset_password;transfer_ownership;db_write,0->1;1->2;2->3;4->3,generated,deep_asymmetric_merge,25191815dcb97c73
"Bob is asking us to revert prod-web-01 to the previous version and write the new data for #10234 back. Once that's done, push the container image for Marketing, followed by give Bob a new password, merge everything and change the owner of cdn-edge-06 to Finance.",10026,"db_write -> transfer_ownership, deploy_container -> reset_password, reset_password -> transfer_ownership, rollback_deployment -> deploy_container",rollback_deployment;deploy_container;reset_password;transfer_ownership;db_write,0->1;1->2;2->3;4->3,generated,deep_asymmetric_merge,25191815dcb97c73
"Do me a favor and blast an alert to Finance, and while you're at it, resize staging-db-02's resources and disconnect cdn-edge-06 from everything, then converge and arrange a maintenance slot for cdn-edge-06. End with trigger a build for ml-infer-05.",10027,"quarantine_system -> schedule_maintenance, scale_service -> schedule_maintenance, schedule_maintenance -> run_pipeline, send_notification -> quarantine_system, send_notification -> scale_service",send_notification;scale_service;quarantine_system;schedule_maintenance;run_pipeline,0->1;0->2;1->3;2->3;3->4,generated,asymmetric_fork_join,a830b656580188d9
"We gotta ping Charlie about it and concurrently add more replicas for cdn-edge-06 and yank ml-infer-05 off the network. Once both are done, schedule maintenance for ml-infer-05, and lastly fire off the pipeline for Marketing.",10027,"quarantine_system -> schedule_maintenance, scale_service -> schedule_maintenance, schedule_maintenance -> run_pipeline, send_notification -> quarantine_system, send_notification -> scale_service",send_notification;scale_service;quarantine_system;schedule_maintenance;run_pipeline,0->1;0->2;1->3;2->3;3->4,generated,asymmetric_fork_join,a830b656580188d9
"Bob reported an issue — email Bob the update and at the same time scale prod-web-01 down to save costs and disconnect ml-infer-05 from everything. After those finish, set up downtime for staging-db-02. End with trigger a build for ml-infer-05.",10027,"quarantine_system -> schedule_maintenance, scale_service -> schedule_maintenance, schedule_maintenance -> run_pipeline, send_notification -> quarantine_system, send_notification -> scale_service",send_notification;scale_service;quarantine_system;schedule_maintenance;run_pipeline,0->1;0->2;1->3;2->3;3->4,generated,asymmetric_fork_join,a830b656580188d9
"For the Marketing team, email Alice the update and at the same time add more replicas for auth-svc-04 and yank cdn-edge-06 off the network, merge everything and arrange a maintenance slot for auth-svc-04. To wrap up, fire off the pipeline for Finance.",10027,"quarantine_system -> schedule_maintenance, scale_service -> schedule_maintenance, schedule_maintenance -> run_pipeline, send_notification -> quarantine_system, send_notification -> scale_service",send_notification;scale_service;quarantine_system;schedule_maintenance;run_pipeline,0->1;0->2;1->3;2->3;3->4,generated,asymmetric_fork_join,a830b656580188d9
"Recover Engineering's data from backup and ping auth-svc-04 for a health check — in parallel, rotate Charlie's credentials and log the whole cdn-edge-06 incident, then converge and roll back the last deploy on cdn-edge-06.",10028,"check_status -> log_audit_event, log_audit_event -> rollback_deployment, reset_password -> rollback_deployment, restore_backup -> reset_password",restore_backup;reset_password;check_status;log_audit_event;rollback_deployment,0->1;2->3;1->4;3->4,generated,w_shape,3e9fe1e81dd48dc3
"I need you to recover Marketing's data from backup and check if auth-svc-04 is up and concurrently give Frank a new password and create an audit trail for #31450. After those finish, back out the deployment on ml-infer-05.",10028,"check_status -> log_audit_event, log_audit_event -> rollback_deployment, reset_password -> rollback_deployment, restore_backup -> reset_password",restore_backup;reset_password;check_status;log_audit_event;rollback_deployment,0->1;2->3;1->4;3->4,generated,w_shape,3e9fe1e81dd48dc3
"When you get a chance, load the backup onto prod-web-01 and verify auth-svc-04's health and concurrently rotate Eve's credentials and log the whole cdn-edge-06 incident. When all of that's complete, roll cdn-edge-06 back to the last stable release.",10028,"check_status -> log_audit_event, log_audit_event -> rollback_deployment, reset_password -> rollback_deployment, restore_backup -> reset_password",restore_backup;reset_password;check_status;log_audit_event;rollback_deployment,0->1;2->3;1->4;3->4,generated,w_shape,3e9fe1e81dd48dc3
"Do me a favor and pull ml-infer-05 back from the last good backup and see what's going on with cdn-edge-06 and concurrently nuke Alice's old login and issue a fresh one and record the event in Legal's log, merge everything and back out the deployment on staging-db-02.",10028,"check_status -> log_audit_event, log_audit_event -> rollback_deployment, reset_password -> rollback_deployment, restore_backup -> reset_password",restore_backup;reset_password;check_status;log_audit_event;rollback_deployment,0->1;2->3;1->4;3->4,generated,w_shape,3e9fe1e81dd48dc3
"Urgent: refresh the API token for Marketing, and then turn on the feature flag for Marketing. Next, dig up the history on Eve. End with generate a new API key for prod-web-01.",10029,"db_read -> rotate_api_key, enable_feature_flag -> db_read, rotate_api_key -> enable_feature_flag",rotate_api_key;enable_feature_flag;db_read;rotate_api_key,0->1;1->2;2->3,generated,repeated_tool,be9b88c60ad97f60
Alice is asking us to refresh the API token for HR — then switch on the flag for HR — then grab Bob's account details. Last step: rotate the API key for auth-svc-04.,10029,"db_read -> rotate_api_key, enable_feature_flag -> db_read, rotate_api_key -> enable_feature_flag",rotate_api_key;enable_feature_flag;db_read;rotate_api_key,0->1;1->2;2->3,generated,repeated_tool,be9b88c60ad97f60
"Urgent: generate a new API key for staging-db-02, then enable the flag for prod-web-01, followed by fetch #53698's info. End with issue a new secret for staging-db-02.",10029,"db_read -> rotate_api_key, enable_feature_flag -> db_read, rotate_api_key -> enable_feature_flag",rotate_api_key;enable_feature_flag;db_read;rotate_api_key,0->1;1->2;2->3,generated,repeated_tool,be9b88c60ad97f60
"We gotta generate a new API key for payment-api-03. Once that's done, light up the feature for payment-api-03, and then read Grace's profile from the database. End with issue a new secret for staging-db-02.",10029,"db_read -> rotate_api_key, enable_feature_flag -> db_read, rotate_api_key -> enable_feature_flag",rotate_api_key;enable_feature_flag;db_read;rotate_api_key,0->1;1->2;2->3,generated,repeated_tool,be9b88c60ad97f60
"Quick one — cut off Bob's permissions and open a ticket for Alice. When all of that's complete, start the CI job for auth-svc-04. End with disable the flag on staging-db-02.",10030,"create_ticket -> run_pipeline, revoke_access -> run_pipeline, run_pipeline -> disable_feature_flag",revoke_access;create_ticket;run_pipeline;disable_feature_flag,0->2;1->2;2->3,generated,y_shape,10dbd9cacf8f2db6
"From HR: strip Frank's access to HR and create a ticket about the Legal issue, merge everything and start the CI job for prod-web-01. To wrap up, deactivate the feature flag on auth-svc-04.",10030,"create_ticket -> run_pipeline, revoke_access -> run_pipeline, run_pipeline -> disable_feature_flag",revoke_access;create_ticket;run_pipeline;disable_feature_flag,0->2;1->2;2->3,generated,y_shape,10dbd9cacf8f2db6
"From Legal: strip Diana's access to Marketing and file an incident report about cdn-edge-06, merge everything and run the deployment pipeline for Finance. End with kill the feature toggle for HR.",10030,"create_ticket -> run_pipeline, revoke_access -> run_pipeline, run_pipeline -> disable_feature_flag",revoke_access;create_ticket;run_pipeline;disable_feature_flag,0->2;1->2;2->3,generated,y_shape,10dbd9cacf8f2db6
"Strip Bob's access to Marketing and spin up a tracking ticket for Charlie, merge everything and run the deployment pipeline for Legal, and lastly kill the feature toggle for Marketing.",10030,"create_ticket -> run_pipeline, revoke_access -> run_pipeline, run_pipeline -> disable_feature_flag",revoke_access;create_ticket;run_pipeline;disable_feature_flag,0->2;1->2;2->3,generated,y_shape,10dbd9cacf8f2db6
"Move auth-svc-04's ownership to Finance and simultaneously give Diana their money back and move ml-infer-05's ownership to HR. After those finish, adjust the instance count for auth-svc-04 and concurrently create a virtual machine for Marketing and file a bug about cdn-edge-06. After those finish, change Frank's plan.",10031,"create_ticket -> update_subscription, process_refund -> scale_service, provision_vm -> update_subscription, scale_service -> create_ticket, scale_service -> provision_vm, transfer_ownership -> process_refund, transfer_ownership -> scale_service, transfer_ownership -> transfer_ownership",transfer_ownership;process_refund;transfer_ownership;scale_service;provision_vm;create_ticket;update_subscription,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,49e43fc3cd24fe1d
"I need you to transfer ownership of prod-web-01 to Alice, and while you're at it, reverse the charge on #20891 and pass auth-svc-04 to Bob. After those finish, resize ml-infer-05's resources and at the same time launch an instance for Marketing and create a ticket about the Engineering issue, then converge and adjust the billing tier for Eve.",10031,"create_ticket -> update_subscription, process_refund -> scale_service, provision_vm -> update_subscription, scale_service -> create_ticket, scale_service -> provision_vm, transfer_ownership -> process_refund, transfer_ownership -> scale_service, transfer_ownership -> transfer_ownership",transfer_ownership;process_refund;transfer_ownership;scale_service;provision_vm;create_ticket;update_subscription,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,49e43fc3cd24fe1d
"Hey, can you reassign staging-db-02 to Frank and simultaneously reverse the charge on #60122 and hand payment-api-03 over to Marketing. Once both are done, adjust the instance count for ml-infer-05 — in parallel, launch an instance for Legal and create a ticket about the Finance issue, merge everything and downgrade Frank's account.",10031,"create_ticket -> update_subscription, process_refund -> scale_service, provision_vm -> update_subscription, scale_service -> create_ticket, scale_service -> provision_vm, transfer_ownership -> process_refund, transfer_ownership -> scale_service, transfer_ownership -> transfer_ownership",transfer_ownership;process_refund;transfer_ownership;scale_service;provision_vm;create_ticket;update_subscription,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,49e43fc3cd24fe1d
"Ticket INC-1198 says hand prod-web-01 over to Legal and simultaneously push the refund through for #42017 and hand prod-web-01 over to Marketing. Once both are done, adjust the instance count for prod-web-01 and at the same time stand up a new box for Finance and spin up a tracking ticket for Eve. After those finish, update Frank's subscription.",10031,"create_ticket -> update_subscription, process_refund -> scale_service, provision_vm -> update_subscription, scale_service -> create_ticket, scale_service -> provision_vm, transfer_ownership -> process_refund, transfer_ownership -> scale_service, transfer_ownership -> transfer_ownership",transfer_ownership;process_refund;transfer_ownership;scale_service;provision_vm;create_ticket;update_subscription,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,49e43fc3cd24fe1d
"For the Marketing team, yank auth-svc-04 off the network and fetch #20891's info and at the same time drop an audit entry for payment-api-03 and remove Bob from HR's access list. After those finish, kill the feature toggle for Marketing.",10032,"db_read -> revoke_access, log_audit_event -> disable_feature_flag, quarantine_system -> log_audit_event, revoke_access -> disable_feature_flag",quarantine_system;log_audit_event;db_read;revoke_access;disable_feature_flag,0->1;2->3;1->4;3->4,generated,w_shape,8c1b5d53916e43f4
"Ticket INC-5560 says quarantine payment-api-03 and fetch #42017's info while also record the event in Legal's log and strip Bob's access to HR. After those finish, deactivate the feature flag on cdn-edge-06.",10032,"db_read -> revoke_access, log_audit_event -> disable_feature_flag, quarantine_system -> log_audit_event, revoke_access -> disable_feature_flag",quarantine_system;log_audit_event;db_read;revoke_access;disable_feature_flag,0->1;2->3;1->4;3->4,generated,w_shape,8c1b5d53916e43f4
"From Engineering: pull ml-infer-05 from production and look up the records for #20891 while also log Charlie's action for compliance and revoke Bob's access to prod-web-01. When all of that's complete, turn off the feature flag for Engineering.",10032,"db_read -> revoke_access, log_audit_event -> disable_feature_flag, quarantine_system -> log_audit_event, revoke_access -> disable_feature_flag",quarantine_system;log_audit_event;db_read;revoke_access;disable_feature_flag,0->1;2->3;1->4;3->4,generated,w_shape,8c1b5d53916e43f4
"Isolate cdn-edge-06 and fetch #20891's info — in parallel, make a compliance log about Alice and pull Diana's credentials for cdn-edge-06, then converge and switch off the flag for Legal.",10032,"db_read -> revoke_access, log_audit_event -> disable_feature_flag, quarantine_system -> log_audit_event, revoke_access -> disable_feature_flag",quarantine_system;log_audit_event;db_read;revoke_access;disable_feature_flag,0->1;2->3;1->4;3->4,generated,w_shape,8c1b5d53916e43f4
"Hey, can you reverse the charge on #42017. After that, back out the deployment on cdn-edge-06 and concurrently move auth-svc-04's ownership to Engineering and lock down payment-api-03.",10033,"process_refund -> rollback_deployment, rollback_deployment -> quarantine_system, rollback_deployment -> transfer_ownership",process_refund;rollback_deployment;transfer_ownership;quarantine_system,0->1;1->2;1->3,generated,inverted_y,dd22c3f5c96e6fc9
"Give Charlie their money back, and then roll back the last deploy on cdn-edge-06, and while you're at it, transfer ownership of prod-web-01 to Eve and yank prod-web-01 off the network.",10033,"process_refund -> rollback_deployment, rollback_deployment -> quarantine_system, rollback_deployment -> transfer_ownership",process_refund;rollback_deployment;transfer_ownership;quarantine_system,0->1;1->2;1->3,generated,inverted_y,dd22c3f5c96e6fc9
"Quick one — push the refund through for #60122, followed by roll back the last deploy on payment-api-03 while also pass staging-db-02 to Bob and isolate cdn-edge-06.",10033,"process_refund -> rollback_deployment, rollback_deployment -> quarantine_system, rollback_deployment -> transfer_ownership",process_refund;rollback_deployment;transfer_ownership;quarantine_system,0->1;1->2;1->3,generated,inverted_y,dd22c3f5c96e6fc9
Do me a favor and credit Charlie's account — then roll ml-infer-05 back to the last stable release and concurrently transfer ownership of prod-web-01 to Alice and disconnect prod-web-01 from everything.,10033,"process_refund -> rollback_deployment, rollback_deployment -> quarantine_system, rollback_deployment -> transfer_ownership",process_refund;rollback_deployment;transfer_ownership;quarantine_system,0->1;1->2;1->3,generated,inverted_y,dd22c3f5c96e6fc9
"Ticket INC-1198 says wipe the cache layer for Engineering and concurrently create a ticket about the Finance issue and activate the feature flag on cdn-edge-06. After those finish, add more replicas for auth-svc-04 and at the same time update Grace's subscription and move Marketing's stale data to cold storage. After those finish, bump the capacity on staging-db-02.",10034,"archive_data -> scale_service, create_ticket -> scale_service, enable_feature_flag -> scale_service, invalidate_cache -> create_ticket, invalidate_cache -> enable_feature_flag, scale_service -> archive_data, scale_service -> update_subscription, update_subscription -> scale_service",invalidate_cache;create_ticket;enable_feature_flag;scale_service;update_subscription;archive_data;scale_service,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,691ab5c0264352df
"We gotta wipe the cache layer for HR and concurrently spin up a tracking ticket for Eve and light up the feature for payment-api-03, merge everything and adjust the instance count for staging-db-02 while also change Bob's plan and move HR's stale data to cold storage. When all of that's complete, resize cdn-edge-06's resources.",10034,"archive_data -> scale_service, create_ticket -> scale_service, enable_feature_flag -> scale_service, invalidate_cache -> create_ticket, invalidate_cache -> enable_feature_flag, scale_service -> archive_data, scale_service -> update_subscription, update_subscription -> scale_service",invalidate_cache;create_ticket;enable_feature_flag;scale_service;update_subscription;archive_data;scale_service,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,691ab5c0264352df
"Do me a favor and wipe the cache layer for HR, and while you're at it, log a Jira for Bob's issue and flip the feature toggle on for Marketing, then converge and scale up cdn-edge-06 and concurrently downgrade Grace's account and archive Bob's old records. Once both are done, scale staging-db-02 down to save costs.",10034,"archive_data -> scale_service, create_ticket -> scale_service, enable_feature_flag -> scale_service, invalidate_cache -> create_ticket, invalidate_cache -> enable_feature_flag, scale_service -> archive_data, scale_service -> update_subscription, update_subscription -> scale_service",invalidate_cache;create_ticket;enable_feature_flag;scale_service;update_subscription;archive_data;scale_service,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,691ab5c0264352df
"Hey, can you wipe the cache layer for Marketing and at the same time create a ticket about the Marketing issue and light up the feature for cdn-edge-06, merge everything and adjust the instance count for auth-svc-04, and while you're at it, update Bob's subscription and move Engineering's stale data to cold storage, merge everything and add more replicas for cdn-edge-06.",10034,"archive_data -> scale_service, create_ticket -> scale_service, enable_feature_flag -> scale_service, invalidate_cache -> create_ticket, invalidate_cache -> enable_feature_flag, scale_service -> archive_data, scale_service -> update_subscription, update_subscription -> scale_service",invalidate_cache;create_ticket;enable_feature_flag;scale_service;update_subscription;archive_data;scale_service,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,691ab5c0264352df
"We gotta load the backup onto auth-svc-04 and simultaneously do a security check on payment-api-03 and fire off a notification to Grace. When all of that's complete, reboot ml-infer-05 and simultaneously hand payment-api-03 over to Marketing and quarantine staging-db-02, then converge and generate a new API key for auth-svc-04.",10035,"quarantine_system -> rotate_api_key, restart_service -> quarantine_system, restart_service -> transfer_ownership, restore_backup -> scan_malware, restore_backup -> send_notification, scan_malware -> restart_service, send_notification -> restart_service, transfer_ownership -> rotate_api_key",restore_backup;scan_malware;send_notification;restart_service;transfer_ownership;quarantine_system;rotate_api_key,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,9860e26a831900b7
"From Engineering: load the backup onto prod-web-01 while also run a malware sweep on auth-svc-04 and fire off a notification to Bob, merge everything and bounce prod-web-01 and simultaneously move ml-infer-05's ownership to HR and yank auth-svc-04 off the network. When all of that's complete, refresh the API token for Engineering.",10035,"quarantine_system -> rotate_api_key, restart_service -> quarantine_system, restart_service -> transfer_ownership, restore_backup -> scan_malware, restore_backup -> send_notification, scan_malware -> restart_service, send_notification -> restart_service, transfer_ownership -> rotate_api_key",restore_backup;scan_malware;send_notification;restart_service;transfer_ownership;quarantine_system;rotate_api_key,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,9860e26a831900b7
"Urgent: restore auth-svc-04 from the latest backup — in parallel, scan staging-db-02 for threats and blast an alert to Marketing, merge everything and restart the service on ml-infer-05 and simultaneously hand auth-svc-04 over to Engineering and pull staging-db-02 from production. After those finish, cycle the secret for Legal's service.",10035,"quarantine_system -> rotate_api_key, restart_service -> quarantine_system, restart_service -> transfer_ownership, restore_backup -> scan_malware, restore_backup -> send_notification, scan_malware -> restart_service, send_notification -> restart_service, transfer_ownership -> rotate_api_key",restore_backup;scan_malware;send_notification;restart_service;transfer_ownership;quarantine_system;rotate_api_key,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,9860e26a831900b7
"Recover Finance's data from backup and at the same time sweep prod-web-01 for IOCs and blast an alert to HR, then converge and cycle staging-db-02 and at the same time move staging-db-02's ownership to Finance and quarantine staging-db-02. After those finish, refresh the API token for Engineering.",10035,"quarantine_system -> rotate_api_key, restart_service -> quarantine_system, restart_service -> transfer_ownership, restore_backup -> scan_malware, restore_backup -> send_notification, scan_malware -> restart_service, send_notification -> restart_service, transfer_ownership -> rotate_api_key",restore_backup;scan_malware;send_notification;restart_service;transfer_ownership;quarantine_system;rotate_api_key,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,9860e26a831900b7
"From Finance: flush the cache on cdn-edge-06, and while you're at it, grab Alice's account details and bring ml-infer-05 back from the snapshot. Once both are done, stand up a new box for Finance — in parallel, push the container image for HR and check the DB for Grace, then converge and create a ticket about the Marketing issue.",10036,"db_read -> create_ticket, db_read -> provision_vm, deploy_container -> create_ticket, invalidate_cache -> db_read, invalidate_cache -> restore_backup, provision_vm -> db_read, provision_vm -> deploy_container, restore_backup -> provision_vm",invalidate_cache;db_read;restore_backup;provision_vm;deploy_container;db_read;create_ticket,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,1954b53dd17c7b0b
"Do me a favor and clear the cache for Engineering while also look up the records for #60122 and load the backup onto auth-svc-04, merge everything and spin up a VM for Legal and at the same time roll out the containerised app to cdn-edge-06 and fetch #20891's info. After those finish, spin up a tracking ticket for Grace.",10036,"db_read -> create_ticket, db_read -> provision_vm, deploy_container -> create_ticket, invalidate_cache -> db_read, invalidate_cache -> restore_backup, provision_vm -> db_read, provision_vm -> deploy_container, restore_backup -> provision_vm",invalidate_cache;db_read;restore_backup;provision_vm;deploy_container;db_read;create_ticket,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,1954b53dd17c7b0b
"Per Eve's request, clear the cache for Legal — in parallel, look up the records for #10234 and bring auth-svc-04 back from the snapshot. After those finish, provision a new instance for Legal and at the same time roll out the containerised app to prod-web-01 and pull Charlie's data. Once both are done, create a support case for HR.",10036,"db_read -> create_ticket, db_read -> provision_vm, deploy_container -> create_ticket, invalidate_cache -> db_read, invalidate_cache -> restore_backup, provision_vm -> db_read, provision_vm -> deploy_container, restore_backup -> provision_vm",invalidate_cache;db_read;restore_backup;provision_vm;deploy_container;db_read;create_ticket,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,1954b53dd17c7b0b
"We gotta bust the cache on staging-db-02 — in parallel, fetch #31450's info and pull cdn-edge-06 back from the last good backup. When all of that's complete, stand up a new box for Marketing — in parallel, deploy the container for Marketing and read Grace's profile from the database, then converge and create a ticket about the Finance issue.",10036,"db_read -> create_ticket, db_read -> provision_vm, deploy_container -> create_ticket, invalidate_cache -> db_read, invalidate_cache -> restore_backup, provision_vm -> db_read, provision_vm -> deploy_container, restore_backup -> provision_vm",invalidate_cache;db_read;restore_backup;provision_vm;deploy_container;db_read;create_ticket,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,1954b53dd17c7b0b
