query,dag_id,dag_text,tools,edges,_valid,_topo_hash,_dag_hash,_topo_family
Do me a favor and generate the Legal analytics — then run the deployment pipeline for Legal. Last step: take a snapshot of prod-web-01's DB.,357,"generate_report -> run_pipeline, run_pipeline -> backup_database",generate_report;run_pipeline;backup_database,0->1;1->2,True,e48779c27a089d04,c2ead59bb3f8bc3b,chain_medium
Just commit Diana's update to the database. Nothing else needed.,52,db_write,db_write,,True,d7123e3b48f7b85a,2ba287c7bceef863,single_node
"Urgent: put Finance's historical data into the archive, followed by sweep prod-web-01 for IOCs.",235,archive_data -> scan_malware,archive_data;scan_malware,0->1,True,d734d7aefc1bad15,9be1efe3328a6438,chain_short
"Quick one — execute the build pipeline for ml-infer-05. Next, push the changes for Eve to the DB. To wrap up, deploy a server for Marketing.",316,"db_write -> provision_vm, run_pipeline -> db_write",run_pipeline;db_write;provision_vm,0->1;1->2,True,e48779c27a089d04,6548aab324e60a8a,chain_medium
"Per Charlie's request, look up the records for #53698 — then process the payout for Charlie. Finally, record the event in Legal's log.",81,"db_read -> process_refund, process_refund -> log_audit_event",db_read;process_refund;log_audit_event,0->1;1->2,True,e48779c27a089d04,137cd7f87a055c01,chain_medium
ASAP — bounce auth-svc-04 — then blast an alert to Legal.,71,restart_service -> send_notification,restart_service;send_notification,0->1,True,d734d7aefc1bad15,4fd7a518a29d762a,chain_short
"Per Bob's request, look up the records for #20891 — then process the payout for Alice. Finally, record the event in Engineering's log.",81,"db_read -> process_refund, process_refund -> log_audit_event",db_read;process_refund;log_audit_event,0->1;1->2,True,e48779c27a089d04,137cd7f87a055c01,chain_medium
"Bob is asking us to diagnose payment-api-03, then run a malware sweep on prod-web-01, followed by yank staging-db-02 off the network. Once that's done, make a compliance log about Alice. Last step: blast an alert to Engineering.",150,"check_status -> scan_malware, log_audit_event -> send_notification, quarantine_system -> log_audit_event, scan_malware -> quarantine_system",check_status;scan_malware;quarantine_system;log_audit_event;send_notification,0->1;1->2;2->3;3->4,True,93913f0db5aa0e02,141d6ba10ccc7ca0,chain_long
Simple request — save the changes for Diana to the DB and we're good.,52,db_write,db_write,,True,d7123e3b48f7b85a,2ba287c7bceef863,single_node
"Investigate ml-infer-05 status, do a malware check, lock it down, bounce the service, escalate to tier 2, email Finance, and record the event.",16,"check_status -> scan_malware, escalate_to_human -> send_notification, quarantine_system -> restart_service, restart_service -> escalate_to_human, scan_malware -> quarantine_system, send_notification -> log_audit_event",check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event,0->1;1->2;2->3;3->4;4->5;5->6,True,01cccae71a8bf9e2,ddd2023c57348be1,chain_long
"ASAP — dig up the history on Grace — in parallel, adjust the billing tier for Frank and shoot Charlie an email.",110,"db_read -> send_notification, db_read -> update_subscription",db_read;update_subscription;send_notification,0->1;0->2,True,921735efccf80bf4,19d775cf1214ae34,fanout
"We gotta assess ml-infer-05's status — in parallel, reboot staging-db-02 and create a ticket about the Legal issue.",111,"check_status -> create_ticket, check_status -> restart_service",check_status;restart_service;create_ticket,0->1;0->2,True,921735efccf80bf4,4b3c196fa54c3927,fanout
"Check the DB for Grace and check if auth-svc-04 is up. Once both are done, put together a report on cdn-edge-06, and lastly ping Charlie about it.",135,"check_status -> generate_report, db_read -> generate_report, generate_report -> send_notification",db_read;check_status;generate_report;send_notification,0->2;1->2;2->3,True,04004610defffeed,344ea283005dfcd8,fanin
Time to take cdn-edge-06 back to the prior build and simultaneously open a ticket for Charlie and pull prod-web-01 back from the last good backup.,433,"rollback_deployment -> create_ticket, rollback_deployment -> restore_backup",rollback_deployment;create_ticket;restore_backup,0->1;0->2,True,921735efccf80bf4,595cac15a6701568,fanout
"From Marketing: check cdn-edge-06 for vulnerabilities — then shoot Eve an email. After that, shelve Finance's outdated data. Last step: deploy a server for Engineering.",412,"archive_data -> provision_vm, scan_malware -> send_notification, send_notification -> archive_data",scan_malware;send_notification;archive_data;provision_vm,0->1;1->2;2->3,True,38d6fe00e87709ec,e3dc4bd1aab86f31,chain_medium
"When you get a chance, drop an audit entry for ml-infer-05, followed by snapshot the database for staging-db-02. Once that's done, write the new data for #60122 back. End with reboot prod-web-01.",414,"backup_database -> db_write, db_write -> restart_service, log_audit_event -> backup_database",log_audit_event;backup_database;db_write;restart_service,0->1;1->2;2->3,True,38d6fe00e87709ec,6eff77c5308128e6,chain_medium
Urgent: rotate Grace's credentials and at the same time shoot Bob an email and create an audit trail for #60122.,119,"reset_password -> log_audit_event, reset_password -> send_notification",reset_password;send_notification;log_audit_event,0->1;0->2,True,921735efccf80bf4,3e085f51c87b5519,fanout
Pull the contact details from the DB and shoot Bob a message.,3,db_read -> send_notification,db_read;send_notification,0->1,True,d734d7aefc1bad15,791afcf848559f00,chain_short
"Frank is asking us to check if cdn-edge-06 is up. After that, log Alice's action for compliance. Last step: downgrade Diana's account.",308,"check_status -> log_audit_event, log_audit_event -> update_subscription",check_status;log_audit_event;update_subscription,0->1;1->2,True,e48779c27a089d04,0b72b68e3e9cb434,chain_medium
"Charlie reported an issue — switch Grace to the new plan. After that, check if cdn-edge-06 is up.",194,update_subscription -> check_status,update_subscription;check_status,0->1,True,d734d7aefc1bad15,de1513cb290257e3,chain_short
Quick one — dig up the history on Diana — then generate the HR analytics. Last step: fire off a notification to Diana.,101,"db_read -> generate_report, generate_report -> send_notification",db_read;generate_report;send_notification,0->1;1->2,True,e48779c27a089d04,f67a005618e33498,chain_medium
"Hey, can you verify ml-infer-05's health, and while you're at it, bounce staging-db-02 and open a ticket for Charlie.",111,"check_status -> create_ticket, check_status -> restart_service",check_status;restart_service;create_ticket,0->1;0->2,True,921735efccf80bf4,4b3c196fa54c3927,fanout
"Time to pull Charlie's data, and while you're at it, downgrade Frank's account and notify the Engineering team.",110,"db_read -> send_notification, db_read -> update_subscription",db_read;update_subscription;send_notification,0->1;0->2,True,921735efccf80bf4,19d775cf1214ae34,fanout
"From Marketing: ping cdn-edge-06 for a health check and pull Frank's data. Once both are done, send a heads-up to Legal.",125,"check_status -> send_notification, db_read -> send_notification",check_status;db_read;send_notification,0->2;1->2,True,2c0fe2d65641f8ac,041dccabf5393c9e,fanin
"We gotta generate a new API key for ml-infer-05. After that, disable Alice's account on payment-api-03. Last step: give Bob access to HR's resources.",321,"revoke_access -> approve_access, rotate_api_key -> revoke_access",rotate_api_key;revoke_access;approve_access,0->1;1->2,True,e48779c27a089d04,9b80b61b8d1816b1,chain_medium
"We gotta bump the capacity on cdn-edge-06, then deploy the container for Marketing. End with light up the feature for prod-web-01.",287,"deploy_container -> enable_feature_flag, scale_service -> deploy_container",scale_service;deploy_container;enable_feature_flag,0->1;1->2,True,e48779c27a089d04,0a1fac5f5e5dd6b2,chain_medium
"Hey, can you dig up the history on Frank and simultaneously push the refund through for #53698 and shoot Bob an email.",114,"db_read -> process_refund, db_read -> send_notification",db_read;process_refund;send_notification,0->1;0->2,True,921735efccf80bf4,7d2070fb06668174,fanout
"We gotta shoot Bob an email and arrange a maintenance slot for staging-db-02. When all of that's complete, rotate Frank's credentials.",491,"schedule_maintenance -> reset_password, send_notification -> reset_password",send_notification;schedule_maintenance;reset_password,0->2;1->2,True,2c0fe2d65641f8ac,2d00b6f888b790b8,fanin
"The Finance team needs us to resize ml-infer-05's resources. Once that's done, launch the docker deployment for Engineering. Finally, flip the feature toggle on for HR.",287,"deploy_container -> enable_feature_flag, scale_service -> deploy_container",scale_service;deploy_container;enable_feature_flag,0->1;1->2,True,e48779c27a089d04,0a1fac5f5e5dd6b2,chain_medium
"Hey, can you roll back the last deploy on auth-svc-04 and at the same time file a bug about staging-db-02 and pull auth-svc-04 back from the last good backup.",433,"rollback_deployment -> create_ticket, rollback_deployment -> restore_backup",rollback_deployment;create_ticket;restore_backup,0->1;0->2,True,921735efccf80bf4,595cac15a6701568,fanout
Do me a favor and look up the records for #31450 and at the same time process the payout for Frank and blast an alert to Engineering.,114,"db_read -> process_refund, db_read -> send_notification",db_read;process_refund;send_notification,0->1;0->2,True,921735efccf80bf4,7d2070fb06668174,fanout
"Do me a favor and provision a new instance for Engineering. Next, ping Alice about it.",79,provision_vm -> send_notification,provision_vm;send_notification,0->1,True,d734d7aefc1bad15,2c81a103037dd519,chain_short
"ASAP — bring in tier-2 support for Diana. After that, bump the capacity on payment-api-03.",176,escalate_to_human -> scale_service,escalate_to_human;scale_service,0->1,True,d734d7aefc1bad15,f3a17b55ea2e4630,chain_short
"I need you to restart the service on payment-api-03, followed by schedule maintenance for ml-infer-05, then blast an alert to Engineering, and lastly scan staging-db-02 for threats.",413,"restart_service -> schedule_maintenance, schedule_maintenance -> send_notification, send_notification -> scan_malware",restart_service;schedule_maintenance;send_notification;scan_malware,0->1;1->2;2->3,True,38d6fe00e87709ec,58b7289e7a73fe53,chain_medium
"Per Charlie's request, update Eve's subscription. Next, shut down the feature on prod-web-01.",174,update_subscription -> disable_feature_flag,update_subscription;disable_feature_flag,0->1,True,d734d7aefc1bad15,c7c483baf948427b,chain_short
Push the container image to auth-svc-04.,49,deploy_container,deploy_container,,True,d7123e3b48f7b85a,427637dba5de2d36,single_node
"Charlie reported an issue — approve Grace's access request, followed by compile a summary for Engineering. End with see what's going on with cdn-edge-06.",309,"approve_access -> generate_report, generate_report -> check_status",approve_access;generate_report;check_status,0->1;1->2,True,e48779c27a089d04,dfbc8b5ecd15a737,chain_medium
"When you get a chance, load the backup onto prod-web-01 while also push the refund through for #42017 and log a Jira for Bob's issue.",445,"restore_backup -> create_ticket, restore_backup -> process_refund",restore_backup;process_refund;create_ticket,0->1;0->2,True,921735efccf80bf4,7af960f7e6ad88eb,fanout
Simple request — write the new data for #20891 back and we're good.,52,db_write,db_write,,True,d7123e3b48f7b85a,2ba287c7bceef863,single_node
"Charlie is asking us to grab Charlie's account details, then produce the Legal performance summary. Finally, ping Charlie about it.",101,"db_read -> generate_report, generate_report -> send_notification",db_read;generate_report;send_notification,0->1;1->2,True,e48779c27a089d04,f67a005618e33498,chain_medium
"Provision the instance, then in parallel: write to DB, alert the team, and audit.",35,"provision_vm -> db_write, provision_vm -> log_audit_event, provision_vm -> send_notification",provision_vm;db_write;send_notification;log_audit_event,0->1;0->2;0->3,True,cebdbc941410191a,702f066af3c744da,wide_fanout
"Quick one — create an audit trail for #10234. Once that's done, dump the database on payment-api-03, followed by persist Charlie's data to the database. Last step: cycle payment-api-03.",414,"backup_database -> db_write, db_write -> restart_service, log_audit_event -> backup_database",log_audit_event;backup_database;db_write;restart_service,0->1;1->2;2->3,True,38d6fe00e87709ec,6eff77c5308128e6,chain_medium
Archive Diana's old records — then recover Legal's data from backup.,216,archive_data -> restore_backup,archive_data;restore_backup,0->1,True,d734d7aefc1bad15,b632d4bbb054d42e,chain_short
"Ticket INC-5560 says whip up a report for Legal. Once that's done, start the CI job for payment-api-03, and lastly take a snapshot of auth-svc-04's DB.",357,"generate_report -> run_pipeline, run_pipeline -> backup_database",generate_report;run_pipeline;backup_database,0->1;1->2,True,e48779c27a089d04,c2ead59bb3f8bc3b,chain_medium
"Urgent: pull Eve's data, and then kill the feature toggle for Legal, then give Alice their money back. To wrap up, move Legal's stale data to cold storage.",379,"db_read -> disable_feature_flag, disable_feature_flag -> process_refund, process_refund -> archive_data",db_read;disable_feature_flag;process_refund;archive_data,0->1;1->2;2->3,True,38d6fe00e87709ec,0acdda2d5fd725cc,chain_medium
"Quick one — launch an instance for Marketing, and then shoot Alice an email.",79,provision_vm -> send_notification,provision_vm;send_notification,0->1,True,d734d7aefc1bad15,2c81a103037dd519,chain_short
"Put together a report on cdn-edge-06. After that, execute the build pipeline for prod-web-01, and lastly save a backup of Marketing's data.",357,"generate_report -> run_pipeline, run_pipeline -> backup_database",generate_report;run_pipeline;backup_database,0->1;1->2,True,e48779c27a089d04,c2ead59bb3f8bc3b,chain_medium
"We gotta generate a new API key for ml-infer-05. After that, disable Frank's account on payment-api-03. Last step: give Frank access to HR's resources.",321,"revoke_access -> approve_access, rotate_api_key -> revoke_access",rotate_api_key;revoke_access;approve_access,0->1;1->2,True,e48779c27a089d04,9b80b61b8d1816b1,chain_medium
"Bob reported an issue — approve Diana's access request, followed by compile a summary for Legal. End with see what's going on with prod-web-01.",309,"approve_access -> generate_report, generate_report -> check_status",approve_access;generate_report;check_status,0->1;1->2,True,e48779c27a089d04,dfbc8b5ecd15a737,chain_medium
"Eve reported an issue — flip the feature toggle on for Marketing — then move cdn-edge-06's ownership to HR — then update Charlie's record in the DB. To wrap up, bring in tier-2 support for Frank.",388,"db_write -> escalate_to_human, enable_feature_flag -> transfer_ownership, transfer_ownership -> db_write",enable_feature_flag;transfer_ownership;db_write;escalate_to_human,0->1;1->2;2->3,True,38d6fe00e87709ec,48c94501bfebcf30,chain_medium
"When you get a chance, credit Eve's account and activate the feature flag on cdn-edge-06. After those finish, launch an instance for Engineering.",488,"enable_feature_flag -> provision_vm, process_refund -> provision_vm",process_refund;enable_feature_flag;provision_vm,0->2;1->2,True,2c0fe2d65641f8ac,cf744e044de48f36,fanin
"Hey, can you strip Grace's access to HR, and then push the changes for Frank to the DB. Once that's done, adjust the billing tier for Grace, and lastly schedule maintenance for cdn-edge-06.",424,"db_write -> update_subscription, revoke_access -> db_write, update_subscription -> schedule_maintenance",revoke_access;db_write;update_subscription;schedule_maintenance,0->1;1->2;2->3,True,38d6fe00e87709ec,01e621e9d58a2f0e,chain_medium
Grab the mailing list for Legal and send out the weekly alert.,3,db_read -> send_notification,db_read;send_notification,0->1,True,d734d7aefc1bad15,791afcf848559f00,chain_short
Fetch the list of folks in HR and blast out an update.,3,db_read -> send_notification,db_read;send_notification,0->1,True,d734d7aefc1bad15,791afcf848559f00,chain_short
"Per Diana's request, give Frank access to Marketing's resources, followed by build a compliance doc for HR. To wrap up, check if staging-db-02 is up.",309,"approve_access -> generate_report, generate_report -> check_status",approve_access;generate_report;check_status,0->1;1->2,True,e48779c27a089d04,dfbc8b5ecd15a737,chain_medium
Quick task: store the Marketing config in the database.,52,db_write,db_write,,True,d7123e3b48f7b85a,2ba287c7bceef863,single_node
Get the container live on ml-infer-05.,49,deploy_container,deploy_container,,True,d7123e3b48f7b85a,427637dba5de2d36,single_node
"Read the user activity and scan the system, logging the combined results at the end.",12,"db_read -> log_audit_event, scan_malware -> log_audit_event",db_read;scan_malware;log_audit_event,0->2;1->2,True,2c0fe2d65641f8ac,e47ee04d569a02c6,fanin
"Urgent: loop in a Engineering manager. After that, scale up cdn-edge-06.",176,escalate_to_human -> scale_service,escalate_to_human;scale_service,0->1,True,d734d7aefc1bad15,f3a17b55ea2e4630,chain_short
Simple request — write the new data for #60122 back and we're good.,52,db_write,db_write,,True,d7123e3b48f7b85a,2ba287c7bceef863,single_node
"Hey, can you query the database about #53698 and diagnose prod-web-01, merge everything and build a compliance doc for HR. To wrap up, send a heads-up to Marketing.",135,"check_status -> generate_report, db_read -> generate_report, generate_report -> send_notification",db_read;check_status;generate_report;send_notification,0->2;1->2;2->3,True,04004610defffeed,344ea283005dfcd8,fanin
"When you get a chance, modify Diana's subscription, followed by credit Frank's account. Finally, notify the Finance team.",98,"process_refund -> send_notification, update_subscription -> process_refund",update_subscription;process_refund;send_notification,0->1;1->2,True,e48779c27a089d04,fa20847ce48938c2,chain_medium
"For the Marketing team, trigger a build for staging-db-02. Next, store the Legal config in the database. End with provision a new instance for Marketing.",316,"db_write -> provision_vm, run_pipeline -> db_write",run_pipeline;db_write;provision_vm,0->1;1->2,True,e48779c27a089d04,6548aab324e60a8a,chain_medium
From Finance: plan maintenance on prod-web-01 for Finance and concurrently log the whole cdn-edge-06 incident and email Alice the update.,456,"schedule_maintenance -> log_audit_event, schedule_maintenance -> send_notification",schedule_maintenance;log_audit_event;send_notification,0->1;0->2,True,921735efccf80bf4,2c899275204412dc,fanout
"Hey, can you queue a maintenance window for HR while also drop an audit entry for staging-db-02 and shoot Eve an email.",456,"schedule_maintenance -> log_audit_event, schedule_maintenance -> send_notification",schedule_maintenance;log_audit_event;send_notification,0->1;0->2,True,921735efccf80bf4,2c899275204412dc,fanout
"Time to query the database about #31450. Once that's done, refund Charlie. Last step: record the event in Engineering's log.",81,"db_read -> process_refund, process_refund -> log_audit_event",db_read;process_refund;log_audit_event,0->1;1->2,True,e48779c27a089d04,137cd7f87a055c01,chain_medium
"I need you to restart the main process on payment-api-03. Once that's done, ping Bob about it.",71,restart_service -> send_notification,restart_service;send_notification,0->1,True,d734d7aefc1bad15,4fd7a518a29d762a,chain_short
"We gotta check payment-api-03 for vulnerabilities, and while you're at it, lock down prod-web-01 and open a ticket for Grace.",112,"scan_malware -> create_ticket, scan_malware -> quarantine_system",scan_malware;quarantine_system;create_ticket,0->1;0->2,True,921735efccf80bf4,25a4ed8179d1b9ab,fanout
Ticket INC-7733 says refund Frank — then fire off a notification to Grace.,57,process_refund -> send_notification,process_refund;send_notification,0->1,True,d734d7aefc1bad15,73a1302669134b1c,chain_short
"For the Finance team, see what's going on with staging-db-02 and run a malware sweep on ml-infer-05. After those finish, make a compliance log about Alice.",494,"check_status -> log_audit_event, scan_malware -> log_audit_event",check_status;scan_malware;log_audit_event,0->2;1->2,True,2c0fe2d65641f8ac,2e3c37f3485948a4,fanin
"Hey, can you roll back the last deploy on cdn-edge-06 and at the same time file a bug about ml-infer-05 and pull ml-infer-05 back from the last good backup.",433,"rollback_deployment -> create_ticket, rollback_deployment -> restore_backup",rollback_deployment;create_ticket;restore_backup,0->1;0->2,True,921735efccf80bf4,595cac15a6701568,fanout
"Disable Diana's account, swap out the API secret, and log the whole thing.",44,"revoke_access -> rotate_api_key, rotate_api_key -> log_audit_event",revoke_access;rotate_api_key;log_audit_event,0->1;1->2,True,e48779c27a089d04,fc4bcf1384b61905,chain_medium
"From Marketing: look up the records for #10234 — in parallel, give Diana their money back and notify the Legal team.",114,"db_read -> process_refund, db_read -> send_notification",db_read;process_refund;send_notification,0->1;0->2,True,921735efccf80bf4,7d2070fb06668174,fanout
"For the Engineering team, trigger a build for staging-db-02. Next, store the Finance config in the database. End with provision a new instance for Engineering.",316,"db_write -> provision_vm, run_pipeline -> db_write",run_pipeline;db_write;provision_vm,0->1;1->2,True,e48779c27a089d04,6548aab324e60a8a,chain_medium
"The Legal team needs us to downgrade Charlie's account. Next, kill the feature toggle for Finance.",174,update_subscription -> disable_feature_flag,update_subscription;disable_feature_flag,0->1,True,d734d7aefc1bad15,c7c483baf948427b,chain_short
"Scan ml-infer-05 and then simultaneously quarantine it, alert HR, and log the event.",22,"scan_malware -> log_audit_event, scan_malware -> quarantine_system, scan_malware -> send_notification",scan_malware;quarantine_system;send_notification;log_audit_event,0->1;0->2;0->3,True,cebdbc941410191a,383afdb1f02ba5ef,wide_fanout
"The Finance team needs us to refund Bob and flip the feature toggle on for Engineering. Once both are done, launch an instance for HR.",488,"enable_feature_flag -> provision_vm, process_refund -> provision_vm",process_refund;enable_feature_flag;provision_vm,0->2;1->2,True,2c0fe2d65641f8ac,cf744e044de48f36,fanin
"Per Alice's request, put Marketing's historical data into the archive, then roll auth-svc-04 back to the last stable release, and lastly bust the cache on prod-web-01.",282,"archive_data -> rollback_deployment, rollback_deployment -> invalidate_cache",archive_data;rollback_deployment;invalidate_cache,0->1;1->2,True,e48779c27a089d04,aa659dfee3416615,chain_medium
"Ticket INC-8842 says rotate the API key for auth-svc-04, then pull Charlie's credentials for prod-web-01. End with grant Bob permissions to staging-db-02.",321,"revoke_access -> approve_access, rotate_api_key -> revoke_access",rotate_api_key;revoke_access;approve_access,0->1;1->2,True,e48779c27a089d04,9b80b61b8d1816b1,chain_medium
"Hey, can you arrange a maintenance slot for cdn-edge-06 and concurrently record the event in Legal's log and shoot Charlie an email.",456,"schedule_maintenance -> log_audit_event, schedule_maintenance -> send_notification",schedule_maintenance;log_audit_event;send_notification,0->1;0->2,True,921735efccf80bf4,2c899275204412dc,fanout
ASAP — investigate payment-api-03 for infections — then arrange a maintenance slot for prod-web-01.,193,scan_malware -> schedule_maintenance,scan_malware;schedule_maintenance,0->1,True,d734d7aefc1bad15,29223ebc7f1a5571,chain_short
"We gotta bump the capacity on cdn-edge-06, then deploy the container for Engineering. End with light up the feature for cdn-edge-06.",287,"deploy_container -> enable_feature_flag, scale_service -> deploy_container",scale_service;deploy_container;enable_feature_flag,0->1;1->2,True,e48779c27a089d04,0a1fac5f5e5dd6b2,chain_medium
Push the image to ml-infer-05 and email HR about the release.,40,deploy_container -> send_notification,deploy_container;send_notification,0->1,True,d734d7aefc1bad15,455a061cee7ec4c1,chain_short
"Hey, can you roll out the containerised app to prod-web-01 — then notify the Marketing team.",40,deploy_container -> send_notification,deploy_container;send_notification,0->1,True,d734d7aefc1bad15,455a061cee7ec4c1,chain_short
"Quick one — shoot Grace an email, followed by switch on the flag for Marketing. End with modify Diana's subscription.",359,"enable_feature_flag -> update_subscription, send_notification -> enable_feature_flag",send_notification;enable_feature_flag;update_subscription,0->1;1->2,True,e48779c27a089d04,382cf1f02799f22e,chain_medium
Grace reported an issue — credit Eve's account — then fire off a notification to Bob.,57,process_refund -> send_notification,process_refund;send_notification,0->1,True,d734d7aefc1bad15,73a1302669134b1c,chain_short
Get the docker deployment running on ml-infer-05 and notify stakeholders.,40,deploy_container -> send_notification,deploy_container;send_notification,0->1,True,d734d7aefc1bad15,455a061cee7ec4c1,chain_short
"We need to warn Frank about the maintenance, get their info and email them.",3,db_read -> send_notification,db_read;send_notification,0->1,True,d734d7aefc1bad15,791afcf848559f00,chain_short
"Verify staging-db-02 is down, bounce it while waking up on-call, then file a master ticket.",15,"check_status -> escalate_to_human, check_status -> restart_service, escalate_to_human -> create_ticket, restart_service -> create_ticket",check_status;restart_service;escalate_to_human;create_ticket,0->1;0->2;1->3;2->3,True,a95f0a5177fffecf,e20bcdd4c77f0f71,diamond
"For the Marketing team, see what's going on with auth-svc-04 and run a malware sweep on payment-api-03. After those finish, make a compliance log about Eve.",494,"check_status -> log_audit_event, scan_malware -> log_audit_event",check_status;scan_malware;log_audit_event,0->2;1->2,True,2c0fe2d65641f8ac,2e3c37f3485948a4,fanin
"From Engineering: log Grace's action for compliance. Once that's done, wake up the on-call about ml-infer-05.",183,log_audit_event -> escalate_to_human,log_audit_event;escalate_to_human,0->1,True,d734d7aefc1bad15,07dcd6965f4905c7,chain_short
"For the Engineering team, pull Alice's data. Next, pass prod-web-01 to Eve. To wrap up, blast an alert to Marketing.",373,"db_read -> transfer_ownership, transfer_ownership -> send_notification",db_read;transfer_ownership;send_notification,0->1;1->2,True,e48779c27a089d04,a309f5c845870885,chain_medium
"From Legal: log the whole auth-svc-04 incident, and then hand Frank's issue off to an engineer.",183,log_audit_event -> escalate_to_human,log_audit_event;escalate_to_human,0->1,True,d734d7aefc1bad15,07dcd6965f4905c7,chain_short
"For the Engineering team, move Engineering's stale data to cold storage, followed by roll back the last deploy on auth-svc-04. Finally, bust the cache on auth-svc-04.",282,"archive_data -> rollback_deployment, rollback_deployment -> invalidate_cache",archive_data;rollback_deployment;invalidate_cache,0->1;1->2,True,e48779c27a089d04,aa659dfee3416615,chain_medium
Quick one — dig up the history on Charlie — then generate the Legal analytics. Last step: fire off a notification to Alice.,101,"db_read -> generate_report, generate_report -> send_notification",db_read;generate_report;send_notification,0->1;1->2,True,e48779c27a089d04,f67a005618e33498,chain_medium
"Diagnose the crash, try a restart and involve an engineer, then create a Jira.",15,"check_status -> escalate_to_human, check_status -> restart_service, escalate_to_human -> create_ticket, restart_service -> create_ticket",check_status;restart_service;escalate_to_human;create_ticket,0->1;0->2;1->3;2->3,True,a95f0a5177fffecf,e20bcdd4c77f0f71,diamond
"I need you to strip Grace's access to Marketing, and then update Frank's record in the DB. Once that's done, update Grace's subscription. To wrap up, book a maintenance window for payment-api-03.",424,"db_write -> update_subscription, revoke_access -> db_write, update_subscription -> schedule_maintenance",revoke_access;db_write;update_subscription;schedule_maintenance,0->1;1->2;2->3,True,38d6fe00e87709ec,01e621e9d58a2f0e,chain_medium
Simple request — write the new data for #60122 back and we're good.,52,db_write,db_write,,True,d7123e3b48f7b85a,2ba287c7bceef863,single_node
"Hey, can you archive the old entries for Alice. Next, activate the feature flag on payment-api-03. To wrap up, cut off Frank's permissions.",295,"archive_data -> enable_feature_flag, enable_feature_flag -> revoke_access",archive_data;enable_feature_flag;revoke_access,0->1;1->2,True,e48779c27a089d04,1187a0279dfd1baa,chain_medium
"Grace reported an issue — adjust the billing tier for Diana, followed by process the payout for Diana. Finally, send a heads-up to Finance.",98,"process_refund -> send_notification, update_subscription -> process_refund",update_subscription;process_refund;send_notification,0->1;1->2,True,e48779c27a089d04,fa20847ce48938c2,chain_medium
"Revoke Grace's access, rotate the API key, and log everything.",44,"revoke_access -> rotate_api_key, rotate_api_key -> log_audit_event",revoke_access;rotate_api_key;log_audit_event,0->1;1->2,True,e48779c27a089d04,fc4bcf1384b61905,chain_medium
"When you get a chance, credit Grace's account and activate the feature flag on prod-web-01. After those finish, launch an instance for HR.",488,"enable_feature_flag -> provision_vm, process_refund -> provision_vm",process_refund;enable_feature_flag;provision_vm,0->2;1->2,True,2c0fe2d65641f8ac,cf744e044de48f36,fanin
Push the container image to cdn-edge-06.,49,deploy_container,deploy_container,,True,d7123e3b48f7b85a,427637dba5de2d36,single_node
"From Legal: back up the database for Legal. Once that's done, ship the new build to auth-svc-04.",185,backup_database -> deploy_container,backup_database;deploy_container,0->1,True,d734d7aefc1bad15,979753c190ec278b,chain_short
"From Engineering: roll ml-infer-05 back to the last stable release. Once that's done, ping Charlie about it. To wrap up, get the container running on payment-api-03.",301,"rollback_deployment -> send_notification, send_notification -> deploy_container",rollback_deployment;send_notification;deploy_container,0->1;1->2,True,e48779c27a089d04,2dfef601c3d47b05,chain_medium
"We need to warn Alice about the maintenance, get their info and email them.",3,db_read -> send_notification,db_read;send_notification,0->1,True,d734d7aefc1bad15,791afcf848559f00,chain_short
"Schedule the maintenance, notify HR and take a backup, then log it all.",47,"backup_database -> log_audit_event, schedule_maintenance -> backup_database, schedule_maintenance -> send_notification, send_notification -> log_audit_event",schedule_maintenance;send_notification;backup_database;log_audit_event,0->1;0->2;1->3;2->3,True,a95f0a5177fffecf,c3c136032049c593,diamond
"When you get a chance, sign off on Charlie's permission request, and then generate the Finance analytics. End with verify prod-web-01's health.",309,"approve_access -> generate_report, generate_report -> check_status",approve_access;generate_report;check_status,0->1;1->2,True,e48779c27a089d04,dfbc8b5ecd15a737,chain_medium
"Hey, can you archive the old entries for Bob. Once that's done, strip Frank's access to Marketing, and lastly downgrade Frank's account.",327,"archive_data -> revoke_access, revoke_access -> update_subscription",archive_data;revoke_access;update_subscription,0->1;1->2,True,e48779c27a089d04,21edb2786b7d853d,chain_medium
Ship the new build to cdn-edge-06 and let HR know it's live.,40,deploy_container -> send_notification,deploy_container;send_notification,0->1,True,d734d7aefc1bad15,455a061cee7ec4c1,chain_short
"We gotta give Bob their money back. After that, switch off the flag for Engineering. End with restart the service on auth-svc-04.",366,"disable_feature_flag -> restart_service, process_refund -> disable_feature_flag",process_refund;disable_feature_flag;restart_service,0->1;1->2,True,e48779c27a089d04,523b6409bd54f191,chain_medium
Time to nuke Diana's old login and issue a fresh one and concurrently fire off a notification to Bob and create an audit trail for #60122.,119,"reset_password -> log_audit_event, reset_password -> send_notification",reset_password;send_notification;log_audit_event,0->1;0->2,True,921735efccf80bf4,3e085f51c87b5519,fanout
"Per Grace's request, bring auth-svc-04 back from the snapshot while also credit Diana's account and open a ticket for Bob.",445,"restore_backup -> create_ticket, restore_backup -> process_refund",restore_backup;process_refund;create_ticket,0->1;0->2,True,921735efccf80bf4,7af960f7e6ad88eb,fanout
