query,dag_id,dag_text,tools,edges,topo_family,source,split
"Urgent: block the blocked address on payment-api-03. After that, mark the payment-api-03 alert as seen. Next, commit the DB changes for Alice. End with set up an alert on billing-db-08 for disk utilization.",20006,"block_ip_address -> acknowledge_alert, acknowledge_alert -> db_write, db_write -> create_alert_rule",block_ip_address;acknowledge_alert;db_write;create_alert_rule,0->1;1->2;2->3,chain_medium,generated,train
"Urgent: block the flagged address on search-index-03. Then mark the search-index-03 alert as seen. After that, write the Research changes to the DB. End with add a monitoring rule for search-index-03's p95 latency.",20006,"block_ip_address -> acknowledge_alert, acknowledge_alert -> db_write, db_write -> create_alert_rule",block_ip_address;acknowledge_alert;db_write;create_alert_rule,0->1;1->2;2->3,chain_medium,generated,train
"When you get a chance, block that source IP on prod-web-01. Next, mark the prod-web-01 alert as seen. After that, store the Analytics config in the database. Finally, add a monitoring rule for queue-broker-02's CPU usage.",20006,"block_ip_address -> acknowledge_alert, acknowledge_alert -> db_write, db_write -> create_alert_rule",block_ip_address;acknowledge_alert;db_write;create_alert_rule,0->1;1->2;2->3,chain_medium,generated,train
"When you get a chance, block the blocked address on edge-cache-07. Next, mark the edge-cache-07 alert as seen. Then write Jack's update back to the database. Finally, set up an alert on ml-infer-05 for queue depth.",20006,"block_ip_address -> acknowledge_alert, acknowledge_alert -> db_write, db_write -> create_alert_rule",block_ip_address;acknowledge_alert;db_write;create_alert_rule,0->1;1->2;2->3,chain_medium,generated,train
"ASAP, begin with confirm the alert for worker-pool-06. After that, store the revised record for Rosa. Last step: tag worker-pool-06 with the priority label.",20007,"acknowledge_alert -> db_write, db_write -> tag_resource",acknowledge_alert;db_write;tag_resource,0->1;1->2,chain_medium,generated,train
"ASAP, begin with confirm the alert for worker-pool-06. After that, store the revised record for Xavier. Finally, apply the owner tag to billing-db-08.",20007,"acknowledge_alert -> db_write, db_write -> tag_resource",acknowledge_alert;db_write;tag_resource,0->1;1->2,chain_medium,generated,train
"ASAP, first, mark the api-gateway-11 alert as seen. Follow that with write the Security changes to the DB. End with tag api-gateway-11 with the billing label.",20007,"acknowledge_alert -> db_write, db_write -> tag_resource",acknowledge_alert;db_write;tag_resource,0->1;1->2,chain_medium,generated,train
"Can you begin with acknowledge the alert on api-gateway-11. Follow that with write the Finance changes to the DB. To wrap up, annotate staging-db-02 for lifecycle.",20007,"acknowledge_alert -> db_write, db_write -> tag_resource",acknowledge_alert;db_write;tag_resource,0->1;1->2,chain_medium,generated,train
Can you begin with acknowledge the alert on search-index-03. Follow that with store the Legal config in the database. End with tag ml-infer-05 with the project label.,20007,"acknowledge_alert -> db_write, db_write -> tag_resource",acknowledge_alert;db_write;tag_resource,0->1;1->2,chain_medium,generated,train
"For the Operations team, start with confirm the alert for staging-db-02. After that, commit the DB changes for Maya. To wrap up, annotate edge-cache-07 for tier.",20007,"acknowledge_alert -> db_write, db_write -> tag_resource",acknowledge_alert;db_write;tag_resource,0->1;1->2,chain_medium,generated,train
"Heads-up: begin with confirm the alert for metrics-proxy-05. After that, write Xavier's update back to the database. Finally, apply the cost-center tag to cdn-edge-06.",20007,"acknowledge_alert -> db_write, db_write -> tag_resource",acknowledge_alert;db_write;tag_resource,0->1;1->2,chain_medium,generated,train
"I need you to start with confirm the alert for feature-store-01. After that, store the Sales config in the database. Last step: apply the priority tag to metrics-proxy-05.",20007,"acknowledge_alert -> db_write, db_write -> tag_resource",acknowledge_alert;db_write;tag_resource,0->1;1->2,chain_medium,generated,train
Urgent: acknowledge the alert on billing-db-08. Then write the Platform changes to the DB. End with tag feature-store-01 with the tier label.,20007,"acknowledge_alert -> db_write, db_write -> tag_resource",acknowledge_alert;db_write;tag_resource,0->1;1->2,chain_medium,generated,train
"Urgent: first, mark the queue-broker-02 alert as seen. Follow that with write the Data changes to the DB. End with annotate staging-db-02 for owner.",20007,"acknowledge_alert -> db_write, db_write -> tag_resource",acknowledge_alert;db_write;tag_resource,0->1;1->2,chain_medium,generated,train
"When you get a chance, acknowledge the alert on feature-store-01. Next, commit the DB changes for Talia. Last step: tag payment-api-03 with the priority label.",20007,"acknowledge_alert -> db_write, db_write -> tag_resource",acknowledge_alert;db_write;tag_resource,0->1;1->2,chain_medium,generated,train
"When you get a chance, begin with acknowledge the alert on prod-web-01. Then store the revised record for Bob. To wrap up, apply the owner tag to prod-web-01.",20007,"acknowledge_alert -> db_write, db_write -> tag_resource",acknowledge_alert;db_write;tag_resource,0->1;1->2,chain_medium,generated,train
"When you get a chance, begin with acknowledge the alert on search-index-03. Next, store the Security config in the database. Finally, apply the cost-center tag to search-index-03.",20007,"acknowledge_alert -> db_write, db_write -> tag_resource",acknowledge_alert;db_write;tag_resource,0->1;1->2,chain_medium,generated,train
"When you get a chance, start with acknowledge the alert on prod-web-01. After that, write the Marketing changes to the DB. End with tag metrics-proxy-05 with the owner label.",20007,"acknowledge_alert -> db_write, db_write -> tag_resource",acknowledge_alert;db_write;tag_resource,0->1;1->2,chain_medium,generated,train
"first, mark the staging-db-02 alert as seen. Follow that with store the Growth config in the database. Last step: apply the owner tag to queue-broker-02.",20007,"acknowledge_alert -> db_write, db_write -> tag_resource",acknowledge_alert;db_write;tag_resource,0->1;1->2,chain_medium,generated,train
Fetch the list of folks in HR and blast out an update.,3,db_read -> send_notification,db_read;send_notification,0->1,chain_short,original,train
Fetch the list of folks in Marketing and blast out an update.,3,db_read -> send_notification,db_read;send_notification,0->1,chain_short,original,train
Grab the mailing list for Engineering and send out the weekly alert.,3,db_read -> send_notification,db_read;send_notification,0->1,chain_short,original,train
Grab the mailing list for Legal and send out the weekly alert.,3,db_read -> send_notification,db_read;send_notification,0->1,chain_short,original,train
Grab the mailing list for Marketing and send out the weekly alert.,3,db_read -> send_notification,db_read;send_notification,0->1,chain_short,original,train
Look up Alice's profile and ping them about the new features.,3,db_read -> send_notification,db_read;send_notification,0->1,chain_short,original,train
Look up Bob's profile and ping them about the new features.,3,db_read -> send_notification,db_read;send_notification,0->1,chain_short,original,train
Look up Grace's profile and ping them about the new features.,3,db_read -> send_notification,db_read;send_notification,0->1,chain_short,original,train
Pull the contact details from the DB and shoot Bob a message.,3,db_read -> send_notification,db_read;send_notification,0->1,chain_short,original,train
Pull the contact details from the DB and shoot Charlie a message.,3,db_read -> send_notification,db_read;send_notification,0->1,chain_short,original,train
Pull the contact details from the DB and shoot Frank a message.,3,db_read -> send_notification,db_read;send_notification,0->1,chain_short,original,train
Pull the contact details from the DB and shoot Grace a message.,3,db_read -> send_notification,db_read;send_notification,0->1,chain_short,original,train
"We need to warn Alice about the maintenance, get their info and email them.",3,db_read -> send_notification,db_read;send_notification,0->1,chain_short,original,train
"We need to warn Bob about the maintenance, get their info and email them.",3,db_read -> send_notification,db_read;send_notification,0->1,chain_short,original,train
"We need to warn Frank about the maintenance, get their info and email them.",3,db_read -> send_notification,db_read;send_notification,0->1,chain_short,original,train
Heads-up: start with roll out the containerized app to billing-db-08. End with notify Analytics.,40,deploy_container -> send_notification,deploy_container;send_notification,0->1,chain_short,generated,train
Quick one: deploy the container to cdn-edge-06. Last step: ping Growth.,40,deploy_container -> send_notification,deploy_container;send_notification,0->1,chain_short,generated,train
Urgent: begin with push the container release to edge-cache-07. Last step: send an update to HR.,40,deploy_container -> send_notification,deploy_container;send_notification,0->1,chain_short,generated,train
Deploy the container and ping the team when it's done.,40,deploy_container -> send_notification,deploy_container;send_notification,0->1,chain_short,original,train
Get the docker deployment running on auth-svc-04 and notify stakeholders.,40,deploy_container -> send_notification,deploy_container;send_notification,0->1,chain_short,original,train
Get the docker deployment running on cdn-edge-06 and notify stakeholders.,40,deploy_container -> send_notification,deploy_container;send_notification,0->1,chain_short,original,train
Get the docker deployment running on ml-infer-05 and notify stakeholders.,40,deploy_container -> send_notification,deploy_container;send_notification,0->1,chain_short,original,train
Get the docker deployment running on payment-api-03 and notify stakeholders.,40,deploy_container -> send_notification,deploy_container;send_notification,0->1,chain_short,original,train
Push the image to auth-svc-04 and email Finance about the release.,40,deploy_container -> send_notification,deploy_container;send_notification,0->1,chain_short,original,train
Push the image to auth-svc-04 and email HR about the release.,40,deploy_container -> send_notification,deploy_container;send_notification,0->1,chain_short,original,train
Push the image to ml-infer-05 and email HR about the release.,40,deploy_container -> send_notification,deploy_container;send_notification,0->1,chain_short,original,train
Push the image to payment-api-03 and email Legal about the release.,40,deploy_container -> send_notification,deploy_container;send_notification,0->1,chain_short,original,train
Roll out the container and blast an alert to Finance.,40,deploy_container -> send_notification,deploy_container;send_notification,0->1,chain_short,original,train
Roll out the container and blast an alert to Legal.,40,deploy_container -> send_notification,deploy_container;send_notification,0->1,chain_short,original,train
Roll out the container and blast an alert to Marketing.,40,deploy_container -> send_notification,deploy_container;send_notification,0->1,chain_short,original,train
Ship the new build to cdn-edge-06 and let HR know it's live.,40,deploy_container -> send_notification,deploy_container;send_notification,0->1,chain_short,original,train
Ship the new build to ml-infer-05 and let HR know it's live.,40,deploy_container -> send_notification,deploy_container;send_notification,0->1,chain_short,original,train
Ship the new build to prod-web-01 and let Legal know it's live.,40,deploy_container -> send_notification,deploy_container;send_notification,0->1,chain_short,original,train
Ship the new build to staging-db-02 and let Legal know it's live.,40,deploy_container -> send_notification,deploy_container;send_notification,0->1,chain_short,original,train
"When you get a chance, begin with look up Wendy's record in the database. To wrap up, create a ticket for HR.",79,db_read -> create_ticket,db_read;create_ticket,0->1,chain_short,generated,train
"I need you to pull Alice's data. Next, create a support case for Engineering.",79,db_read -> create_ticket,db_read;create_ticket,0->1,chain_short,original,train
"I need you to pull Bob's data. Next, create a support case for Finance.",79,db_read -> create_ticket,db_read;create_ticket,0->1,chain_short,original,train
"I need you to pull Charlie's data. Next, create a support case for Marketing.",79,db_read -> create_ticket,db_read;create_ticket,0->1,chain_short,original,train
"I need you to pull Grace's data. Next, create a support case for Marketing.",79,db_read -> create_ticket,db_read;create_ticket,0->1,chain_short,original,train
"Per Alice's request, read Bob's profile from the database. Next, open a ticket for Charlie.",79,db_read -> create_ticket,db_read;create_ticket,0->1,chain_short,original,train
"Per Bob's request, look up the records for #42017. Once that's done, spin up a tracking ticket for Bob.",79,db_read -> create_ticket,db_read;create_ticket,0->1,chain_short,original,train
"Per Charlie's request, read Alice's profile from the database. Next, open a ticket for Bob.",79,db_read -> create_ticket,db_read;create_ticket,0->1,chain_short,original,train
"Per Diana's request, look up the records for #42017. Once that's done, spin up a tracking ticket for Frank.",79,db_read -> create_ticket,db_read;create_ticket,0->1,chain_short,original,train
"Per Diana's request, read Eve's profile from the database. Next, open a ticket for Alice.",79,db_read -> create_ticket,db_read;create_ticket,0->1,chain_short,original,train
"Per Diana's request, read Eve's profile from the database. Next, open a ticket for Frank.",79,db_read -> create_ticket,db_read;create_ticket,0->1,chain_short,original,train
"Per Eve's request, look up the records for #20891. Once that's done, spin up a tracking ticket for Frank.",79,db_read -> create_ticket,db_read;create_ticket,0->1,chain_short,original,train
"Per Eve's request, look up the records for #60122. Once that's done, spin up a tracking ticket for Eve.",79,db_read -> create_ticket,db_read;create_ticket,0->1,chain_short,original,train
"Pull Alice's data, followed by open a ticket for Diana.",79,db_read -> create_ticket,db_read;create_ticket,0->1,chain_short,original,train
"Pull Grace's data, followed by open a ticket for Charlie.",79,db_read -> create_ticket,db_read;create_ticket,0->1,chain_short,original,train
"Pull Grace's data, followed by open a ticket for Frank.",79,db_read -> create_ticket,db_read;create_ticket,0->1,chain_short,original,train
"The Engineering team needs us to grab Charlie's account details, and then spin up a tracking ticket for Diana.",79,db_read -> create_ticket,db_read;create_ticket,0->1,chain_short,original,train
"The Engineering team needs us to grab Grace's account details, and then spin up a tracking ticket for Eve.",79,db_read -> create_ticket,db_read;create_ticket,0->1,chain_short,original,train
"The Finance team needs us to grab Diana's account details, and then spin up a tracking ticket for Charlie.",79,db_read -> create_ticket,db_read;create_ticket,0->1,chain_short,original,train
"The HR team needs us to grab Charlie's account details, and then spin up a tracking ticket for Frank.",79,db_read -> create_ticket,db_read;create_ticket,0->1,chain_short,original,train
"Heads-up: start with file an incident for Data. Finally, send an update to Data.",81,create_ticket -> send_notification,create_ticket;send_notification,0->1,chain_short,generated,train
Create a ticket about the Engineering issue — then shoot Diana an email.,81,create_ticket -> send_notification,create_ticket;send_notification,0->1,chain_short,original,train
Create a ticket about the Engineering issue — then shoot Eve an email.,81,create_ticket -> send_notification,create_ticket;send_notification,0->1,chain_short,original,train
Create a ticket about the Legal issue — then shoot Charlie an email.,81,create_ticket -> send_notification,create_ticket;send_notification,0->1,chain_short,original,train
Create a ticket about the Marketing issue — then shoot Alice an email.,81,create_ticket -> send_notification,create_ticket;send_notification,0->1,chain_short,original,train
"For the Engineering team, spin up a tracking ticket for Grace, and then email Grace the update.",81,create_ticket -> send_notification,create_ticket;send_notification,0->1,chain_short,original,train
"For the Finance team, spin up a tracking ticket for Bob, and then email Eve the update.",81,create_ticket -> send_notification,create_ticket;send_notification,0->1,chain_short,original,train
"For the HR team, spin up a tracking ticket for Diana, and then email Grace the update.",81,create_ticket -> send_notification,create_ticket;send_notification,0->1,chain_short,original,train
"For the Legal team, spin up a tracking ticket for Bob, and then email Grace the update.",81,create_ticket -> send_notification,create_ticket;send_notification,0->1,chain_short,original,train
"I need you to create a support case for Engineering. Once that's done, blast an alert to Finance.",81,create_ticket -> send_notification,create_ticket;send_notification,0->1,chain_short,original,train
"I need you to create a support case for Finance. Once that's done, blast an alert to Finance.",81,create_ticket -> send_notification,create_ticket;send_notification,0->1,chain_short,original,train
"I need you to create a support case for Marketing. Once that's done, blast an alert to Finance.",81,create_ticket -> send_notification,create_ticket;send_notification,0->1,chain_short,original,train
"I need you to create a support case for Marketing. Once that's done, blast an alert to Marketing.",81,create_ticket -> send_notification,create_ticket;send_notification,0->1,chain_short,original,train
"Per Bob's request, spin up a tracking ticket for Diana. Next, notify the Engineering team.",81,create_ticket -> send_notification,create_ticket;send_notification,0->1,chain_short,original,train
"Per Charlie's request, spin up a tracking ticket for Grace. Next, notify the Marketing team.",81,create_ticket -> send_notification,create_ticket;send_notification,0->1,chain_short,original,train
"Per Diana's request, spin up a tracking ticket for Diana. Next, notify the Marketing team.",81,create_ticket -> send_notification,create_ticket;send_notification,0->1,chain_short,original,train
"Per Grace's request, spin up a tracking ticket for Charlie. Next, notify the HR team.",81,create_ticket -> send_notification,create_ticket;send_notification,0->1,chain_short,original,train
"Quick one — log a Jira for Diana's issue. Next, fire off a notification to Frank.",81,create_ticket -> send_notification,create_ticket;send_notification,0->1,chain_short,original,train
"Quick one — log a Jira for Eve's issue. Next, fire off a notification to Frank.",81,create_ticket -> send_notification,create_ticket;send_notification,0->1,chain_short,original,train
"Quick one — log a Jira for Frank's issue. Next, fire off a notification to Eve.",81,create_ticket -> send_notification,create_ticket;send_notification,0->1,chain_short,original,train
"Quick one — log a Jira for Grace's issue. Next, fire off a notification to Eve.",81,create_ticket -> send_notification,create_ticket;send_notification,0->1,chain_short,original,train
"For the Analytics team, begin with generate the Marketing report. Finally, log the action.",89,generate_report -> log_audit_event,generate_report;log_audit_event,0->1,chain_short,generated,train
"Diana reported an issue — put together a report on cdn-edge-06. Next, record the event in Legal's log.",89,generate_report -> log_audit_event,generate_report;log_audit_event,0->1,chain_short,original,train
"Diana reported an issue — put together a report on payment-api-03. Next, record the event in Finance's log.",89,generate_report -> log_audit_event,generate_report;log_audit_event,0->1,chain_short,original,train
"Do me a favor and compile a summary for Engineering. Once that's done, log the whole payment-api-03 incident.",89,generate_report -> log_audit_event,generate_report;log_audit_event,0->1,chain_short,original,train
"Do me a favor and compile a summary for HR. Once that's done, log the whole payment-api-03 incident.",89,generate_report -> log_audit_event,generate_report;log_audit_event,0->1,chain_short,original,train
"Do me a favor and compile a summary for Legal. Once that's done, log the whole cdn-edge-06 incident.",89,generate_report -> log_audit_event,generate_report;log_audit_event,0->1,chain_short,original,train
"Do me a favor and compile a summary for Legal. Once that's done, log the whole prod-web-01 incident.",89,generate_report -> log_audit_event,generate_report;log_audit_event,0->1,chain_short,original,train
"Grace reported an issue — put together a report on payment-api-03. Next, record the event in Legal's log.",89,generate_report -> log_audit_event,generate_report;log_audit_event,0->1,chain_short,original,train
"Time to compile a summary for Engineering, and then make a compliance log about Charlie.",89,generate_report -> log_audit_event,generate_report;log_audit_event,0->1,chain_short,original,train
"Time to compile a summary for Engineering, and then make a compliance log about Grace.",89,generate_report -> log_audit_event,generate_report;log_audit_event,0->1,chain_short,original,train
"Time to compile a summary for Marketing, and then make a compliance log about Charlie.",89,generate_report -> log_audit_event,generate_report;log_audit_event,0->1,chain_short,original,train
"Time to compile a summary for Marketing, and then make a compliance log about Grace.",89,generate_report -> log_audit_event,generate_report;log_audit_event,0->1,chain_short,original,train
"Urgent: produce the Engineering performance summary, followed by create an audit trail for #31450.",89,generate_report -> log_audit_event,generate_report;log_audit_event,0->1,chain_short,original,train
"Urgent: produce the Finance performance summary, followed by create an audit trail for #53698.",89,generate_report -> log_audit_event,generate_report;log_audit_event,0->1,chain_short,original,train
"Urgent: produce the Marketing performance summary, followed by create an audit trail for #10234.",89,generate_report -> log_audit_event,generate_report;log_audit_event,0->1,chain_short,original,train
"Urgent: produce the Marketing performance summary, followed by create an audit trail for #53698.",89,generate_report -> log_audit_event,generate_report;log_audit_event,0->1,chain_short,original,train
"When you get a chance, whip up a report for Engineering — then drop an audit entry for payment-api-03.",89,generate_report -> log_audit_event,generate_report;log_audit_event,0->1,chain_short,original,train
"When you get a chance, whip up a report for Finance — then drop an audit entry for cdn-edge-06.",89,generate_report -> log_audit_event,generate_report;log_audit_event,0->1,chain_short,original,train
"When you get a chance, whip up a report for Legal — then drop an audit entry for ml-infer-05.",89,generate_report -> log_audit_event,generate_report;log_audit_event,0->1,chain_short,original,train
I need you to begin with investigate prod-web-01 for infections. End with add a monitoring rule for prod-web-01's latency.,172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,generated,train
"ASAP — run a malware sweep on auth-svc-04, then configure a threshold alert for staging-db-02.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"ASAP — run a malware sweep on cdn-edge-06, then configure a threshold alert for auth-svc-04.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"ASAP — run a malware sweep on cdn-edge-06, then configure a threshold alert for payment-api-03.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"ASAP — run a malware sweep on payment-api-03, then configure a threshold alert for auth-svc-04.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
ASAP — scan ml-infer-05 for threats — then add an alert when payment-api-03 goes above 90% memory.,172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
ASAP — scan payment-api-03 for threats — then add an alert when auth-svc-04 goes above 90% memory.,172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
ASAP — scan prod-web-01 for threats — then add an alert when ml-infer-05 goes above 90% memory.,172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
ASAP — scan staging-db-02 for threats — then add an alert when staging-db-02 goes above 90% memory.,172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"ASAP — sweep auth-svc-04 for IOCs. Next, build a notification rule for prod-web-01's latency.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"ASAP — sweep auth-svc-04 for IOCs. Next, build a notification rule for staging-db-02's latency.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"ASAP — sweep cdn-edge-06 for IOCs. Next, build a notification rule for payment-api-03's latency.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"ASAP — sweep prod-web-01 for IOCs. Next, build a notification rule for auth-svc-04's latency.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"Bob reported an issue — run a malware sweep on cdn-edge-06. Once that's done, build a notification rule for auth-svc-04's latency.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"Charlie reported an issue — run a malware sweep on payment-api-03. Once that's done, build a notification rule for payment-api-03's latency.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"Charlie reported an issue — run a malware sweep on prod-web-01. Once that's done, build a notification rule for payment-api-03's latency.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"Diana reported an issue — run a malware sweep on ml-infer-05. Once that's done, build a notification rule for prod-web-01's latency.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"From Engineering: scan ml-infer-05 for threats. Next, define an alert on ml-infer-05's error rate.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"From Finance: scan cdn-edge-06 for threats. Next, define an alert on auth-svc-04's error rate.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"From Legal: scan cdn-edge-06 for threats. Next, define an alert on auth-svc-04's error rate.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"From Legal: scan payment-api-03 for threats. Next, define an alert on staging-db-02's error rate.",172,scan_malware -> create_alert_rule,scan_malware;create_alert_rule,0->1,chain_short,original,train
"I need you to begin with let that IP through again on billing-db-08. To wrap up, cycle billing-db-08.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,generated,train
"ASAP — remove the IP from the blocklist on auth-svc-04, then restart the service on cdn-edge-06.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"ASAP — remove the IP from the blocklist on ml-infer-05, then restart the service on prod-web-01.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"ASAP — remove the IP from the blocklist on staging-db-02, then restart the service on payment-api-03.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"Bob reported an issue — let traffic through from that IP again on prod-web-01, and then cycle ml-infer-05.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"Charlie reported an issue — let traffic through from that IP again on payment-api-03, and then cycle cdn-edge-06.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"Grace reported an issue — let traffic through from that IP again on payment-api-03, and then cycle payment-api-03.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"Grace reported an issue — let traffic through from that IP again on staging-db-02, and then cycle ml-infer-05.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"Hey, can you unblock the IP we flagged on ml-infer-05, and then restart the service on cdn-edge-06.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"Hey, can you unblock the IP we flagged on payment-api-03, and then restart the service on payment-api-03.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"Hey, can you unblock the IP we flagged on prod-web-01, and then restart the service on ml-infer-05.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"Hey, can you unblock the IP we flagged on staging-db-02, and then restart the service on cdn-edge-06.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"Quick one — re-allow the blocked address on auth-svc-04, followed by restart the service on cdn-edge-06.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"Quick one — re-allow the blocked address on payment-api-03, followed by restart the service on payment-api-03.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"Quick one — re-allow the blocked address on payment-api-03, followed by restart the service on prod-web-01.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"Quick one — re-allow the blocked address on staging-db-02, followed by restart the service on prod-web-01.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"The Finance team needs us to remove the IP from the blocklist on prod-web-01. After that, restart the main process on payment-api-03.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"The HR team needs us to remove the IP from the blocklist on ml-infer-05. After that, restart the main process on cdn-edge-06.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"The Legal team needs us to remove the IP from the blocklist on payment-api-03. After that, restart the main process on cdn-edge-06.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
"The Marketing team needs us to remove the IP from the blocklist on cdn-edge-06. After that, restart the main process on prod-web-01.",174,unblock_ip_address -> restart_service,unblock_ip_address;restart_service,0->1,chain_short,original,train
Can you write Yara's update back to the database. End with refresh the TLS certificate for payment-api-03.,176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,generated,train
"Please write Eve's update back to the database. To wrap up, reissue staging-db-02's certificate.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,generated,train
"When you get a chance, first, write Talia's update back to the database. To wrap up, refresh the TLS certificate for metrics-proxy-05.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,generated,train
"Alice is asking us to push the changes for Charlie to the DB. Next, get a new certificate for cdn-edge-06.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"Alice is asking us to push the changes for Charlie to the DB. Next, get a new certificate for prod-web-01.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"Alice is asking us to push the changes for Grace to the DB. Next, get a new certificate for prod-web-01.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"Do me a favor and store the Finance config in the database, and then the cert for staging-db-02 is about to expire, renew it.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"Do me a favor and store the HR config in the database, and then the cert for prod-web-01 is about to expire, renew it.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"Do me a favor and store the HR config in the database, and then the cert for staging-db-02 is about to expire, renew it.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"Do me a favor and store the Marketing config in the database, and then the cert for cdn-edge-06 is about to expire, renew it.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"Eve is asking us to push the changes for Alice to the DB. Next, get a new certificate for auth-svc-04.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"From Engineering: push the changes for Alice to the DB, then refresh the SSL certificate on staging-db-02.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"From Engineering: push the changes for Frank to the DB, then refresh the SSL certificate on prod-web-01.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"From Engineering: store the Finance config in the database, then the cert for prod-web-01 is about to expire, renew it.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"From Engineering: store the Legal config in the database, then the cert for staging-db-02 is about to expire, renew it.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"From Finance: store the Finance config in the database, then the cert for payment-api-03 is about to expire, renew it.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"From Finance: store the Finance config in the database, then the cert for staging-db-02 is about to expire, renew it.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
"From HR: push the changes for Alice to the DB, then refresh the SSL certificate on cdn-edge-06.",176,db_write -> renew_certificate,db_write;renew_certificate,0->1,chain_short,original,train
