query,ground_truth,domain_note
Simple request — set up DNS for payment-api-03 and we're good.,create_dns_record,
Just register a DNS name for HR. Nothing else needed.,create_dns_record,
All I need is for someone to set up DNS for auth-svc-04.,create_dns_record,
Quick task: add a DNS record for HR's service.,create_dns_record,
All I need is for someone to update the DNS to route to cdn-edge-06.,create_dns_record,
Simple request — point the domain to staging-db-02 and we're good.,create_dns_record,
Just point the domain to staging-db-02. Nothing else needed.,create_dns_record,
Just add a DNS record for Finance's service. Nothing else needed.,create_dns_record,
Quick task: register a DNS name for Finance.,create_dns_record,
Quick task: update the DNS to route to auth-svc-04.,create_dns_record,
Quick task: update the DNS to route to prod-web-01.,create_dns_record,
Time to set up DNS for staging-db-02.,create_dns_record,
All I need is for someone to point the domain to cdn-edge-06.,create_dns_record,
All I need is for someone to add a DNS record for Marketing's service.,create_dns_record,
Quick task: point the domain to auth-svc-04.,create_dns_record,
Just register a DNS name for Finance. Nothing else needed.,create_dns_record,
Simple request — set up DNS for payment-api-03 and we're good.,create_dns_record,
Quick task: turn on the feature flag for Finance.,enable_feature_flag,
All I need is for someone to activate the feature flag on cdn-edge-06.,enable_feature_flag,
From Legal: activate the feature flag on prod-web-01.,enable_feature_flag,
Simple request — enable the flag for prod-web-01 and we're good.,enable_feature_flag,
Quick task: flip the feature toggle on for Legal.,enable_feature_flag,
Just enable the flag for staging-db-02. Nothing else needed.,enable_feature_flag,
Simple request — turn on the feature flag for Finance and we're good.,enable_feature_flag,
All I need is for someone to light up the feature for auth-svc-04.,enable_feature_flag,
All I need is for someone to switch on the flag for Marketing.,enable_feature_flag,
Quick task: light up the feature for payment-api-03.,enable_feature_flag,
All I need is for someone to flip the feature toggle on for Finance.,enable_feature_flag,
Simple request — light up the feature for staging-db-02 and we're good.,enable_feature_flag,
Just enable the flag for prod-web-01. Nothing else needed.,enable_feature_flag,
All I need is for someone to switch on the flag for Finance.,enable_feature_flag,
Simple request — activate the feature flag on auth-svc-04 and we're good.,enable_feature_flag,
Simple request — enable the flag for payment-api-03 and we're good.,enable_feature_flag,
Charlie reported an issue — activate the feature flag on prod-web-01.,enable_feature_flag,
Quick task: switch on the flag for Marketing.,enable_feature_flag,
From Marketing: switch on the flag for HR.,enable_feature_flag,
We gotta activate the feature flag on auth-svc-04.,enable_feature_flag,
Just activate the feature flag on cdn-edge-06. Nothing else needed.,enable_feature_flag,
Quick task: switch on the flag for HR.,enable_feature_flag,
"For the Engineering team, light up the feature for payment-api-03.",enable_feature_flag,
Simple request — enable the flag for prod-web-01 and we're good.,enable_feature_flag,
Simple request — switch on the flag for Marketing and we're good.,enable_feature_flag,
Just turn on the feature flag for Finance. Nothing else needed.,enable_feature_flag,
Simple request — turn on the feature flag for HR and we're good.,enable_feature_flag,
Simple request — enable the flag for payment-api-03 and we're good.,enable_feature_flag,
Simple request — activate the feature flag on prod-web-01 and we're good.,enable_feature_flag,
We gotta flip the feature toggle on for Engineering.,enable_feature_flag,
All I need is for someone to flip the feature toggle on for HR.,enable_feature_flag,
Quick task: light up the feature for auth-svc-04.,enable_feature_flag,
All I need is for someone to switch on the flag for Marketing.,enable_feature_flag,
All I need is for someone to switch on the flag for Marketing.,enable_feature_flag,
Simple request — light up the feature for auth-svc-04 and we're good.,enable_feature_flag,
Quick task: flip the feature toggle on for HR.,enable_feature_flag,
Just turn on the feature flag for HR. Nothing else needed.,enable_feature_flag,
Quick task: switch on the flag for Engineering.,enable_feature_flag,
All I need is for someone to turn on the feature flag for Legal.,enable_feature_flag,
From HR: flip the feature toggle on for Finance.,enable_feature_flag,
All I need is for someone to activate the feature flag on payment-api-03.,enable_feature_flag,
Time to enable the flag for prod-web-01.,enable_feature_flag,
Just switch on the flag for Legal. Nothing else needed.,enable_feature_flag,
Just light up the feature for prod-web-01. Nothing else needed.,enable_feature_flag,
Quick task: light up the feature for ml-infer-05.,enable_feature_flag,
Grace reported an issue — switch on the flag for HR.,enable_feature_flag,
Simple request — flip the feature toggle on for Finance and we're good.,enable_feature_flag,
Please turn on the feature flag for Marketing.,enable_feature_flag,
Quick task: flip the feature toggle on for Legal.,enable_feature_flag,
Simple request — turn on the feature flag for Engineering and we're good.,enable_feature_flag,
Quick task: activate the feature flag on cdn-edge-06.,enable_feature_flag,
Just light up the feature for payment-api-03. Nothing else needed.,enable_feature_flag,
Simple request — enable the flag for ml-infer-05 and we're good.,enable_feature_flag,
Simple request — turn on the feature flag for Marketing and we're good.,enable_feature_flag,
Simple request — flip the feature toggle on for Engineering and we're good.,enable_feature_flag,
Please flip the feature toggle on for Marketing.,enable_feature_flag,
Just switch on the flag for HR. Nothing else needed.,enable_feature_flag,
Just flip the feature toggle on for Marketing. Nothing else needed.,enable_feature_flag,
Quick task: flip the feature toggle on for Legal.,enable_feature_flag,
Just turn on the feature flag for Marketing. Nothing else needed.,enable_feature_flag,
Quick task: enable the flag for auth-svc-04.,enable_feature_flag,
Just activate the feature flag on cdn-edge-06. Nothing else needed.,enable_feature_flag,
We gotta activate the feature flag on payment-api-03.,enable_feature_flag,
From HR: turn on the feature flag for Finance.,enable_feature_flag,
"For the Finance team, flip the feature toggle on for Legal.",enable_feature_flag,
Simple request — activate the feature flag on cdn-edge-06 and we're good.,enable_feature_flag,
Simple request — switch on the flag for Legal and we're good.,enable_feature_flag,
Simple request — bring in tier-2 support for Frank and we're good.,escalate_to_human,
Just hand Frank's issue off to an engineer. Nothing else needed.,escalate_to_human,
All I need is for someone to hand Bob's issue off to an engineer.,escalate_to_human,
Simple request — get a human involved for Eve and we're good.,escalate_to_human,
Just wake up the on-call about ml-infer-05. Nothing else needed.,escalate_to_human,
Quick task: escalate Charlie's case to the on-call.,escalate_to_human,
Simple request — hand Diana's issue off to an engineer and we're good.,escalate_to_human,
All I need is for someone to hand Eve's issue off to an engineer.,escalate_to_human,
Just bring in tier-2 support for Grace. Nothing else needed.,escalate_to_human,
All I need is for someone to wake up the on-call about prod-web-01.,escalate_to_human,
Charlie reported an issue — escalate Charlie's case to the on-call.,escalate_to_human,
I need you to bring in tier-2 support for Bob.,escalate_to_human,
Quick task: get a human involved for Diana.,escalate_to_human,
Quick task: hand Grace's issue off to an engineer.,escalate_to_human,
All I need is for someone to hand Eve's issue off to an engineer.,escalate_to_human,
"When you get a chance, escalate Eve's case to the on-call.",escalate_to_human,
Just loop in a Marketing manager. Nothing else needed.,escalate_to_human,
Just wake up the on-call about auth-svc-04. Nothing else needed.,escalate_to_human,
Quick task: loop in a Legal manager.,escalate_to_human,
Do me a favor and hand Diana's issue off to an engineer.,escalate_to_human,
Just wake up the on-call about cdn-edge-06. Nothing else needed.,escalate_to_human,
All I need is for someone to wake up the on-call about staging-db-02.,escalate_to_human,
Do me a favor and get a human involved for Eve.,escalate_to_human,
Quick task: get a human involved for Diana.,escalate_to_human,
Quick task: hand Grace's issue off to an engineer.,escalate_to_human,
Just get a human involved for Grace. Nothing else needed.,escalate_to_human,
Quick task: escalate Frank's case to the on-call.,escalate_to_human,
All I need is for someone to wake up the on-call about staging-db-02.,escalate_to_human,
Just wake up the on-call about cdn-edge-06. Nothing else needed.,escalate_to_human,
"For the Marketing team, get a human involved for Alice.",escalate_to_human,
Just wake up the on-call about ml-infer-05. Nothing else needed.,escalate_to_human,
Just wake up the on-call about cdn-edge-06. Nothing else needed.,escalate_to_human,
Simple request — bring in tier-2 support for Frank and we're good.,escalate_to_human,
Time to get a human involved for Eve.,escalate_to_human,
Simple request — bring in tier-2 support for Charlie and we're good.,escalate_to_human,
Quick task: loop in a Engineering manager.,escalate_to_human,
Simple request — wake up the on-call about staging-db-02 and we're good.,escalate_to_human,
Simple request — bring in tier-2 support for Frank and we're good.,escalate_to_human,
Simple request — bring in tier-2 support for Charlie and we're good.,escalate_to_human,
Quick task: wake up the on-call about staging-db-02.,escalate_to_human,
Simple request — loop in a Finance manager and we're good.,escalate_to_human,
Just bring in tier-2 support for Bob. Nothing else needed.,escalate_to_human,
All I need is for someone to wake up the on-call about prod-web-01.,escalate_to_human,
Quick task: escalate Alice's case to the on-call.,escalate_to_human,
Bob is asking us to wake up the on-call about auth-svc-04.,escalate_to_human,
Simple request — wake up the on-call about ml-infer-05 and we're good.,escalate_to_human,
All I need is for someone to escalate Grace's case to the on-call.,escalate_to_human,
Quick task: wake up the on-call about prod-web-01.,escalate_to_human,
"When you get a chance, bring in tier-2 support for Diana.",escalate_to_human,
Simple request — escalate Diana's case to the on-call and we're good.,escalate_to_human,
All I need is for someone to loop in a HR manager.,escalate_to_human,
Simple request — hand Bob's issue off to an engineer and we're good.,escalate_to_human,
Simple request — escalate Frank's case to the on-call and we're good.,escalate_to_human,
Time to wake up the on-call about cdn-edge-06.,escalate_to_human,
Do me a favor and loop in a Legal manager.,escalate_to_human,
We gotta hand Diana's issue off to an engineer.,escalate_to_human,
Quick task: escalate Diana's case to the on-call.,escalate_to_human,
Bob reported an issue — get a human involved for Bob.,escalate_to_human,
All I need is for someone to bring in tier-2 support for Frank.,escalate_to_human,
All I need is for someone to get a human involved for Frank.,escalate_to_human,
Just loop in a Engineering manager. Nothing else needed.,escalate_to_human,
Just wake up the on-call about prod-web-01. Nothing else needed.,escalate_to_human,
All I need is for someone to escalate Grace's case to the on-call.,escalate_to_human,
All I need is for someone to wake up the on-call about auth-svc-04.,escalate_to_human,
All I need is for someone to loop in a Finance manager.,escalate_to_human,
All I need is for someone to loop in a Finance manager.,escalate_to_human,
Simple request — hand Grace's issue off to an engineer and we're good.,escalate_to_human,
Just package up Frank's records for download. Nothing else needed.,export_data,
Quick task: export Eve's data.,export_data,
Just pull a data dump for Diana. Nothing else needed.,export_data,
Simple request — pull a data dump for Alice and we're good.,export_data,
Simple request — create a data extract for HR and we're good.,export_data,
Just generate a data export for Finance. Nothing else needed.,export_data,
Quick task: download all of Grace's information.,export_data,
Quick task: pull a data dump for Alice.,export_data,
Simple request — create a data extract for Legal and we're good.,export_data,
Quick task: generate a data export for Finance.,export_data,
Just package up Grace's records for download. Nothing else needed.,export_data,
Simple request — export Diana's data and we're good.,export_data,
Just export Frank's data. Nothing else needed.,export_data,
Quick task: generate a data export for HR.,export_data,
Simple request — create a data extract for HR and we're good.,export_data,
Eve is asking us to package up Charlie's records for download.,export_data,
All I need is for someone to package up Grace's records for download.,export_data,
Simple request — package up Diana's records for download and we're good.,export_data,
Quick one — pull a data dump for Eve.,export_data,
Simple request — download all of Grace's information and we're good.,export_data,
Just export Frank's data. Nothing else needed.,export_data,
All I need is for someone to generate a data export for HR.,export_data,
Just create a data extract for Legal. Nothing else needed.,export_data,
Just download all of Grace's information. Nothing else needed.,export_data,
All I need is for someone to export Eve's data.,export_data,
"For the Finance team, pull a data dump for Diana.",export_data,
Frank is asking us to download all of Grace's information.,export_data,
Just download all of Diana's information. Nothing else needed.,export_data,
Quick task: generate a data export for Legal.,export_data,
Quick one — download all of Charlie's information.,export_data,
Just pull a data dump for Grace. Nothing else needed.,export_data,
Simple request — create a data extract for Finance and we're good.,export_data,
All I need is for someone to generate a data export for Marketing.,export_data,
All I need is for someone to generate a data export for HR.,export_data,
Just generate a data export for Legal. Nothing else needed.,export_data,
All I need is for someone to generate a data export for Finance.,export_data,
Quick task: create a data extract for Marketing.,export_data,
All I need is for someone to create a data extract for Legal.,export_data,
Simple request — export Alice's data and we're good.,export_data,
Just create a data extract for Marketing. Nothing else needed.,export_data,
Quick one — export Bob's data.,export_data,
I need you to export Charlie's data.,export_data,
All I need is for someone to export Charlie's data.,export_data,
All I need is for someone to create a data extract for Marketing.,export_data,
Quick task: package up Eve's records for download.,export_data,
All I need is for someone to pull a data dump for Alice.,export_data,
Quick task: download all of Bob's information.,export_data,
Just pull a data dump for Bob. Nothing else needed.,export_data,
Quick task: package up Bob's records for download.,export_data,
All I need is for someone to generate a data export for Legal.,export_data,
All I need is for someone to pull a data dump for Frank.,export_data,
Just download all of Bob's information. Nothing else needed.,export_data,
Just package up Frank's records for download. Nothing else needed.,export_data,
Simple request — package up Bob's records for download and we're good.,export_data,
Ticket INC-5560 says export Alice's data.,export_data,
Just export Diana's data. Nothing else needed.,export_data,
Simple request — create a data extract for Marketing and we're good.,export_data,
Simple request — generate a data export for HR and we're good.,export_data,
The Legal team needs us to pull a data dump for Diana.,export_data,
Quick task: download all of Alice's information.,export_data,
Quick task: generate a data export for Finance.,export_data,
Quick task: create a data extract for Legal.,export_data,
Quick task: export Diana's data.,export_data,
Quick task: pull a data dump for Grace.,export_data,
Quick task: download all of Eve's information.,export_data,
Simple request — pull a data dump for Frank and we're good.,export_data,
Quick task: download all of Alice's information.,export_data,
Just put together a report on ml-infer-05. Nothing else needed.,generate_report,
All I need is for someone to compile a summary for Legal.,generate_report,
"Per Diana's request, whip up a report for Engineering.",generate_report,
Simple request — compile a summary for Marketing and we're good.,generate_report,
All I need is for someone to compile a summary for Marketing.,generate_report,
Grace reported an issue — whip up a report for Legal.,generate_report,
Quick task: build a compliance doc for Legal.,generate_report,
All I need is for someone to produce the HR performance summary.,generate_report,
The HR team needs us to build a compliance doc for HR.,generate_report,
Quick one — generate the Finance analytics.,generate_report,
Just build a compliance doc for Legal. Nothing else needed.,generate_report,
Bob reported an issue — compile a summary for Marketing.,generate_report,
"Hey, can you whip up a report for Legal.",generate_report,
Just produce the Legal performance summary. Nothing else needed.,generate_report,
Quick task: build a compliance doc for Engineering.,generate_report,
Just compile a summary for Legal. Nothing else needed.,generate_report,
Simple request — generate the Marketing analytics and we're good.,generate_report,
Just generate the Legal analytics. Nothing else needed.,generate_report,
Simple request — produce the Finance performance summary and we're good.,generate_report,
Just produce the Legal performance summary. Nothing else needed.,generate_report,
Just produce the Finance performance summary. Nothing else needed.,generate_report,
Quick task: generate the HR analytics.,generate_report,
All I need is for someone to generate the HR analytics.,generate_report,
Quick task: put together a report on prod-web-01.,generate_report,
All I need is for someone to generate the Legal analytics.,generate_report,
Simple request — produce the HR performance summary and we're good.,generate_report,
Quick task: produce the HR performance summary.,generate_report,
All I need is for someone to compile a summary for Engineering.,generate_report,
Simple request — generate the Engineering analytics and we're good.,generate_report,
All I need is for someone to generate the Legal analytics.,generate_report,
Quick task: generate the Finance analytics.,generate_report,
Ticket INC-7733 says put together a report on auth-svc-04.,generate_report,
Just compile a summary for Engineering. Nothing else needed.,generate_report,
Ticket INC-5560 says produce the Marketing performance summary.,generate_report,
Simple request — generate the Marketing analytics and we're good.,generate_report,
Quick task: generate the Finance analytics.,generate_report,
Quick task: produce the Legal performance summary.,generate_report,
All I need is for someone to compile a summary for Marketing.,generate_report,
All I need is for someone to generate the Marketing analytics.,generate_report,
Just build a compliance doc for Legal. Nothing else needed.,generate_report,
Simple request — whip up a report for Marketing and we're good.,generate_report,
Quick task: generate the Legal analytics.,generate_report,
Just build a compliance doc for Marketing. Nothing else needed.,generate_report,
Just whip up a report for Engineering. Nothing else needed.,generate_report,
Simple request — build a compliance doc for Legal and we're good.,generate_report,
Just build a compliance doc for Engineering. Nothing else needed.,generate_report,
Frank reported an issue — compile a summary for HR.,generate_report,
Quick task: build a compliance doc for Engineering.,generate_report,
"Per Charlie's request, produce the Finance performance summary.",generate_report,
Just build a compliance doc for Engineering. Nothing else needed.,generate_report,
Just put together a report on cdn-edge-06. Nothing else needed.,generate_report,
Simple request — put together a report on prod-web-01 and we're good.,generate_report,
Simple request — generate the Engineering analytics and we're good.,generate_report,
"Per Bob's request, build a compliance doc for Finance.",generate_report,
All I need is for someone to build a compliance doc for Engineering.,generate_report,
Quick task: whip up a report for HR.,generate_report,
I need you to whip up a report for Finance.,generate_report,
Quick task: put together a report on staging-db-02.,generate_report,
Simple request — produce the Finance performance summary and we're good.,generate_report,
Quick task: build a compliance doc for Legal.,generate_report,
Simple request — produce the Engineering performance summary and we're good.,generate_report,
Quick task: put together a report on ml-infer-05.,generate_report,
Simple request — compile a summary for Finance and we're good.,generate_report,
Diana is asking us to generate the Marketing analytics.,generate_report,
Simple request — produce the Marketing performance summary and we're good.,generate_report,
Simple request — generate the Finance analytics and we're good.,generate_report,
Simple request — build a compliance doc for HR and we're good.,generate_report,
Simple request — purge ml-infer-05's cached data and we're good.,invalidate_cache,
Just invalidate cdn-edge-06's cache. Nothing else needed.,invalidate_cache,
Simple request — invalidate cdn-edge-06's cache and we're good.,invalidate_cache,
Quick task: flush the cache on prod-web-01.,invalidate_cache,
Simple request — flush the cache on staging-db-02 and we're good.,invalidate_cache,
Urgent: invalidate payment-api-03's cache.,invalidate_cache,
"When you get a chance, clear the cache for Engineering.",invalidate_cache,
Quick task: invalidate ml-infer-05's cache.,invalidate_cache,
Simple request — bust the cache on prod-web-01 and we're good.,invalidate_cache,
Simple request — invalidate payment-api-03's cache and we're good.,invalidate_cache,
Quick task: clear the cache for HR.,invalidate_cache,
Urgent: flush the cache on cdn-edge-06.,invalidate_cache,
"Per Diana's request, wipe the cache layer for Legal.",invalidate_cache,
"Hey, can you flush the cache on cdn-edge-06.",invalidate_cache,
Simple request — wipe the cache layer for Finance and we're good.,invalidate_cache,
ASAP — purge prod-web-01's cached data.,invalidate_cache,
All I need is for someone to clear the cache for HR.,invalidate_cache,
Just purge cdn-edge-06's cached data. Nothing else needed.,invalidate_cache,
Simple request — invalidate cdn-edge-06's cache and we're good.,invalidate_cache,
Quick task: flush the cache on staging-db-02.,invalidate_cache,
Quick task: wipe the cache layer for Engineering.,invalidate_cache,
Simple request — purge cdn-edge-06's cached data and we're good.,invalidate_cache,
All I need is for someone to invalidate payment-api-03's cache.,invalidate_cache,
All I need is for someone to invalidate cdn-edge-06's cache.,invalidate_cache,
Simple request — bust the cache on ml-infer-05 and we're good.,invalidate_cache,
All I need is for someone to clear the cache for Engineering.,invalidate_cache,
We gotta purge ml-infer-05's cached data.,invalidate_cache,
Just invalidate prod-web-01's cache. Nothing else needed.,invalidate_cache,
Just invalidate payment-api-03's cache. Nothing else needed.,invalidate_cache,
All I need is for someone to flush the cache on ml-infer-05.,invalidate_cache,
"Hey, can you wipe the cache layer for Legal.",invalidate_cache,
All I need is for someone to clear the cache for Marketing.,invalidate_cache,
Simple request — invalidate prod-web-01's cache and we're good.,invalidate_cache,
Simple request — flush the cache on ml-infer-05 and we're good.,invalidate_cache,
"Hey, can you invalidate cdn-edge-06's cache.",invalidate_cache,
All I need is for someone to bust the cache on payment-api-03.,invalidate_cache,
Just wipe the cache layer for Engineering. Nothing else needed.,invalidate_cache,
All I need is for someone to purge auth-svc-04's cached data.,invalidate_cache,
Simple request — bust the cache on auth-svc-04 and we're good.,invalidate_cache,
We gotta clear the cache for Engineering.,invalidate_cache,
Quick task: flush the cache on auth-svc-04.,invalidate_cache,
Charlie is asking us to bust the cache on cdn-edge-06.,invalidate_cache,
Quick task: flush the cache on auth-svc-04.,invalidate_cache,
Quick task: purge cdn-edge-06's cached data.,invalidate_cache,
All I need is for someone to flush the cache on staging-db-02.,invalidate_cache,
Quick task: purge auth-svc-04's cached data.,invalidate_cache,
All I need is for someone to clear the cache for Finance.,invalidate_cache,
Quick task: purge cdn-edge-06's cached data.,invalidate_cache,
All I need is for someone to flush the cache on ml-infer-05.,invalidate_cache,
Just purge cdn-edge-06's cached data. Nothing else needed.,invalidate_cache,
Simple request — purge payment-api-03's cached data and we're good.,invalidate_cache,
All I need is for someone to flush the cache on ml-infer-05.,invalidate_cache,
From Legal: bust the cache on ml-infer-05.,invalidate_cache,
Please purge auth-svc-04's cached data.,invalidate_cache,
I need you to purge auth-svc-04's cached data.,invalidate_cache,
Just bust the cache on cdn-edge-06. Nothing else needed.,invalidate_cache,
Just bust the cache on ml-infer-05. Nothing else needed.,invalidate_cache,
We gotta wipe the cache layer for Marketing.,invalidate_cache,
Just flush the cache on payment-api-03. Nothing else needed.,invalidate_cache,
All I need is for someone to flush the cache on staging-db-02.,invalidate_cache,
Do me a favor and bust the cache on prod-web-01.,invalidate_cache,
All I need is for someone to invalidate payment-api-03's cache.,invalidate_cache,
Just invalidate auth-svc-04's cache. Nothing else needed.,invalidate_cache,
Just purge staging-db-02's cached data. Nothing else needed.,invalidate_cache,
Quick task: bust the cache on auth-svc-04.,invalidate_cache,
Just invalidate ml-infer-05's cache. Nothing else needed.,invalidate_cache,
Quick task: flush the cache on ml-infer-05.,invalidate_cache,
All I need is for someone to unify Frank's old and new accounts.,merge_accounts,
Urgent: combine the duplicate profiles for Diana.,merge_accounts,
Quick task: merge Charlie's two accounts.,merge_accounts,
Just consolidate Alice's duplicate entries. Nothing else needed.,merge_accounts,
Ticket INC-1198 says unify Diana's old and new accounts.,merge_accounts,
Simple request — unify Bob's old and new accounts and we're good.,merge_accounts,
Simple request — merge Diana's two accounts and we're good.,merge_accounts,
From Marketing: consolidate Bob's duplicate entries.,merge_accounts,
Simple request — combine the duplicate profiles for Grace and we're good.,merge_accounts,
Just join the two accounts for Charlie into one. Nothing else needed.,merge_accounts,
Just combine the duplicate profiles for Charlie. Nothing else needed.,merge_accounts,
Quick task: consolidate Charlie's duplicate entries.,merge_accounts,
Quick task: unify Eve's old and new accounts.,merge_accounts,
Simple request — join the two accounts for Frank into one and we're good.,merge_accounts,
Please unify Charlie's old and new accounts.,merge_accounts,
All I need is for someone to fold Eve's secondary account into the primary.,merge_accounts,
I need you to consolidate Alice's duplicate entries.,merge_accounts,
Simple request — join the two accounts for Eve into one and we're good.,merge_accounts,
All I need is for someone to fold Bob's secondary account into the primary.,merge_accounts,
All I need is for someone to merge Alice's two accounts.,merge_accounts,
Just unify Bob's old and new accounts. Nothing else needed.,merge_accounts,
Quick task: join the two accounts for Frank into one.,merge_accounts,
The Legal team needs us to combine the duplicate profiles for Diana.,merge_accounts,
All I need is for someone to consolidate Eve's duplicate entries.,merge_accounts,
Just combine the duplicate profiles for Grace. Nothing else needed.,merge_accounts,
From Legal: merge Bob's two accounts.,merge_accounts,
Quick task: fold Frank's secondary account into the primary.,merge_accounts,
I need you to fold Frank's secondary account into the primary.,merge_accounts,
Simple request — combine the duplicate profiles for Diana and we're good.,merge_accounts,
Quick task: unify Diana's old and new accounts.,merge_accounts,
Just combine the duplicate profiles for Grace. Nothing else needed.,merge_accounts,
Ticket INC-4021 says combine the duplicate profiles for Alice.,merge_accounts,
Simple request — fold Charlie's secondary account into the primary and we're good.,merge_accounts,
Ticket INC-5560 says fold Bob's secondary account into the primary.,merge_accounts,
Simple request — merge Frank's two accounts and we're good.,merge_accounts,
All I need is for someone to join the two accounts for Bob into one.,merge_accounts,
The HR team needs us to unify Charlie's old and new accounts.,merge_accounts,
Just fold Charlie's secondary account into the primary. Nothing else needed.,merge_accounts,
All I need is for someone to merge Diana's two accounts.,merge_accounts,
Quick task: unify Eve's old and new accounts.,merge_accounts,
Just merge Eve's two accounts. Nothing else needed.,merge_accounts,
Just consolidate Charlie's duplicate entries. Nothing else needed.,merge_accounts,
Simple request — unify Diana's old and new accounts and we're good.,merge_accounts,
Just merge Frank's two accounts. Nothing else needed.,merge_accounts,
Simple request — fold Eve's secondary account into the primary and we're good.,merge_accounts,
Simple request — combine the duplicate profiles for Charlie and we're good.,merge_accounts,
Charlie is asking us to unify Frank's old and new accounts.,merge_accounts,
Quick task: merge Diana's two accounts.,merge_accounts,
Please combine the duplicate profiles for Charlie.,merge_accounts,
All I need is for someone to consolidate Charlie's duplicate entries.,merge_accounts,
Simple request — combine the duplicate profiles for Charlie and we're good.,merge_accounts,
Simple request — unify Bob's old and new accounts and we're good.,merge_accounts,
Quick task: consolidate Alice's duplicate entries.,merge_accounts,
Just consolidate Frank's duplicate entries. Nothing else needed.,merge_accounts,
Quick task: combine the duplicate profiles for Bob.,merge_accounts,
Quick one — combine the duplicate profiles for Charlie.,merge_accounts,
"Per Alice's request, fold Frank's secondary account into the primary.",merge_accounts,
Quick task: fold Eve's secondary account into the primary.,merge_accounts,
Simple request — combine the duplicate profiles for Grace and we're good.,merge_accounts,
Simple request — join the two accounts for Frank into one and we're good.,merge_accounts,
Simple request — join the two accounts for Bob into one and we're good.,merge_accounts,
Quick task: join the two accounts for Bob into one.,merge_accounts,
Do me a favor and fold Bob's secondary account into the primary.,merge_accounts,
Quick task: join the two accounts for Frank into one.,merge_accounts,
Quick task: combine the duplicate profiles for Diana.,merge_accounts,
Charlie reported an issue — unify Frank's old and new accounts.,merge_accounts,
All I need is for someone to fold Eve's secondary account into the primary.,merge_accounts,
Grace reported an issue — run the schema migration for HR.,migrate_database,
Simple request — migrate the database on ml-infer-05 and we're good.,migrate_database,
"Hey, can you migrate the database on payment-api-03.",migrate_database,
Just apply the DB migration to prod-web-01. Nothing else needed.,migrate_database,
All I need is for someone to move the data to the new schema on staging-db-02.,migrate_database,
Urgent: move the data to the new schema on payment-api-03.,migrate_database,
Quick task: run the schema migration for Finance.,migrate_database,
Simple request — apply the DB migration to payment-api-03 and we're good.,migrate_database,
Just run the schema migration for Finance. Nothing else needed.,migrate_database,
Just run the schema migration for Marketing. Nothing else needed.,migrate_database,
Just move the data to the new schema on prod-web-01. Nothing else needed.,migrate_database,
Simple request — migrate the database on cdn-edge-06 and we're good.,migrate_database,
All I need is for someone to migrate the database on ml-infer-05.,migrate_database,
Quick task: migrate the database on staging-db-02.,migrate_database,
Simple request — migrate the database on payment-api-03 and we're good.,migrate_database,
Just run the schema migration for Engineering. Nothing else needed.,migrate_database,
Just move the data to the new schema on prod-web-01. Nothing else needed.,migrate_database,
Quick task: run the schema migration for HR.,migrate_database,
Simple request — upgrade the database schema on payment-api-03 and we're good.,migrate_database,
All I need is for someone to move the data to the new schema on cdn-edge-06.,migrate_database,
Simple request — migrate the database on staging-db-02 and we're good.,migrate_database,
Just upgrade the database schema on cdn-edge-06. Nothing else needed.,migrate_database,
Just migrate the database on auth-svc-04. Nothing else needed.,migrate_database,
Simple request — migrate the database on prod-web-01 and we're good.,migrate_database,
Grace reported an issue — upgrade the database schema on prod-web-01.,migrate_database,
Just run the schema migration for HR. Nothing else needed.,migrate_database,
Simple request — execute the data migration for Marketing and we're good.,migrate_database,
Just apply the DB migration to auth-svc-04. Nothing else needed.,migrate_database,
Quick task: run the schema migration for Legal.,migrate_database,
Just apply the DB migration to auth-svc-04. Nothing else needed.,migrate_database,
Simple request — execute the data migration for Marketing and we're good.,migrate_database,
Simple request — move the data to the new schema on staging-db-02 and we're good.,migrate_database,
Just run the schema migration for Engineering. Nothing else needed.,migrate_database,
Just migrate the database on payment-api-03. Nothing else needed.,migrate_database,
Simple request — upgrade the database schema on auth-svc-04 and we're good.,migrate_database,
Simple request — migrate the database on prod-web-01 and we're good.,migrate_database,
Just apply the DB migration to prod-web-01. Nothing else needed.,migrate_database,
All I need is for someone to migrate the database on auth-svc-04.,migrate_database,
Just run the schema migration for Legal. Nothing else needed.,migrate_database,
All I need is for someone to execute the data migration for Engineering.,migrate_database,
Quick task: execute the data migration for HR.,migrate_database,
Simple request — upgrade the database schema on cdn-edge-06 and we're good.,migrate_database,
Just move the data to the new schema on cdn-edge-06. Nothing else needed.,migrate_database,
Quick task: run the schema migration for Engineering.,migrate_database,
Just upgrade the database schema on staging-db-02. Nothing else needed.,migrate_database,
Quick task: upgrade the database schema on staging-db-02.,migrate_database,
Just run the schema migration for HR. Nothing else needed.,migrate_database,
We gotta apply the DB migration to payment-api-03.,migrate_database,
Simple request — execute the data migration for Engineering and we're good.,migrate_database,
Quick task: upgrade the database schema on staging-db-02.,migrate_database,
I need you to migrate the database on prod-web-01.,migrate_database,
Quick task: execute the data migration for HR.,migrate_database,
Simple request — migrate the database on auth-svc-04 and we're good.,migrate_database,
Quick task: run the schema migration for HR.,migrate_database,
Just move the data to the new schema on ml-infer-05. Nothing else needed.,migrate_database,
Grace is asking us to execute the data migration for HR.,migrate_database,
Quick task: run the schema migration for Finance.,migrate_database,
All I need is for someone to run the schema migration for HR.,migrate_database,
